"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","438","933","13","0"
"10752  :  โรงพยาบาลบางบ่อ","111","39","0","0"
"10753  :  โรงพยาบาลบางพลี","172","0","0","0"
"10754  :  โรงพยาบาลบางจาก","50","0","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","50","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","14","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","71","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","14","1","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","14","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","14","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","447","31","16","4"
"10756  :  โรงพยาบาลบางกรวย","39","19","10","6"
"10757  :  โรงพยาบาลบางใหญ่","92","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","126","134","67","44"
"10759  :  โรงพยาบาลไทรน้อย","34","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","63","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","1","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","563","7","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","167","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","12","9","2","1"
"10687  :  โรงพยาบาลปทุมธานี","412","6","0","0"
"10761  :  โรงพยาบาลคลองหลวง","72","1","0","0"
"10762  :  โรงพยาบาลธัญบุรี","80","18","1","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","58","10","0","0"
"10764  :  โรงพยาบาลหนองเสือ","42","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","45","2","0","0"
"10766  :  โรงพยาบาลลำลูกกา","56","70","0","0"
"10767  :  โรงพยาบาลสามโคก","37","24","3","1"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","218","129","31","2"
"10688  :  โรงพยาบาลเสนา","113","318","20","84"
"10768  :  โรงพยาบาลท่าเรือ","99","31","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","57","46","16","11"
"10770  :  โรงพยาบาลบางไทร","54","528","176","120"
"10771  :  โรงพยาบาลบางบาล","31","24","14","9"
"10772  :  โรงพยาบาลบางปะอิน","72","373","124","153"
"10773  :  โรงพยาบาลบางปะหัน","106","316","13","17"
"10774  :  โรงพยาบาลผักไห่","69","48","1","0"
"10775  :  โรงพยาบาลภาชี","64","116","37","58"
"10776  :  โรงพยาบาลลาดบัวหลวง","41","94","24","6"
"10777  :  โรงพยาบาลวังน้อย","69","111","0","0"
"10778  :  โรงพยาบาลบางซ้าย","52","67","13","20"
"10779  :  โรงพยาบาลอุทัย","65","271","2","0"
"10780  :  โรงพยาบาลมหาราช","47","55","11","3"
"10781  :  โรงพยาบาลบ้านแพรก","22","11","0","0"
"10689  :  โรงพยาบาลอ่างทอง","101","26","0","0"
"10782  :  โรงพยาบาลไชโย","41","22","3","1"
"10784  :  โรงพยาบาลป่าโมก","137","234","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","69","69","20","12"
"10786  :  โรงพยาบาลแสวงหา","44","124","15","60"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","77","497","2","1"
"10788  :  โรงพยาบาลสามโก้","32","17","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","355","18","0","1"
"10691  :  โรงพยาบาลบ้านหมี่","251","53","10","3"
"10789  :  โรงพยาบาลพัฒนานิคม","179","25","2","10"
"10790  :  โรงพยาบาลโคกสำโรง","201","96","66","22"
"10791  :  โรงพยาบาลชัยบาดาล","121","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","63","1","0","0"
"10793  :  โรงพยาบาลท่าหลวง","55","1","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","64","2","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","111","12","7","4"
"10796  :  โรงพยาบาลลำสนธิ","41","14","0","0"
"10797  :  โรงพยาบาลหนองม่วง","26","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","1","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","207","273","34","27"
"10693  :  โรงพยาบาลอินทร์บุรี","120","60","0","1"
"10798  :  โรงพยาบาลบางระจัน","35","41","1","1"
"10799  :  โรงพยาบาลค่ายบางระจัน","20","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","32","16","0","5"
"10801  :  โรงพยาบาลท่าช้าง","43","18","3","6"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","272","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","61","2","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","48","32","4","16"
"10804  :  โรงพยาบาลสรรพยา","32","1,619","7","5"
"10805  :  โรงพยาบาลสรรคบุรี","93","105","33","47"
"10806  :  โรงพยาบาลหันคา","125","16","2","11"
"27974  :  โรงพยาบาลหนองมะโมง","43","66","3","11"
"27975  :  โรงพยาบาลเนินขาม","12","179","88","64"
"10661  :  โรงพยาบาลสระบุรี","449","84","19","1"
"10695  :  โรงพยาบาลพระพุทธบาท","206","58","0","0"
"10807  :  โรงพยาบาลแก่งคอย","294","4","2","2"
"10808  :  โรงพยาบาลหนองแค","48","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","32","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","18","25","8","8"
"10811  :  โรงพยาบาลบ้านหมอ","27","8","1","0"
"10812  :  โรงพยาบาลดอนพุด","41","1","0","0"
"10813  :  โรงพยาบาลหนองโดน","12","76","2","2"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","29","0","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","80","2","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","42","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","11","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","238","182","0","0"
"10817  :  โรงพยาบาลบ้านบึง","166","41","18","16"
"10818  :  โรงพยาบาลหนองใหญ่","92","8","0","0"
"10819  :  โรงพยาบาลบางละมุง","292","5","1","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","23","0","0","0"
"10821  :  โรงพยาบาลพานทอง","107","19","7","2"
"10822  :  โรงพยาบาลพนัสนิคม","88","83","56","15"
"10823  :  โรงพยาบาลแหลมฉบัง","119","15","1","0"
"10824  :  โรงพยาบาลเกาะสีชัง","7","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","76","4","1","1"
"10826  :  โรงพยาบาลบ่อทอง","43","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","3","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","47","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","338","319","63","65"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","25","2","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","103","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","100","10","1","7"
"10663  :  โรงพยาบาลระยอง","373","125","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","80","13","6","3"
"10828  :  โรงพยาบาลบ้านฉาง","37","0","0","0"
"10829  :  โรงพยาบาลแกลง","125","0","0","0"
"10830  :  โรงพยาบาลวังจันทร์","34","30","0","3"
"10831  :  โรงพยาบาลบ้านค่าย","90","4","0","0"
"10832  :  โรงพยาบาลปลวกแดง","73","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","22","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","41","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","500","1,044","244","605"
"10834  :  โรงพยาบาลขลุง","149","1","0","0"
"10835  :  โรงพยาบาลท่าใหม่","64","342","42","23"
"10836  :  โรงพยาบาลเขาสุกิม","52","1","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","41","0","0","0"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","140","1","0","0"
"10839  :  โรงพยาบาลมะขาม","86","8","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","147","183","67","61"
"10841  :  โรงพยาบาลสอยดาว","126","0","0","0"
"10842  :  โรงพยาบาลแก่งหางแมว","58","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","49","78","30","40"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","73","0","0","0"
"10696  :  โรงพยาบาลตราด","165","210","64","60"
"10845  :  โรงพยาบาลคลองใหญ่","22","12","0","12"
"10846  :  โรงพยาบาลเขาสมิง","68","42","21","13"
"10847  :  โรงพยาบาลบ่อไร่","71","21","7","6"
"10848  :  โรงพยาบาลแหลมงอบ","37","69","11","30"
"10849  :  โรงพยาบาลเกาะกูด","3","56","7","32"
"13816  :  โรงพยาบาลเกาะช้าง","13","2","1","0"
"10697  :  โรงพยาบาลพุทธโสธร","216","0","0","0"
"10833  :  โรงพยาบาลท่าตะเกียบ","171","0","0","0"
"10850  :  โรงพยาบาลบางคล้า","74","9","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","15","0","0","0"
"10852  :  โรงพยาบาลบางปะกง","67","11","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","34","33","13","15"
"10854  :  โรงพยาบาลพนมสารคาม","159","0","0","0"
"10855  :  โรงพยาบาลสนามชัยเขต","76","0","0","0"
"10856  :  โรงพยาบาลแปลงยาว","669","466","87","288"
"13747  :  โรงพยาบาลราชสาส์น","14","0","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","9","0","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","347","651","25","20"
"10857  :  โรงพยาบาลกบินทร์บุรี","234","7","0","0"
"10858  :  โรงพยาบาลนาดี","92","8","1","0"
"10859  :  โรงพยาบาลบ้านสร้าง","33","53","18","0"
"10860  :  โรงพยาบาลประจันตคาม","98","44","1","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","87","6","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","57","1","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","32","4","0","0"
"10698  :  โรงพยาบาลนครนายก","373","1","0","0"
"10863  :  โรงพยาบาลปากพลี","143","0","0","0"
"10864  :  โรงพยาบาลบ้านนา","103","0","0","0"
"10865  :  โรงพยาบาลองครักษ์","60","0","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","15","6","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","37","36","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","264","57","11","38"
"10866  :  โรงพยาบาลคลองหาด","96","11","1","0"
"10867  :  โรงพยาบาลตาพระยา","120","0","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","178","2","2","0"
"10869  :  โรงพยาบาลวัฒนานคร","127","0","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","141","0","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","77","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","681","12","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","697","2","0","0"
"10871  :  โรงพยาบาลครบุรี","357","169","22","78"
"10872  :  โรงพยาบาลเสิงสาง","273","234","31","20"
"10873  :  โรงพยาบาลคง","115","1,062","10","3"
"10874  :  โรงพยาบาลบ้านเหลื่อม","71","0","0","0"
"10875  :  โรงพยาบาลจักราช","123","1","0","0"
"10876  :  โรงพยาบาลโชคชัย","561","501","72","317"
"10877  :  โรงพยาบาลด่านขุนทด","346","911","184","459"
"10878  :  โรงพยาบาลโนนไทย","188","24","11","11"
"10879  :  โรงพยาบาลโนนสูง","473","333","105","101"
"10880  :  โรงพยาบาลขามสะแกแสง","154","58","22","27"
"10881  :  โรงพยาบาลบัวใหญ่","552","412","77","74"
"10882  :  โรงพยาบาลประทาย","103","3","2","1"
"10883  :  โรงพยาบาลปักธงชัย","512","139","41","68"
"10884  :  โรงพยาบาลพิมาย","413","40","1","0"
"10885  :  โรงพยาบาลห้วยแถลง","124","5","0","2"
"10886  :  โรงพยาบาลชุมพวง","163","8","0","0"
"10887  :  โรงพยาบาลสูงเนิน","388","181","112","51"
"10888  :  โรงพยาบาลขามทะเลสอ","84","28","15","6"
"10889  :  โรงพยาบาลสีคิ้ว","735","1,104","86","171"
"10890  :  โรงพยาบาลปากช่องนานา","742","493","99","156"
"10891  :  โรงพยาบาลหนองบุญมาก","203","1","0","1"
"10892  :  โรงพยาบาลแก้งสนามนาง","108","161","57","88"
"10893  :  โรงพยาบาลโนนแดง","338","228","4","3"
"10894  :  โรงพยาบาลวังน้ำเขียว","102","17","3","1"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","184","6","0","1"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","352","0","0","0"
"11608  :  โรงพยาบาลลำทะเมนชัย","51","0","0","0"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","137","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","10","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","8","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","2,568","1","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","2","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","150","1","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","281","3","0","0"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","11","0","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","68","0","0","0"
"27839  :  โรงพยาบาลบัวลาย","33","0","0","0"
"27840  :  โรงพยาบาลสีดา","48","29","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","31","1","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","1,983","143","67","11"
"10895  :  โรงพยาบาลคูเมือง","472","707","472","225"
"10896  :  โรงพยาบาลกระสัง","298","249","106","142"
"10897  :  โรงพยาบาลนางรอง","470","153","70","48"
"10898  :  โรงพยาบาลหนองกี่","178","59","30","28"
"10899  :  โรงพยาบาลละหานทราย","169","227","91","116"
"10900  :  โรงพยาบาลประโคนชัย","406","46","23","19"
"10901  :  โรงพยาบาลบ้านกรวด","535","438","42","16"
"10902  :  โรงพยาบาลพุทไธสง","183","75","28","33"
"10904  :  โรงพยาบาลลำปลายมาศ","401","116","28","79"
"10905  :  โรงพยาบาลสตึก","606","227","30","179"
"10906  :  โรงพยาบาลปะคำ","86","349","51","168"
"10907  :  โรงพยาบาลนาโพธิ์","195","181","16","163"
"10908  :  โรงพยาบาลหนองหงส์","132","52","20","18"
"10909  :  โรงพยาบาลพลับพลาชัย","581","308","170","131"
"10910  :  โรงพยาบาลห้วยราช","94","14","3","2"
"10911  :  โรงพยาบาลโนนสุวรรณ","82","56","10","11"
"10912  :  โรงพยาบาลชำนิ","148","40","6","33"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","117","298","60","107"
"10914  :  โรงพยาบาลโนนดินแดง","92","29","21","3"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","9","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","123","1","0","1"
"23578  :  โรงพยาบาลแคนดง","136","222","74","82"
"28020  :  โรงพยาบาลบ้านด่าน","155","85","30","37"
"10668  :  โรงพยาบาลสุรินทร์","1,242","525","208","169"
"10915  :  โรงพยาบาลชุมพลบุรี","149","94","47","25"
"10916  :  โรงพยาบาลท่าตูม","387","253","81","116"
"10917  :  โรงพยาบาลจอมพระ","139","57","7","12"
"10918  :  โรงพยาบาลปราสาท","719","1","0","0"
"10919  :  โรงพยาบาลกาบเชิง","234","5","0","2"
"10920  :  โรงพยาบาลรัตนบุรี","582","403","163","238"
"10921  :  โรงพยาบาลสนม","155","41","11","29"
"10922  :  โรงพยาบาลศีขรภูมิ","360","35","7","9"
"10923  :  โรงพยาบาลสังขะ","334","6","3","1"
"10924  :  โรงพยาบาลลำดวน","259","525","291","194"
"10925  :  โรงพยาบาลสำโรงทาบ","180","31","8","4"
"10926  :  โรงพยาบาลบัวเชด","196","36","8","24"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","9","4","1","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","95","1","1","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","75","80","26","23"
"27843  :  โรงพยาบาลศรีณรงค์","56","15","10","4"
"27844  :  โรงพยาบาลโนนนารายณ์","117","11","2","9"
"10700  :  โรงพยาบาลศรีสะเกษ","1,112","407","51","172"
"10927  :  โรงพยาบาลยางชุมน้อย","156","4","0","0"
"10928  :  โรงพยาบาลกันทรารมย์","208","13","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","454","263","104","135"
"10930  :  โรงพยาบาลขุขันธ์","444","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","169","0","0","0"
"10932  :  โรงพยาบาลปรางค์กู่","385","5","0","0"
"10933  :  โรงพยาบาลขุนหาญ","380","61","7","37"
"10934  :  โรงพยาบาลราษีไศล","337","96","28","63"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","572","19","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","43","33","7","25"
"10937  :  โรงพยาบาลห้วยทับทัน","118","0","0","0"
"10938  :  โรงพยาบาลโนนคูณ","105","43","7","14"
"10939  :  โรงพยาบาลศรีรัตนะ","210","113","28","57"
"10940  :  โรงพยาบาลวังหิน","150","124","18","35"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","194","10","2","6"
"10942  :  โรงพยาบาลภูสิงห์","265","5","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","100","26","5","17"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","31","2","1","0"
"28014  :  โรงพยาบาลพยุห์","175","56","7","8"
