"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","331","10","0","0"
"10752  :  โรงพยาบาลบางบ่อ","119","38","0","0"
"10753  :  โรงพยาบาลบางพลี","193","8","0","0"
"10754  :  โรงพยาบาลบางจาก","55","9","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","52","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","5","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","19","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","5","1","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","21","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","260","62","48","3"
"10756  :  โรงพยาบาลบางกรวย","28","20","3","11"
"10757  :  โรงพยาบาลบางใหญ่","97","39","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","78","54","0","0"
"10759  :  โรงพยาบาลไทรน้อย","59","6","6","0"
"10760  :  โรงพยาบาลปากเกร็ด","55","4","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","13","6","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","704","234","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","92","10","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","2","4","2","2"
"10687  :  โรงพยาบาลปทุมธานี","338","92","0","0"
"10761  :  โรงพยาบาลคลองหลวง","67","37","0","0"
"10762  :  โรงพยาบาลธัญบุรี","32","78","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","26","9","0","0"
"10764  :  โรงพยาบาลหนองเสือ","41","46","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","28","196","0","0"
"10766  :  โรงพยาบาลลำลูกกา","31","19","0","0"
"10767  :  โรงพยาบาลสามโคก","33","10","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","374","948","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","11","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","167","15","0","0"
"10688  :  โรงพยาบาลเสนา","71","127","7","11"
"10768  :  โรงพยาบาลท่าเรือ","57","19","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","20","16","0","0"
"10770  :  โรงพยาบาลบางไทร","34","10","0","0"
"10771  :  โรงพยาบาลบางบาล","8","1","0","0"
"10772  :  โรงพยาบาลบางปะอิน","41","155","13","58"
"10773  :  โรงพยาบาลบางปะหัน","68","196","10","27"
"10774  :  โรงพยาบาลผักไห่","29","12","5","2"
"10775  :  โรงพยาบาลภาชี","18","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","36","2","0","0"
"10777  :  โรงพยาบาลวังน้อย","43","1","0","0"
"10778  :  โรงพยาบาลบางซ้าย","6","0","0","0"
"10779  :  โรงพยาบาลอุทัย","46","46","0","0"
"10780  :  โรงพยาบาลมหาราช","23","6","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","15","5","0","0"
"10689  :  โรงพยาบาลอ่างทอง","54","4","0","0"
"10782  :  โรงพยาบาลไชโย","33","80","0","0"
"10784  :  โรงพยาบาลป่าโมก","74","32","2","1"
"10785  :  โรงพยาบาลโพธิ์ทอง","23","8","0","0"
"10786  :  โรงพยาบาลแสวงหา","11","12","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","42","32","8","1"
"10788  :  โรงพยาบาลสามโก้","32","19","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","161","68","4","0"
"10691  :  โรงพยาบาลบ้านหมี่","150","37","3","4"
"10789  :  โรงพยาบาลพัฒนานิคม","87","37","7","5"
"10790  :  โรงพยาบาลโคกสำโรง","131","179","29","14"
"10791  :  โรงพยาบาลชัยบาดาล","169","44","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","44","1","0","0"
"10793  :  โรงพยาบาลท่าหลวง","36","11","1","2"
"10794  :  โรงพยาบาลสระโบสถ์","56","28","0","3"
"10795  :  โรงพยาบาลโคกเจริญ","43","33","11","13"
"10796  :  โรงพยาบาลลำสนธิ","40","2","0","0"
"10797  :  โรงพยาบาลหนองม่วง","11","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","143","93","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","91","42","0","0"
"10798  :  โรงพยาบาลบางระจัน","29","16","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","15","16","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","20","5","0","0"
"10801  :  โรงพยาบาลท่าช้าง","15","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","190","3","0","0"
"10802  :  โรงพยาบาลมโนรมย์","44","4","0","1"
"10803  :  โรงพยาบาลวัดสิงห์","34","58","1","1"
"10804  :  โรงพยาบาลสรรพยา","22","210","0","2"
"10805  :  โรงพยาบาลสรรคบุรี","54","58","3","4"
"10806  :  โรงพยาบาลหันคา","63","3","0","2"
"27974  :  โรงพยาบาลหนองมะโมง","52","69","9","24"
"27975  :  โรงพยาบาลเนินขาม","9","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","296","256","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","98","7","0","0"
"10807  :  โรงพยาบาลแก่งคอย","184","109","16","20"
"10808  :  โรงพยาบาลหนองแค","36","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","29","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","17","41","1","0"
"10811  :  โรงพยาบาลบ้านหมอ","15","3","0","0"
"10812  :  โรงพยาบาลดอนพุด","15","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","9","1","0","1"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","23","6","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","49","2","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","26","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","4","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","268","121","0","0"
"10817  :  โรงพยาบาลบ้านบึง","111","5","1","1"
"10818  :  โรงพยาบาลหนองใหญ่","104","12","0","0"
"10819  :  โรงพยาบาลบางละมุง","291","55","0","1"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","9","1","0","0"
"10821  :  โรงพยาบาลพานทอง","77","6","0","1"
"10822  :  โรงพยาบาลพนัสนิคม","66","45","0","1"
"10823  :  โรงพยาบาลแหลมฉบัง","75","3","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","5","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","61","12","6","0"
"10826  :  โรงพยาบาลบ่อทอง","38","7","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","87","2","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","295","119","21","52"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","7","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","34","7","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","30","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","22","0","0","0"
"10663  :  โรงพยาบาลระยอง","265","53","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","71","1","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","55","12","0","0"
"10829  :  โรงพยาบาลแกลง","95","6","0","0"
"10830  :  โรงพยาบาลวังจันทร์","39","75","10","38"
"10831  :  โรงพยาบาลบ้านค่าย","58","55","0","0"
"10832  :  โรงพยาบาลปลวกแดง","49","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","16","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","33","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","396","316","52","115"
"10834  :  โรงพยาบาลขลุง","101","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","36","9","6","0"
"10836  :  โรงพยาบาลเขาสุกิม","32","13","0","0"
"10837  :  โรงพยาบาลสองพี่น้อง","37","11","1","4"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","66","39","0","0"
"10839  :  โรงพยาบาลมะขาม","45","2","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","47","75","7","37"
"10841  :  โรงพยาบาลสอยดาว","92","10","4","4"
"10842  :  โรงพยาบาลแก่งหางแมว","51","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","38","7","4","2"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","22","0","0","0"
"10696  :  โรงพยาบาลตราด","378","127","0","1"
"10845  :  โรงพยาบาลคลองใหญ่","19","2","0","0"
"10846  :  โรงพยาบาลเขาสมิง","48","25","0","0"
"10847  :  โรงพยาบาลบ่อไร่","80","0","0","0"
"10848  :  โรงพยาบาลแหลมงอบ","20","51","17","9"
"10849  :  โรงพยาบาลเกาะกูด","8","2","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","12","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","189","38","1","6"
"10833  :  โรงพยาบาลท่าตะเกียบ","75","30","0","3"
"10850  :  โรงพยาบาลบางคล้า","33","3","0","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","26","77","0","0"
"10852  :  โรงพยาบาลบางปะกง","174","178","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","23","67","1","0"
"10854  :  โรงพยาบาลพนมสารคาม","167","84","0","2"
"10855  :  โรงพยาบาลสนามชัยเขต","57","7","6","0"
"10856  :  โรงพยาบาลแปลงยาว","204","109","0","0"
"13747  :  โรงพยาบาลราชสาส์น","80","78","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","8","3","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","343","203","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","154","2","0","0"
"10858  :  โรงพยาบาลนาดี","57","2","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","13","1","0","0"
"10860  :  โรงพยาบาลประจันตคาม","67","3","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","66","2","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","267","210","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","24","3","0","0"
"10698  :  โรงพยาบาลนครนายก","228","115","0","0"
"10863  :  โรงพยาบาลปากพลี","97","88","0","0"
"10864  :  โรงพยาบาลบ้านนา","52","263","1","0"
"10865  :  โรงพยาบาลองครักษ์","24","15","0","0"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","28","71","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","234","44","1","1"
"10866  :  โรงพยาบาลคลองหาด","63","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","60","1","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","117","50","3","3"
"10869  :  โรงพยาบาลวัฒนานคร","128","4","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","153","2","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","75","0","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","560","414","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","283","0","0","0"
"10871  :  โรงพยาบาลครบุรี","354","245","26","126"
"10872  :  โรงพยาบาลเสิงสาง","198","19","1","2"
"10873  :  โรงพยาบาลคง","104","4","0","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","78","6","0","2"
"10875  :  โรงพยาบาลจักราช","126","10","0","0"
"10876  :  โรงพยาบาลโชคชัย","285","195","32","82"
"10877  :  โรงพยาบาลด่านขุนทด","222","219","31","94"
"10878  :  โรงพยาบาลโนนไทย","186","24","3","4"
"10879  :  โรงพยาบาลโนนสูง","319","1,086","55","109"
"10880  :  โรงพยาบาลขามสะแกแสง","119","68","1","5"
"10881  :  โรงพยาบาลบัวใหญ่","173","136","33","42"
"10882  :  โรงพยาบาลประทาย","131","38","5","7"
"10883  :  โรงพยาบาลปักธงชัย","320","354","88","160"
"10884  :  โรงพยาบาลพิมาย","387","14","0","0"
"10885  :  โรงพยาบาลห้วยแถลง","110","79","11","28"
"10886  :  โรงพยาบาลชุมพวง","156","30","0","1"
"10887  :  โรงพยาบาลสูงเนิน","288","94","47","8"
"10888  :  โรงพยาบาลขามทะเลสอ","86","1","0","0"
"10889  :  โรงพยาบาลสีคิ้ว","259","80","0","3"
"10890  :  โรงพยาบาลปากช่องนานา","536","4","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","234","170","50","71"
"10892  :  โรงพยาบาลแก้งสนามนาง","138","120","29","42"
"10893  :  โรงพยาบาลโนนแดง","77","40","1","3"
"10894  :  โรงพยาบาลวังน้ำเขียว","153","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","159","29","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","39","10","1","7"
"11608  :  โรงพยาบาลลำทะเมนชัย","47","16","0","6"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","7","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","4","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","3","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","555","125","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","1","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","56","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","340","94","11","21"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","94","19","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","63","2","2","0"
"27839  :  โรงพยาบาลบัวลาย","31","5","0","0"
"27840  :  โรงพยาบาลสีดา","44","185","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","56","9","0","0"
"10667  :  โรงพยาบาลบุรีรัมย์","1,857","66","0","0"
"10895  :  โรงพยาบาลคูเมือง","227","3","0","0"
"10896  :  โรงพยาบาลกระสัง","453","108","50","49"
"10897  :  โรงพยาบาลนางรอง","409","76","5","17"
"10898  :  โรงพยาบาลหนองกี่","181","0","0","0"
"10899  :  โรงพยาบาลละหานทราย","234","5","1","0"
"10900  :  โรงพยาบาลประโคนชัย","279","10","0","1"
"10901  :  โรงพยาบาลบ้านกรวด","177","13","1","1"
"10902  :  โรงพยาบาลพุทไธสง","148","12","2","1"
"10904  :  โรงพยาบาลลำปลายมาศ","342","24","2","1"
"10905  :  โรงพยาบาลสตึก","238","11","2","2"
"10906  :  โรงพยาบาลปะคำ","112","1","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","120","131","5","6"
"10908  :  โรงพยาบาลหนองหงส์","71","5","0","0"
"10909  :  โรงพยาบาลพลับพลาชัย","138","4","2","0"
"10910  :  โรงพยาบาลห้วยราช","85","2","0","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","49","0","0","0"
"10912  :  โรงพยาบาลชำนิ","90","2","0","1"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","144","111","40","50"
"10914  :  โรงพยาบาลโนนดินแดง","78","3","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","88","45","1","1"
"23578  :  โรงพยาบาลแคนดง","104","20","3","6"
"28020  :  โรงพยาบาลบ้านด่าน","76","3","0","0"
"10668  :  โรงพยาบาลสุรินทร์","743","658","237","178"
"10915  :  โรงพยาบาลชุมพลบุรี","114","7","0","0"
"10916  :  โรงพยาบาลท่าตูม","260","151","6","15"
"10917  :  โรงพยาบาลจอมพระ","171","53","25","20"
"10918  :  โรงพยาบาลปราสาท","492","16","1","0"
"10919  :  โรงพยาบาลกาบเชิง","407","6","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","303","133","9","56"
"10921  :  โรงพยาบาลสนม","86","2","1","0"
"10922  :  โรงพยาบาลศีขรภูมิ","766","259","0","0"
"10923  :  โรงพยาบาลสังขะ","270","99","4","8"
"10924  :  โรงพยาบาลลำดวน","558","453","3","2"
"10925  :  โรงพยาบาลสำโรงทาบ","148","96","22","24"
"10926  :  โรงพยาบาลบัวเชด","268","163","35","54"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","8","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","101","2","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","65","11","5","2"
"27843  :  โรงพยาบาลศรีณรงค์","104","16","4","6"
"27844  :  โรงพยาบาลโนนนารายณ์","132","2","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","924","272","12","16"
"10927  :  โรงพยาบาลยางชุมน้อย","194","88","0","3"
"10928  :  โรงพยาบาลกันทรารมย์","146","10","0","0"
"10929  :  โรงพยาบาลกันทรลักษ์","475","106","37","20"
"10930  :  โรงพยาบาลขุขันธ์","580","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","185","7","0","1"
"10932  :  โรงพยาบาลปรางค์กู่","186","3","0","0"
"10933  :  โรงพยาบาลขุนหาญ","255","9","0","0"
"10934  :  โรงพยาบาลราษีไศล","346","28","1","10"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","359","11","1","0"
"10936  :  โรงพยาบาลบึงบูรพ์","48","16","0","6"
"10937  :  โรงพยาบาลห้วยทับทัน","341","180","0","0"
"10938  :  โรงพยาบาลโนนคูณ","134","4","0","0"
"10939  :  โรงพยาบาลศรีรัตนะ","257","26","9","15"
"10940  :  โรงพยาบาลวังหิน","172","11","0","1"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","156","4","0","1"
"10942  :  โรงพยาบาลภูสิงห์","319","14","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","156","77","2","0"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","50","3","0","0"
"28014  :  โรงพยาบาลพยุห์","170","86","10","36"
