"โรงพยาบาล","จำนวน(ราย)"
"บำบัดเหล้า(F10.0 - F10.9)","บำบัดบุหรี่(F17.1 - 17.2)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 1 ครั้ง)","บำบัดบุหรี่(F17.1 - 17.2 + Z508 2 ครั้งขึ้นไป)"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","813","157","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","1","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","68","67","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","101","16","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","185","3","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","462","10","0","0"
"10752  :  โรงพยาบาลบางบ่อ","162","37","0","0"
"10753  :  โรงพยาบาลบางพลี","255","3","1","0"
"10754  :  โรงพยาบาลบางจาก","78","30","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","82","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","8","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","37","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","9","1","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","29","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","283","48","31","9"
"10756  :  โรงพยาบาลบางกรวย","21","26","3","17"
"10757  :  โรงพยาบาลบางใหญ่","109","59","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","72","44","0","0"
"10759  :  โรงพยาบาลไทรน้อย","68","22","8","7"
"10760  :  โรงพยาบาลปากเกร็ด","71","7","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","1","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","1","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","1,000","238","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","93","8","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","14","14","6","6"
"10687  :  โรงพยาบาลปทุมธานี","433","118","0","0"
"10761  :  โรงพยาบาลคลองหลวง","81","12","1","1"
"10762  :  โรงพยาบาลธัญบุรี","95","23","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","31","10","0","0"
"10764  :  โรงพยาบาลหนองเสือ","107","69","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","61","256","0","0"
"10766  :  โรงพยาบาลลำลูกกา","46","52","0","0"
"10767  :  โรงพยาบาลสามโคก","36","6","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","700","1,880","0","1"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","7","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","219","21","0","0"
"10688  :  โรงพยาบาลเสนา","86","193","10","49"
"10768  :  โรงพยาบาลท่าเรือ","70","24","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","34","25","0","0"
"10770  :  โรงพยาบาลบางไทร","75","31","0","0"
"10771  :  โรงพยาบาลบางบาล","10","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","76","189","11","79"
"10773  :  โรงพยาบาลบางปะหัน","91","219","4","40"
"10774  :  โรงพยาบาลผักไห่","36","18","12","2"
"10775  :  โรงพยาบาลภาชี","30","2","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","46","10","0","0"
"10777  :  โรงพยาบาลวังน้อย","68","2","0","0"
"10778  :  โรงพยาบาลบางซ้าย","11","0","0","0"
"10779  :  โรงพยาบาลอุทัย","61","142","0","0"
"10780  :  โรงพยาบาลมหาราช","36","11","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","19","8","0","0"
"10689  :  โรงพยาบาลอ่างทอง","81","16","0","0"
"10782  :  โรงพยาบาลไชโย","42","59","0","0"
"10784  :  โรงพยาบาลป่าโมก","102","71","3","2"
"10785  :  โรงพยาบาลโพธิ์ทอง","32","18","0","1"
"10786  :  โรงพยาบาลแสวงหา","21","22","3","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","78","65","48","10"
"10788  :  โรงพยาบาลสามโก้","41","23","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","206","117","11","9"
"10691  :  โรงพยาบาลบ้านหมี่","228","150","28","4"
"10789  :  โรงพยาบาลพัฒนานิคม","115","58","3","11"
"10790  :  โรงพยาบาลโคกสำโรง","260","370","35","49"
"10791  :  โรงพยาบาลชัยบาดาล","208","65","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","53","1","0","0"
"10793  :  โรงพยาบาลท่าหลวง","45","15","8","2"
"10794  :  โรงพยาบาลสระโบสถ์","86","79","37","6"
"10795  :  โรงพยาบาลโคกเจริญ","51","33","10","10"
"10796  :  โรงพยาบาลลำสนธิ","50","18","0","0"
"10797  :  โรงพยาบาลหนองม่วง","18","103","74","22"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","182","110","0","1"
"10693  :  โรงพยาบาลอินทร์บุรี","107","53","0","0"
"10798  :  โรงพยาบาลบางระจัน","32","35","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","18","150","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","15","6","0","0"
"10801  :  โรงพยาบาลท่าช้าง","23","2","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","224","4","0","1"
"10802  :  โรงพยาบาลมโนรมย์","64","7","0","1"
"10803  :  โรงพยาบาลวัดสิงห์","64","95","0","3"
"10804  :  โรงพยาบาลสรรพยา","31","253","0","2"
"10805  :  โรงพยาบาลสรรคบุรี","93","97","20","22"
"10806  :  โรงพยาบาลหันคา","86","7","0","2"
"27974  :  โรงพยาบาลหนองมะโมง","68","78","16","24"
"27975  :  โรงพยาบาลเนินขาม","9","10","1","0"
"10661  :  โรงพยาบาลสระบุรี","417","345","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","164","33","0","0"
"10807  :  โรงพยาบาลแก่งคอย","252","180","31","36"
"10808  :  โรงพยาบาลหนองแค","57","1","0","0"
"10809  :  โรงพยาบาลวิหารแดง","72","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","21","23","5","2"
"10811  :  โรงพยาบาลบ้านหมอ","27","4","0","0"
"10812  :  โรงพยาบาลดอนพุด","21","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","17","8","0","1"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","34","7","0","1"
"10815  :  โรงพยาบาลมวกเหล็ก","83","2","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","37","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","6","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","358","146","0","0"
"10817  :  โรงพยาบาลบ้านบึง","160","1,122","668","4"
"10818  :  โรงพยาบาลหนองใหญ่","210","29","0","0"
"10819  :  โรงพยาบาลบางละมุง","516","170","3","4"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","39","2","0","0"
"10821  :  โรงพยาบาลพานทอง","102","9","0","1"
"10822  :  โรงพยาบาลพนัสนิคม","93","51","5","1"
"10823  :  โรงพยาบาลแหลมฉบัง","154","9","0","0"
"10824  :  โรงพยาบาลเกาะสีชัง","13","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","53","10","1","1"
"10826  :  โรงพยาบาลบ่อทอง","64","108","0","1"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","3","0","0","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","119","2","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","351","139","40","53"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","46","4","0","0"
"28005  :  โรงพยาบาลเมืองพัทยา","49","0","0","0"
"28006  :  โรงพยาบาลเกาะจันทร์","52","8","1","1"
"10663  :  โรงพยาบาลระยอง","376","60","0","0"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","112","1","0","0"
"10828  :  โรงพยาบาลบ้านฉาง","28","0","0","0"
"10829  :  โรงพยาบาลแกลง","130","12","0","0"
"10830  :  โรงพยาบาลวังจันทร์","67","134","24","70"
"10831  :  โรงพยาบาลบ้านค่าย","142","82","0","0"
"10832  :  โรงพยาบาลปลวกแดง","61","0","0","0"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","28","0","0","0"
"23962  :  โรงพยาบาลนิคมพัฒนา","48","0","0","0"
"10664  :  โรงพยาบาลพระปกเกล้า","514","865","134","350"
"10834  :  โรงพยาบาลขลุง","111","0","0","0"
"10835  :  โรงพยาบาลท่าใหม่","51","13","1","2"
"10836  :  โรงพยาบาลเขาสุกิม","44","19","1","0"
"10837  :  โรงพยาบาลสองพี่น้อง","60","23","2","6"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","123","67","0","0"
"10839  :  โรงพยาบาลมะขาม","62","26","0","0"
"10840  :  โรงพยาบาลแหลมสิงห์","124","145","47","55"
"10841  :  โรงพยาบาลสอยดาว","165","15","2","7"
"10842  :  โรงพยาบาลแก่งหางแมว","66","0","0","0"
"10843  :  โรงพยาบาลนายายอาม","94","22","9","4"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","52","1","0","0"
"10696  :  โรงพยาบาลตราด","481","151","4","1"
"10845  :  โรงพยาบาลคลองใหญ่","27","2","0","0"
"10846  :  โรงพยาบาลเขาสมิง","85","34","0","0"
"10847  :  โรงพยาบาลบ่อไร่","100","1","0","1"
"10848  :  โรงพยาบาลแหลมงอบ","29","88","18","13"
"10849  :  โรงพยาบาลเกาะกูด","5","3","0","0"
"13816  :  โรงพยาบาลเกาะช้าง","12","0","0","0"
"10697  :  โรงพยาบาลพุทธโสธร","403","226","17","7"
"10833  :  โรงพยาบาลท่าตะเกียบ","122","81","21","18"
"10850  :  โรงพยาบาลบางคล้า","70","32","1","0"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","21","160","0","0"
"10852  :  โรงพยาบาลบางปะกง","333","345","0","0"
"10853  :  โรงพยาบาลบ้านโพธิ์","74","94","16","1"
"10854  :  โรงพยาบาลพนมสารคาม","274","106","1","2"
"10855  :  โรงพยาบาลสนามชัยเขต","103","50","18","13"
"10856  :  โรงพยาบาลแปลงยาว","439","323","1","1"
"13747  :  โรงพยาบาลราชสาส์น","19","0","0","0"
"31327  :  โรงพยาบาลคลองเขื่อน","28","18","0","0"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","434","250","0","0"
"10857  :  โรงพยาบาลกบินทร์บุรี","261","5","0","0"
"10858  :  โรงพยาบาลนาดี","132","4","0","0"
"10859  :  โรงพยาบาลบ้านสร้าง","18","6","0","0"
"10860  :  โรงพยาบาลประจันตคาม","95","4","0","0"
"10861  :  โรงพยาบาลศรีมหาโพธิ","115","3","0","0"
"10862  :  โรงพยาบาลศรีมโหสถ","33","1","0","0"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","27","3","0","0"
"10698  :  โรงพยาบาลนครนายก","286","155","0","0"
"10863  :  โรงพยาบาลปากพลี","132","124","0","0"
"10864  :  โรงพยาบาลบ้านนา","80","547","2","2"
"10865  :  โรงพยาบาลองครักษ์","49","54","6","1"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","46","51","0","0"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","370","59","0","1"
"10866  :  โรงพยาบาลคลองหาด","135","0","0","0"
"10867  :  โรงพยาบาลตาพระยา","112","1","0","0"
"10868  :  โรงพยาบาลวังน้ำเย็น","169","71","2","6"
"10869  :  โรงพยาบาลวัฒนานคร","175","7","0","0"
"10870  :  โรงพยาบาลอรัญประเทศ","217","3","0","0"
"13817  :  โรงพยาบาลเขาฉกรรจ์","91","1","0","0"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","692","415","0","0"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","568","0","0","0"
"10871  :  โรงพยาบาลครบุรี","465","330","23","177"
"10872  :  โรงพยาบาลเสิงสาง","271","30","8","5"
"10873  :  โรงพยาบาลคง","130","3","3","0"
"10874  :  โรงพยาบาลบ้านเหลื่อม","80","9","0","2"
"10875  :  โรงพยาบาลจักราช","163","13","0","0"
"10876  :  โรงพยาบาลโชคชัย","391","238","29","129"
"10877  :  โรงพยาบาลด่านขุนทด","386","459","83","162"
"10878  :  โรงพยาบาลโนนไทย","283","77","19","24"
"10879  :  โรงพยาบาลโนนสูง","357","1,293","43","181"
"10880  :  โรงพยาบาลขามสะแกแสง","147","51","3","12"
"10881  :  โรงพยาบาลบัวใหญ่","212","139","12","57"
"10882  :  โรงพยาบาลประทาย","158","45","4","8"
"10883  :  โรงพยาบาลปักธงชัย","479","484","92","297"
"10884  :  โรงพยาบาลพิมาย","490","27","2","3"
"10885  :  โรงพยาบาลห้วยแถลง","139","128","21","66"
"10886  :  โรงพยาบาลชุมพวง","198","134","47","1"
"10887  :  โรงพยาบาลสูงเนิน","438","108","17","21"
"10888  :  โรงพยาบาลขามทะเลสอ","117","3","1","0"
"10889  :  โรงพยาบาลสีคิ้ว","407","157","0","5"
"10890  :  โรงพยาบาลปากช่องนานา","673","7","0","0"
"10891  :  โรงพยาบาลหนองบุญมาก","363","287","40","202"
"10892  :  โรงพยาบาลแก้งสนามนาง","187","139","26","72"
"10893  :  โรงพยาบาลโนนแดง","97","38","2","5"
"10894  :  โรงพยาบาลวังน้ำเขียว","180","0","0","0"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","212","46","0","0"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","50","18","2","12"
"11608  :  โรงพยาบาลลำทะเมนชัย","64","32","4","10"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","53","0","0","0"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","5","0","0","0"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","1","0","0","0"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","839","117","0","0"
"14161  :  โรงพยาบาลกองบิน กองบิน1","3","0","0","0"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","113","0","0","0"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","312","77","6","23"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","84","17","0","0"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","97","4","0","0"
"27839  :  โรงพยาบาลบัวลาย","52","6","0","0"
"27840  :  โรงพยาบาลสีดา","61","207","0","0"
"27841  :  โรงพยาบาลเทพารักษ์","86","29","1","2"
"10667  :  โรงพยาบาลบุรีรัมย์","2,500","117","0","0"
"10895  :  โรงพยาบาลคูเมือง","356","11","2","0"
"10896  :  โรงพยาบาลกระสัง","578","78","33","15"
"10897  :  โรงพยาบาลนางรอง","455","77","7","26"
"10898  :  โรงพยาบาลหนองกี่","273","10","1","1"
"10899  :  โรงพยาบาลละหานทราย","342","11","1","4"
"10900  :  โรงพยาบาลประโคนชัย","374","30","0","3"
"10901  :  โรงพยาบาลบ้านกรวด","208","15","0","1"
"10902  :  โรงพยาบาลพุทไธสง","254","25","1","0"
"10904  :  โรงพยาบาลลำปลายมาศ","481","26","2","1"
"10905  :  โรงพยาบาลสตึก","325","37","5","6"
"10906  :  โรงพยาบาลปะคำ","116","1","0","0"
"10907  :  โรงพยาบาลนาโพธิ์","117","196","23","19"
"10908  :  โรงพยาบาลหนองหงส์","105","12","1","5"
"10909  :  โรงพยาบาลพลับพลาชัย","262","13","1","2"
"10910  :  โรงพยาบาลห้วยราช","98","12","3","0"
"10911  :  โรงพยาบาลโนนสุวรรณ","70","0","0","0"
"10912  :  โรงพยาบาลชำนิ","152","4","1","1"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","213","190","65","105"
"10914  :  โรงพยาบาลโนนดินแดง","104","9","0","0"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","2","0","0","0"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","139","67","0","2"
"23578  :  โรงพยาบาลแคนดง","155","72","16","16"
"28020  :  โรงพยาบาลบ้านด่าน","111","6","0","1"
"10668  :  โรงพยาบาลสุรินทร์","1,041","809","330","274"
"10915  :  โรงพยาบาลชุมพลบุรี","148","14","1","0"
"10916  :  โรงพยาบาลท่าตูม","352","199","18","54"
"10917  :  โรงพยาบาลจอมพระ","185","54","22","18"
"10918  :  โรงพยาบาลปราสาท","717","12","0","1"
"10919  :  โรงพยาบาลกาบเชิง","561","45","0","0"
"10920  :  โรงพยาบาลรัตนบุรี","374","476","325","91"
"10921  :  โรงพยาบาลสนม","115","4","0","0"
"10922  :  โรงพยาบาลศีขรภูมิ","904","323","0","0"
"10923  :  โรงพยาบาลสังขะ","353","192","17","31"
"10924  :  โรงพยาบาลลำดวน","981","1,109","3","5"
"10925  :  โรงพยาบาลสำโรงทาบ","224","166","61","43"
"10926  :  โรงพยาบาลบัวเชด","321","250","59","159"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","9","0","0","0"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","151","3","0","0"
"27842  :  โรงพยาบาลเขวาสินรินทร์","102","15","7","2"
"27843  :  โรงพยาบาลศรีณรงค์","142","14","1","9"
"27844  :  โรงพยาบาลโนนนารายณ์","142","4","0","0"
"10700  :  โรงพยาบาลศรีสะเกษ","1,342","336","17","44"
"10927  :  โรงพยาบาลยางชุมน้อย","278","130","1","11"
"10928  :  โรงพยาบาลกันทรารมย์","181","30","1","0"
"10929  :  โรงพยาบาลกันทรลักษ์","637","308","132","70"
"10930  :  โรงพยาบาลขุขันธ์","932","0","0","0"
"10931  :  โรงพยาบาลไพรบึง","295","18","0","1"
"10932  :  โรงพยาบาลปรางค์กู่","304","3","0","0"
"10933  :  โรงพยาบาลขุนหาญ","331","23","0","0"
"10934  :  โรงพยาบาลราษีไศล","450","41","3","18"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","585","12","0","0"
"10936  :  โรงพยาบาลบึงบูรพ์","52","20","5","11"
"10937  :  โรงพยาบาลห้วยทับทัน","424","336","0","0"
"10938  :  โรงพยาบาลโนนคูณ","148","15","0","1"
"10939  :  โรงพยาบาลศรีรัตนะ","285","30","0","25"
"10940  :  โรงพยาบาลวังหิน","179","16","0","2"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","288","8","0","0"
"10942  :  โรงพยาบาลภูสิงห์","403","21","0","0"
"10943  :  โรงพยาบาลเมืองจันทร์","186","75","3","2"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","140","68","0","0"
"28014  :  โรงพยาบาลพยุห์","291","111","16","48"
