"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","370","10","2.70","10","100.00","381","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","21","5","23.81","4","80.00","22","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","193","46","23.83","42","91.30","205","0","0.00","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","345","2","0.58","2","100.00","340","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","56","0","0.00","0","0.00","62","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","20","0","0.00","0","0.00","20","1","5.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","163","0","0.00","0","0.00","167","0","0.00","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","365","2","0.55","1","50.00","351","0","0.00","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","223","0","0.00","0","0.00","225","0","0.00","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","176","1","0.57","1","100.00","90","0","0.00","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","57","3","5.26","3","100.00","48","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","214","6","2.80","6","100.00","210","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","63","1","1.59","1","100.00","56","0","0.00","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","318","56","17.61","48","85.71","270","19","7.04","17","89.47"
"10763  :  โรงพยาบาลประชาธิปัตย์","162","14","8.64","12","85.71","138","0","0.00","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","120","12","10.00","8","66.67","115","0","0.00","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","221","14","6.33","14","100.00","135","8","5.93","8","100.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","67","17","25.37","17","100.00","70","0","0.00","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","177","1","0.56","0","0.00","165","4","2.42","4","100.00"
"10768  :  โรงพยาบาลท่าเรือ","147","4","2.72","4","100.00","151","0","0.00","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","12","0","0.00","0","0.00","14","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","32","11","34.38","9","81.82","32","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","4","0","0.00","0","0.00","4","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","168","40","23.81","38","95.00","163","1","0.61","1","100.00"
"10773  :  โรงพยาบาลบางปะหัน","4","3","75.00","3","100.00","4","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","13","2","15.38","2","100.00","13","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","107","0","0.00","0","0.00","101","1","0.99","1","100.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","97","3","3.09","3","100.00","94","0","0.00","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","29","0","0.00","0","0.00","29","0","0.00","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","31","5","16.13","5","100.00","31","0","0.00","0","0.00"
"10779  :  โรงพยาบาลอุทัย","7","0","0.00","0","0.00","7","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","16","0","0.00","0","0.00","16","0","0.00","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","11","0","0.00","0","0.00","11","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","244","3","1.23","3","100.00","246","0","0.00","0","0.00"
"10782  :  โรงพยาบาลไชโย","18","0","0.00","0","0.00","18","7","38.89","6","85.71"
"10784  :  โรงพยาบาลป่าโมก","6","0","0.00","0","0.00","5","0","0.00","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","98","1","1.02","1","100.00","98","1","1.02","1","100.00"
"10786  :  โรงพยาบาลแสวงหา","75","0","0.00","0","0.00","75","0","0.00","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","251","0","0.00","0","0.00","255","5","1.96","5","100.00"
"10788  :  โรงพยาบาลสามโก้","34","0","0.00","0","0.00","34","0","0.00","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","258","0","0.00","0","0.00","262","0","0.00","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","82","0","0.00","0","0.00","81","0","0.00","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","389","8","2.06","8","100.00","395","0","0.00","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","40","0","0.00","0","0.00","40","0","0.00","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","118","0","0.00","0","0.00","116","0","0.00","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","73","0","0.00","0","0.00","69","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","64","1","1.56","1","100.00","60","1","1.67","1","100.00"
"10796  :  โรงพยาบาลลำสนธิ","115","4","3.48","4","100.00","117","0","0.00","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","206","2","0.97","2","100.00","207","0","0.00","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","4","1","25.00","1","100.00","593","0","0.00","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","0","0","0.00","0","0.00","128","0","0.00","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0.00","0","0.00","43","0","0.00","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0.00","0","0.00","57","0","0.00","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00","0","0.00","29","1","3.45","1","100.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","21","0","0.00","0","0.00","23","0","0.00","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","32","8","25.00","7","87.50","32","0","0.00","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","6","0","0.00","0","0.00","6","0","0.00","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","55","12","21.82","11","91.67","56","0","0.00","0","0.00"
"10806  :  โรงพยาบาลหันคา","101","0","0.00","0","0.00","99","0","0.00","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","12","6","50.00","6","100.00","12","1","8.33","1","100.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","14","0","0.00","0","0.00","13","1","7.69","1","100.00"
"10807  :  โรงพยาบาลแก่งคอย","260","11","4.23","9","81.82","261","1","0.38","1","100.00"
"10808  :  โรงพยาบาลหนองแค","64","1","1.56","1","100.00","70","0","0.00","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","54","0","0.00","0","0.00","54","0","0.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","35","0","0.00","0","0.00","37","1","2.70","1","100.00"
"10811  :  โรงพยาบาลบ้านหมอ","132","26","19.70","20","76.92","130","0","0.00","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","34","1","2.94","1","100.00","35","0","0.00","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","164","5","3.05","5","100.00","160","0","0.00","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","168","2","1.19","2","100.00","160","0","0.00","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","101","3","2.97","2","66.67","83","1","1.20","1","100.00"
"11485  :  โรงพยาบาลค่ายอดิศร","149","2","1.34","1","50.00","155","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","569","11","1.93","8","72.73","591","5","0.85","4","80.00"
"10818  :  โรงพยาบาลหนองใหญ่","110","0","0.00","0","0.00","123","0","0.00","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","234","0","0.00","0","0.00","270","0","0.00","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","32","6","18.75","6","100.00","35","0","0.00","0","0.00"
"10821  :  โรงพยาบาลพานทอง","186","2","1.08","2","100.00","176","0","0.00","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","752","10","1.33","9","90.00","752","2","0.27","2","100.00"
"10823  :  โรงพยาบาลแหลมฉบัง","1,001","5","0.50","4","80.00","1,039","2","0.19","2","100.00"
"10824  :  โรงพยาบาลเกาะสีชัง","53","4","7.55","4","100.00","53","11","20.75","10","90.91"
"10825  :  โรงพยาบาลสัตหีบกม10","117","3","2.56","3","100.00","122","1","0.82","1","100.00"
"10826  :  โรงพยาบาลบ่อทอง","150","5","3.33","5","100.00","149","21","14.09","17","80.95"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","416","3","0.72","3","100.00","414","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","164","5","3.05","5","100.00","0","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","25","1","4.00","1","100.00","30","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","109","8","7.34","8","100.00","114","23","20.18","16","69.57"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","641","113","17.63","112","99.12","601","4","0.67","3","75.00"
"10828  :  โรงพยาบาลบ้านฉาง","12","2","16.67","0","0.00","14","0","0.00","0","0.00"
"10829  :  โรงพยาบาลแกลง","647","54","8.35","50","92.59","593","15","2.53","14","93.33"
"10830  :  โรงพยาบาลวังจันทร์","129","6","4.65","6","100.00","136","3","2.21","3","100.00"
"10831  :  โรงพยาบาลบ้านค่าย","54","4","7.41","4","100.00","53","2","3.77","2","100.00"
"10832  :  โรงพยาบาลปลวกแดง","279","3","1.08","3","100.00","221","1","0.45","1","100.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","10","0","0.00","0","0.00","14","0","0.00","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","32","0","0.00","0","0.00","35","0","0.00","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","628","10","1.59","8","80.00","627","2","0.32","2","100.00"
"10834  :  โรงพยาบาลขลุง","88","0","0.00","0","0.00","19","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","295","30","10.17","27","90.00","28","1","3.57","1","100.00"
"10836  :  โรงพยาบาลเขาสุกิม","21","4","19.05","4","100.00","28","1","3.57","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","11","2","18.18","2","100.00","14","0","0.00","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","159","36","22.64","29","80.56","160","1","0.63","1","100.00"
"10839  :  โรงพยาบาลมะขาม","15","5","33.33","5","100.00","16","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","64","0","0.00","0","0.00","65","0","0.00","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","180","5","2.78","5","100.00","111","19","17.12","16","84.21"
"10843  :  โรงพยาบาลนายายอาม","62","0","0.00","0","0.00","23","0","0.00","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","82","1","1.22","1","100.00","91","0","0.00","0","0.00"
"10696  :  โรงพยาบาลตราด","635","4","0.63","4","100.00","384","0","0.00","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","159","3","1.89","3","100.00","204","1","0.49","1","100.00"
"10846  :  โรงพยาบาลเขาสมิง","45","1","2.22","1","100.00","59","1","1.69","1","100.00"
