"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","454","39","8.59","28","71.79","453","7","1.55","7","100.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","265","0","0.00","0","0.00","268","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","236","208","88.14","181","87.02","248","0","0.00","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","474","6","1.27","6","100.00","465","7","1.51","7","100.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","84","1","1.19","1","100.00","82","1","1.22","1","100.00"
"28785  :  โรงพยาบาลบางเสาธง","22","17","77.27","15","88.24","21","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00","0","0.00","24","24","100.00","24","100.00"
"10757  :  โรงพยาบาลบางใหญ่","190","3","1.58","3","100.00","189","180","95.24","180","100.00"
"10758  :  โรงพยาบาลบางบัวทอง","428","9","2.10","6","66.67","423","8","1.89","8","100.00"
"10759  :  โรงพยาบาลไทรน้อย","284","31","10.92","23","74.19","289","33","11.42","28","84.85"
"10760  :  โรงพยาบาลปากเกร็ด","425","161","37.88","149","92.55","431","48","11.14","47","97.92"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","56","48","85.71","41","85.42","58","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","217","26","11.98","23","88.46","216","2","0.93","2","100.00"
"10761  :  โรงพยาบาลคลองหลวง","84","64","76.19","52","81.25","82","1","1.22","1","100.00"
"10762  :  โรงพยาบาลธัญบุรี","388","15","3.87","14","93.33","389","221","56.81","217","98.19"
"10763  :  โรงพยาบาลประชาธิปัตย์","217","83","38.25","58","69.88","233","11","4.72","11","100.00"
"10764  :  โรงพยาบาลหนองเสือ","122","101","82.79","64","63.37","123","84","68.29","76","90.48"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","208","193","92.79","184","95.34","214","2","0.93","2","100.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","102","86","84.31","77","89.53","103","1","0.97","1","100.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","236","39","16.53","37","94.87","319","254","79.62","224","88.19"
"10768  :  โรงพยาบาลท่าเรือ","253","14","5.53","14","100.00","401","90","22.44","87","96.67"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","19","0","0.00","0","0.00","24","18","75.00","15","83.33"
"10770  :  โรงพยาบาลบางไทร","35","27","77.14","20","74.07","33","1","3.03","1","100.00"
"10771  :  โรงพยาบาลบางบาล","18","16","88.89","14","87.50","17","2","11.76","2","100.00"
"10772  :  โรงพยาบาลบางปะอิน","205","171","83.41","145","84.80","204","11","5.39","10","90.91"
"10773  :  โรงพยาบาลบางปะหัน","5","4","80.00","2","50.00","7","6","85.71","6","100.00"
"10774  :  โรงพยาบาลผักไห่","4","2","50.00","2","100.00","4","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","100","5","5.00","4","80.00","101","5","4.95","5","100.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","100","72","72.00","63","87.50","100","10","10.00","9","90.00"
"10777  :  โรงพยาบาลวังน้อย","43","8","18.60","7","87.50","46","10","21.74","8","80.00"
"10778  :  โรงพยาบาลบางซ้าย","34","30","88.24","28","93.33","33","29","87.88","27","93.10"
"10779  :  โรงพยาบาลอุทัย","9","5","55.56","4","80.00","9","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","11","0","0.00","0","0.00","11","10","90.91","10","100.00"
"10781  :  โรงพยาบาลบ้านแพรก","9","2","22.22","1","50.00","9","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","318","10","3.14","10","100.00","315","11","3.49","11","100.00"
"10782  :  โรงพยาบาลไชโย","19","18","94.74","12","66.67","20","0","0.00","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","12","0","0.00","0","0.00","15","9","60.00","4","44.44"
"10785  :  โรงพยาบาลโพธิ์ทอง","103","88","85.44","69","78.41","105","3","2.86","3","100.00"
"10786  :  โรงพยาบาลแสวงหา","64","0","0.00","0","0.00","64","15","23.44","15","100.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","255","59","23.14","53","89.83","261","22","8.43","21","95.45"
"10788  :  โรงพยาบาลสามโก้","31","2","6.45","1","50.00","32","1","3.13","1","100.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","64","1","1.56","1","100.00"
"10789  :  โรงพยาบาลพัฒนานิคม","300","2","0.67","1","50.00","301","4","1.33","2","50.00"
"10790  :  โรงพยาบาลโคกสำโรง","117","1","0.85","1","100.00","121","1","0.83","1","100.00"
"10791  :  โรงพยาบาลชัยบาดาล","479","15","3.13","14","93.33","483","8","1.66","7","87.50"
"10792  :  โรงพยาบาลท่าวุ้ง","36","0","0.00","0","0.00","35","25","71.43","17","68.00"
"10793  :  โรงพยาบาลท่าหลวง","122","0","0.00","0","0.00","121","18","14.88","18","100.00"
"10794  :  โรงพยาบาลสระโบสถ์","73","9","12.33","4","44.44","73","54","73.97","34","62.96"
"10795  :  โรงพยาบาลโคกเจริญ","67","1","1.49","1","100.00","68","21","30.88","19","90.48"
"10796  :  โรงพยาบาลลำสนธิ","75","1","1.33","0","0.00","76","44","57.89","32","72.73"
"10797  :  โรงพยาบาลหนองม่วง","194","6","3.09","5","83.33","221","9","4.07","8","88.89"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","525","323","61.52","322","99.69","529","19","3.59","19","100.00"
"10693  :  โรงพยาบาลอินทร์บุรี","96","55","57.29","50","90.91","96","52","54.17","50","96.15"
"10798  :  โรงพยาบาลบางระจัน","21","19","90.48","15","78.95","22","0","0.00","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","51","1","1.96","1","100.00","50","46","92.00","40","86.96"
"10800  :  โรงพยาบาลพรหมบุรี","45","0","0.00","0","0.00","47","46","97.87","42","91.30"
"10801  :  โรงพยาบาลท่าช้าง","21","1","4.76","1","100.00","19","19","100.00","16","84.21"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","21","0","0.00","0","0.00","59","15","25.42","11","73.33"
"10803  :  โรงพยาบาลวัดสิงห์","31","29","93.55","29","100.00","32","1","3.13","1","100.00"
"10804  :  โรงพยาบาลสรรพยา","6","5","83.33","5","100.00","5","0","0.00","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","66","59","89.39","50","84.75","63","61","96.83","56","91.80"
"10806  :  โรงพยาบาลหันคา","109","1","0.92","0","0.00","109","90","82.57","78","86.67"
"27974  :  โรงพยาบาลหนองมะโมง","12","12","100.00","11","91.67","13","13","100.00","12","92.31"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","19","16","84.21","13","81.25","18","8","44.44","6","75.00"
"10807  :  โรงพยาบาลแก่งคอย","334","58","17.37","53","91.38","473","92","19.45","89","96.74"
"10808  :  โรงพยาบาลหนองแค","135","4","2.96","4","100.00","275","10","3.64","10","100.00"
"10809  :  โรงพยาบาลวิหารแดง","47","20","42.55","20","100.00","47","0","0.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","23","1","4.35","0","0.00","23","16","69.57","13","81.25"
"10811  :  โรงพยาบาลบ้านหมอ","130","14","10.77","14","100.00","131","1","0.76","1","100.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","42","10","23.81","10","100.00","59","20","33.90","18","90.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","161","65","40.37","64","98.46","161","11","6.83","11","100.00"
"10815  :  โรงพยาบาลมวกเหล็ก","227","3","1.32","3","100.00","244","190","77.87","189","99.47"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","146","3","2.05","3","100.00","147","124","84.35","119","95.97"
"11485  :  โรงพยาบาลค่ายอดิศร","181","6","3.31","4","66.67","218","12","5.50","12","100.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","638","26","4.08","22","84.62","759","563","74.18","511","90.76"
"10818  :  โรงพยาบาลหนองใหญ่","115","43","37.39","33","76.74","126","95","75.40","79","83.16"
"10819  :  โรงพยาบาลบางละมุง","370","189","51.08","183","96.83","385","32","8.31","32","100.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","37","1","2.70","1","100.00","37","4","10.81","4","100.00"
"10821  :  โรงพยาบาลพานทอง","248","5","2.02","4","80.00","251","161","64.14","143","88.82"
"10822  :  โรงพยาบาลพนัสนิคม","857","104","12.14","94","90.38","1,002","495","49.40","466","94.14"
"10823  :  โรงพยาบาลแหลมฉบัง","1,638","565","34.49","447","79.12","1,864","686","36.80","570","83.09"
"10824  :  โรงพยาบาลเกาะสีชัง","31","30","96.77","27","90.00","31","4","12.90","4","100.00"
"10825  :  โรงพยาบาลสัตหีบกม10","179","99","55.31","82","82.83","162","4","2.47","2","50.00"
"10826  :  โรงพยาบาลบ่อทอง","149","124","83.22","102","82.26","159","117","73.58","87","74.36"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","509","2","0.39","1","50.00","613","16","2.61","16","100.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","187","6","3.21","6","100.00","187","4","2.14","4","100.00"
"28005  :  โรงพยาบาลเมืองพัทยา","1,137","31","2.73","29","93.55","1,114","764","68.58","652","85.34"
"28006  :  โรงพยาบาลเกาะจันทร์","109","88","80.73","67","76.14","112","4","3.57","3","75.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","973","81","8.32","70","86.42","996","276","27.71","250","90.58"
"10828  :  โรงพยาบาลบ้านฉาง","14","8","57.14","8","100.00","82","0","0.00","0","0.00"
"10829  :  โรงพยาบาลแกลง","698","228","32.66","182","79.82","744","222","29.84","165","74.32"
"10830  :  โรงพยาบาลวังจันทร์","160","39","24.38","39","100.00","172","122","70.93","122","100.00"
"10831  :  โรงพยาบาลบ้านค่าย","75","63","84.00","56","88.89","77","3","3.90","3","100.00"
"10832  :  โรงพยาบาลปลวกแดง","457","22","4.81","22","100.00","465","7","1.51","7","100.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","10","5","50.00","3","60.00","13","0","0.00","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","37","0","0.00","0","0.00","43","0","0.00","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","642","158","24.61","150","94.94","641","178","27.77","172","96.63"
"10834  :  โรงพยาบาลขลุง","128","1","0.78","1","100.00","239","119","49.79","115","96.64"
"10835  :  โรงพยาบาลท่าใหม่","316","157","49.68","138","87.90","400","16","4.00","16","100.00"
"10836  :  โรงพยาบาลเขาสุกิม","22","14","63.64","11","78.57","24","7","29.17","5","71.43"
"10837  :  โรงพยาบาลสองพี่น้อง","15","5","33.33","5","100.00","17","6","35.29","5","83.33"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","146","103","70.55","78","75.73","151","66","43.71","52","78.79"
"10839  :  โรงพยาบาลมะขาม","12","8","66.67","8","100.00","13","1","7.69","1","100.00"
"10840  :  โรงพยาบาลแหลมสิงห์","45","0","0.00","0","0.00","48","42","87.50","42","100.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","169","74","43.79","55","74.32","174","77","44.25","74","96.10"
"10843  :  โรงพยาบาลนายายอาม","10","0","0.00","0","0.00","10","10","100.00","8","80.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","109","45","41.28","37","82.22","105","58","55.24","44","75.86"
"10696  :  โรงพยาบาลตราด","644","5","0.78","5","100.00","764","528","69.11","458","86.74"
"10845  :  โรงพยาบาลคลองใหญ่","185","4","2.16","4","100.00","210","87","41.43","80","91.95"
"10846  :  โรงพยาบาลเขาสมิง","66","1","1.52","0","0.00","72","15","20.83","15","100.00"
