"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","469","49","10.45","19","38.78","469","18","3.84","11","61.11"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","290","267","92.07","199","74.53","290","57","19.66","47","82.46"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","284","256","90.14","103","40.23","292","8","2.74","7","87.50"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","378","4","1.06","2","50.00","378","4","1.06","1","25.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","141","1","0.71","1","100.00","140","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","28","25","89.29","5","20.00","28","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00","0","0.00","36","32","88.89","24","75.00"
"10757  :  โรงพยาบาลบางใหญ่","162","6","3.70","5","83.33","166","156","93.98","149","95.51"
"10758  :  โรงพยาบาลบางบัวทอง","534","6","1.12","3","50.00","511","5","0.98","2","40.00"
"10759  :  โรงพยาบาลไทรน้อย","330","87","26.36","44","50.57","349","36","10.32","17","47.22"
"10760  :  โรงพยาบาลปากเกร็ด","416","125","30.05","94","75.20","419","68","16.23","58","85.29"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","46","0","0.00","0","0.00","46","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","241","22","9.13","17","77.27","241","1","0.41","1","100.00"
"10761  :  โรงพยาบาลคลองหลวง","98","75","76.53","12","16.00","98","0","0.00","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","361","21","5.82","9","42.86","362","66","18.23","56","84.85"
"10763  :  โรงพยาบาลประชาธิปัตย์","255","151","59.22","111","73.51","257","17","6.61","15","88.24"
"10764  :  โรงพยาบาลหนองเสือ","122","99","81.15","31","31.31","121","0","0.00","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","226","212","93.81","177","83.49","228","0","0.00","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","104","88","84.62","65","73.86","109","2","1.83","1","50.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","228","22","9.65","10","45.45","311","299","96.14","135","45.15"
"10768  :  โรงพยาบาลท่าเรือ","261","15","5.75","11","73.33","416","119","28.61","101","84.87"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","23","0","0.00","0","0.00","26","18","69.23","9","50.00"
"10770  :  โรงพยาบาลบางไทร","41","24","58.54","13","54.17","48","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","9","9","100.00","6","66.67","9","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","229","216","94.32","106","49.07","231","3","1.30","2","66.67"
"10773  :  โรงพยาบาลบางปะหัน","4","4","100.00","4","100.00","4","4","100.00","4","100.00"
"10774  :  โรงพยาบาลผักไห่","4","0","0.00","0","0.00","4","4","100.00","3","75.00"
"10775  :  โรงพยาบาลภาชี","119","5","4.20","0","0.00","125","16","12.80","15","93.75"
"10776  :  โรงพยาบาลลาดบัวหลวง","72","67","93.06","26","38.81","73","0","0.00","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","52","14","26.92","8","57.14","55","35","63.64","18","51.43"
"10778  :  โรงพยาบาลบางซ้าย","46","41","89.13","33","80.49","44","38","86.36","31","81.58"
"10779  :  โรงพยาบาลอุทัย","10","6","60.00","3","50.00","9","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","16","0","0.00","0","0.00","33","0","0.00","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","12","0","0.00","0","0.00","11","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","375","9","2.40","6","66.67","375","32","8.53","28","87.50"
"10782  :  โรงพยาบาลไชโย","26","21","80.77","8","38.10","26","5","19.23","3","60.00"
"10784  :  โรงพยาบาลป่าโมก","34","0","0.00","0","0.00","38","28","73.68","9","32.14"
"10785  :  โรงพยาบาลโพธิ์ทอง","107","92","85.98","35","38.04","105","11","10.48","8","72.73"
"10786  :  โรงพยาบาลแสวงหา","80","0","0.00","0","0.00","81","35","43.21","35","100.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","276","70","25.36","50","71.43","276","26","9.42","23","88.46"
"10788  :  โรงพยาบาลสามโก้","23","0","0.00","0","0.00","23","0","0.00","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","78","1","1.28","1","100.00"
"10789  :  โรงพยาบาลพัฒนานิคม","365","2","0.55","1","50.00","369","1","0.27","1","100.00"
"10790  :  โรงพยาบาลโคกสำโรง","84","0","0.00","0","0.00","87","0","0.00","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","566","10","1.77","7","70.00","567","28","4.94","24","85.71"
"10792  :  โรงพยาบาลท่าวุ้ง","49","0","0.00","0","0.00","50","40","80.00","20","50.00"
"10793  :  โรงพยาบาลท่าหลวง","121","3","2.48","2","66.67","121","1","0.83","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","86","16","18.60","4","25.00","88","60","68.18","11","18.33"
"10795  :  โรงพยาบาลโคกเจริญ","47","0","0.00","0","0.00","48","20","41.67","11","55.00"
"10796  :  โรงพยาบาลลำสนธิ","101","4","3.96","1","25.00","102","23","22.55","14","60.87"
"10797  :  โรงพยาบาลหนองม่วง","262","2","0.76","2","100.00","261","5","1.92","5","100.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","740","567","76.62","393","69.31","707","431","60.96","331","76.80"
"10693  :  โรงพยาบาลอินทร์บุรี","130","121","93.08","50","41.32","131","1","0.76","1","100.00"
"10798  :  โรงพยาบาลบางระจัน","26","21","80.77","11","52.38","27","2","7.41","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","52","0","0.00","0","0.00","44","18","40.91","13","72.22"
"10800  :  โรงพยาบาลพรหมบุรี","56","0","0.00","0","0.00","56","32","57.14","21","65.63"
"10801  :  โรงพยาบาลท่าช้าง","27","0","0.00","0","0.00","26","21","80.77","11","52.38"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","27","0","0.00","0","0.00","72","69","95.83","30","43.48"
"10803  :  โรงพยาบาลวัดสิงห์","35","0","0.00","0","0.00","36","33","91.67","17","51.52"
"10804  :  โรงพยาบาลสรรพยา","18","0","0.00","0","0.00","18","10","55.56","10","100.00"
"10805  :  โรงพยาบาลสรรคบุรี","139","74","53.24","43","58.11","86","75","87.21","39","52.00"
"10806  :  โรงพยาบาลหันคา","130","0","0.00","0","0.00","129","116","89.92","73","62.93"
"27974  :  โรงพยาบาลหนองมะโมง","8","7","87.50","7","100.00","8","3","37.50","2","66.67"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","42","42","100.00","12","28.57","43","0","0.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","323","59","18.27","55","93.22","523","88","16.83","82","93.18"
"10808  :  โรงพยาบาลหนองแค","161","109","67.70","101","92.66","296","1","0.34","1","100.00"
"10809  :  โรงพยาบาลวิหารแดง","61","0","0.00","0","0.00","64","1","1.56","1","100.00"
"10810  :  โรงพยาบาลหนองแซง","18","14","77.78","8","57.14","19","0","0.00","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","144","73","50.69","31","42.47","145","3","2.07","2","66.67"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","26","10","38.46","7","70.00","34","21","61.76","11","52.38"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","178","18","10.11","17","94.44","177","22","12.43","22","100.00"
"10815  :  โรงพยาบาลมวกเหล็ก","249","86","34.54","77","89.53","255","4","1.57","3","75.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","137","134","97.81","94","70.15","146","10","6.85","10","100.00"
"11485  :  โรงพยาบาลค่ายอดิศร","169","6","3.55","3","50.00","216","2","0.93","2","100.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","727","59","8.12","37","62.71","914","643","70.35","376","58.48"
"10818  :  โรงพยาบาลหนองใหญ่","119","0","0.00","0","0.00","127","6","4.72","5","83.33"
"10819  :  โรงพยาบาลบางละมุง","290","99","34.14","69","69.70","295","40","13.56","40","100.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","37","3","8.11","3","100.00","38","27","71.05","12","44.44"
"10821  :  โรงพยาบาลพานทอง","248","103","41.53","42","40.78","256","109","42.58","67","61.47"
"10822  :  โรงพยาบาลพนัสนิคม","739","179","24.22","129","72.07","894","503","56.26","384","76.34"
"10823  :  โรงพยาบาลแหลมฉบัง","1,663","694","41.73","305","43.95","1,958","491","25.08","244","49.69"
"10824  :  โรงพยาบาลเกาะสีชัง","26","8","30.77","5","62.50","28","18","64.29","7","38.89"
"10825  :  โรงพยาบาลสัตหีบกม10","160","95","59.38","35","36.84","154","2","1.30","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","190","143","75.26","72","50.35","177","114","64.41","40","35.09"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","580","4","0.69","3","75.00","742","26","3.50","22","84.62"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","164","10","6.10","10","100.00","164","8","4.88","5","62.50"
"28005  :  โรงพยาบาลเมืองพัทยา","1,315","132","10.04","103","78.03","1,254","793","63.24","499","62.93"
"28006  :  โรงพยาบาลเกาะจันทร์","124","92","74.19","21","22.83","119","15","12.61","9","60.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,011","98","9.69","52","53.06","1,028","78","7.59","57","73.08"
"10828  :  โรงพยาบาลบ้านฉาง","20","19","95.00","17","89.47","52","0","0.00","0","0.00"
"10829  :  โรงพยาบาลแกลง","696","218","31.32","108","49.54","706","273","38.67","134","49.08"
"10830  :  โรงพยาบาลวังจันทร์","172","36","20.93","36","100.00","179","143","79.89","143","100.00"
"10831  :  โรงพยาบาลบ้านค่าย","62","37","59.68","23","62.16","65","1","1.54","1","100.00"
"10832  :  โรงพยาบาลปลวกแดง","488","9","1.84","9","100.00","492","8","1.63","7","87.50"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","9","0","0.00","0","0.00","13","7","53.85","5","71.43"
"23962  :  โรงพยาบาลนิคมพัฒนา","31","0","0.00","0","0.00","35","1","2.86","1","100.00"
"10664  :  โรงพยาบาลพระปกเกล้า","720","50","6.94","38","76.00","716","338","47.21","230","68.05"
"10834  :  โรงพยาบาลขลุง","167","0","0.00","0","0.00","276","124","44.93","53","42.74"
"10835  :  โรงพยาบาลท่าใหม่","343","197","57.43","142","72.08","442","139","31.45","102","73.38"
"10836  :  โรงพยาบาลเขาสุกิม","26","22","84.62","3","13.64","33","13","39.39","2","15.38"
"10837  :  โรงพยาบาลสองพี่น้อง","13","8","61.54","3","37.50","12","8","66.67","2","25.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","158","145","91.77","65","44.83","164","90","54.88","26","28.89"
"10839  :  โรงพยาบาลมะขาม","20","19","95.00","9","47.37","20","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","46","0","0.00","0","0.00","49","44","89.80","25","56.82"
"10841  :  โรงพยาบาลสอยดาว","7","0","0.00","0","0.00","6","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","181","69","38.12","32","46.38","181","101","55.80","57","56.44"
"10843  :  โรงพยาบาลนายายอาม","15","1","6.67","1","100.00","13","8","61.54","7","87.50"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","136","47","34.56","42","89.36","90","27","30.00","15","55.56"
"10696  :  โรงพยาบาลตราด","697","8","1.15","5","62.50","818","558","68.22","274","49.10"
"10845  :  โรงพยาบาลคลองใหญ่","202","0","0.00","0","0.00","202","111","54.95","71","63.96"
"10846  :  โรงพยาบาลเขาสมิง","41","0","0.00","0","0.00","47","31","65.96","31","100.00"
