"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.6 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","324","13","4.01","13","100.00","315","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","31","0","0.00","0","0.00","32","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","219","2","0.91","1","50.00","224","0","0.00","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","204","0","0.00","0","0.00","205","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","70","0","0.00","0","0.00","72","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","15","0","0.00","0","0.00","15","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","126","6","4.76","5","83.33","121","0","0.00","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","452","3","0.66","2","66.67","394","1","0.25","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","251","0","0.00","0","0.00","257","1","0.39","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","224","2","0.89","2","100.00","115","0","0.00","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","61","0","0.00","0","0.00","44","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","242","25","10.33","25","100.00","231","1","0.43","1","100.00"
"10761  :  โรงพยาบาลคลองหลวง","62","1","1.61","1","100.00","53","0","0.00","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","319","1","0.31","0","0.00","284","0","0.00","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","201","2","1.00","2","100.00","183","0","0.00","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","105","5","4.76","5","100.00","107","0","0.00","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","177","17","9.60","11","64.71","127","0","0.00","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","70","3","4.29","3","100.00","71","0","0.00","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","231","133","57.58","86","64.66","219","8","3.65","6","75.00"
"10768  :  โรงพยาบาลท่าเรือ","167","2","1.20","0","0.00","202","0","0.00","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","19","2","10.53","2","100.00","19","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","45","0","0.00","0","0.00","46","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","3","0","0.00","0","0.00","3","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","169","6","3.55","3","50.00","169","0","0.00","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","3","1","33.33","1","100.00","3","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","12","0","0.00","0","0.00","12","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","103","1","0.97","0","0.00","115","0","0.00","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","88","2","2.27","1","50.00","90","0","0.00","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","40","0","0.00","0","0.00","41","0","0.00","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","26","0","0.00","0","0.00","26","0","0.00","0","0.00"
"10779  :  โรงพยาบาลอุทัย","13","0","0.00","0","0.00","13","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","13","0","0.00","0","0.00","13","0","0.00","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","9","0","0.00","0","0.00","9","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","287","19","6.62","16","84.21","287","1","0.35","1","100.00"
"10782  :  โรงพยาบาลไชโย","23","8","34.78","4","50.00","22","5","22.73","3","60.00"
"10784  :  โรงพยาบาลป่าโมก","7","1","14.29","1","100.00","7","0","0.00","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","86","0","0.00","0","0.00","86","1","1.16","1","100.00"
"10786  :  โรงพยาบาลแสวงหา","60","0","0.00","0","0.00","61","0","0.00","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","289","6","2.08","5","83.33","294","9","3.06","9","100.00"
"10788  :  โรงพยาบาลสามโก้","23","1","4.35","1","100.00","23","0","0.00","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","274","0","0.00","0","0.00","284","0","0.00","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","82","0","0.00","0","0.00","78","2","2.56","1","50.00"
"10791  :  โรงพยาบาลชัยบาดาล","475","7","1.47","6","85.71","473","0","0.00","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","38","0","0.00","0","0.00","38","0","0.00","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","107","0","0.00","0","0.00","108","0","0.00","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","85","0","0.00","0","0.00","84","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","62","1","1.61","1","100.00","63","1","1.59","1","100.00"
"10796  :  โรงพยาบาลลำสนธิ","105","0","0.00","0","0.00","109","0","0.00","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","234","2","0.85","1","50.00","223","1","0.45","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","2","0","0.00","0","0.00","668","0","0.00","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","0","0","0.00","0","0.00","115","0","0.00","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00","0","0.00","36","0","0.00","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0.00","0","0.00","60","0","0.00","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","1","0","0.00","0","0.00","45","0","0.00","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","1","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","26","1","3.85","0","0.00","26","0","0.00","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","28","4","14.29","4","100.00","28","0","0.00","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","10","0","0.00","0","0.00","10","0","0.00","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","83","26","31.33","20","76.92","83","0","0.00","0","0.00"
"10806  :  โรงพยาบาลหันคา","124","4","3.23","2","50.00","125","0","0.00","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","14","0","0.00","0","0.00","13","0","0.00","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","28","0","0.00","0","0.00","27","19","70.37","5","26.32"
"10807  :  โรงพยาบาลแก่งคอย","282","30","10.64","24","80.00","261","0","0.00","0","0.00"
"10808  :  โรงพยาบาลหนองแค","101","1","0.99","1","100.00","106","0","0.00","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","52","1","1.92","0","0.00","53","0","0.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","21","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","121","4","3.31","4","100.00","120","1","0.83","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","38","2","5.26","2","100.00","37","1","2.70","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","169","51","30.18","38","74.51","167","8","4.79","7","87.50"
"10815  :  โรงพยาบาลมวกเหล็ก","142","2","1.41","1","50.00","145","0","0.00","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","94","1","1.06","0","0.00","89","0","0.00","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","159","5","3.14","3","60.00","156","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","505","31","6.14","25","80.65","478","0","0.00","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","96","1","1.04","1","100.00","101","0","0.00","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","206","4","1.94","4","100.00","200","0","0.00","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","36","1","2.78","1","100.00","39","0","0.00","0","0.00"
"10821  :  โรงพยาบาลพานทอง","174","34","19.54","23","67.65","163","1","0.61","1","100.00"
"10822  :  โรงพยาบาลพนัสนิคม","664","80","12.05","76","95.00","630","2","0.32","1","50.00"
"10823  :  โรงพยาบาลแหลมฉบัง","975","8","0.82","6","75.00","927","2","0.22","1","50.00"
"10824  :  โรงพยาบาลเกาะสีชัง","31","3","9.68","2","66.67","31","0","0.00","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","86","0","0.00","0","0.00","90","1","1.11","1","100.00"
"10826  :  โรงพยาบาลบ่อทอง","148","9","6.08","8","88.89","148","0","0.00","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","453","11","2.43","11","100.00","427","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","133","9","6.77","9","100.00","0","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","9","0","0.00","0","0.00","9","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","100","5","5.00","5","100.00","101","0","0.00","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","571","77","13.49","76","98.70","533","1","0.19","1","100.00"
"10828  :  โรงพยาบาลบ้านฉาง","13","0","0.00","0","0.00","15","0","0.00","0","0.00"
"10829  :  โรงพยาบาลแกลง","619","52","8.40","40","76.92","570","20","3.51","19","95.00"
"10830  :  โรงพยาบาลวังจันทร์","120","20","16.67","20","100.00","123","13","10.57","12","92.31"
"10831  :  โรงพยาบาลบ้านค่าย","52","0","0.00","0","0.00","52","0","0.00","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","281","8","2.85","8","100.00","192","0","0.00","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","12","0","0.00","0","0.00","12","0","0.00","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","25","0","0.00","0","0.00","26","0","0.00","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","707","11","1.56","7","63.64","705","7","0.99","4","57.14"
"10834  :  โรงพยาบาลขลุง","89","0","0.00","0","0.00","13","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","288","2","0.69","2","100.00","33","0","0.00","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","15","1","6.67","0","0.00","19","0","0.00","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","7","0","0.00","0","0.00","11","1","9.09","1","100.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","142","2","1.41","0","0.00","146","0","0.00","0","0.00"
"10839  :  โรงพยาบาลมะขาม","19","0","0.00","0","0.00","20","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","36","0","0.00","0","0.00","41","1","2.44","1","100.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","133","4","3.01","3","75.00","96","1","1.04","1","100.00"
"10843  :  โรงพยาบาลนายายอาม","92","2","2.17","1","50.00","22","1","4.55","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","64","0","0.00","0","0.00","71","0","0.00","0","0.00"
"10696  :  โรงพยาบาลตราด","663","15","2.26","13","86.67","382","0","0.00","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","152","0","0.00","0","0.00","179","0","0.00","0","0.00"
"10846  :  โรงพยาบาลเขาสมิง","50","0","0.00","0","0.00","54","0","0.00","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","115","11","9.57","10","90.91","121","0","0.00","0","0.00"
