"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ป.3 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","507","19","3.75","13","68.42","509","80","15.72","76","95.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","262","224","85.50","195","87.05","265","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","274","220","80.29","130","59.09","273","0","0.00","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","444","6","1.35","4","66.67","448","6","1.34","4","66.67"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","113","1","0.88","1","100.00","119","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","20","12","60.00","12","100.00","19","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00","0","0.00","31","29","93.55","29","100.00"
"10757  :  โรงพยาบาลบางใหญ่","203","13","6.40","13","100.00","206","167","81.07","165","98.80"
"10758  :  โรงพยาบาลบางบัวทอง","509","5","0.98","5","100.00","500","8","1.60","6","75.00"
"10759  :  โรงพยาบาลไทรน้อย","310","45","14.52","23","51.11","321","55","17.13","38","69.09"
"10760  :  โรงพยาบาลปากเกร็ด","461","127","27.55","118","92.91","463","51","11.02","49","96.08"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","80","1","1.25","1","100.00","82","1","1.22","1","100.00"
"10687  :  โรงพยาบาลปทุมธานี","223","21","9.42","17","80.95","222","2","0.90","2","100.00"
"10761  :  โรงพยาบาลคลองหลวง","90","54","60.00","41","75.93","87","0","0.00","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","392","144","36.73","116","80.56","392","3","0.77","2","66.67"
"10763  :  โรงพยาบาลประชาธิปัตย์","205","63","30.73","51","80.95","213","48","22.54","43","89.58"
"10764  :  โรงพยาบาลหนองเสือ","140","87","62.14","48","55.17","145","3","2.07","2","66.67"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","197","151","76.65","137","90.73","199","0","0.00","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","120","103","85.83","99","96.12","120","1","0.83","1","100.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","221","9","4.07","8","88.89","308","260","84.42","188","72.31"
"10768  :  โรงพยาบาลท่าเรือ","283","20","7.07","15","75.00","455","132","29.01","122","92.42"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","19","1","5.26","1","100.00","18","8","44.44","6","75.00"
"10770  :  โรงพยาบาลบางไทร","37","25","67.57","17","68.00","36","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","10","8","80.00","7","87.50","9","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","214","171","79.91","119","69.59","214","7","3.27","5","71.43"
"10773  :  โรงพยาบาลบางปะหัน","5","5","100.00","5","100.00","6","5","83.33","5","100.00"
"10774  :  โรงพยาบาลผักไห่","6","6","100.00","5","83.33","6","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","122","8","6.56","5","62.50","123","8","6.50","8","100.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","112","89","79.46","61","68.54","112","67","59.82","49","73.13"
"10777  :  โรงพยาบาลวังน้อย","57","17","29.82","5","29.41","55","18","32.73","10","55.56"
"10778  :  โรงพยาบาลบางซ้าย","48","38","79.17","33","86.84","47","36","76.60","32","88.89"
"10779  :  โรงพยาบาลอุทัย","12","8","66.67","4","50.00","13","1","7.69","1","100.00"
"10780  :  โรงพยาบาลมหาราช","31","2","6.45","0","0.00","30","1","3.33","1","100.00"
"10781  :  โรงพยาบาลบ้านแพรก","14","2","14.29","0","0.00","14","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","384","7","1.82","4","57.14","385","8","2.08","7","87.50"
"10782  :  โรงพยาบาลไชโย","30","21","70.00","15","71.43","32","0","0.00","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","30","0","0.00","0","0.00","30","0","0.00","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","90","67","74.44","38","56.72","88","3","3.41","3","100.00"
"10786  :  โรงพยาบาลแสวงหา","71","0","0.00","0","0.00","71","19","26.76","19","100.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","300","28","9.33","28","100.00","302","49","16.23","45","91.84"
"10788  :  โรงพยาบาลสามโก้","25","2","8.00","1","50.00","25","1","4.00","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","84","1","1.19","1","100.00"
"10789  :  โรงพยาบาลพัฒนานิคม","337","0","0.00","0","0.00","338","0","0.00","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","94","0","0.00","0","0.00","96","0","0.00","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","561","14","2.50","8","57.14","563","8","1.42","4","50.00"
"10792  :  โรงพยาบาลท่าวุ้ง","45","25","55.56","22","88.00","46","0","0.00","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","130","2","1.54","1","50.00","128","10","7.81","5","50.00"
"10794  :  โรงพยาบาลสระโบสถ์","83","16","19.28","9","56.25","84","9","10.71","5","55.56"
"10795  :  โรงพยาบาลโคกเจริญ","60","2","3.33","1","50.00","61","22","36.07","22","100.00"
"10796  :  โรงพยาบาลลำสนธิ","95","6","6.32","5","83.33","97","40","41.24","23","57.50"
"10797  :  โรงพยาบาลหนองม่วง","234","4","1.71","1","25.00","248","2","0.81","1","50.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","634","412","64.98","311","75.49","639","15","2.35","13","86.67"
"10693  :  โรงพยาบาลอินทร์บุรี","135","111","82.22","88","79.28","130","1","0.77","1","100.00"
"10798  :  โรงพยาบาลบางระจัน","34","25","73.53","16","64.00","36","0","0.00","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","41","0","0.00","0","0.00","39","17","43.59","13","76.47"
"10800  :  โรงพยาบาลพรหมบุรี","56","0","0.00","0","0.00","57","43","75.44","30","69.77"
"10801  :  โรงพยาบาลท่าช้าง","17","0","0.00","0","0.00","16","14","87.50","7","50.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","34","1","2.94","1","100.00","63","23","36.51","10","43.48"
"10803  :  โรงพยาบาลวัดสิงห์","32","0","0.00","0","0.00","30","25","83.33","24","96.00"
"10804  :  โรงพยาบาลสรรพยา","10","0","0.00","0","0.00","11","9","81.82","7","77.78"
"10805  :  โรงพยาบาลสรรคบุรี","71","63","88.73","51","80.95","70","46","65.71","41","89.13"
"10806  :  โรงพยาบาลหันคา","137","0","0.00","0","0.00","139","99","71.22","89","89.90"
"27974  :  โรงพยาบาลหนองมะโมง","9","7","77.78","5","71.43","9","7","77.78","4","57.14"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","25","21","84.00","14","66.67","25","0","0.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","324","27","8.33","22","81.48","516","32","6.20","31","96.88"
"10808  :  โรงพยาบาลหนองแค","136","2","1.47","1","50.00","279","2","0.72","2","100.00"
"10809  :  โรงพยาบาลวิหารแดง","55","0","0.00","0","0.00","57","0","0.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","31","3","9.68","2","66.67","32","0","0.00","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","161","84","52.17","61","72.62","162","4","2.47","2","50.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","47","2","4.26","2","100.00","50","16","32.00","12","75.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","187","19","10.16","18","94.74","188","13","6.91","12","92.31"
"10815  :  โรงพยาบาลมวกเหล็ก","270","9","3.33","7","77.78","275","45","16.36","45","100.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","181","4","2.21","4","100.00","182","21","11.54","21","100.00"
"11485  :  โรงพยาบาลค่ายอดิศร","210","15","7.14","13","86.67","259","3","1.16","2","66.67"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","727","54","7.43","38","70.37","842","630","74.82","508","80.63"
"10818  :  โรงพยาบาลหนองใหญ่","142","2","1.41","2","100.00","154","111","72.08","81","72.97"
"10819  :  โรงพยาบาลบางละมุง","355","176","49.58","145","82.39","364","25","6.87","25","100.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","40","0","0.00","0","0.00","45","33","73.33","22","66.67"
"10821  :  โรงพยาบาลพานทอง","280","4","1.43","3","75.00","289","134","46.37","74","55.22"
"10822  :  โรงพยาบาลพนัสนิคม","812","33","4.06","20","60.61","973","147","15.11","137","93.20"
"10823  :  โรงพยาบาลแหลมฉบัง","1,618","585","36.16","356","60.85","1,948","526","27.00","363","69.01"
"10824  :  โรงพยาบาลเกาะสีชัง","50","20","40.00","15","75.00","49","6","12.24","3","50.00"
"10825  :  โรงพยาบาลสัตหีบกม10","162","96","59.26","72","75.00","155","3","1.94","2","66.67"
"10826  :  โรงพยาบาลบ่อทอง","194","135","69.59","103","76.30","202","25","12.38","21","84.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","612","2","0.33","2","100.00","777","11","1.42","11","100.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","185","10","5.41","10","100.00","185","4","2.16","4","100.00"
"28005  :  โรงพยาบาลเมืองพัทยา","1,253","89","7.10","87","97.75","1,208","82","6.79","79","96.34"
"28006  :  โรงพยาบาลเกาะจันทร์","141","113","80.14","58","51.33","141","6","4.26","2","33.33"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","997","128","12.84","107","83.59","1,008","175","17.36","141","80.57"
"10828  :  โรงพยาบาลบ้านฉาง","26","0","0.00","0","0.00","87","16","18.39","14","87.50"
"10829  :  โรงพยาบาลแกลง","697","193","27.69","139","72.02","732","205","28.01","140","68.29"
"10830  :  โรงพยาบาลวังจันทร์","142","65","45.77","65","100.00","150","61","40.67","61","100.00"
"10831  :  โรงพยาบาลบ้านค่าย","78","36","46.15","28","77.78","87","3","3.45","3","100.00"
"10832  :  โรงพยาบาลปลวกแดง","491","7","1.43","7","100.00","505","12","2.38","12","100.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","11","9","81.82","4","44.44","12","0","0.00","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","30","0","0.00","0","0.00","35","1","2.86","1","100.00"
"10664  :  โรงพยาบาลพระปกเกล้า","711","30","4.22","19","63.33","710","178","25.07","135","75.84"
"10834  :  โรงพยาบาลขลุง","108","1","0.93","0","0.00","267","123","46.07","79","64.23"
"10835  :  โรงพยาบาลท่าใหม่","336","154","45.83","125","81.17","452","124","27.43","107","86.29"
"10836  :  โรงพยาบาลเขาสุกิม","28","20","71.43","7","35.00","35","1","2.86","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","16","3","18.75","3","100.00","21","4","19.05","1","25.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","164","40","24.39","25","62.50","169","46","27.22","35","76.09"
"10839  :  โรงพยาบาลมะขาม","23","18","78.26","18","100.00","26","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","57","0","0.00","0","0.00","59","45","76.27","39","86.67"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","194","81","41.75","41","50.62","206","71","34.47","39","54.93"
"10843  :  โรงพยาบาลนายายอาม","5","0","0.00","0","0.00","5","3","60.00","3","100.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","134","43","32.09","29","67.44","106","44","41.51","28","63.64"
"10696  :  โรงพยาบาลตราด","678","8","1.18","6","75.00","791","453","57.27","334","73.73"
"10845  :  โรงพยาบาลคลองใหญ่","195","0","0.00","0","0.00","241","100","41.49","80","80.00"
"10846  :  โรงพยาบาลเขาสมิง","55","0","0.00","0","0.00","62","28","45.16","28","100.00"
