"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%","เด็กนักเรียน ป.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ฟันดีไม่มีผุ(A)","%"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","370","10","2.70","10","100.00","381","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","21","18","85.71","15","83.33","22","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","193","162","83.94","143","88.27","205","0","0.00","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","345","4","1.16","4","100.00","340","1","0.29","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","56","0","0.00","0","0.00","62","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","20","15","75.00","14","93.33","20","1","5.00","1","100.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","163","5","3.07","5","100.00","167","1","0.60","1","100.00"
"10758  :  โรงพยาบาลบางบัวทอง","365","2","0.55","1","50.00","351","1","0.28","1","100.00"
"10759  :  โรงพยาบาลไทรน้อย","223","5","2.24","3","60.00","225","0","0.00","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","176","1","0.57","1","100.00","90","0","0.00","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","57","7","12.28","7","100.00","48","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","214","19","8.88","18","94.74","210","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","63","1","1.59","1","100.00","56","0","0.00","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","318","172","54.09","141","81.98","270","46","17.04","42","91.30"
"10763  :  โรงพยาบาลประชาธิปัตย์","162","68","41.98","61","89.71","138","0","0.00","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","120","98","81.67","52","53.06","115","0","0.00","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","221","26","11.76","26","100.00","135","68","50.37","64","94.12"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","67","61","91.04","57","93.44","70","0","0.00","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","177","5","2.82","2","40.00","165","7","4.24","7","100.00"
"10768  :  โรงพยาบาลท่าเรือ","147","9","6.12","8","88.89","151","1","0.66","1","100.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","12","0","0.00","0","0.00","14","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","32","23","71.88","12","52.17","32","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","4","0","0.00","0","0.00","4","4","100.00","2","50.00"
"10772  :  โรงพยาบาลบางปะอิน","168","151","89.88","134","88.74","163","3","1.84","3","100.00"
"10773  :  โรงพยาบาลบางปะหัน","4","3","75.00","3","100.00","4","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","13","10","76.92","10","100.00","13","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","107","1","0.93","0","0.00","101","1","0.99","1","100.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","97","5","5.15","4","80.00","94","0","0.00","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","29","0","0.00","0","0.00","29","0","0.00","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","31","30","96.77","28","93.33","31","0","0.00","0","0.00"
"10779  :  โรงพยาบาลอุทัย","7","1","14.29","1","100.00","7","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","16","0","0.00","0","0.00","16","0","0.00","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","11","0","0.00","0","0.00","11","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","244","6","2.46","6","100.00","246","0","0.00","0","0.00"
"10782  :  โรงพยาบาลไชโย","18","0","0.00","0","0.00","18","13","72.22","12","92.31"
"10784  :  โรงพยาบาลป่าโมก","6","0","0.00","0","0.00","5","0","0.00","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","98","3","3.06","3","100.00","98","3","3.06","3","100.00"
"10786  :  โรงพยาบาลแสวงหา","75","0","0.00","0","0.00","75","0","0.00","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","251","2","0.80","2","100.00","255","14","5.49","14","100.00"
"10788  :  โรงพยาบาลสามโก้","34","0","0.00","0","0.00","34","0","0.00","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","258","0","0.00","0","0.00","262","0","0.00","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","82","1","1.22","1","100.00","81","0","0.00","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","389","13","3.34","13","100.00","395","0","0.00","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","40","0","0.00","0","0.00","40","0","0.00","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","118","0","0.00","0","0.00","116","0","0.00","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","73","1","1.37","1","100.00","69","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","64","2","3.13","1","50.00","60","1","1.67","1","100.00"
"10796  :  โรงพยาบาลลำสนธิ","115","8","6.96","7","87.50","117","0","0.00","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","206","5","2.43","4","80.00","207","1","0.48","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","4","2","50.00","2","100.00","593","0","0.00","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","0","0","0.00","0","0.00","128","0","0.00","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00","0","0.00","21","0","0.00","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0.00","0","0.00","43","0","0.00","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0.00","0","0.00","57","0","0.00","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00","0","0.00","29","2","6.90","2","100.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","21","0","0.00","0","0.00","23","0","0.00","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","32","27","84.38","27","100.00","32","0","0.00","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","6","0","0.00","0","0.00","6","0","0.00","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","55","44","80.00","40","90.91","56","0","0.00","0","0.00"
"10806  :  โรงพยาบาลหันคา","101","0","0.00","0","0.00","99","0","0.00","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","12","9","75.00","9","100.00","12","2","16.67","2","100.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","14","1","7.14","0","0.00","13","10","76.92","5","50.00"
"10807  :  โรงพยาบาลแก่งคอย","260","20","7.69","18","90.00","261","1","0.38","1","100.00"
"10808  :  โรงพยาบาลหนองแค","64","1","1.56","1","100.00","70","0","0.00","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","54","1","1.85","1","100.00","54","0","0.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","35","2","5.71","2","100.00","37","1","2.70","1","100.00"
"10811  :  โรงพยาบาลบ้านหมอ","132","59","44.70","41","69.49","130","0","0.00","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","34","5","14.71","4","80.00","35","0","0.00","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","164","44","26.83","44","100.00","160","0","0.00","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","168","6","3.57","5","83.33","160","0","0.00","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","101","4","3.96","4","100.00","83","1","1.20","1","100.00"
"11485  :  โรงพยาบาลค่ายอดิศร","149","6","4.03","6","100.00","155","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","569","20","3.51","18","90.00","591","19","3.21","19","100.00"
"10818  :  โรงพยาบาลหนองใหญ่","110","1","0.91","1","100.00","123","1","0.81","1","100.00"
"10819  :  โรงพยาบาลบางละมุง","234","2","0.85","2","100.00","270","3","1.11","3","100.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","32","12","37.50","10","83.33","35","0","0.00","0","0.00"
"10821  :  โรงพยาบาลพานทอง","186","5","2.69","5","100.00","176","0","0.00","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","752","22","2.93","22","100.00","752","6","0.80","3","50.00"
"10823  :  โรงพยาบาลแหลมฉบัง","1,001","13","1.30","11","84.62","1,039","4","0.38","4","100.00"
"10824  :  โรงพยาบาลเกาะสีชัง","53","5","9.43","5","100.00","53","49","92.45","45","91.84"
"10825  :  โรงพยาบาลสัตหีบกม10","117","4","3.42","4","100.00","122","1","0.82","1","100.00"
"10826  :  โรงพยาบาลบ่อทอง","150","9","6.00","7","77.78","149","121","81.21","87","71.90"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","416","8","1.92","8","100.00","414","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","164","8","4.88","8","100.00","0","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","25","1","4.00","1","100.00","30","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","109","15","13.76","14","93.33","114","88","77.19","57","64.77"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","641","271","42.28","209","77.12","601","22","3.66","18","81.82"
"10828  :  โรงพยาบาลบ้านฉาง","12","8","66.67","6","75.00","14","0","0.00","0","0.00"
"10829  :  โรงพยาบาลแกลง","647","73","11.28","64","87.67","593","80","13.49","56","70.00"
"10830  :  โรงพยาบาลวังจันทร์","129","10","7.75","10","100.00","136","12","8.82","10","83.33"
"10831  :  โรงพยาบาลบ้านค่าย","54","7","12.96","7","100.00","53","14","26.42","9","64.29"
"10832  :  โรงพยาบาลปลวกแดง","279","6","2.15","6","100.00","221","1","0.45","1","100.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","10","6","60.00","4","66.67","14","1","7.14","1","100.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","32","0","0.00","0","0.00","35","0","0.00","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","628","29","4.62","26","89.66","627","4","0.64","4","100.00"
"10834  :  โรงพยาบาลขลุง","88","1","1.14","1","100.00","19","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","295","109","36.95","82","75.23","28","2","7.14","2","100.00"
"10836  :  โรงพยาบาลเขาสุกิม","21","12","57.14","8","66.67","28","1","3.57","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","11","2","18.18","2","100.00","14","0","0.00","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","159","94","59.12","71","75.53","160","3","1.88","3","100.00"
"10839  :  โรงพยาบาลมะขาม","15","12","80.00","12","100.00","16","0","0.00","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","64","0","0.00","0","0.00","65","0","0.00","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","180","9","5.00","9","100.00","111","73","65.77","58","79.45"
"10843  :  โรงพยาบาลนายายอาม","62","0","0.00","0","0.00","23","1","4.35","1","100.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","82","5","6.10","5","100.00","91","1","1.10","1","100.00"
"10696  :  โรงพยาบาลตราด","635","5","0.79","5","100.00","384","0","0.00","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","159","3","1.89","3","100.00","204","1","0.49","1","100.00"
"10846  :  โรงพยาบาลเขาสมิง","45","1","2.22","1","100.00","59","1","1.69","1","100.00"
"10847  :  โรงพยาบาลบ่อไร่","117","41","35.04","37","90.24","121","0","0.00","0","0.00"
