"โรงพยาบาล","รวมทั้งหมด","แพทย์01","ทันตแพทย์02","พยาบาลวิชาชีพ03","จพ.สาธารณสุข04","นวก.สาธารณสุข05","จพ.ทันตสาธารณสุข06","อสม.07","แพทย์ทางเลือกที่ผ่านการอบรม08","อื่นๆ09","ผู้ดูแลผู้ป่วยที่บ้าน10","เภสัชกร11","แพทย์แผนไทยที่มีใบประกอบวิชาชีพ081","หมอพื้นบ้านที่มีใบประกอบวิชาชีพ082","แพทย์แผนจีนที่มีใบประกอบวิชาชีพ083","ผู้ช่วยแพทย์แผนไทยที่ผ่านการฝึกอบรม084","แพทย์ทางเลือกมีวุฒิ/ผ่านการอบรม085"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","104","24","3","32","3","8","2","0","3","28","0","1","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","156","124","29","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","355","63","19","74","0","14","11","0","0","151","0","4","4","0","5","6","0"
"10757  :  โรงพยาบาลบางใหญ่","505","98","22","126","2","43","28","0","12","174","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","366","82","13","111","0","52","7","0","10","58","0","12","0","0","0","0","7"
"10759  :  โรงพยาบาลไทรน้อย","154","28","10","63","1","1","11","1","9","29","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","358","62","6","119","0","2","19","0","12","138","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","649","19","5","30","1","1","1","0","0","591","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","526","109","18","186","0","1","15","0","2","195","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","46","4","3","19","0","3","4","0","1","12","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","344","111","6","98","0","53","1","0","1","74","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","310","62","7","100","0","6","2","0","5","106","0","7","5","0","0","9","0"
"10762  :  โรงพยาบาลธัญบุรี","449","97","10","101","0","7","3","0","0","148","0","3","4","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","155","9","8","59","4","2","2","0","1","69","0","1","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","72","11","7","12","0","3","5","0","0","31","0","1","1","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","160","14","7","44","0","2","2","0","1","89","1","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","154","20","9","62","0","2","5","0","0","46","0","1","2","0","0","5","0"
"10767  :  โรงพยาบาลสามโคก","131","13","4","36","0","5","3","0","3","57","0","6","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","121","75","22","12","0","0","0","0","0","12","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","348","112","22","139","1","1","3","0","2","57","0","10","1","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","71","17","2","8","1","1","0","0","1","37","0","1","2","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","265","163","4","47","2","2","5","0","2","40","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","108","14","7","41","0","4","2","0","3","35","0","2","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","128","22","3","40","1","1","3","0","3","52","0","1","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","65","8","10","36","0","0","2","0","2","7","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","184","47","4","51","0","5","4","0","2","60","0","6","1","0","0","4","0"
"10774  :  โรงพยาบาลผักไห่","122","9","8","39","1","2","5","0","3","45","0","5","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","115","8","6","23","1","3","3","0","2","61","0","3","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","169","34","5","53","3","2","4","0","4","64","0","0","0","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","302","66","14","81","8","12","5","0","2","103","0","11","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","81","10","6","23","0","4","2","0","0","30","0","3","2","0","0","0","1"
"10779  :  โรงพยาบาลอุทัย","175","30","4","52","0","8","3","0","3","73","0","0","2","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","88","9","3","32","0","3","2","0","3","36","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","85","10","2","26","0","0","2","0","8","37","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","230","185","34","2","0","0","3","0","0","0","0","0","5","0","1","0","0"
"10782  :  โรงพยาบาลไชโย","84","7","5","34","0","1","3","0","2","32","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","122","18","4","49","0","2","2","0","4","42","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","206","62","6","69","0","3","3","0","2","49","0","10","0","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","101","21","4","45","1","2","3","0","3","22","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","124","13","13","71","1","3","7","0","2","14","0","0","0","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","60","4","1","29","1","1","2","0","5","17","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,345","211","26","433","2","25","4","0","12","465","0","32","0","0","1","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","269","34","12","114","0","6","1","0","2","91","0","4","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","20","0","6","3","2","2","2","0","2","3","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","159","22","7","80","0","5","4","0","3","16","0","7","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","225","30","13","136","2","4","1","0","2","13","0","12","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","53","31","5","3","0","1","1","0","1","7","0","3","1","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","190","41","2","57","0","12","3","0","7","61","0","4","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","134","13","6","40","4","5","3","0","3","55","0","1","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","218","63","4","46","1","8","2","0","9","73","0","6","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","139","16","4","25","1","3","2","0","4","83","0","1","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","123","24","3","42","4","5","3","0","7","32","0","2","0","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","872","109","9","277","1","7","4","314","5","146","0","0","0","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","359","76","18","165","1","3","5","0","18","62","0","2","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","125","16","4","47","4","3","4","0","2","29","0","4","3","0","0","1","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","124","12","3","41","1","4","3","0","2","44","4","5","3","0","0","1","0"
"10800  :  โรงพยาบาลพรหมบุรี","117","7","3","43","0","3","3","0","6","47","0","5","0","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","84","18","3","27","0","1","4","0","0","23","0","4","0","0","1","0","2"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","247","140","25","60","0","5","0","0","5","12","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","249","22","6","41","0","1","2","92","0","77","0","3","1","0","0","3","0"
"10803  :  โรงพยาบาลวัดสิงห์","111","11","6","38","0","3","3","0","8","42","0","0","0","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","146","11","5","50","1","4","2","0","1","59","0","4","0","0","0","0","1"
"10805  :  โรงพยาบาลสรรคบุรี","173","23","13","72","3","8","6","0","4","35","0","5","0","0","2","0","0"
"10806  :  โรงพยาบาลหันคา","287","65","15","58","3","6","6","0","7","112","0","14","1","0","0","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","140","6","10","67","1","4","2","0","1","31","1","5","1","0","0","3","1"
"27975  :  โรงพยาบาลเนินขาม","56","8","9","1","0","2","6","0","1","28","0","0","1","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","1,070","689","38","337","0","2","0","0","0","4","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","135","37","13","75","0","0","5","0","3","2","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","447","86","10","75","2","3","4","0","13","233","0","7","2","0","1","11","0"
"10808  :  โรงพยาบาลหนองแค","163","38","11","61","6","7","5","0","2","30","0","0","2","0","0","0","1"
"10809  :  โรงพยาบาลวิหารแดง","51","22","6","6","0","1","1","0","0","9","0","2","2","0","0","0","2"
"10810  :  โรงพยาบาลหนองแซง","23","1","5","2","0","0","3","0","4","8","0","0","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","15","3","6","0","0","0","2","0","0","3","0","1","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","65","9","1","28","2","2","4","0","2","10","0","2","1","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","41","6","2","4","0","2","5","0","10","12","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","143","30","4","22","1","3","8","0","40","26","0","5","2","0","1","0","1"
"10815  :  โรงพยาบาลมวกเหล็ก","143","28","5","44","0","4","10","0","1","42","0","1","2","0","0","5","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","62","18","8","20","0","0","4","0","3","7","0","2","0","0","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","5","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","2,857","569","38","1,007","10","144","8","0","0","1,073","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","486","66","9","167","0","9","6","0","0","211","0","12","4","0","1","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","176","49","5","37","0","7","3","0","0","59","0","4","4","0","1","2","0"
"10819  :  โรงพยาบาลบางละมุง","1,114","115","14","364","10","31","17","1","3","498","0","38","1","0","0","9","2"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","163","24","2","44","0","7","3","0","0","67","0","4","4","0","0","0","4"
"10821  :  โรงพยาบาลพานทอง","396","71","7","96","3","10","5","0","2","168","0","9","3","0","1","3","0"
"10822  :  โรงพยาบาลพนัสนิคม","822","116","16","246","9","10","8","0","0","399","0","18","0","0","0","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","618","94","17","192","7","33","10","0","1","217","0","27","5","0","0","4","0"
"10824  :  โรงพยาบาลเกาะสีชัง","57","3","3","19","2","2","2","0","2","23","0","1","0","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","142","7","7","65","3","2","9","0","1","29","0","9","2","0","0","2","0"
"10826  :  โรงพยาบาลบ่อทอง","173","44","11","67","5","5","8","0","0","16","0","6","2","0","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","130","9","3","13","0","0","1","0","1","93","0","2","1","0","0","3","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","128","34","19","38","14","0","0","0","0","20","0","2","1","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","158","43","8","3","0","0","0","0","3","70","0","0","4","0","0","27","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
