"โรงพยาบาล","รวมทั้งหมด","แพทย์01","ทันตแพทย์02","พยาบาลวิชาชีพ03","จพ.สาธารณสุข04","นวก.สาธารณสุข05","จพ.ทันตสาธารณสุข06","อสม.07","แพทย์ทางเลือกที่ผ่านการอบรม08","อื่นๆ09","ผู้ดูแลผู้ป่วยที่บ้าน10","เภสัชกร11","แพทย์แผนไทยที่มีใบประกอบวิชาชีพ081","หมอพื้นบ้านที่มีใบประกอบวิชาชีพ082","แพทย์แผนจีนที่มีใบประกอบวิชาชีพ083","ผู้ช่วยแพทย์แผนไทยที่ผ่านการฝึกอบรม084","แพทย์ทางเลือกมีวุฒิ/ผ่านการอบรม085"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","208","35","4","67","0","0","0","0","0","85","0","4","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","119","28","3","39","4","6","4","0","4","29","0","1","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","163","131","29","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","324","56","19","67","0","12","8","0","0","132","0","6","4","0","7","5","0"
"10757  :  โรงพยาบาลบางใหญ่","415","85","18","105","1","48","21","0","16","121","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","433","113","13","128","0","60","7","0","10","72","0","12","0","0","0","0","8"
"10759  :  โรงพยาบาลไทรน้อย","190","41","11","72","1","3","11","1","9","39","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","372","71","6","123","0","2","19","0","12","139","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","7","4","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","33","3","5","20","0","0","0","0","0","5","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","855","32","6","312","1","10","1","0","0","453","0","20","8","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","623","115","21","250","0","1","15","0","2","219","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","49","4","3","22","0","3","3","0","1","13","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","485","140","21","157","0","58","3","0","2","104","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","331","68","8","100","0","13","3","0","6","111","0","8","4","0","0","9","0"
"10762  :  โรงพยาบาลธัญบุรี","483","102","11","105","0","12","3","0","4","162","0","7","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","160","10","8","59","4","4","2","0","1","71","0","1","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","86","13","7","19","0","3","5","0","0","35","0","1","2","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","175","17","7","47","0","4","2","0","1","96","1","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","229","28","11","110","1","6","5","0","0","56","0","2","2","0","0","4","0"
"10767  :  โรงพยาบาลสามโคก","166","34","4","37","0","10","3","0","5","62","0","7","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","240","24","0","93","0","0","0","0","0","123","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","121","75","22","12","0","0","0","0","0","12","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","392","134","27","145","1","2","3","0","2","65","0","11","2","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","66","18","2","3","1","1","0","0","1","36","0","3","1","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","347","223","5","64","2","3","5","0","2","43","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","164","55","9","44","0","4","2","0","3","44","0","2","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","138","27","3","41","1","1","3","0","3","57","0","1","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","69","10","10","38","0","0","2","0","2","7","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","195","48","4","53","0","6","4","0","2","63","0","10","1","0","0","4","0"
"10774  :  โรงพยาบาลผักไห่","133","15","8","43","1","3","5","0","3","45","0","5","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","128","13","7","27","1","3","3","0","4","62","0","3","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","175","35","5","54","3","2","4","0","4","68","0","0","0","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","321","74","15","84","7","12","5","0","2","110","0","12","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","85","11","6","24","0","5","2","0","0","31","0","3","2","0","0","0","1"
"10779  :  โรงพยาบาลอุทัย","185","36","4","52","0","10","3","0","3","75","0","0","2","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","98","13","4","34","0","3","2","0","4","38","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","86","10","2","26","0","0","2","0","8","38","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","254","205","38","2","0","0","3","0","0","0","0","0","5","0","1","0","0"
"10782  :  โรงพยาบาลไชโย","84","7","5","34","0","1","3","0","2","32","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","122","18","4","49","0","2","2","0","4","40","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","214","64","6","72","0","3","3","0","2","51","0","11","0","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","107","24","4","46","1","3","4","0","2","20","0","1","2","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","127","13","13","73","1","3","7","0","2","9","2","4","0","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","61","4","1","30","1","1","2","0","5","17","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,358","215","18","438","2","26","1","0","12","479","0","32","0","0","1","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","291","39","14","120","0","8","2","0","2","97","0","4","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","20","0","6","3","2","2","2","0","2","3","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","161","22","7","81","0","5","4","0","3","16","0","7","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","281","54","13","158","2","5","3","0","1","16","0","13","1","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","103","49","5","22","0","2","1","0","3","14","0","6","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","148","17","3","49","0","10","3","0","5","53","0","4","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","150","17","7","42","4","5","3","0","4","60","0","3","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","240","71","4","50","1","15","2","0","4","77","0","5","5","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","142","16","4","27","1","3","2","0","4","84","0","1","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","147","39","5","43","3","8","3","0","8","34","0","3","0","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","905","117","12","284","1","7","4","314","4","162","0","0","0","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","377","89","18","168","1","3","5","0","18","63","0","2","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","121","12","4","47","4","3","3","0","1","31","0","5","4","0","0","1","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","139","23","3","41","1","4","3","0","2","47","4","6","3","0","0","1","0"
"10800  :  โรงพยาบาลพรหมบุรี","126","7","3","43","0","6","3","0","6","52","0","5","1","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","103","28","4","27","0","2","4","0","0","30","0","4","0","0","1","0","2"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","336","196","28","77","0","7","0","0","5","23","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","258","25","7","41","0","1","2","92","0","81","0","3","1","0","0","3","0"
"10803  :  โรงพยาบาลวัดสิงห์","132","22","9","39","0","3","3","0","8","45","0","0","0","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","151","13","4","50","1","5","2","0","1","63","0","4","0","0","0","0","1"
"10805  :  โรงพยาบาลสรรคบุรี","200","43","14","72","3","10","7","0","2","33","0","6","3","0","2","0","1"
"10806  :  โรงพยาบาลหันคา","318","84","17","58","3","8","6","0","7","119","0","14","1","0","0","1","0"
"27974  :  โรงพยาบาลหนองมะโมง","144","7","10","68","1","5","3","0","1","31","1","5","1","0","0","3","1"
"27975  :  โรงพยาบาลเนินขาม","83","28","10","5","0","4","6","0","1","28","0","0","1","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","1,324","839","43","436","0","2","0","0","0","4","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","140","37","16","75","0","0","7","0","3","2","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","478","97","11","83","2","4","4","0","13","240","0","9","2","0","1","12","0"
"10808  :  โรงพยาบาลหนองแค","194","60","11","64","6","7","5","0","2","31","0","2","2","0","1","1","1"
"10809  :  โรงพยาบาลวิหารแดง","71","28","6","9","0","5","1","0","0","15","0","2","2","0","0","0","3"
"10810  :  โรงพยาบาลหนองแซง","67","1","6","25","0","3","4","0","4","21","1","2","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","17","4","6","0","0","0","2","0","0","4","0","1","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","74","14","1","30","2","2","4","0","2","11","0","3","1","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","55","9","2","10","0","2","5","0","10","17","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","175","38","6","30","1","6","8","0","42","36","0","5","0","0","1","0","1"
"10815  :  โรงพยาบาลมวกเหล็ก","182","46","6","53","1","6","11","0","1","48","0","2","2","0","0","5","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","80","30","9","22","0","0","5","0","3","9","0","2","0","0","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","7","3","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","3,359","608","50","1,254","11","72","4","0","0","1,349","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","511","57","9","175","0","9","6","0","0","237","0","13","3","0","1","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","190","56","6","42","0","8","3","0","0","59","0","4","4","0","1","2","0"
"10819  :  โรงพยาบาลบางละมุง","1,305","142","23","404","10","30","18","1","3","600","0","40","1","0","0","11","2"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","175","31","2","45","0","10","3","0","0","68","0","4","4","0","0","0","4"
"10821  :  โรงพยาบาลพานทอง","435","98","7","104","3","12","5","0","3","167","0","10","3","0","1","3","0"
"10822  :  โรงพยาบาลพนัสนิคม","901","139","17","269","9","10","8","0","0","418","0","21","8","0","2","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","666","103","18","220","7","32","10","0","0","227","0","27","6","0","0","5","0"
"10824  :  โรงพยาบาลเกาะสีชัง","60","3","3","22","2","2","2","0","2","23","0","1","0","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","143","7","7","66","2","2","9","0","1","30","0","9","2","0","0","2","0"
"10826  :  โรงพยาบาลบ่อทอง","192","57","11","68","5","5","11","0","0","16","0","7","2","0","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","153","12","4","22","0","0","1","0","1","100","0","2","1","0","0","3","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","180","54","20","45","16","0","0","0","0","41","0","2","1","0","1","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,975","278","25","105","0","0","2","0","10","1,523","0","4","1","0","0","27","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
