"โรงพยาบาล","รวมทั้งหมด","แพทย์01","ทันตแพทย์02","พยาบาลวิชาชีพ03","จพ.สาธารณสุข04","นวก.สาธารณสุข05","จพ.ทันตสาธารณสุข06","อสม.07","แพทย์ทางเลือกที่ผ่านการอบรม08","อื่นๆ09","ผู้ดูแลผู้ป่วยที่บ้าน10","เภสัชกร11","แพทย์แผนไทยที่มีใบประกอบวิชาชีพ081","หมอพื้นบ้านที่มีใบประกอบวิชาชีพ082","แพทย์แผนจีนที่มีใบประกอบวิชาชีพ083","ผู้ช่วยแพทย์แผนไทยที่ผ่านการฝึกอบรม084","แพทย์ทางเลือกมีวุฒิ/ผ่านการอบรม085"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","77","13","2","26","2","5","2","0","1","25","0","1","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","156","124","29","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","279","46","16","66","0","6","11","0","0","120","0","0","4","0","4","6","0"
"10757  :  โรงพยาบาลบางใหญ่","472","91","21","120","2","33","28","0","10","167","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","339","74","14","109","0","41","8","0","16","77","0","0","0","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","133","24","9","58","1","1","6","1","7","26","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","355","59","6","119","0","2","19","0","12","138","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","637","19","5","30","1","1","1","0","0","579","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","440","81","17","145","0","1","13","0","2","181","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","50","6","4","21","0","3","4","0","0","12","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","213","71","6","55","0","36","1","0","1","43","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","273","34","7","98","0","6","2","0","5","102","0","6","4","0","0","9","0"
"10762  :  โรงพยาบาลธัญบุรี","441","95","15","93","0","7","4","0","0","142","0","1","2","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","153","9","8","58","4","2","2","0","1","68","0","1","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","64","8","7","11","0","3","3","0","0","31","0","1","0","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","154","12","7","43","0","2","2","0","1","87","0","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","160","21","12","66","0","3","8","0","1","49","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","26","4","5","1","0","1","3","0","2","10","0","0","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","115","69","22","12","0","0","0","0","0","12","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","315","96","22","133","0","0","3","0","2","50","0","8","1","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","68","16","2","7","1","1","0","0","2","38","0","1","0","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","219","124","3","43","2","2","5","0","2","37","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","56","7","5","33","0","2","2","0","3","4","0","0","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","113","21","2","31","0","1","3","0","3","51","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","60","6","8","35","0","0","2","0","2","7","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","182","47","4","50","0","5","4","0","2","61","0","6","1","0","0","2","0"
"10774  :  โรงพยาบาลผักไห่","118","6","7","39","1","3","5","0","3","54","0","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","26","6","6","4","0","2","3","0","0","5","0","0","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","158","30","5","50","3","2","4","0","4","60","0","0","0","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","247","59","13","76","3","10","5","0","2","68","0","11","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","58","8","6","23","0","2","2","0","1","14","0","2","0","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","170","26","3","55","0","8","3","0","3","70","0","0","2","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","83","8","3","30","0","3","2","0","3","34","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","82","8","2","26","0","0","2","0","7","37","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","206","167","33","0","0","0","0","0","0","0","0","0","5","0","1","0","0"
"10782  :  โรงพยาบาลไชโย","83","6","5","34","0","1","3","0","2","32","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","120","18","4","49","0","2","2","0","4","41","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","205","62","6","69","0","3","3","0","2","50","0","10","0","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","101","20","4","45","2","2","3","0","3","22","0","0","0","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","119","12","12","68","1","2","8","0","2","14","0","0","0","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","4","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,107","103","25","372","2","19","4","0","11","394","0","26","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","174","4","9","98","0","5","1","0","0","55","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","19","0","5","3","2","2","2","0","2","3","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","27","0","5","0","0","1","4","0","3","5","0","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","151","27","15","84","0","1","1","0","1","3","0","6","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","40","22","2","3","0","0","1","0","0","6","0","2","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","127","17","1","41","0","7","2","0","4","37","0","0","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","121","11","4","35","4","3","2","0","3","55","0","0","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","202","59","3","44","1","7","1","0","8","73","0","4","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","120","12","4","16","0","3","1","0","3","81","0","0","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","115","22","3","42","4","5","3","0","5","28","0","2","0","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","976","116","18","304","1","10","8","325","4","190","0","0","0","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","339","64","16","165","2","3","4","0","18","59","0","2","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","171","27","14","50","2","4","6","0","2","56","0","5","4","0","0","1","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","112","6","3","42","1","4","3","0","5","39","4","5","0","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","86","3","4","42","0","3","3","0","4","24","0","3","0","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","65","8","8","26","0","1","4","0","0","13","0","4","0","0","0","0","1"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","163","100","21","32","0","2","0","0","3","5","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","78","17","5","42","0","0","2","0","0","12","0","0","0","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","143","16","12","43","0","4","2","0","8","58","0","0","0","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","27","6","4","8","0","2","2","0","0","5","0","0","0","0","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","175","32","10","65","3","5","3","0","5","42","0","9","0","0","1","0","0"
"10806  :  โรงพยาบาลหันคา","251","56","15","59","3","6","6","0","5","90","0","11","0","0","0","0","0"
"27974  :  โรงพยาบาลหนองมะโมง","125","4","9","61","1","4","1","0","1","41","0","0","2","0","0","1","0"
"27975  :  โรงพยาบาลเนินขาม","46","3","9","1","0","2","4","0","1","26","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","909","583","34","286","0","2","0","0","0","4","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","135","37","13","75","0","0","5","0","3","2","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","430","77","10","72","2","3","4","0","14","227","0","7","2","0","1","11","0"
"10808  :  โรงพยาบาลหนองแค","147","27","11","61","6","5","5","0","1","29","0","0","2","0","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","33","14","6","2","0","1","1","0","0","5","0","0","2","0","0","0","2"
"10810  :  โรงพยาบาลหนองแซง","23","1","5","2","0","0","3","0","4","8","0","0","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","14","3","5","0","0","0","3","0","0","2","0","1","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","64","5","1","30","2","1","5","0","2","10","0","3","1","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","33","4","2","3","0","2","4","0","1","8","0","0","2","0","0","6","1"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","130","24","4","21","0","2","8","0","38","25","0","5","2","0","1","0","0"
"10815  :  โรงพยาบาลมวกเหล็ก","128","22","8","40","0","4","11","0","1","35","0","0","2","0","0","5","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","48","10","8","17","0","0","4","0","2","5","0","2","0","0","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","2,605","493","37","974","11","80","9","0","0","997","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","552","74","8","177","1","15","5","0","0","257","0","11","3","0","1","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","131","41","5","35","0","7","3","0","0","31","0","4","4","0","0","1","0"
"10819  :  โรงพยาบาลบางละมุง","1,020","104","14","337","11","33","15","1","3","453","0","38","2","0","0","8","1"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","139","20","2","40","0","6","3","0","0","57","0","3","4","0","0","0","4"
"10821  :  โรงพยาบาลพานทอง","246","35","7","101","4","4","3","0","7","74","0","10","0","0","1","0","0"
"10822  :  โรงพยาบาลพนัสนิคม","667","109","15","226","9","10","8","0","0","280","0","3","0","0","0","7","0"
"10823  :  โรงพยาบาลแหลมฉบัง","579","86","17","182","7","33","10","0","0","221","0","18","2","0","0","3","0"
"10824  :  โรงพยาบาลเกาะสีชัง","52","2","2","18","2","2","2","0","2","21","0","1","0","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","138","6","7","65","5","1","9","0","1","24","0","10","2","0","0","2","0"
"10826  :  โรงพยาบาลบ่อทอง","166","43","11","64","4","5","8","0","1","23","0","5","2","0","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","118","8","3","12","3","0","1","0","1","86","0","2","1","0","0","1","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","103","29","14","31","14","0","0","0","0","12","0","2","1","0","0","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","140","34","6","2","0","0","0","0","3","64","0","0","4","0","0","27","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
