"โรงพยาบาล","รวมทั้งหมด","แพทย์01","ทันตแพทย์02","พยาบาลวิชาชีพ03","จพ.สาธารณสุข04","นวก.สาธารณสุข05","จพ.ทันตสาธารณสุข06","อสม.07","แพทย์ทางเลือกที่ผ่านการอบรม08","อื่นๆ09","ผู้ดูแลผู้ป่วยที่บ้าน10","เภสัชกร11","แพทย์แผนไทยที่มีใบประกอบวิชาชีพ081","หมอพื้นบ้านที่มีใบประกอบวิชาชีพ082","แพทย์แผนจีนที่มีใบประกอบวิชาชีพ083","ผู้ช่วยแพทย์แผนไทยที่ผ่านการฝึกอบรม084","แพทย์ทางเลือกมีวุฒิ/ผ่านการอบรม085"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","199","33","4","65","0","0","0","0","0","82","0","4","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","113","27","3","37","3","8","2","0","3","29","0","1","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","163","131","29","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","319","54","17","67","0","12","8","0","0","132","0","6","3","0","7","5","0"
"10757  :  โรงพยาบาลบางใหญ่","402","77","18","105","1","43","21","0","16","121","0","0","0","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","410","109","13","128","0","49","7","0","10","61","0","12","0","0","0","0","7"
"10759  :  โรงพยาบาลไทรน้อย","177","38","10","68","1","1","11","1","9","36","0","0","0","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","372","71","6","123","0","2","19","0","12","139","0","0","0","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","33","3","5","20","0","0","0","0","0","5","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","812","29","6","303","1","6","1","0","0","435","0","19","1","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","593","113","21","227","0","1","15","0","2","214","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","49","4","3","22","0","3","3","0","1","13","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","456","139","7","153","0","57","1","0","2","97","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","325","67","7","101","0","11","3","0","6","108","0","8","4","0","0","9","0"
"10762  :  โรงพยาบาลธัญบุรี","472","101","11","103","0","9","3","0","4","156","0","7","0","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","162","10","8","59","4","4","2","0","1","72","0","1","0","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","84","13","7","19","0","3","5","0","0","34","0","1","1","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","173","17","7","47","0","4","2","0","1","94","1","0","0","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","214","25","11","105","1","2","5","0","0","52","0","2","2","0","0","5","0"
"10767  :  โรงพยาบาลสามโคก","143","16","4","37","0","8","3","0","5","60","0","6","0","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","76","9","0","31","0","0","0","0","0","36","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","121","75","22","12","0","0","0","0","0","12","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","381","127","26","145","1","2","3","0","2","63","0","11","1","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","65","18","2","3","1","0","0","0","1","36","0","3","1","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","326","206","4","62","2","3","5","0","2","42","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","146","48","9","41","0","4","2","0","3","37","0","2","0","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","137","27","3","40","1","1","3","0","3","57","0","1","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","67","10","10","36","0","0","2","0","2","7","0","0","0","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","193","47","4","52","0","6","4","0","2","63","0","10","1","0","0","4","0"
"10774  :  โรงพยาบาลผักไห่","129","14","8","41","1","2","5","0","3","45","0","5","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","124","11","7","27","1","3","3","0","2","62","0","3","0","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","174","35","5","53","3","2","4","0","4","68","0","0","0","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","312","72","15","82","7","12","5","0","2","105","0","12","0","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","83","10","6","23","0","5","2","0","0","31","0","3","2","0","0","0","1"
"10779  :  โรงพยาบาลอุทัย","183","35","4","52","0","10","3","0","3","74","0","0","2","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","91","9","4","33","0","3","2","0","4","36","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","85","10","2","26","0","0","2","0","8","37","0","0","0","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","251","203","37","2","0","0","3","0","0","0","0","0","5","0","1","0","0"
"10782  :  โรงพยาบาลไชโย","84","7","5","34","0","1","3","0","2","32","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","122","18","4","49","0","2","2","0","4","40","0","0","0","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","211","64","6","70","0","3","3","0","2","50","0","11","0","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","106","23","4","46","1","3","3","0","2","20","0","2","2","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","127","13","13","73","1","3","7","0","2","9","2","4","0","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","61","4","1","30","1","1","2","0","5","17","0","0","0","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,350","213","17","437","2","26","1","0","12","475","0","32","0","0","1","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","289","38","13","120","0","9","1","0","2","97","0","4","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","20","0","6","3","2","2","2","0","2","3","0","0","0","0","0","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","160","22","7","81","0","5","4","0","3","16","0","7","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","266","43","12","155","2","5","3","0","2","16","0","13","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","100","48","5","22","0","2","1","0","2","15","0","5","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","191","48","3","54","0","12","3","0","6","55","0","6","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","144","16","6","41","4","5","3","0","4","59","0","2","0","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","230","69","4","48","1","10","2","0","9","76","0","5","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","141","16","4","26","1","3","2","0","4","84","0","1","0","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","138","33","4","42","3","7","3","0","8","34","0","3","0","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","18","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","895","117","9","280","1","7","4","314","5","158","0","0","0","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","373","86","18","168","1","3","5","0","18","62","0","2","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","114","9","4","45","4","3","3","0","1","30","0","4","4","0","0","1","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","135","19","3","41","1","4","3","0","2","47","4","6","3","0","0","1","0"
"10800  :  โรงพยาบาลพรหมบุรี","125","7","3","43","0","5","3","0","6","52","0","5","1","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","91","19","3","27","0","1","4","0","0","29","0","4","0","0","1","0","2"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","287","165","28","71","0","5","0","0","5","13","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","254","24","7","41","0","1","2","92","0","79","0","3","1","0","0","3","0"
"10803  :  โรงพยาบาลวัดสิงห์","121","17","8","38","0","3","3","0","8","44","0","0","0","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","151","13","6","50","1","5","2","0","1","60","0","4","0","0","0","0","1"
"10805  :  โรงพยาบาลสรรคบุรี","189","35","13","72","3","10","6","0","3","33","0","6","2","0","2","0","0"
"10806  :  โรงพยาบาลหันคา","303","73","17","58","3","8","6","0","7","115","0","14","1","0","0","1","0"
"27974  :  โรงพยาบาลหนองมะโมง","141","6","10","67","1","5","2","0","1","31","1","5","1","0","0","3","1"
"27975  :  โรงพยาบาลเนินขาม","71","17","10","5","0","3","6","0","1","28","0","0","1","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","1,245","799","42","398","0","2","0","0","0","4","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","140","37","16","75","0","0","7","0","3","2","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","462","95","11","76","2","3","4","0","13","235","0","8","2","0","1","12","0"
"10808  :  โรงพยาบาลหนองแค","180","50","11","63","6","7","5","0","2","30","0","1","2","0","1","0","1"
"10809  :  โรงพยาบาลวิหารแดง","66","27","6","9","0","1","1","0","0","15","0","2","2","0","0","0","3"
"10810  :  โรงพยาบาลหนองแซง","66","1","6","25","0","3","4","0","4","20","1","2","0","0","0","0","0"
"10811  :  โรงพยาบาลบ้านหมอ","17","4","6","0","0","0","2","0","0","4","0","1","0","0","0","0","0"
"10812  :  โรงพยาบาลดอนพุด","73","14","1","29","2","2","4","0","2","11","0","3","1","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","50","7","2","9","0","2","5","0","10","15","0","0","0","0","0","0","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","169","38","6","26","1","6","8","0","42","34","0","5","0","0","1","0","1"
"10815  :  โรงพยาบาลมวกเหล็ก","173","43","6","50","1","4","11","0","1","47","0","2","2","0","0","5","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","76","28","9","21","0","0","5","0","3","8","0","2","0","0","0","0","0"
"11485  :  โรงพยาบาลค่ายอดิศร","6","3","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","3,084","626","46","1,173","10","101","7","0","0","1,113","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","507","51","9","159","4","12","6","0","0","248","0","13","2","0","1","0","0"
"10818  :  โรงพยาบาลหนองใหญ่","187","56","6","40","0","7","3","0","0","59","0","4","4","0","1","2","0"
"10819  :  โรงพยาบาลบางละมุง","1,262","138","23","405","10","30","18","1","3","563","0","40","1","0","0","10","2"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","169","29","2","44","0","7","3","0","0","68","0","4","4","0","0","0","4"
"10821  :  โรงพยาบาลพานทอง","427","92","7","104","3","11","5","0","3","167","0","10","3","0","1","3","0"
"10822  :  โรงพยาบาลพนัสนิคม","865","131","16","254","9","10","8","0","0","407","0","20","8","0","2","0","0"
"10823  :  โรงพยาบาลแหลมฉบัง","650","104","18","210","7","32","10","0","1","221","0","27","5","0","0","4","0"
"10824  :  โรงพยาบาลเกาะสีชัง","58","3","3","20","2","2","2","0","2","23","0","1","0","0","0","0","0"
"10825  :  โรงพยาบาลสัตหีบกม10","143","7","7","66","2","2","9","0","1","30","0","9","2","0","0","2","0"
"10826  :  โรงพยาบาลบ่อทอง","187","55","11","68","5","5","10","0","0","16","0","6","2","0","0","0","0"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","146","11","4","20","0","0","1","0","1","96","0","2","1","0","0","3","0"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","153","48","20","39","14","0","0","0","0","28","0","2","1","0","1","0","0"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,945","265","25","107","0","0","2","0","8","1,506","0","4","1","0","0","27","0"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
