"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10796  :  โรงพยาบาลลำสนธิ","432","118","27.31","1,150","503","43.74"
"10797  :  โรงพยาบาลหนองม่วง","434","121","27.88","1,032","468","45.35"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","870","364","41.84","1,950","604","30.97"
"10693  :  โรงพยาบาลอินทร์บุรี","232","79","34.05","491","184","37.47"
"10798  :  โรงพยาบาลบางระจัน","402","93","23.13","908","320","35.24"
"10799  :  โรงพยาบาลค่ายบางระจัน","508","202","39.76","1,145","381","33.28"
"10800  :  โรงพยาบาลพรหมบุรี","467","126","26.98","1,035","400","38.65"
"10801  :  โรงพยาบาลท่าช้าง","363","49","13.50","814","357","43.86"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","400","86","21.50","832","322","38.70"
"10803  :  โรงพยาบาลวัดสิงห์","372","76","20.43","863","142","16.45"
"10804  :  โรงพยาบาลสรรพยา","218","90","41.28","485","164","33.81"
"10805  :  โรงพยาบาลสรรคบุรี","548","197","35.95","1,316","444","33.74"
"10806  :  โรงพยาบาลหันคา","592","207","34.97","1,274","351","27.55"
"27974  :  โรงพยาบาลหนองมะโมง","79","16","20.25","246","71","28.86"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","0","0.00","1","1","100.00"
"10807  :  โรงพยาบาลแก่งคอย","959","419","43.69","2,037","744","36.52"
"10808  :  โรงพยาบาลหนองแค","157","47","29.94","326","98","30.06"
"10809  :  โรงพยาบาลวิหารแดง","353","122","34.56","816","291","35.66"
"10810  :  โรงพยาบาลหนองแซง","320","88","27.50","687","229","33.33"
"10811  :  โรงพยาบาลบ้านหมอ","581","193","33.22","1,218","349","28.65"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","427","68","15.93","967","368","38.06"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","217","71","32.72","477","187","39.20"
"10815  :  โรงพยาบาลมวกเหล็ก","469","158","33.69","895","270","30.17"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","303","97","32.01","714","383","53.64"
"11485  :  โรงพยาบาลค่ายอดิศร","418","206","49.28","825","23","2.79"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","1,409","468","33.22","3,065","1,300","42.41"
"10818  :  โรงพยาบาลหนองใหญ่","345","100","28.99","741","349","47.10"
"10819  :  โรงพยาบาลบางละมุง","2,160","797","36.90","3,944","728","18.46"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","158","59","37.34","341","191","56.01"
"10821  :  โรงพยาบาลพานทอง","575","156","27.13","1,082","323","29.85"
"10822  :  โรงพยาบาลพนัสนิคม","916","301","32.86","2,090","408","19.52"
"10823  :  โรงพยาบาลแหลมฉบัง","3,508","828","23.60","6,679","1,311","19.63"
"10824  :  โรงพยาบาลเกาะสีชัง","319","103","32.29","637","256","40.19"
"10825  :  โรงพยาบาลสัตหีบกม10","1,336","549","41.09","2,482","1,000","40.29"
"10826  :  โรงพยาบาลบ่อทอง","266","73","27.44","671","113","16.84"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","274","129","47.08","521","165","31.67"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","4,176","115","2.75","7,590","1,388","18.29"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","22","7","31.82","43","7","16.28"
"28005  :  โรงพยาบาลเมืองพัทยา","1,504","460","30.59","3,198","905","28.30"
"28006  :  โรงพยาบาลเกาะจันทร์","196","62","31.63","485","199","41.03"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","114","61","53.51","273","93","34.07"
"10828  :  โรงพยาบาลบ้านฉาง","918","289","31.48","1,565","598","38.21"
"10829  :  โรงพยาบาลแกลง","365","93","25.48","669","178","26.61"
"10830  :  โรงพยาบาลวังจันทร์","350","199","56.86","653","249","38.13"
"10831  :  โรงพยาบาลบ้านค่าย","436","163","37.39","877","258","29.42"
"10832  :  โรงพยาบาลปลวกแดง","722","230","31.86","1,211","502","41.45"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","77","15","19.48","168","50","29.76"
"23962  :  โรงพยาบาลนิคมพัฒนา","202","44","21.78","446","70","15.70"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","341","115","33.72","825","427","51.76"
"10837  :  โรงพยาบาลสองพี่น้อง","421","136","32.30","973","511","52.52"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","543","181","33.33","1,427","519","36.37"
"10839  :  โรงพยาบาลมะขาม","96","50","52.08","228","102","44.74"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","202","77","38.12","566","206","36.40"
"10843  :  โรงพยาบาลนายายอาม","249","156","62.65","572","322","56.29"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","314","139","44.27","723","212","29.32"
"10696  :  โรงพยาบาลตราด","403","113","28.04","1,003","348","34.70"
"10845  :  โรงพยาบาลคลองใหญ่","575","221","38.43","1,515","779","51.42"
"10846  :  โรงพยาบาลเขาสมิง","464","140","30.17","985","420","42.64"
"10847  :  โรงพยาบาลบ่อไร่","406","200","49.26","1,015","427","42.07"
"10848  :  โรงพยาบาลแหลมงอบ","359","143","39.83","841","488","58.03"
"10849  :  โรงพยาบาลเกาะกูด","79","23","29.11","214","74","34.58"
"13816  :  โรงพยาบาลเกาะช้าง","103","60","58.25","176","89","50.57"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","252","103","40.87","476","277","58.19"
"10850  :  โรงพยาบาลบางคล้า","874","318","36.38","1,954","377","19.29"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","234","60","25.64","513","256","49.90"
"10854  :  โรงพยาบาลพนมสารคาม","698","285","40.83","1,537","491","31.95"
"10855  :  โรงพยาบาลสนามชัยเขต","269","85","31.60","701","188","26.82"
"10856  :  โรงพยาบาลแปลงยาว","422","155","36.73","835","344","41.20"
"13747  :  โรงพยาบาลราชสาส์น","516","160","31.01","1,122","582","51.87"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","88","24","27.27","199","30","15.08"
"10857  :  โรงพยาบาลกบินทร์บุรี","489","188","38.45","1,205","378","31.37"
"10858  :  โรงพยาบาลนาดี","506","152","30.04","1,322","402","30.41"
"10859  :  โรงพยาบาลบ้านสร้าง","436","124","28.44","980","396","40.41"
"10860  :  โรงพยาบาลประจันตคาม","611","155","25.37","1,295","645","49.81"
"10861  :  โรงพยาบาลศรีมหาโพธิ","493","78","15.82","1,128","325","28.81"
"10862  :  โรงพยาบาลศรีมโหสถ","597","176","29.48","1,435","652","45.44"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","193","4","2.07","376","73","19.41"
"10698  :  โรงพยาบาลนครนายก","966","291","30.12","1,857","481","25.90"
"10863  :  โรงพยาบาลปากพลี","166","47","28.31","401","109","27.18"
"10864  :  โรงพยาบาลบ้านนา","496","73","14.72","1,035","405","39.13"
"10865  :  โรงพยาบาลองครักษ์","261","106","40.61","577","226","39.17"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","1","1","100.00"
"10866  :  โรงพยาบาลคลองหาด","513","169","32.94","1,186","604","50.93"
"10867  :  โรงพยาบาลตาพระยา","325","101","31.08","585","174","29.74"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,090","336","30.83","2,165","826","38.15"
"10869  :  โรงพยาบาลวัฒนานคร","730","263","36.03","1,638","825","50.37"
"10870  :  โรงพยาบาลอรัญประเทศ","678","138","20.35","1,327","515","38.81"
"13817  :  โรงพยาบาลเขาฉกรรจ์","334","100","29.94","662","162","24.47"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","592","252","42.57","1,288","567","44.02"
"10872  :  โรงพยาบาลเสิงสาง","671","228","33.98","1,247","649","52.04"
"10873  :  โรงพยาบาลคง","704","241","34.23","1,234","445","36.06"
"10874  :  โรงพยาบาลบ้านเหลื่อม","339","102","30.09","664","401","60.39"
"10875  :  โรงพยาบาลจักราช","502","179","35.66","1,016","428","42.13"
"10876  :  โรงพยาบาลโชคชัย","834","204","24.46","1,759","580","32.97"
"10877  :  โรงพยาบาลด่านขุนทด","1,619","342","21.12","2,599","605","23.28"
"10878  :  โรงพยาบาลโนนไทย","755","150","19.87","1,535","540","35.18"
"10879  :  โรงพยาบาลโนนสูง","595","170","28.57","1,224","595","48.61"
"10880  :  โรงพยาบาลขามสะแกแสง","634","122","19.24","1,458","702","48.15"
"10881  :  โรงพยาบาลบัวใหญ่","374","159","42.51","542","216","39.85"
"10882  :  โรงพยาบาลประทาย","549","154","28.05","995","505","50.75"
"10883  :  โรงพยาบาลปักธงชัย","472","151","31.99","788","192","24.37"
"10884  :  โรงพยาบาลพิมาย","805","306","38.01","1,660","576","34.70"
"10885  :  โรงพยาบาลห้วยแถลง","646","236","36.53","1,218","583","47.87"
"10886  :  โรงพยาบาลชุมพวง","687","162","23.58","1,564","615","39.32"
"10887  :  โรงพยาบาลสูงเนิน","1,484","490","33.02","3,166","1,343","42.42"
"10888  :  โรงพยาบาลขามทะเลสอ","490","145","29.59","929","277","29.82"
"10889  :  โรงพยาบาลสีคิ้ว","1,460","489","33.49","3,175","1,230","38.74"
"10890  :  โรงพยาบาลปากช่องนานา","576","187","32.47","1,249","171","13.69"
"10891  :  โรงพยาบาลหนองบุญมาก","310","49","15.81","614","218","35.50"
"10892  :  โรงพยาบาลแก้งสนามนาง","483","150","31.06","938","548","58.42"
"10893  :  โรงพยาบาลโนนแดง","392","109","27.81","903","404","44.74"
"10894  :  โรงพยาบาลวังน้ำเขียว","166","76","45.78","380","194","51.05"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","216","41","18.98","344","183","53.20"
"11608  :  โรงพยาบาลลำทะเมนชัย","321","91","28.35","597","202","33.84"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","959","208","21.69","2,047","489","23.89"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,124","230","20.46","2,324","615","26.46"
