"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10795  :  โรงพยาบาลโคกเจริญ","545","155","28.44","1,094","500","45.70"
"10796  :  โรงพยาบาลลำสนธิ","481","112","23.28","1,205","587","48.71"
"10797  :  โรงพยาบาลหนองม่วง","458","134","29.26","1,084","610","56.27"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","860","328","38.14","1,944","754","38.79"
"10693  :  โรงพยาบาลอินทร์บุรี","261","98","37.55","535","311","58.13"
"10798  :  โรงพยาบาลบางระจัน","430","150","34.88","948","442","46.62"
"10799  :  โรงพยาบาลค่ายบางระจัน","486","202","41.56","1,146","487","42.50"
"10800  :  โรงพยาบาลพรหมบุรี","537","143","26.63","1,072","579","54.01"
"10801  :  โรงพยาบาลท่าช้าง","360","49","13.61","810","322","39.75"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","434","64","14.75","889","286","32.17"
"10803  :  โรงพยาบาลวัดสิงห์","399","47","11.78","885","137","15.48"
"10804  :  โรงพยาบาลสรรพยา","233","74","31.76","535","216","40.37"
"10805  :  โรงพยาบาลสรรคบุรี","605","204","33.72","1,308","399","30.50"
"10806  :  โรงพยาบาลหันคา","619","125","20.19","1,268","384","30.28"
"27974  :  โรงพยาบาลหนองมะโมง","82","23","28.05","250","131","52.40"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","1","100.00","1","1","100.00"
"10807  :  โรงพยาบาลแก่งคอย","1,060","386","36.42","2,216","822","37.09"
"10808  :  โรงพยาบาลหนองแค","146","35","23.97","313","63","20.13"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","354","89","25.14","696","300","43.10"
"10811  :  โรงพยาบาลบ้านหมอ","583","91","15.61","1,214","383","31.55"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","439","66","15.03","977","471","48.21"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","242","99","40.91","497","73","14.69"
"10815  :  โรงพยาบาลมวกเหล็ก","455","180","39.56","848","234","27.59"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","304","53","17.43","714","444","62.18"
"11485  :  โรงพยาบาลค่ายอดิศร","283","122","43.11","556","7","1.26"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","1,444","473","32.76","3,094","1,545","49.94"
"10818  :  โรงพยาบาลหนองใหญ่","354","123","34.75","753","421","55.91"
"10819  :  โรงพยาบาลบางละมุง","1,924","516","26.82","3,458","930","26.89"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","160","51","31.88","350","195","55.71"
"10821  :  โรงพยาบาลพานทอง","596","141","23.66","1,059","415","39.19"
"10822  :  โรงพยาบาลพนัสนิคม","993","307","30.92","2,217","765","34.51"
"10823  :  โรงพยาบาลแหลมฉบัง","3,799","655","17.24","7,311","1,470","20.11"
"10824  :  โรงพยาบาลเกาะสีชัง","366","132","36.07","701","354","50.50"
"10825  :  โรงพยาบาลสัตหีบกม10","1,298","481","37.06","2,384","1,350","56.63"
"10826  :  โรงพยาบาลบ่อทอง","270","83","30.74","645","151","23.41"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","242","119","49.17","458","235","51.31"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","3,890","78","2.01","7,268","945","13.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","29","5","17.24","47","10","21.28"
"28005  :  โรงพยาบาลเมืองพัทยา","1,788","426","23.83","3,773","1,152","30.53"
"28006  :  โรงพยาบาลเกาะจันทร์","236","83","35.17","540","263","48.70"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","123","45","36.59","296","121","40.88"
"10828  :  โรงพยาบาลบ้านฉาง","976","281","28.79","1,734","865","49.88"
"10829  :  โรงพยาบาลแกลง","380","93","24.47","687","224","32.61"
"10830  :  โรงพยาบาลวังจันทร์","359","136","37.88","691","256","37.05"
"10831  :  โรงพยาบาลบ้านค่าย","442","140","31.67","888","223","25.11"
"10832  :  โรงพยาบาลปลวกแดง","734","212","28.88","1,211","613","50.62"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","174","37","21.26","389","166","42.67"
"23962  :  โรงพยาบาลนิคมพัฒนา","204","69","33.82","453","153","33.77"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","840","207","24.64","1,595","731","45.83"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","374","165","44.12","882","516","58.50"
"10837  :  โรงพยาบาลสองพี่น้อง","493","140","28.40","1,039","572","55.05"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","572","218","38.11","1,464","348","23.77"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","1","1","100.00","2","2","100.00"
"10842  :  โรงพยาบาลแก่งหางแมว","244","75","30.74","637","201","31.55"
"10843  :  โรงพยาบาลนายายอาม","286","99","34.62","593","315","53.12"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","333","68","20.42","839","332","39.57"
"10696  :  โรงพยาบาลตราด","352","108","30.68","912","326","35.75"
"10845  :  โรงพยาบาลคลองใหญ่","660","356","53.94","1,648","884","53.64"
"10846  :  โรงพยาบาลเขาสมิง","466","142","30.47","1,031","574","55.67"
"10847  :  โรงพยาบาลบ่อไร่","417","164","39.33","1,044","606","58.05"
"10848  :  โรงพยาบาลแหลมงอบ","371","145","39.08","848","542","63.92"
"10849  :  โรงพยาบาลเกาะกูด","104","45","43.27","245","162","66.12"
"13816  :  โรงพยาบาลเกาะช้าง","96","52","54.17","171","101","59.06"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","268","80","29.85","581","244","42.00"
"10850  :  โรงพยาบาลบางคล้า","970","266","27.42","2,076","977","47.06"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","234","49","20.94","513","284","55.36"
"10854  :  โรงพยาบาลพนมสารคาม","738","205","27.78","1,580","537","33.99"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0.00","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","440","158","35.91","856","417","48.71"
"13747  :  โรงพยาบาลราชสาส์น","585","204","34.87","1,271","639","50.28"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","79","16","20.25","173","23","13.29"
"10857  :  โรงพยาบาลกบินทร์บุรี","548","127","23.18","1,410","387","27.45"
"10858  :  โรงพยาบาลนาดี","578","118","20.42","1,460","531","36.37"
"10859  :  โรงพยาบาลบ้านสร้าง","438","140","31.96","976","516","52.87"
"10860  :  โรงพยาบาลประจันตคาม","696","131","18.82","1,403","592","42.20"
"10861  :  โรงพยาบาลศรีมหาโพธิ","550","93","16.91","1,231","412","33.47"
"10862  :  โรงพยาบาลศรีมโหสถ","661","168","25.42","1,520","778","51.18"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","218","35","16.06","403","10","2.48"
"10698  :  โรงพยาบาลนครนายก","1,049","230","21.93","2,024","552","27.27"
"10863  :  โรงพยาบาลปากพลี","172","26","15.12","422","169","40.05"
"10864  :  โรงพยาบาลบ้านนา","511","46","9.00","1,100","363","33.00"
"10865  :  โรงพยาบาลองครักษ์","267","85","31.84","565","194","34.34"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","549","155","28.23","1,274","692","54.32"
"10867  :  โรงพยาบาลตาพระยา","345","99","28.70","618","294","47.57"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,105","300","27.15","2,388","1,222","51.17"
"10869  :  โรงพยาบาลวัฒนานคร","697","269","38.59","1,573","1,065","67.71"
"10870  :  โรงพยาบาลอรัญประเทศ","522","136","26.05","1,020","433","42.45"
"13817  :  โรงพยาบาลเขาฉกรรจ์","350","105","30.00","719","276","38.39"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","682","221","32.40","1,483","637","42.95"
"10872  :  โรงพยาบาลเสิงสาง","695","193","27.77","1,307","786","60.14"
"10873  :  โรงพยาบาลคง","732","112","15.30","1,342","267","19.90"
"10874  :  โรงพยาบาลบ้านเหลื่อม","373","185","49.60","708","460","64.97"
"10875  :  โรงพยาบาลจักราช","534","156","29.21","1,107","463","41.82"
"10876  :  โรงพยาบาลโชคชัย","926","174","18.79","1,909","843","44.16"
"10877  :  โรงพยาบาลด่านขุนทด","1,551","336","21.66","2,497","573","22.95"
"10878  :  โรงพยาบาลโนนไทย","831","241","29.00","1,678","575","34.27"
"10879  :  โรงพยาบาลโนนสูง","664","184","27.71","1,337","770","57.59"
"10880  :  โรงพยาบาลขามสะแกแสง","728","309","42.45","1,673","895","53.50"
"10881  :  โรงพยาบาลบัวใหญ่","404","138","34.16","630","292","46.35"
"10882  :  โรงพยาบาลประทาย","576","129","22.40","1,044","672","64.37"
"10883  :  โรงพยาบาลปักธงชัย","524","88","16.79","973","198","20.35"
"10884  :  โรงพยาบาลพิมาย","869","347","39.93","1,754","801","45.67"
"10885  :  โรงพยาบาลห้วยแถลง","727","197","27.10","1,373","813","59.21"
"10886  :  โรงพยาบาลชุมพวง","698","153","21.92","1,714","791","46.15"
"10887  :  โรงพยาบาลสูงเนิน","1,589","535","33.67","3,405","1,511","44.38"
"10888  :  โรงพยาบาลขามทะเลสอ","534","117","21.91","1,058","344","32.51"
"10889  :  โรงพยาบาลสีคิ้ว","980","323","32.96","2,088","1,042","49.90"
"10890  :  โรงพยาบาลปากช่องนานา","667","165","24.74","1,455","339","23.30"
"10891  :  โรงพยาบาลหนองบุญมาก","330","75","22.73","648","288","44.44"
"10892  :  โรงพยาบาลแก้งสนามนาง","495","124","25.05","1,004","589","58.67"
"10893  :  โรงพยาบาลโนนแดง","426","90","21.13","991","347","35.02"
"10894  :  โรงพยาบาลวังน้ำเขียว","196","71","36.22","453","239","52.76"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","212","63","29.72","351","199","56.70"
"11608  :  โรงพยาบาลลำทะเมนชัย","362","111","30.66","734","306","41.69"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","1,140","216","18.95","2,375","647","27.24"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,234","268","21.72","2,530","894","35.34"
