"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10796  :  โรงพยาบาลลำสนธิ","361","71","19.67","985","356","36.14"
"10797  :  โรงพยาบาลหนองม่วง","419","125","29.83","1,027","567","55.21"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","850","277","32.59","1,889","1,025","54.26"
"10693  :  โรงพยาบาลอินทร์บุรี","228","47","20.61","491","218","44.40"
"10798  :  โรงพยาบาลบางระจัน","381","229","60.10","885","327","36.95"
"10799  :  โรงพยาบาลค่ายบางระจัน","446","250","56.05","1,115","656","58.83"
"10800  :  โรงพยาบาลพรหมบุรี","477","199","41.72","1,047","459","43.84"
"10801  :  โรงพยาบาลท่าช้าง","318","83","26.10","785","402","51.21"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","364","130","35.71","759","227","29.91"
"10803  :  โรงพยาบาลวัดสิงห์","347","134","38.62","805","331","41.12"
"10804  :  โรงพยาบาลสรรพยา","183","66","36.07","432","130","30.09"
"10805  :  โรงพยาบาลสรรคบุรี","513","220","42.88","1,280","539","42.11"
"10806  :  โรงพยาบาลหันคา","627","199","31.74","1,272","456","35.85"
"27974  :  โรงพยาบาลหนองมะโมง","63","35","55.56","226","85","37.61"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","926","273","29.48","1,992","543","27.26"
"10808  :  โรงพยาบาลหนองแค","142","40","28.17","319","111","34.80"
"10809  :  โรงพยาบาลวิหารแดง","362","96","26.52","805","207","25.71"
"10810  :  โรงพยาบาลหนองแซง","310","142","45.81","687","217","31.59"
"10811  :  โรงพยาบาลบ้านหมอ","569","224","39.37","1,260","370","29.37"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","404","56","13.86","923","392","42.47"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","199","48","24.12","481","168","34.93"
"10815  :  โรงพยาบาลมวกเหล็ก","499","103","20.64","905","248","27.40"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","286","50","17.48","678","324","47.79"
"11485  :  โรงพยาบาลค่ายอดิศร","614","124","20.20","1,192","25","2.10"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","820","229","27.93","1,707","529","30.99"
"10818  :  โรงพยาบาลหนองใหญ่","282","86","30.50","636","322","50.63"
"10819  :  โรงพยาบาลบางละมุง","2,134","859","40.25","3,793","393","10.36"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","150","72","48.00","321","171","53.27"
"10821  :  โรงพยาบาลพานทอง","504","121","24.01","973","335","34.43"
"10822  :  โรงพยาบาลพนัสนิคม","863","277","32.10","1,934","474","24.51"
"10823  :  โรงพยาบาลแหลมฉบัง","3,133","1,183","37.76","5,800","953","16.43"
"10824  :  โรงพยาบาลเกาะสีชัง","299","125","41.81","661","290","43.87"
"10825  :  โรงพยาบาลสัตหีบกม10","1,003","403","40.18","1,865","798","42.79"
"10826  :  โรงพยาบาลบ่อทอง","201","63","31.34","485","145","29.90"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","302","99","32.78","644","180","27.95"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","9","2","22.22","25","2","8.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","3,690","1,596","43.25","6,868","601","8.75"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","27","7","25.93","60","4","6.67"
"28005  :  โรงพยาบาลเมืองพัทยา","741","254","34.28","1,365","160","11.72"
"28006  :  โรงพยาบาลเกาะจันทร์","197","56","28.43","500","126","25.20"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","201","83","41.29","465","217","46.67"
"10828  :  โรงพยาบาลบ้านฉาง","927","287","30.96","1,671","540","32.32"
"10829  :  โรงพยาบาลแกลง","318","105","33.02","554","161","29.06"
"10830  :  โรงพยาบาลวังจันทร์","295","119","40.34","589","235","39.90"
"10831  :  โรงพยาบาลบ้านค่าย","371","118","31.81","760","237","31.18"
"10832  :  โรงพยาบาลปลวกแดง","666","197","29.58","1,062","461","43.41"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","111","9","8.11","258","51","19.77"
"23962  :  โรงพยาบาลนิคมพัฒนา","176","61","34.66","431","89","20.65"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","4","0","0.00","2","1","50.00"
"10836  :  โรงพยาบาลเขาสุกิม","425","125","29.41","1,003","390","38.88"
"10837  :  โรงพยาบาลสองพี่น้อง","395","113","28.61","898","490","54.57"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","509","141","27.70","1,360","625","45.96"
"10839  :  โรงพยาบาลมะขาม","86","40","46.51","218","108","49.54"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","144","63","43.75","425","217","51.06"
"10843  :  โรงพยาบาลนายายอาม","235","92","39.15","550","249","45.27"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","293","83","28.33","679","192","28.28"
"10696  :  โรงพยาบาลตราด","413","101","24.46","993","301","30.31"
"10845  :  โรงพยาบาลคลองใหญ่","513","248","48.34","1,414","730","51.63"
"10846  :  โรงพยาบาลเขาสมิง","382","120","31.41","863","329","38.12"
"10847  :  โรงพยาบาลบ่อไร่","364","175","48.08","924","279","30.19"
"10848  :  โรงพยาบาลแหลมงอบ","326","116","35.58","778","478","61.44"
"10849  :  โรงพยาบาลเกาะกูด","53","14","26.42","175","58","33.14"
"13816  :  โรงพยาบาลเกาะช้าง","78","13","16.67","174","66","37.93"
"10697  :  โรงพยาบาลพุทธโสธร","1","0","0.00","5","1","20.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","212","79","37.26","397","223","56.17"
"10850  :  โรงพยาบาลบางคล้า","788","220","27.92","1,821","774","42.50"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","1","0","0.00","7","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","193","60","31.09","469","288","61.41"
"10854  :  โรงพยาบาลพนมสารคาม","641","262","40.87","1,459","606","41.54"
"10855  :  โรงพยาบาลสนามชัยเขต","207","58","28.02","580","214","36.90"
"10856  :  โรงพยาบาลแปลงยาว","358","162","45.25","734","337","45.91"
"13747  :  โรงพยาบาลราชสาส์น","460","154","33.48","1,107","465","42.01"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","78","23","29.49","178","62","34.83"
"10857  :  โรงพยาบาลกบินทร์บุรี","451","115","25.50","1,105","358","32.40"
"10858  :  โรงพยาบาลนาดี","462","100","21.65","1,167","389","33.33"
"10859  :  โรงพยาบาลบ้านสร้าง","388","97","25.00","826","314","38.01"
"10860  :  โรงพยาบาลประจันตคาม","625","140","22.40","1,349","528","39.14"
"10861  :  โรงพยาบาลศรีมหาโพธิ","388","74","19.07","920","420","45.65"
"10862  :  โรงพยาบาลศรีมโหสถ","525","132","25.14","1,281","718","56.05"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","266","54","20.30","604","132","21.85"
"10698  :  โรงพยาบาลนครนายก","878","307","34.97","1,780","344","19.33"
"10863  :  โรงพยาบาลปากพลี","176","39","22.16","403","120","29.78"
"10864  :  โรงพยาบาลบ้านนา","467","88","18.84","1,004","331","32.97"
"10865  :  โรงพยาบาลองครักษ์","240","123","51.25","519","203","39.11"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","18","8","44.44","44","1","2.27"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0.00","5","1","20.00"
"10866  :  โรงพยาบาลคลองหาด","474","158","33.33","1,059","506","47.78"
"10867  :  โรงพยาบาลตาพระยา","299","65","21.74","556","326","58.63"
"10868  :  โรงพยาบาลวังน้ำเย็น","968","297","30.68","1,933","903","46.71"
"10869  :  โรงพยาบาลวัฒนานคร","746","338","45.31","1,607","867","53.95"
"10870  :  โรงพยาบาลอรัญประเทศ","566","86","15.19","1,236","407","32.93"
"13817  :  โรงพยาบาลเขาฉกรรจ์","313","78","24.92","615","147","23.90"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","1","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","537","190","35.38","1,164","533","45.79"
"10872  :  โรงพยาบาลเสิงสาง","506","208","41.11","910","486","53.41"
"10873  :  โรงพยาบาลคง","616","241","39.12","1,133","453","39.98"
"10874  :  โรงพยาบาลบ้านเหลื่อม","302","84","27.81","628","360","57.32"
"10875  :  โรงพยาบาลจักราช","423","119","28.13","819","361","44.08"
"10876  :  โรงพยาบาลโชคชัย","774","183","23.64","1,602","618","38.58"
"10877  :  โรงพยาบาลด่านขุนทด","1,692","247","14.60","2,657","562","21.15"
"10878  :  โรงพยาบาลโนนไทย","714","318","44.54","1,438","669","46.52"
"10879  :  โรงพยาบาลโนนสูง","556","164","29.50","1,139","529","46.44"
"10880  :  โรงพยาบาลขามสะแกแสง","585","152","25.98","1,382","661","47.83"
"10881  :  โรงพยาบาลบัวใหญ่","356","143","40.17","503","276","54.87"
"10882  :  โรงพยาบาลประทาย","508","187","36.81","890","617","69.33"
"10883  :  โรงพยาบาลปักธงชัย","426","108","25.35","708","203","28.67"
"10884  :  โรงพยาบาลพิมาย","655","232","35.42","1,374","476","34.64"
"10885  :  โรงพยาบาลห้วยแถลง","525","139","26.48","1,076","573","53.25"
"10886  :  โรงพยาบาลชุมพวง","612","115","18.79","1,411","598","42.38"
"10887  :  โรงพยาบาลสูงเนิน","1,246","325","26.08","2,702","1,330","49.22"
"10888  :  โรงพยาบาลขามทะเลสอ","457","135","29.54","967","296","30.61"
"10889  :  โรงพยาบาลสีคิ้ว","1,405","349","24.84","3,083","1,225","39.73"
"10890  :  โรงพยาบาลปากช่องนานา","506","154","30.43","1,106","261","23.60"
"10891  :  โรงพยาบาลหนองบุญมาก","280","86","30.71","580","241","41.55"
"10892  :  โรงพยาบาลแก้งสนามนาง","59","12","20.34","64","44","68.75"
"10893  :  โรงพยาบาลโนนแดง","358","53","14.80","834","377","45.20"
"10894  :  โรงพยาบาลวังน้ำเขียว","168","50","29.76","395","183","46.33"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","986","384","38.95","2,501","348","13.91"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","183","37","20.22","301","179","59.47"
"11608  :  โรงพยาบาลลำทะเมนชัย","281","58","20.64","463","171","36.93"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","643","80","12.44","1,399","308","22.02"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","1,099","230","20.93","2,327","806","34.64"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","67","12","17.91","134","14","10.45"
