"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10795  :  โรงพยาบาลโคกเจริญ","527","180","34.16","1,078","549","50.93"
"10796  :  โรงพยาบาลลำสนธิ","478","92","19.25","1,201","679","56.54"
"10797  :  โรงพยาบาลหนองม่วง","445","152","34.16","1,079","608","56.35"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","860","357","41.51","1,939","1,057","54.51"
"10693  :  โรงพยาบาลอินทร์บุรี","260","99","38.08","547","298","54.48"
"10798  :  โรงพยาบาลบางระจัน","412","152","36.89","926","488","52.70"
"10799  :  โรงพยาบาลค่ายบางระจัน","503","262","52.09","1,150","557","48.43"
"10800  :  โรงพยาบาลพรหมบุรี","499","108","21.64","1,078","381","35.34"
"10801  :  โรงพยาบาลท่าช้าง","351","68","19.37","794","441","55.54"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","417","73","17.51","857","360","42.01"
"10803  :  โรงพยาบาลวัดสิงห์","392","75","19.13","897","44","4.91"
"10804  :  โรงพยาบาลสรรพยา","223","75","33.63","509","229","44.99"
"10805  :  โรงพยาบาลสรรคบุรี","568","179","31.51","1,278","532","41.63"
"10806  :  โรงพยาบาลหันคา","605","121","20.00","1,298","456","35.13"
"27974  :  โรงพยาบาลหนองมะโมง","87","14","16.09","250","112","44.80"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","0","0.00","1","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","1,022","441","43.15","2,204","1,032","46.82"
"10808  :  โรงพยาบาลหนองแค","157","49","31.21","339","102","30.09"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","337","94","27.89","684","321","46.93"
"10811  :  โรงพยาบาลบ้านหมอ","589","136","23.09","1,217","441","36.24"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","432","45","10.42","958","490","51.15"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","241","108","44.81","496","235","47.38"
"10815  :  โรงพยาบาลมวกเหล็ก","451","190","42.13","882","306","34.69"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","317","75","23.66","731","435","59.51"
"11485  :  โรงพยาบาลค่ายอดิศร","381","179","46.98","761","30","3.94"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","1,432","458","31.98","3,131","1,571","50.18"
"10818  :  โรงพยาบาลหนองใหญ่","348","131","37.64","764","448","58.64"
"10819  :  โรงพยาบาลบางละมุง","2,045","674","32.96","3,688","1,341","36.36"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","159","53","33.33","350","213","60.86"
"10821  :  โรงพยาบาลพานทอง","608","145","23.85","1,108","452","40.79"
"10822  :  โรงพยาบาลพนัสนิคม","978","279","28.53","2,208","735","33.29"
"10823  :  โรงพยาบาลแหลมฉบัง","3,699","658","17.79","7,289","1,581","21.69"
"10824  :  โรงพยาบาลเกาะสีชัง","369","153","41.46","709","311","43.86"
"10825  :  โรงพยาบาลสัตหีบกม10","1,319","484","36.69","2,442","1,101","45.09"
"10826  :  โรงพยาบาลบ่อทอง","272","78","28.68","650","202","31.08"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","237","115","48.52","449","234","52.12"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","3,867","68","1.76","7,324","1,237","16.89"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","24","7","29.17","39","9","23.08"
"28005  :  โรงพยาบาลเมืองพัทยา","1,683","414","24.60","3,610","1,452","40.22"
"28006  :  โรงพยาบาลเกาะจันทร์","220","79","35.91","526","255","48.48"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","129","59","45.74","303","129","42.57"
"10828  :  โรงพยาบาลบ้านฉาง","948","336","35.44","1,690","685","40.53"
"10829  :  โรงพยาบาลแกลง","375","126","33.60","705","251","35.60"
"10830  :  โรงพยาบาลวังจันทร์","349","159","45.56","704","391","55.54"
"10831  :  โรงพยาบาลบ้านค่าย","442","174","39.37","878","332","37.81"
"10832  :  โรงพยาบาลปลวกแดง","756","250","33.07","1,253","694","55.39"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","167","52","31.14","396","196","49.49"
"23962  :  โรงพยาบาลนิคมพัฒนา","216","78","36.11","448","156","34.82"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","98","31","31.63","195","97","49.74"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","362","150","41.44","865","427","49.36"
"10837  :  โรงพยาบาลสองพี่น้อง","448","135","30.13","985","511","51.88"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","570","243","42.63","1,460","536","36.71"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","6","1","16.67","7","4","57.14"
"10842  :  โรงพยาบาลแก่งหางแมว","226","87","38.50","634","270","42.59"
"10843  :  โรงพยาบาลนายายอาม","273","157","57.51","597","381","63.82"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","339","124","36.58","807","370","45.85"
"10696  :  โรงพยาบาลตราด","372","107","28.76","956","407","42.57"
"10845  :  โรงพยาบาลคลองใหญ่","620","323","52.10","1,603","1,005","62.69"
"10846  :  โรงพยาบาลเขาสมิง","451","173","38.36","1,019","632","62.02"
"10847  :  โรงพยาบาลบ่อไร่","413","167","40.44","1,055","671","63.60"
"10848  :  โรงพยาบาลแหลมงอบ","354","147","41.53","835","642","76.89"
"10849  :  โรงพยาบาลเกาะกูด","98","39","39.80","238","151","63.45"
"13816  :  โรงพยาบาลเกาะช้าง","107","58","54.21","184","102","55.43"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","272","80","29.41","578","365","63.15"
"10850  :  โรงพยาบาลบางคล้า","912","279","30.59","2,045","814","39.80"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","240","69","28.75","519","268","51.64"
"10854  :  โรงพยาบาลพนมสารคาม","724","209","28.87","1,594","563","35.32"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0.00","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","417","176","42.21","852","420","49.30"
"13747  :  โรงพยาบาลราชสาส์น","553","232","41.95","1,222","693","56.71"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","96","21","21.88","201","37","18.41"
"10857  :  โรงพยาบาลกบินทร์บุรี","555","177","31.89","1,360","541","39.78"
"10858  :  โรงพยาบาลนาดี","550","186","33.82","1,413","687","48.62"
"10859  :  โรงพยาบาลบ้านสร้าง","439","133","30.30","967","385","39.81"
"10860  :  โรงพยาบาลประจันตคาม","675","124","18.37","1,397","895","64.07"
"10861  :  โรงพยาบาลศรีมหาโพธิ","532","108","20.30","1,195","670","56.07"
"10862  :  โรงพยาบาลศรีมโหสถ","647","164","25.35","1,536","828","53.91"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","197","7","3.55","380","82","21.58"
"10698  :  โรงพยาบาลนครนายก","985","362","36.75","1,911","714","37.36"
"10863  :  โรงพยาบาลปากพลี","164","40","24.39","417","174","41.73"
"10864  :  โรงพยาบาลบ้านนา","506","79","15.61","1,080","519","48.06"
"10865  :  โรงพยาบาลองครักษ์","266","113","42.48","589","280","47.54"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","536","166","30.97","1,266","787","62.16"
"10867  :  โรงพยาบาลตาพระยา","345","98","28.41","627","298","47.53"
"10868  :  โรงพยาบาลวังน้ำเย็น","1,085","326","30.05","2,313","1,455","62.91"
"10869  :  โรงพยาบาลวัฒนานคร","733","251","34.24","1,631","963","59.04"
"10870  :  โรงพยาบาลอรัญประเทศ","523","189","36.14","1,039","505","48.60"
"13817  :  โรงพยาบาลเขาฉกรรจ์","350","115","32.86","713","210","29.45"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","644","179","27.80","1,410","699","49.57"
"10872  :  โรงพยาบาลเสิงสาง","671","217","32.34","1,296","786","60.65"
"10873  :  โรงพยาบาลคง","730","297","40.68","1,331","588","44.18"
"10874  :  โรงพยาบาลบ้านเหลื่อม","367","148","40.33","689","480","69.67"
"10875  :  โรงพยาบาลจักราช","520","175","33.65","1,066","521","48.87"
"10876  :  โรงพยาบาลโชคชัย","898","236","26.28","1,856","948","51.08"
"10877  :  โรงพยาบาลด่านขุนทด","1,583","329","20.78","2,576","675","26.20"
"10878  :  โรงพยาบาลโนนไทย","819","212","25.89","1,667","667","40.01"
"10879  :  โรงพยาบาลโนนสูง","642","204","31.78","1,320","878","66.52"
"10880  :  โรงพยาบาลขามสะแกแสง","682","277","40.62","1,581","888","56.17"
"10881  :  โรงพยาบาลบัวใหญ่","398","141","35.43","591","261","44.16"
"10882  :  โรงพยาบาลประทาย","565","170","30.09","1,028","718","69.84"
"10883  :  โรงพยาบาลปักธงชัย","500","148","29.60","896","330","36.83"
"10884  :  โรงพยาบาลพิมาย","825","367","44.48","1,699","832","48.97"
"10885  :  โรงพยาบาลห้วยแถลง","713","259","36.33","1,339","855","63.85"
"10886  :  โรงพยาบาลชุมพวง","721","171","23.72","1,663","746","44.86"
"10887  :  โรงพยาบาลสูงเนิน","1,525","572","37.51","3,268","1,703","52.11"
"10888  :  โรงพยาบาลขามทะเลสอ","511","145","28.38","1,002","424","42.32"
"10889  :  โรงพยาบาลสีคิ้ว","1,575","545","34.60","3,337","1,808","54.18"
"10890  :  โรงพยาบาลปากช่องนานา","621","186","29.95","1,364","352","25.81"
"10891  :  โรงพยาบาลหนองบุญมาก","326","85","26.07","656","367","55.95"
"10892  :  โรงพยาบาลแก้งสนามนาง","486","119","24.49","998","664","66.53"
"10893  :  โรงพยาบาลโนนแดง","408","113","27.70","906","389","42.94"
"10894  :  โรงพยาบาลวังน้ำเขียว","186","73","39.25","431","209","48.49"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","217","62","28.57","365","224","61.37"
"11608  :  โรงพยาบาลลำทะเมนชัย","343","85","24.78","687","307","44.69"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","1,094","354","32.36","2,263","723","31.95"
