"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100","จำนวนเด็ก 3-5 ปี(B1)","จำนวนชั่ง&วัด(B2)","ร้อยละชั่ง&วัด(B2/B1)*100","สูงดีสมส่วน(A1)","ร้อยละสูงดีสมส่วน(A1/B2)*100"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","1","1","100.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00","1","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","628","105","16.72","55","52.38","623","119","19.10","51","42.86","606","64","10.56","24","37.50","607","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","329","81","24.62","35","43.21","331","94","28.40","33","35.11","329","81","24.62","23","28.40","327","0","0.00","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","417","34","8.15","15","44.12","428","53","12.38","20","37.74","431","31","7.19","16","51.61","406","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","205","110","53.66","43","39.09","192","80","41.67","25","31.25","173","41","23.70","4","9.76","147","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","97","13","13.40","8","61.54","95","18","18.95","10","55.56","91","20","21.98","9","45.00","94","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","70","8","11.43","4","50.00","70","19","27.14","8","42.11","67","9","13.43","5","55.56","65","0","0.00","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","78","20","25.64","8","40.00","77","24","31.17","12","50.00","72","12","16.67","5","41.67","73","0","0.00","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","80","17","21.25","12","70.59","78","18","23.08","9","50.00","77","21","27.27","7","33.33","72","0","0.00","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","365","51","13.97","16","31.37","367","81","22.07","27","33.33","372","59","15.86","18","30.51","349","0","0.00","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","110","28","25.45","18","64.29","107","41","38.32","19","46.34","106","5","4.72","2","40.00","100","0","0.00","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","35","2","5.71","1","50.00","40","10","25.00","3","30.00","50","2","4.00","0","0.00","50","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","29","3","10.34","1","33.33","28","5","17.86","2","40.00","22","0","0.00","0","0.00","22","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","62","19","30.65","12","63.16","60","39","65.00","25","64.10","49","35","71.43","19","54.29","45","0","0.00","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","197","11","5.58","4","36.36","184","10","5.43","3","30.00","160","6","3.75","2","33.33","146","0","0.00","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","57","12","21.05","8","66.67","54","25","46.30","8","32.00","43","36","83.72","22","61.11","43","0","0.00","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","122","33","27.05","12","36.36","119","102","85.71","74","72.55","117","25","21.37","7","28.00","118","0","0.00","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","189","53","28.04","14","26.42","178","171","96.07","108","63.16","172","166","96.51","148","89.16","164","0","0.00","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","112","107","95.54","90","84.11","118","106","89.83","81","76.42","111","39","35.14","20","51.28","102","0","0.00","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","197","54","27.41","15","27.78","196","56","28.57","22","39.29","192","24","12.50","7","29.17","186","0","0.00","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","56","45","80.36","30","66.67","56","49","87.50","31","63.27","54","4","7.41","3","75.00","56","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","93","50","53.76","40","80.00","90","62","68.89","35","56.45","96","71","73.96","44","61.97","91","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","27","7","25.93","5","71.43","25","12","48.00","8","66.67","25","4","16.00","2","50.00","28","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","118","29","24.58","13","44.83","110","25","22.73","8","32.00","102","17","16.67","7","41.18","97","0","0.00","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","26","7","26.92","2","28.57","27","12","44.44","4","33.33","30","12","40.00","7","58.33","31","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","30","10","33.33","4","40.00","30","15","50.00","7","46.67","31","10","32.26","3","30.00","28","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","87","13","14.94","5","38.46","90","37","41.11","12","32.43","94","14","14.89","8","57.14","95","0","0.00","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","47","41","87.23","25","60.98","46","41","89.13","22","53.66","47","36","76.60","21","58.33","49","0","0.00","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","172","27","15.70","12","44.44","180","48","26.67","17","35.42","192","24","12.50","9","37.50","189","0","0.00","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","79","16","20.25","3","18.75","72","45","62.50","19","42.22","72","6","8.33","1","16.67","66","0","0.00","0","0.00"
"10779  :  โรงพยาบาลอุทัย","19","4","21.05","1","25.00","16","3","18.75","2","66.67","16","6","37.50","1","16.67","15","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","39","4","10.26","1","25.00","38","11","28.95","4","36.36","34","7","20.59","1","14.29","28","0","0.00","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","27","5","18.52","2","40.00","27","10","37.04","4","40.00","25","6","24.00","4","66.67","25","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","28","1","3.57","1","100.00","25","24","96.00","18","75.00","24","20","83.33","18","90.00","22","0","0.00","0","0.00"
"10782  :  โรงพยาบาลไชโย","50","9","18.00","3","33.33","50","17","34.00","6","35.29","50","48","96.00","37","77.08","52","0","0.00","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","81","34","41.98","18","52.94","80","69","86.25","48","69.57","82","53","64.63","44","83.02","85","0","0.00","0","0.00"
