"โรงพยาบาล","จำนวนหญิงตั้งครรภ์ (B)","ผลรวมอายุครรภ์ (A)","อายุครรภ์เฉลี่ย"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","151","1,419","9.40"
"10752  :  โรงพยาบาลบางบ่อ","405","3,413","8.43"
"10753  :  โรงพยาบาลบางพลี","262","2,390","9.12"
"10754  :  โรงพยาบาลบางจาก","60","550","9.17"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","52","456","8.77"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","645","5,884","9.12"
"10756  :  โรงพยาบาลบางกรวย","55","537","9.76"
"10757  :  โรงพยาบาลบางใหญ่","62","563","9.08"
"10758  :  โรงพยาบาลบางบัวทอง","159","1,388","8.73"
"10759  :  โรงพยาบาลไทรน้อย","35","327","9.34"
"10760  :  โรงพยาบาลปากเกร็ด","460","3,924","8.53"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","399","3,446","8.64"
"10761  :  โรงพยาบาลคลองหลวง","55","481","8.75"
"10762  :  โรงพยาบาลธัญบุรี","67","584","8.72"
"10763  :  โรงพยาบาลประชาธิปัตย์","15","132","8.80"
"10764  :  โรงพยาบาลหนองเสือ","25","215","8.60"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","14","132","9.43"
"10766  :  โรงพยาบาลลำลูกกา","37","329","8.89"
"10767  :  โรงพยาบาลสามโคก","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","208","1,828","8.79"
"10688  :  โรงพยาบาลเสนา","147","1,264","8.60"
"10768  :  โรงพยาบาลท่าเรือ","21","196","9.33"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","13","110","8.46"
"10770  :  โรงพยาบาลบางไทร","2","11","5.50"
"10771  :  โรงพยาบาลบางบาล","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","120","1,094","9.12"
"10773  :  โรงพยาบาลบางปะหัน","6","48","8.00"
"10774  :  โรงพยาบาลผักไห่","12","104","8.67"
"10775  :  โรงพยาบาลภาชี","34","306","9.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","38","326","8.58"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","4","34","8.50"
"10780  :  โรงพยาบาลมหาราช","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","263","2,191","8.33"
"10782  :  โรงพยาบาลไชโย","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","1","6","6.00"
"10786  :  โรงพยาบาลแสวงหา","2","15","7.50"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","115","957","8.32"
"10788  :  โรงพยาบาลสามโก้","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","398","3,307","8.31"
"10691  :  โรงพยาบาลบ้านหมี่","120","979","8.16"
"10789  :  โรงพยาบาลพัฒนานิคม","68","604","8.88"
"10790  :  โรงพยาบาลโคกสำโรง","121","1,052","8.69"
"10791  :  โรงพยาบาลชัยบาดาล","263","2,195","8.35"
"10792  :  โรงพยาบาลท่าวุ้ง","2","16","8.00"
"10793  :  โรงพยาบาลท่าหลวง","35","282","8.06"
"10794  :  โรงพยาบาลสระโบสถ์","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","16","144","9.00"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","457","3,693","8.08"
"10693  :  โรงพยาบาลอินทร์บุรี","249","2,097","8.42"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","1","8","8.00"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","164","1,384","8.44"
"10802  :  โรงพยาบาลมโนรมย์","1","11","11.00"
"10803  :  โรงพยาบาลวัดสิงห์","6","39","6.50"
"10804  :  โรงพยาบาลสรรพยา","2","16","8.00"
"10805  :  โรงพยาบาลสรรคบุรี","3","20","6.67"
"10806  :  โรงพยาบาลหันคา","0","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","167","1,497","8.96"
"10695  :  โรงพยาบาลพระพุทธบาท","192","1,615","8.41"
"10807  :  โรงพยาบาลแก่งคอย","9","70","7.78"
"10808  :  โรงพยาบาลหนองแค","43","373","8.67"
"10809  :  โรงพยาบาลวิหารแดง","20","163","8.15"
"10810  :  โรงพยาบาลหนองแซง","1","11","11.00"
"10811  :  โรงพยาบาลบ้านหมอ","2","15","7.50"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","1","11","11.00"
"10815  :  โรงพยาบาลมวกเหล็ก","36","284","7.89"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","6","49","8.17"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","315","2,156","6.84"
"10817  :  โรงพยาบาลบ้านบึง","198","1,593","8.05"
"10818  :  โรงพยาบาลหนองใหญ่","105","913","8.70"
"10819  :  โรงพยาบาลบางละมุง","1,137","9,981","8.78"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","17","146","8.59"
"10821  :  โรงพยาบาลพานทอง","133","1,161","8.73"
"10822  :  โรงพยาบาลพนัสนิคม","1,150","9,617","8.36"
"10823  :  โรงพยาบาลแหลมฉบัง","633","4,951","7.82"
"10824  :  โรงพยาบาลเกาะสีชัง","0","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","67","690","10.30"
"10826  :  โรงพยาบาลบ่อทอง","161","1,379","8.57"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","2","18","9.00"
"10663  :  โรงพยาบาลระยอง","460","4,025","8.75"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","892","7,657","8.58"
"10828  :  โรงพยาบาลบ้านฉาง","104","949","9.13"
"10829  :  โรงพยาบาลแกลง","174","1,518","8.72"
"10830  :  โรงพยาบาลวังจันทร์","84","831","9.89"
"10831  :  โรงพยาบาลบ้านค่าย","92","841","9.14"
"10832  :  โรงพยาบาลปลวกแดง","134","1,295","9.66"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","588","4,837","8.23"
"10834  :  โรงพยาบาลขลุง","28","225","8.04"
"10835  :  โรงพยาบาลท่าใหม่","20","165","8.25"
"10836  :  โรงพยาบาลเขาสุกิม","16","134","8.38"
"10837  :  โรงพยาบาลสองพี่น้อง","16","135","8.44"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","58","575","9.91"
"10839  :  โรงพยาบาลมะขาม","34","288","8.47"
"10840  :  โรงพยาบาลแหลมสิงห์","19","161","8.47"
"10841  :  โรงพยาบาลสอยดาว","129","1,149","8.91"
"10842  :  โรงพยาบาลแก่งหางแมว","77","653","8.48"
"10843  :  โรงพยาบาลนายายอาม","28","254","9.07"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","14","128","9.14"
"10696  :  โรงพยาบาลตราด","383","3,329","8.69"
"10845  :  โรงพยาบาลคลองใหญ่","10","89","8.90"
"10846  :  โรงพยาบาลเขาสมิง","1","12","12.00"
"10847  :  โรงพยาบาลบ่อไร่","43","423","9.84"
"10848  :  โรงพยาบาลแหลมงอบ","9","72","8.00"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","558","5,031","9.02"
"10833  :  โรงพยาบาลท่าตะเกียบ","70","624","8.91"
"10850  :  โรงพยาบาลบางคล้า","49","425","8.67"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","180","1,573","8.74"
"10852  :  โรงพยาบาลบางปะกง","256","2,135","8.34"
"10853  :  โรงพยาบาลบ้านโพธิ์","40","324","8.10"
"10854  :  โรงพยาบาลพนมสารคาม","304","2,444","8.04"
"10855  :  โรงพยาบาลสนามชัยเขต","112","878","7.84"
"10856  :  โรงพยาบาลแปลงยาว","121","1,063","8.79"
"13747  :  โรงพยาบาลราชสาส์น","5","48","9.60"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","317","2,560","8.08"
"10857  :  โรงพยาบาลกบินทร์บุรี","380","3,201","8.42"
"10858  :  โรงพยาบาลนาดี","28","232","8.29"
"10859  :  โรงพยาบาลบ้านสร้าง","13","106","8.15"
"10860  :  โรงพยาบาลประจันตคาม","39","327","8.38"
"10861  :  โรงพยาบาลศรีมหาโพธิ","43","378","8.79"
"10862  :  โรงพยาบาลศรีมโหสถ","1","7","7.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","658","5,105","7.76"
"10863  :  โรงพยาบาลปากพลี","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","24","196","8.17"
"10865  :  โรงพยาบาลองครักษ์","57","469","8.23"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1,022","9,046","8.85"
"10866  :  โรงพยาบาลคลองหาด","65","571","8.78"
"10867  :  โรงพยาบาลตาพระยา","49","438","8.94"
"10868  :  โรงพยาบาลวังน้ำเย็น","64","572","8.94"
"10869  :  โรงพยาบาลวัฒนานคร","72","615","8.54"
"10870  :  โรงพยาบาลอรัญประเทศ","9","74","8.22"
"13817  :  โรงพยาบาลเขาฉกรรจ์","48","422","8.79"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","397","3,557","8.96"
"10871  :  โรงพยาบาลครบุรี","389","3,343","8.59"
"10872  :  โรงพยาบาลเสิงสาง","69","572","8.29"
"10873  :  โรงพยาบาลคง","28","239","8.54"
"10874  :  โรงพยาบาลบ้านเหลื่อม","21","164","7.81"
"10875  :  โรงพยาบาลจักราช","98","839","8.56"
"10876  :  โรงพยาบาลโชคชัย","324","2,568","7.93"
"10877  :  โรงพยาบาลด่านขุนทด","21","173","8.24"
"10878  :  โรงพยาบาลโนนไทย","55","476","8.65"
"10879  :  โรงพยาบาลโนนสูง","140","1,138","8.13"
"10880  :  โรงพยาบาลขามสะแกแสง","21","180","8.57"
"10881  :  โรงพยาบาลบัวใหญ่","137","1,199","8.75"
"10882  :  โรงพยาบาลประทาย","77","651","8.45"
"10883  :  โรงพยาบาลปักธงชัย","144","1,282","8.90"
"10884  :  โรงพยาบาลพิมาย","387","3,278","8.47"
"10885  :  โรงพยาบาลห้วยแถลง","45","409","9.09"
"10886  :  โรงพยาบาลชุมพวง","94","840","8.94"
"10887  :  โรงพยาบาลสูงเนิน","124","1,108","8.94"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","193","1,675","8.68"
"10890  :  โรงพยาบาลปากช่องนานา","923","8,328","9.02"
"10891  :  โรงพยาบาลหนองบุญมาก","123","1,019","8.28"
"10892  :  โรงพยาบาลแก้งสนามนาง","10","91","9.10"
"10893  :  โรงพยาบาลโนนแดง","25","205","8.20"
"10894  :  โรงพยาบาลวังน้ำเขียว","48","396","8.25"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","8","78","9.75"
"11608  :  โรงพยาบาลลำทะเมนชัย","7","64","9.14"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","47","443","9.43"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","134","1,112","8.30"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","184","1,771","9.63"
"10895  :  โรงพยาบาลคูเมือง","77","722","9.38"
"10896  :  โรงพยาบาลกระสัง","134","1,175","8.77"
"10897  :  โรงพยาบาลนางรอง","517","4,286","8.29"
"10898  :  โรงพยาบาลหนองกี่","102","974","9.55"
"10899  :  โรงพยาบาลละหานทราย","373","3,344","8.97"
"10900  :  โรงพยาบาลประโคนชัย","107","928","8.67"
"10901  :  โรงพยาบาลบ้านกรวด","95","746","7.85"
"10902  :  โรงพยาบาลพุทไธสง","20","179","8.95"
"10904  :  โรงพยาบาลลำปลายมาศ","151","1,325","8.77"
"10905  :  โรงพยาบาลสตึก","77","713","9.26"
"10906  :  โรงพยาบาลปะคำ","11","98","8.91"
"10907  :  โรงพยาบาลนาโพธิ์","12","91","7.58"
"10908  :  โรงพยาบาลหนองหงส์","12","100","8.33"
"10909  :  โรงพยาบาลพลับพลาชัย","23","199","8.65"
"10910  :  โรงพยาบาลห้วยราช","30","257","8.57"
"10911  :  โรงพยาบาลโนนสุวรรณ","4","30","7.50"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","16","144","9.00"
"10914  :  โรงพยาบาลโนนดินแดง","17","174","10.24"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","3","26","8.67"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","1","11","11.00"
"10668  :  โรงพยาบาลสุรินทร์","830","6,885","8.30"
"10915  :  โรงพยาบาลชุมพลบุรี","21","186","8.86"
"10916  :  โรงพยาบาลท่าตูม","243","2,078","8.55"
"10917  :  โรงพยาบาลจอมพระ","60","529","8.82"
"10918  :  โรงพยาบาลปราสาท","611","5,327","8.72"
"10919  :  โรงพยาบาลกาบเชิง","123","1,101","8.95"
"10920  :  โรงพยาบาลรัตนบุรี","358","2,932","8.19"
"10921  :  โรงพยาบาลสนม","40","378","9.45"
"10922  :  โรงพยาบาลศีขรภูมิ","366","3,329","9.10"
"10923  :  โรงพยาบาลสังขะ","141","1,181","8.38"
"10924  :  โรงพยาบาลลำดวน","165","1,392","8.44"
"10925  :  โรงพยาบาลสำโรงทาบ","39","330","8.46"
"10926  :  โรงพยาบาลบัวเชด","84","751","8.94"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","8","75","9.38"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","297","2,532","8.53"
"10927  :  โรงพยาบาลยางชุมน้อย","7","69","9.86"
"10928  :  โรงพยาบาลกันทรารมย์","63","584","9.27"
"10929  :  โรงพยาบาลกันทรลักษ์","36","315","8.75"
"10930  :  โรงพยาบาลขุขันธ์","213","1,989","9.34"
"10931  :  โรงพยาบาลไพรบึง","60","513","8.55"
"10932  :  โรงพยาบาลปรางค์กู่","14","116","8.29"
"10933  :  โรงพยาบาลขุนหาญ","25","224","8.96"
"10934  :  โรงพยาบาลราษีไศล","104","918","8.83"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","94","828","8.81"
"10936  :  โรงพยาบาลบึงบูรพ์","5","41","8.20"
"10937  :  โรงพยาบาลห้วยทับทัน","18","144","8.00"
"10938  :  โรงพยาบาลโนนคูณ","6","50","8.33"
"10939  :  โรงพยาบาลศรีรัตนะ","16","155","9.69"
"10940  :  โรงพยาบาลวังหิน","17","150","8.82"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","22","203","9.23"
"10942  :  โรงพยาบาลภูสิงห์","46","402","8.74"
"10943  :  โรงพยาบาลเมืองจันทร์","1","12","12.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1","10","10.00"
"28014  :  โรงพยาบาลพยุห์","7","70","10.00"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
