"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","231","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","152","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","1","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","1","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","4,509","13","0.29","1,324","1","0.08"
"10752  :  โรงพยาบาลบางบ่อ","1,866","1","0.05","656","0","0.00"
"10753  :  โรงพยาบาลบางพลี","2,484","4","0.16","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","1,515","3","0.20","431","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","911","0","0.00","414","1","0.24"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","65","0","0.00","13","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","4,048","0","0.00","1,948","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","214","0","0.00","36","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","918","1","0.11","267","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,098","6","0.55","232","1","0.43"
"10756  :  โรงพยาบาลบางกรวย","1,146","1","0.09","657","1","0.15"
"10757  :  โรงพยาบาลบางใหญ่","1,481","3","0.20","803","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","1,344","0","0.00","1,188","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","1,006","3","0.30","517","1","0.19"
"10760  :  โรงพยาบาลปากเกร็ด","1,732","1","0.06","608","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","22","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","285","0","0.00","114","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","1,633","3","0.18","468","1","0.21"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","158","0","0.00","68","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","2,147","7","0.33","591","2","0.34"
"10761  :  โรงพยาบาลคลองหลวง","10,392","1","0.01","4,614","2","0.04"
"10762  :  โรงพยาบาลธัญบุรี","362","0","0.00","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,905","0","0.00","677","1","0.15"
"10764  :  โรงพยาบาลหนองเสือ","2,343","1,026","43.79","1,574","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,392","0","0.00","329","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","7,631","2","0.03","3,078","2","0.06"
"10767  :  โรงพยาบาลสามโคก","3,041","0","0.00","1,293","1","0.08"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","1","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","2,817","4","0.14","812","3","0.37"
"10768  :  โรงพยาบาลท่าเรือ","1,512","0","0.00","435","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","541","0","0.00","79","0","0.00"
"10770  :  โรงพยาบาลบางไทร","2,130","0","0.00","1,827","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,249","0","0.00","424","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","1,857","4","0.22","616","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","1,577","2","0.13","1,382","0","0.00"
"10774  :  โรงพยาบาลผักไห่","1,683","1","0.06","1,180","0","0.00"
"10775  :  โรงพยาบาลภาชี","968","3","0.31","228","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,562","1","0.06","447","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","3,685","2","0.05","2,295","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","540","0","0.00","114","0","0.00"
"10779  :  โรงพยาบาลอุทัย","1,863","1","0.05","1,443","1","0.07"
"10780  :  โรงพยาบาลมหาราช","732","0","0.00","404","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","469","1","0.21","284","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","321","0","0.00","3","0","0.00"
"10782  :  โรงพยาบาลไชโย","1,288","24","1.86","810","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","1,977","0","0.00","1,084","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","1,028","0","0.00","529","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","1,195","1","0.08","1,210","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","3,411","3","0.09","2,993","1","0.03"
"10788  :  โรงพยาบาลสามโก้","599","31","5.18","219","1","0.46"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","2,942","11","0.37","1,774","1","0.06"
"10691  :  โรงพยาบาลบ้านหมี่","1,477","1","0.07","631","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","0","0","0.00","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","4,627","193","4.17","2,648","283","10.69"
"10791  :  โรงพยาบาลชัยบาดาล","4,577","3","0.07","3,790","1","0.03"
"10792  :  โรงพยาบาลท่าวุ้ง","2,478","0","0.00","595","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","1,763","0","0.00","1,347","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,115","1","0.09","478","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","1,666","324","19.45","1,200","1","0.08"
"10796  :  โรงพยาบาลลำสนธิ","1,379","1","0.07","1,558","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","2,199","0","0.00","1,724","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","6,209","0","0.00","970","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","3,053","1","0.03","2,373","1","0.04"
"10798  :  โรงพยาบาลบางระจัน","1,601","0","0.00","1,267","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","698","295","42.26","331","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","837","0","0.00","680","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","961","0","0.00","164","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","5","5","100.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","1,669","454","27.20","1,317","2","0.15"
"10803  :  โรงพยาบาลวัดสิงห์","874","197","22.54","265","47","17.74"
"10804  :  โรงพยาบาลสรรพยา","128","128","100.00","54","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","2,767","1,560","56.38","1,944","0","0.00"
"10806  :  โรงพยาบาลหันคา","1,203","1,031","85.70","2,176","188","8.64"
"27974  :  โรงพยาบาลหนองมะโมง","1,257","72","5.73","899","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","766","0","0.00","190","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","1","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","6,527","0","0.00","2,137","0","0.00"
"10808  :  โรงพยาบาลหนองแค","6,069","2","0.03","1,822","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","1,299","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","800","0","0.00","551","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","1,613","0","0.00","929","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","664","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","625","0","0.00","377","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","2,176","1","0.05","1,457","1","0.07"
"10815  :  โรงพยาบาลมวกเหล็ก","2,545","1","0.04","1,198","1","0.08"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","1,963","1","0.05","624","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","87","0","0.00","27","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","3,936","2","0.05","1,111","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","2,986","643","21.53","1,245","97","7.79"
"10818  :  โรงพยาบาลหนองใหญ่","1,049","723","68.92","256","123","48.05"
"10819  :  โรงพยาบาลบางละมุง","7,425","7","0.09","635","135","21.26"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","1,462","190","13.00","1,195","1","0.08"
"10821  :  โรงพยาบาลพานทอง","2,351","1,232","52.40","518","1","0.19"
"10822  :  โรงพยาบาลพนัสนิคม","9,959","60","0.60","7,004","1","0.01"
"10823  :  โรงพยาบาลแหลมฉบัง","5,716","3","0.05","1,232","1","0.08"
"10824  :  โรงพยาบาลเกาะสีชัง","325","239","73.54","145","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","1,192","310","26.01","297","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","1,808","978","54.09","553","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","103","0","0.00","42","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","194","0","0.00","36","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","2,116","13","0.61","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","59","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","2,063","2","0.10","1,159","3","0.26"
"28005  :  โรงพยาบาลเมืองพัทยา","724","0","0.00","2","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","2,913","779","26.74","2,570","1,813","70.54"
"10663  :  โรงพยาบาลระยอง","1,208","4","0.33","266","1","0.38"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","6,906","1","0.01","2,558","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","2","0","0.00","1,531","1,507","98.43"
"10829  :  โรงพยาบาลแกลง","3","0","0.00","7","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","1,601","0","0.00","532","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","2,193","3","0.14","560","0","0.00"
"10832  :  โรงพยาบาลปลวกแดง","0","0","0.00","0","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","1,257","0","0.00","657","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","1,540","0","0.00","247","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","1","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","1,934","1,343","69.44","581","1","0.17"
"10835  :  โรงพยาบาลท่าใหม่","355","1","0.28","85","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","94","0","0.00","0","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","430","46","10.70","253","0","0.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,223","2","0.16","453","0","0.00"
"10839  :  โรงพยาบาลมะขาม","212","0","0.00","202","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","1,166","1","0.09","408","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","792","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","1,452","190","13.09","386","0","0.00"
"10843  :  โรงพยาบาลนายายอาม","2,163","82","3.79","761","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","642","0","0.00","722","0","0.00"
"10696  :  โรงพยาบาลตราด","0","0","0.00","0","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","1,325","108","8.15","766","3","0.39"
"10846  :  โรงพยาบาลเขาสมิง","1,979","248","12.53","1,518","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","408","274","67.16","71","0","0.00"
"10848  :  โรงพยาบาลแหลมงอบ","1,077","0","0.00","641","0","0.00"
"10849  :  โรงพยาบาลเกาะกูด","203","127","62.56","63","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","476","1","0.21","332","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","6,558","9","0.14","791","2","0.25"
"10833  :  โรงพยาบาลท่าตะเกียบ","2,957","735","24.86","1,734","0","0.00"
"10850  :  โรงพยาบาลบางคล้า","2,552","0","0.00","961","0","0.00"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","4,941","0","0.00","1,860","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","4,601","1","0.02","3,535","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","2,435","1,981","81.36","1,559","0","0.00"
"10854  :  โรงพยาบาลพนมสารคาม","2,593","1,094","42.19","925","1","0.11"
"10855  :  โรงพยาบาลสนามชัยเขต","1,110","2","0.18","203","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","2,551","316","12.39","1,144","0","0.00"
"13747  :  โรงพยาบาลราชสาส์น","846","379","44.80","301","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","611","1","0.16","229","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","4,907","7","0.14","2,835","2","0.07"
"10857  :  โรงพยาบาลกบินทร์บุรี","8,779","14","0.16","5,631","190","3.37"
"10858  :  โรงพยาบาลนาดี","735","598","81.36","16","0","0.00"
"10859  :  โรงพยาบาลบ้านสร้าง","0","0","0.00","0","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","0","0","0.00","0","0","0.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","3,164","2,040","64.48","0","0","0.00"
"10862  :  โรงพยาบาลศรีมโหสถ","2,003","1,121","55.97","1,585","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","1","0","0.00","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","1,764","2","0.11","632","3","0.47"
"10863  :  โรงพยาบาลปากพลี","1,008","1","0.10","635","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","1,341","2","0.15","543","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","2,241","0","0.00","507","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","1","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","5,847","5","0.09","2,347","1","0.04"
"10866  :  โรงพยาบาลคลองหาด","3,047","1","0.03","1,485","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","3,507","4","0.11","1,000","2","0.20"
"10868  :  โรงพยาบาลวังน้ำเย็น","4,208","1,917","45.56","1,924","1","0.05"
"10869  :  โรงพยาบาลวัฒนานคร","5,448","1,307","23.99","2,720","1,207","44.38"
"10870  :  โรงพยาบาลอรัญประเทศ","7,996","469","5.87","3,498","1","0.03"
"13817  :  โรงพยาบาลเขาฉกรรจ์","2,816","3","0.11","935","2","0.21"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","226","0","0.00","89","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","4,104","4","0.10","1,279","1","0.08"
"10872  :  โรงพยาบาลเสิงสาง","4,079","1","0.02","1,288","0","0.00"
"10873  :  โรงพยาบาลคง","3,541","5","0.14","2,576","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,349","0","0.00","650","0","0.00"
"10875  :  โรงพยาบาลจักราช","3,931","3","0.08","1,807","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","4,650","4","0.09","2,830","2","0.07"
"10877  :  โรงพยาบาลด่านขุนทด","8,884","17","0.19","5,416","9","0.17"
"10878  :  โรงพยาบาลโนนไทย","2,315","0","0.00","387","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","8,082","2","0.02","5,357","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","2,502","1","0.04","1,307","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","6,663","1","0.02","4,449","1","0.02"
"10882  :  โรงพยาบาลประทาย","4,755","1","0.02","2,820","1","0.04"
"10883  :  โรงพยาบาลปักธงชัย","6,418","7","0.11","1,743","0","0.00"
"10884  :  โรงพยาบาลพิมาย","4,647","4","0.09","2,144","1","0.05"
"10885  :  โรงพยาบาลห้วยแถลง","5,015","1","0.02","2,886","1","0.03"
"10886  :  โรงพยาบาลชุมพวง","3,485","3","0.09","1,101","1","0.09"
"10887  :  โรงพยาบาลสูงเนิน","4,141","6","0.14","718","1","0.14"
"10888  :  โรงพยาบาลขามทะเลสอ","2,312","0","0.00","1,846","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","9,439","1","0.01","1,998","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","7,536","6","0.08","1,980","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","1,748","0","0.00","575","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,600","4","0.25","711","2","0.28"
"10893  :  โรงพยาบาลโนนแดง","2,116","0","0.00","993","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","2,589","1","0.04","1,276","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","24","0","0.00","0","0","0.00"
