"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","3,867","2,455","63.49","1,427","954","66.85","1,462","981","67.10","1,542","1,008","65.37","1,069","689","64.45"
"10752  :  โรงพยาบาลบางบ่อ","1,043","510","48.90","323","162","50.15","467","216","46.25","402","223","55.47","359","205","57.10"
"10753  :  โรงพยาบาลบางพลี","1,834","1,683","91.77","818","696","85.09","783","723","92.34","716","646","90.22","509","475","93.32"
"10754  :  โรงพยาบาลบางจาก","349","293","83.95","162","102","62.96","167","134","80.24","138","116","84.06","100","87","87.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","431","399","92.58","181","159","87.85","207","191","92.27","186","161","86.56","172","141","81.98"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","80","75","93.75","36","28","77.78","38","35","92.11","35","33","94.29","25","24","96.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","23","18","78.26","14","13","92.86","5","4","80.00","6","2","33.33","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","137","129","94.16","63","63","100.00","58","58","100.00","49","45","91.84","39","31","79.49"
"10686  :  โรงพยาบาลพระนั่งเกล้า","2,645","1,847","69.83","1,193","726","60.85","1,151","755","65.60","1,059","647","61.10","984","565","57.42"
"10756  :  โรงพยาบาลบางกรวย","256","238","92.97","143","122","85.31","135","117","86.67","99","93","93.94","56","47","83.93"
"10757  :  โรงพยาบาลบางใหญ่","658","589","89.51","293","259","88.40","302","243","80.46","272","235","86.40","219","190","86.76"
"10758  :  โรงพยาบาลบางบัวทอง","529","459","86.77","277","228","82.31","263","236","89.73","218","193","88.53","162","134","82.72"
"10759  :  โรงพยาบาลไทรน้อย","545","506","92.84","268","233","86.94","273","244","89.38","235","202","85.96","168","144","85.71"
"10760  :  โรงพยาบาลปากเกร็ด","708","559","78.95","233","224","96.14","286","208","72.73","281","181","64.41","199","176","88.44"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","2,690","2,142","79.63","1,165","824","70.73","1,205","854","70.87","1,287","856","66.51","1,241","856","68.98"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","2,225","1,979","88.94","822","607","73.84","877","788","89.85","929","874","94.08","825","815","98.79"
"10761  :  โรงพยาบาลคลองหลวง","420","415","98.81","163","161","98.77","172","170","98.84","167","167","100.00","132","130","98.48"
"10762  :  โรงพยาบาลธัญบุรี","802","790","98.50","273","267","97.80","347","333","95.97","367","349","95.10","292","288","98.63"
"10763  :  โรงพยาบาลประชาธิปัตย์","252","245","97.22","129","124","96.12","133","130","97.74","106","104","98.11","21","17","80.95"
"10764  :  โรงพยาบาลหนองเสือ","251","248","98.80","110","109","99.09","110","110","100.00","113","111","98.23","101","100","99.01"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","235","233","99.15","109","108","99.08","122","121","99.18","101","100","99.01","71","69","97.18"
"10766  :  โรงพยาบาลลำลูกกา","569","486","85.41","182","166","91.21","226","198","87.61","244","217","88.93","219","189","86.30"
"10767  :  โรงพยาบาลสามโคก","160","130","81.25","72","50","69.44","64","50","78.13","68","59","86.76","43","40","93.02"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,539","990","64.33","655","399","60.92","624","420","67.31","611","348","56.96","565","275","48.67"
"10688  :  โรงพยาบาลเสนา","644","337","52.33","179","127","70.95","255","144","56.47","354","133","37.57","216","118","54.63"
"10768  :  โรงพยาบาลท่าเรือ","127","124","97.64","44","43","97.73","52","46","88.46","60","58","96.67","58","48","82.76"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","180","180","100.00","77","77","100.00","74","74","100.00","77","76","98.70","65","65","100.00"
"10770  :  โรงพยาบาลบางไทร","184","163","88.59","57","45","78.95","75","58","77.33","95","88","92.63","64","61","95.31"
"10771  :  โรงพยาบาลบางบาล","75","71","94.67","23","21","91.30","37","34","91.89","38","35","92.11","37","36","97.30"
"10772  :  โรงพยาบาลบางปะอิน","697","683","97.99","282","276","97.87","273","268","98.17","289","280","96.89","282","274","97.16"
"10773  :  โรงพยาบาลบางปะหัน","171","161","94.15","69","59","85.51","67","65","97.01","77","76","98.70","77","73","94.81"
"10774  :  โรงพยาบาลผักไห่","78","78","100.00","38","38","100.00","38","38","100.00","41","41","100.00","33","32","96.97"
"10775  :  โรงพยาบาลภาชี","199","191","95.98","78","75","96.15","81","78","96.30","98","89","90.82","79","66","83.54"
"10776  :  โรงพยาบาลลาดบัวหลวง","138","128","92.75","63","56","88.89","75","68","90.67","65","59","90.77","42","38","90.48"
"10777  :  โรงพยาบาลวังน้อย","514","494","96.11","210","193","91.90","221","209","94.57","237","216","91.14","188","170","90.43"
"10778  :  โรงพยาบาลบางซ้าย","12","11","91.67","5","4","80.00","3","3","100.00","7","7","100.00","1","1","100.00"
"10779  :  โรงพยาบาลอุทัย","345","303","87.83","141","123","87.23","148","126","85.14","153","122","79.74","125","95","76.00"
"10780  :  โรงพยาบาลมหาราช","49","43","87.76","21","18","85.71","20","17","85.00","16","14","87.50","18","17","94.44"
"10781  :  โรงพยาบาลบ้านแพรก","12","12","100.00","5","5","100.00","6","6","100.00","8","6","75.00","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","848","730","86.08","378","318","84.13","374","328","87.70","369","322","87.26","342","299","87.43"
"10782  :  โรงพยาบาลไชโย","66","66","100.00","19","19","100.00","23","23","100.00","35","35","100.00","32","32","100.00"
"10784  :  โรงพยาบาลป่าโมก","125","112","89.60","52","47","90.38","47","43","91.49","54","45","83.33","58","49","84.48"
"10785  :  โรงพยาบาลโพธิ์ทอง","163","154","94.48","76","70","92.11","78","77","98.72","72","61","84.72","69","62","89.86"
"10786  :  โรงพยาบาลแสวงหา","145","144","99.31","70","69","98.57","67","65","97.01","62","60","96.77","50","50","100.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","293","255","87.03","130","98","75.38","141","128","90.78","140","110","78.57","132","103","78.03"
"10788  :  โรงพยาบาลสามโก้","62","62","100.00","19","19","100.00","29","29","100.00","32","32","100.00","30","30","100.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1,315","996","75.74","567","386","68.08","556","390","70.14","578","408","70.59","586","413","70.48"
"10691  :  โรงพยาบาลบ้านหมี่","579","475","82.04","260","212","81.54","292","216","73.97","246","174","70.73","219","164","74.89"
"10789  :  โรงพยาบาลพัฒนานิคม","518","452","87.26","243","197","81.07","236","198","83.90","234","198","84.62","199","170","85.43"
"10790  :  โรงพยาบาลโคกสำโรง","391","333","85.17","175","129","73.71","187","146","78.07","197","150","76.14","161","134","83.23"
"10791  :  โรงพยาบาลชัยบาดาล","867","848","97.81","380","372","97.89","405","396","97.78","401","397","99.00","355","347","97.75"
"10792  :  โรงพยาบาลท่าวุ้ง","119","115","96.64","45","43","95.56","47","44","93.62","50","49","98.00","64","63","98.44"
"10793  :  โรงพยาบาลท่าหลวง","191","163","85.34","96","76","79.17","91","72","79.12","89","74","83.15","72","61","84.72"
"10794  :  โรงพยาบาลสระโบสถ์","68","62","91.18","24","22","91.67","31","21","67.74","30","25","83.33","27","24","88.89"
"10795  :  โรงพยาบาลโคกเจริญ","164","158","96.34","57","55","96.49","73","70","95.89","69","67","97.10","80","77","96.25"
"10796  :  โรงพยาบาลลำสนธิ","132","123","93.18","57","45","78.95","56","47","83.93","47","43","91.49","55","53","96.36"
"10797  :  โรงพยาบาลหนองม่วง","154","147","95.45","54","49","90.74","57","56","98.25","73","68","93.15","70","64","91.43"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","833","812","97.48","313","306","97.76","312","304","97.44","330","322","97.58","333","324","97.30"
"10693  :  โรงพยาบาลอินทร์บุรี","550","400","72.73","226","157","69.47","204","158","77.45","240","171","71.25","239","172","71.97"
"10798  :  โรงพยาบาลบางระจัน","61","58","95.08","33","31","93.94","30","27","90.00","28","28","100.00","19","15","78.95"
"10799  :  โรงพยาบาลค่ายบางระจัน","76","73","96.05","41","40","97.56","41","40","97.56","31","28","90.32","22","22","100.00"
"10800  :  โรงพยาบาลพรหมบุรี","18","18","100.00","9","9","100.00","9","9","100.00","8","7","87.50","4","4","100.00"
"10801  :  โรงพยาบาลท่าช้าง","41","41","100.00","15","15","100.00","21","21","100.00","26","26","100.00","18","18","100.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","762","430","56.43","442","215","48.64","344","210","61.05","120","78","65.00","114","79","69.30"
"10802  :  โรงพยาบาลมโนรมย์","117","110","94.02","43","42","97.67","44","44","100.00","45","41","91.11","52","48","92.31"
"10803  :  โรงพยาบาลวัดสิงห์","93","92","98.92","37","37","100.00","41","40","97.56","42","40","95.24","39","39","100.00"
"10804  :  โรงพยาบาลสรรพยา","96","96","100.00","45","45","100.00","36","36","100.00","31","31","100.00","31","31","100.00"
"10805  :  โรงพยาบาลสรรคบุรี","210","209","99.52","89","89","100.00","101","100","99.01","94","94","100.00","80","80","100.00"
"10806  :  โรงพยาบาลหันคา","259","183","70.66","109","60","55.05","95","47","49.47","117","58","49.57","92","39","42.39"
"27974  :  โรงพยาบาลหนองมะโมง","93","90","96.77","49","49","100.00","49","47","95.92","36","34","94.44","29","27","93.10"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","1,396","0","0.00","572","0","0.00","557","0","0.00","488","0","0.00","441","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","747","0","0.00","315","0","0.00","318","0","0.00","313","0","0.00","306","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","536","0","0.00","216","0","0.00","226","0","0.00","233","0","0.00","215","0","0.00"
"10808  :  โรงพยาบาลหนองแค","279","0","0.00","123","0","0.00","138","0","0.00","125","0","0.00","98","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","236","0","0.00","99","0","0.00","121","0","0.00","111","0","0.00","100","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","54","0","0.00","18","0","0.00","26","0","0.00","27","0","0.00","24","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","131","0","0.00","63","0","0.00","62","0","0.00","66","0","0.00","47","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","41","0","0.00","21","0","0.00","15","0","0.00","17","0","0.00","16","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","37","0","0.00","23","0","0.00","20","0","0.00","15","0","0.00","10","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","88","0","0.00","36","0","0.00","28","0","0.00","29","0","0.00","41","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","328","0","0.00","135","0","0.00","142","0","0.00","115","0","0.00","138","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","130","0","0.00","59","0","0.00","59","0","0.00","43","0","0.00","49","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","2,562","1,030","40.20","942","278","29.51","925","315","34.05","913","262","28.70","812","274","33.74"
"10817  :  โรงพยาบาลบ้านบึง","558","224","40.14","195","87","44.62","198","93","46.97","216","96","44.44","174","67","38.51"
"10818  :  โรงพยาบาลหนองใหญ่","295","293","99.32","119","117","98.32","132","130","98.48","118","117","99.15","135","133","98.52"
