"โรงพยาบาล","จำนวนหญิงตั้งครรภ์ (B)","ผลรวมอายุครรภ์ (A)","อายุครรภ์เฉลี่ย"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","239","2,294","9.60"
"10752  :  โรงพยาบาลบางบ่อ","194","1,686","8.69"
"10753  :  โรงพยาบาลบางพลี","322","2,938","9.12"
"10754  :  โรงพยาบาลบางจาก","34","293","8.62"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","57","486","8.53"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","808","7,157","8.86"
"10756  :  โรงพยาบาลบางกรวย","90","875","9.72"
"10757  :  โรงพยาบาลบางใหญ่","110","1,040","9.45"
"10758  :  โรงพยาบาลบางบัวทอง","201","1,830","9.10"
"10759  :  โรงพยาบาลไทรน้อย","90","798","8.87"
"10760  :  โรงพยาบาลปากเกร็ด","299","2,591","8.67"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","502","4,164","8.29"
"10761  :  โรงพยาบาลคลองหลวง","52","458","8.81"
"10762  :  โรงพยาบาลธัญบุรี","61","579","9.49"
"10763  :  โรงพยาบาลประชาธิปัตย์","15","142","9.47"
"10764  :  โรงพยาบาลหนองเสือ","30","249","8.30"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","23","223","9.70"
"10766  :  โรงพยาบาลลำลูกกา","35","325","9.29"
"10767  :  โรงพยาบาลสามโคก","8","62","7.75"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","285","2,405","8.44"
"10688  :  โรงพยาบาลเสนา","453","4,231","9.34"
"10768  :  โรงพยาบาลท่าเรือ","24","203","8.46"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","8","79","9.88"
"10770  :  โรงพยาบาลบางไทร","8","87","10.88"
"10771  :  โรงพยาบาลบางบาล","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","123","1,144","9.30"
"10773  :  โรงพยาบาลบางปะหัน","7","50","7.14"
"10774  :  โรงพยาบาลผักไห่","10","83","8.30"
"10775  :  โรงพยาบาลภาชี","35","274","7.83"
"10776  :  โรงพยาบาลลาดบัวหลวง","5","48","9.60"
"10777  :  โรงพยาบาลวังน้อย","54","464","8.59"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","5","44","8.80"
"10780  :  โรงพยาบาลมหาราช","2","21","10.50"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","288","2,415","8.39"
"10782  :  โรงพยาบาลไชโย","1","7","7.00"
"10784  :  โรงพยาบาลป่าโมก","22","187","8.50"
"10785  :  โรงพยาบาลโพธิ์ทอง","8","71","8.88"
"10786  :  โรงพยาบาลแสวงหา","17","142","8.35"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","91","782","8.59"
"10788  :  โรงพยาบาลสามโก้","7","65","9.29"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","436","3,587","8.23"
"10691  :  โรงพยาบาลบ้านหมี่","165","1,363","8.26"
"10789  :  โรงพยาบาลพัฒนานิคม","76","703","9.25"
"10790  :  โรงพยาบาลโคกสำโรง","112","1,004","8.96"
"10791  :  โรงพยาบาลชัยบาดาล","261","2,198","8.42"
"10792  :  โรงพยาบาลท่าวุ้ง","5","38","7.60"
"10793  :  โรงพยาบาลท่าหลวง","33","313","9.48"
"10794  :  โรงพยาบาลสระโบสถ์","1","12","12.00"
"10795  :  โรงพยาบาลโคกเจริญ","3","28","9.33"
"10796  :  โรงพยาบาลลำสนธิ","11","93","8.45"
"10797  :  โรงพยาบาลหนองม่วง","1","10","10.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","449","3,716","8.28"
"10693  :  โรงพยาบาลอินทร์บุรี","221","1,626","7.36"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","201","1,794","8.93"
"10802  :  โรงพยาบาลมโนรมย์","2","22","11.00"
"10803  :  โรงพยาบาลวัดสิงห์","6","63","10.50"
"10804  :  โรงพยาบาลสรรพยา","0","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","1","9","9.00"
"10806  :  โรงพยาบาลหันคา","2","21","10.50"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","169","1,556","9.21"
"10695  :  โรงพยาบาลพระพุทธบาท","200","1,634","8.17"
"10807  :  โรงพยาบาลแก่งคอย","30","257","8.57"
"10808  :  โรงพยาบาลหนองแค","27","253","9.37"
"10809  :  โรงพยาบาลวิหารแดง","54","490","9.07"
"10810  :  โรงพยาบาลหนองแซง","5","44","8.80"
"10811  :  โรงพยาบาลบ้านหมอ","3","26","8.67"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","7","60","8.57"
"10815  :  โรงพยาบาลมวกเหล็ก","37","329","8.89"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","25","212","8.48"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","459","4,017","8.75"
"10817  :  โรงพยาบาลบ้านบึง","255","1,885","7.39"
"10818  :  โรงพยาบาลหนองใหญ่","95","846","8.91"
"10819  :  โรงพยาบาลบางละมุง","1,457","12,648","8.68"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","35","309","8.83"
"10821  :  โรงพยาบาลพานทอง","70","616","8.80"
"10822  :  โรงพยาบาลพนัสนิคม","1,154","9,476","8.21"
"10823  :  โรงพยาบาลแหลมฉบัง","631","5,299","8.40"
"10824  :  โรงพยาบาลเกาะสีชัง","2","19","9.50"
"10825  :  โรงพยาบาลสัตหีบกม10","76","682","8.97"
"10826  :  โรงพยาบาลบ่อทอง","169","1,468","8.69"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","0","0","0.00"
"10663  :  โรงพยาบาลระยอง","596","5,209","8.74"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,186","10,325","8.71"
"10828  :  โรงพยาบาลบ้านฉาง","85","715","8.41"
"10829  :  โรงพยาบาลแกลง","223","1,927","8.64"
"10830  :  โรงพยาบาลวังจันทร์","52","475","9.13"
"10831  :  โรงพยาบาลบ้านค่าย","90","786","8.73"
"10832  :  โรงพยาบาลปลวกแดง","156","1,461","9.37"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","704","5,949","8.45"
"10834  :  โรงพยาบาลขลุง","47","379","8.06"
"10835  :  โรงพยาบาลท่าใหม่","18","165","9.17"
"10836  :  โรงพยาบาลเขาสุกิม","26","199","7.65"
"10837  :  โรงพยาบาลสองพี่น้อง","33","315","9.55"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","37","316","8.54"
"10839  :  โรงพยาบาลมะขาม","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","15","140","9.33"
"10841  :  โรงพยาบาลสอยดาว","118","1,030","8.73"
"10842  :  โรงพยาบาลแก่งหางแมว","65","559","8.60"
"10843  :  โรงพยาบาลนายายอาม","38","312","8.21"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","27","256","9.48"
"10696  :  โรงพยาบาลตราด","393","3,463","8.81"
"10845  :  โรงพยาบาลคลองใหญ่","7","53","7.57"
"10846  :  โรงพยาบาลเขาสมิง","0","0","0.00"
"10847  :  โรงพยาบาลบ่อไร่","36","350","9.72"
"10848  :  โรงพยาบาลแหลมงอบ","9","66","7.33"
"10849  :  โรงพยาบาลเกาะกูด","1","10","10.00"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","595","5,366","9.02"
"10833  :  โรงพยาบาลท่าตะเกียบ","101","956","9.47"
"10850  :  โรงพยาบาลบางคล้า","47","415","8.83"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","218","1,813","8.32"
"10852  :  โรงพยาบาลบางปะกง","348","2,867","8.24"
"10853  :  โรงพยาบาลบ้านโพธิ์","62","572","9.23"
"10854  :  โรงพยาบาลพนมสารคาม","389","3,171","8.15"
"10855  :  โรงพยาบาลสนามชัยเขต","295","2,516","8.53"
"10856  :  โรงพยาบาลแปลงยาว","109","959","8.80"
"13747  :  โรงพยาบาลราชสาส์น","7","54","7.71"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","256","2,118","8.27"
"10857  :  โรงพยาบาลกบินทร์บุรี","428","3,679","8.60"
"10858  :  โรงพยาบาลนาดี","42","359","8.55"
"10859  :  โรงพยาบาลบ้านสร้าง","23","214","9.30"
"10860  :  โรงพยาบาลประจันตคาม","39","346","8.87"
"10861  :  โรงพยาบาลศรีมหาโพธิ","34","306","9.00"
"10862  :  โรงพยาบาลศรีมโหสถ","19","172","9.05"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","834","6,552","7.86"
"10863  :  โรงพยาบาลปากพลี","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","59","534","9.05"
"10865  :  โรงพยาบาลองครักษ์","24","204","8.50"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","541","4,686","8.66"
"10866  :  โรงพยาบาลคลองหาด","61","538","8.82"
"10867  :  โรงพยาบาลตาพระยา","51","458","8.98"
"10868  :  โรงพยาบาลวังน้ำเย็น","30","270","9.00"
"10869  :  โรงพยาบาลวัฒนานคร","87","722","8.30"
"10870  :  โรงพยาบาลอรัญประเทศ","96","822","8.56"
"13817  :  โรงพยาบาลเขาฉกรรจ์","63","525","8.33"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","504","4,466","8.86"
"10871  :  โรงพยาบาลครบุรี","407","3,548","8.72"
"10872  :  โรงพยาบาลเสิงสาง","116","960","8.28"
"10873  :  โรงพยาบาลคง","31","251","8.10"
"10874  :  โรงพยาบาลบ้านเหลื่อม","17","155","9.12"
"10875  :  โรงพยาบาลจักราช","54","459","8.50"
"10876  :  โรงพยาบาลโชคชัย","369","2,965","8.04"
"10877  :  โรงพยาบาลด่านขุนทด","110","951","8.65"
"10878  :  โรงพยาบาลโนนไทย","30","276","9.20"
"10879  :  โรงพยาบาลโนนสูง","129","1,024","7.94"
"10880  :  โรงพยาบาลขามสะแกแสง","26","220","8.46"
"10881  :  โรงพยาบาลบัวใหญ่","144","1,282","8.90"
"10882  :  โรงพยาบาลประทาย","113","987","8.73"
"10883  :  โรงพยาบาลปักธงชัย","125","1,137","9.10"
"10884  :  โรงพยาบาลพิมาย","457","3,799","8.31"
"10885  :  โรงพยาบาลห้วยแถลง","66","595","9.02"
"10886  :  โรงพยาบาลชุมพวง","94","820","8.72"
"10887  :  โรงพยาบาลสูงเนิน","173","1,590","9.19"
"10888  :  โรงพยาบาลขามทะเลสอ","1","7","7.00"
"10889  :  โรงพยาบาลสีคิ้ว","87","767","8.82"
"10890  :  โรงพยาบาลปากช่องนานา","1,158","10,131","8.75"
"10891  :  โรงพยาบาลหนองบุญมาก","117","980","8.38"
"10892  :  โรงพยาบาลแก้งสนามนาง","21","151","7.19"
"10893  :  โรงพยาบาลโนนแดง","12","106","8.83"
"10894  :  โรงพยาบาลวังน้ำเขียว","73","651","8.92"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","9","76","8.44"
"11608  :  โรงพยาบาลลำทะเมนชัย","12","114","9.50"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","35","289","8.26"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","130","1,101","8.47"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","196","1,725","8.80"
"10895  :  โรงพยาบาลคูเมือง","69","673","9.75"
"10896  :  โรงพยาบาลกระสัง","147","1,368","9.31"
"10897  :  โรงพยาบาลนางรอง","384","3,268","8.51"
"10898  :  โรงพยาบาลหนองกี่","124","1,177","9.49"
"10899  :  โรงพยาบาลละหานทราย","352","3,185","9.05"
"10900  :  โรงพยาบาลประโคนชัย","194","1,680","8.66"
"10901  :  โรงพยาบาลบ้านกรวด","122","1,077","8.83"
"10902  :  โรงพยาบาลพุทไธสง","51","429","8.41"
"10904  :  โรงพยาบาลลำปลายมาศ","131","1,181","9.02"
"10905  :  โรงพยาบาลสตึก","98","902","9.20"
"10906  :  โรงพยาบาลปะคำ","18","157","8.72"
"10907  :  โรงพยาบาลนาโพธิ์","14","120","8.57"
"10908  :  โรงพยาบาลหนองหงส์","6","52","8.67"
"10909  :  โรงพยาบาลพลับพลาชัย","0","0","0.00"
"10910  :  โรงพยาบาลห้วยราช","36","313","8.69"
"10911  :  โรงพยาบาลโนนสุวรรณ","5","46","9.20"
"10912  :  โรงพยาบาลชำนิ","1","9","9.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","1","8","8.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","9","74","8.22"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","0","0.00"
"10668  :  โรงพยาบาลสุรินทร์","943","7,822","8.29"
"10915  :  โรงพยาบาลชุมพลบุรี","24","185","7.71"
"10916  :  โรงพยาบาลท่าตูม","158","1,406","8.90"
"10917  :  โรงพยาบาลจอมพระ","54","446","8.26"
"10918  :  โรงพยาบาลปราสาท","681","5,918","8.69"
"10919  :  โรงพยาบาลกาบเชิง","108","950","8.80"
"10920  :  โรงพยาบาลรัตนบุรี","377","3,086","8.19"
"10921  :  โรงพยาบาลสนม","47","446","9.49"
"10922  :  โรงพยาบาลศีขรภูมิ","501","4,642","9.27"
"10923  :  โรงพยาบาลสังขะ","163","1,371","8.41"
"10924  :  โรงพยาบาลลำดวน","167","1,415","8.47"
"10925  :  โรงพยาบาลสำโรงทาบ","22","201","9.14"
"10926  :  โรงพยาบาลบัวเชด","112","967","8.63"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","16","150","9.38"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","295","2,574","8.73"
"10927  :  โรงพยาบาลยางชุมน้อย","19","189","9.95"
"10928  :  โรงพยาบาลกันทรารมย์","34","313","9.21"
"10929  :  โรงพยาบาลกันทรลักษ์","73","662","9.07"
"10930  :  โรงพยาบาลขุขันธ์","256","2,348","9.17"
"10931  :  โรงพยาบาลไพรบึง","67","598","8.93"
"10932  :  โรงพยาบาลปรางค์กู่","34","313","9.21"
"10933  :  โรงพยาบาลขุนหาญ","35","316","9.03"
"10934  :  โรงพยาบาลราษีไศล","69","563","8.16"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","70","639","9.13"
"10936  :  โรงพยาบาลบึงบูรพ์","6","50","8.33"
"10937  :  โรงพยาบาลห้วยทับทัน","17","163","9.59"
"10938  :  โรงพยาบาลโนนคูณ","16","139","8.69"
"10939  :  โรงพยาบาลศรีรัตนะ","20","163","8.15"
"10940  :  โรงพยาบาลวังหิน","20","200","10.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","26","234","9.00"
"10942  :  โรงพยาบาลภูสิงห์","47","446","9.49"
"10943  :  โรงพยาบาลเมืองจันทร์","6","58","9.67"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","1","12","12.00"
"28014  :  โรงพยาบาลพยุห์","9","82","9.11"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
