"โรงพยาบาล","ตค. ถึง มีค.","เมย. ถึง กย."
"B","A","ร้อยละ","B","A","ร้อยละ"
"10810  :  โรงพยาบาลหนองแซง","637","0","0.00","459","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","1,514","5","0.33","1,249","2","0.16"
"10812  :  โรงพยาบาลดอนพุด","459","0","0.00","460","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","496","1","0.20","383","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","1,637","0","0.00","1,285","1","0.08"
"10815  :  โรงพยาบาลมวกเหล็ก","2,473","0","0.00","2,024","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","1,547","1","0.06","1,069","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","108","0","0.00","13","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","655","0","0.00","477","3","0.63"
"10817  :  โรงพยาบาลบ้านบึง","6,429","5,433","84.51","4,948","3,394","68.59"
"10818  :  โรงพยาบาลหนองใหญ่","1,092","799","73.17","1,112","9","0.81"
"10819  :  โรงพยาบาลบางละมุง","3,833","2","0.05","889","1","0.11"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","833","1","0.12","213","0","0.00"
"10821  :  โรงพยาบาลพานทอง","2,749","3","0.11","2,228","1","0.04"
"10822  :  โรงพยาบาลพนัสนิคม","4,735","0","0.00","4,851","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","12,117","10","0.08","11,588","1","0.01"
"10824  :  โรงพยาบาลเกาะสีชัง","328","133","40.55","38","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","1,332","0","0.00","891","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","1,803","1,030","57.13","1,046","869","83.08"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","121","0","0.00","86","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","407","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","4","0","0.00","641","2","0.31"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","1,917","3","0.16","151","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","6,888","0","0.00","128","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","1,479","0","0.00","697","602","86.37"
"10663  :  โรงพยาบาลระยอง","1,509","6","0.40","1,263","11","0.87"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","7,338","5,183","70.63","7,121","4,426","62.15"
"10828  :  โรงพยาบาลบ้านฉาง","2,550","1,936","75.92","5","0","0.00"
"10829  :  โรงพยาบาลแกลง","645","613","95.04","52","1","1.92"
"10830  :  โรงพยาบาลวังจันทร์","1,528","998","65.31","879","853","97.04"
"10831  :  โรงพยาบาลบ้านค่าย","2,698","3","0.11","317","2","0.63"
"10832  :  โรงพยาบาลปลวกแดง","3,840","0","0.00","3,835","3,249","84.72"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","807","3","0.37","66","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","1,326","1","0.08","854","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","2","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","735","2","0.27","225","1","0.44"
"10835  :  โรงพยาบาลท่าใหม่","499","0","0.00","58","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","126","0","0.00","129","0","0.00"
"10837  :  โรงพยาบาลสองพี่น้อง","547","73","13.35","167","1","0.60"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","2,183","1,999","91.57","996","64","6.43"
"10839  :  โรงพยาบาลมะขาม","1,160","135","11.64","889","101","11.36"
"10840  :  โรงพยาบาลแหลมสิงห์","234","1","0.43","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","1,609","2","0.12","496","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","1,920","1,227","63.91","1,228","930","75.73"
"10843  :  โรงพยาบาลนายายอาม","1,386","105","7.58","242","115","47.52"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,295","1","0.08","895","7","0.78"
"10696  :  โรงพยาบาลตราด","4,361","4,012","92.00","1,258","1,231","97.85"
"10845  :  โรงพยาบาลคลองใหญ่","1,138","575","50.53","573","405","70.68"
"10846  :  โรงพยาบาลเขาสมิง","1,176","274","23.30","304","286","94.08"
"10847  :  โรงพยาบาลบ่อไร่","1,764","828","46.94","920","693","75.33"
"10848  :  โรงพยาบาลแหลมงอบ","649","245","37.75","336","278","82.74"
"10849  :  โรงพยาบาลเกาะกูด","171","138","80.70","146","122","83.56"
"13816  :  โรงพยาบาลเกาะช้าง","228","164","71.93","81","76","93.83"
"10697  :  โรงพยาบาลพุทธโสธร","4,880","12","0.25","324","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","1,932","899","46.53","837","786","93.91"
"10850  :  โรงพยาบาลบางคล้า","2,631","1","0.04","2,137","1,591","74.45"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","2,454","1","0.04","1,427","1","0.07"
"10852  :  โรงพยาบาลบางปะกง","1,933","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","1,914","1,356","70.85","995","1","0.10"
"10854  :  โรงพยาบาลพนมสารคาม","4,340","578","13.32","780","473","60.64"
"10855  :  โรงพยาบาลสนามชัยเขต","1,278","4","0.31","603","568","94.20"
"10856  :  โรงพยาบาลแปลงยาว","1,923","705","36.66","136","1","0.74"
"13747  :  โรงพยาบาลราชสาส์น","661","1","0.15","401","0","0.00"
"31327  :  โรงพยาบาลคลองเขื่อน","324","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","1,883","8","0.42","394","2","0.51"
"10857  :  โรงพยาบาลกบินทร์บุรี","2,106","683","32.43","1,287","7","0.54"
"10858  :  โรงพยาบาลนาดี","272","2","0.74","72","58","80.56"
"10859  :  โรงพยาบาลบ้านสร้าง","272","187","68.75","204","0","0.00"
"10860  :  โรงพยาบาลประจันตคาม","1,324","1,032","77.95","235","233","99.15"
"10861  :  โรงพยาบาลศรีมหาโพธิ","3,356","2,862","85.28","3,435","3,410","99.27"
"10862  :  โรงพยาบาลศรีมโหสถ","1,276","1,211","94.91","810","447","55.19"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00","1","0","0.00"
"10698  :  โรงพยาบาลนครนายก","3,880","7","0.18","6","0","0.00"
"10863  :  โรงพยาบาลปากพลี","580","112","19.31","453","122","26.93"
"10864  :  โรงพยาบาลบ้านนา","2,468","2","0.08","1,727","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","2,367","1","0.04","1,704","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","3,315","2","0.06","2,087","7","0.34"
"10866  :  โรงพยาบาลคลองหาด","769","769","100.00","63","63","100.00"
"10867  :  โรงพยาบาลตาพระยา","2,228","3","0.13","958","4","0.42"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,747","2,420","64.59","2,403","2,286","95.13"
"10869  :  โรงพยาบาลวัฒนานคร","2,440","1,248","51.15","2,424","1,458","60.15"
"10870  :  โรงพยาบาลอรัญประเทศ","6,105","3,115","51.02","4,339","162","3.73"
"13817  :  โรงพยาบาลเขาฉกรรจ์","1,804","4","0.22","1,569","3","0.19"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","418","1","0.24","348","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","3,394","11","0.32","965","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","3,102","1","0.03","2,125","0","0.00"
"10873  :  โรงพยาบาลคง","2,295","4","0.17","1,509","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,233","7","0.57","402","0","0.00"
"10875  :  โรงพยาบาลจักราช","3,344","3","0.09","1,599","3","0.19"
"10876  :  โรงพยาบาลโชคชัย","3,735","4","0.11","2,812","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","4,691","55","1.17","4,432","42","0.95"
"10878  :  โรงพยาบาลโนนไทย","2,265","1","0.04","1,375","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","3,662","6","0.16","2,216","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","1,680","0","0.00","1,104","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","2,574","2","0.08","466","0","0.00"
"10882  :  โรงพยาบาลประทาย","2,789","2","0.07","1,660","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","2,903","2","0.07","470","1","0.21"
"10884  :  โรงพยาบาลพิมาย","4,371","10","0.23","1,108","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","2,429","4","0.16","1,355","2","0.15"
"10886  :  โรงพยาบาลชุมพวง","4,249","5","0.12","1,525","2","0.13"
"10887  :  โรงพยาบาลสูงเนิน","3,698","3","0.08","3,296","5","0.15"
"10888  :  โรงพยาบาลขามทะเลสอ","1,568","0","0.00","1,298","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","5,083","3","0.06","3,597","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","5,808","4","0.07","4,581","2","0.04"
"10891  :  โรงพยาบาลหนองบุญมาก","1,153","0","0.00","385","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","770","6","0.78","409","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","1,622","0","0.00","920","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","1,408","0","0.00","26","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","7","0","0.00","2","0","0.00"
