"โรงพยาบาล","จำนวนหญิงตั้งครรภ์ (B)","ผลรวมอายุครรภ์ (A)","อายุครรภ์เฉลี่ย"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","88","815","9.26"
"10752  :  โรงพยาบาลบางบ่อ","172","1,418","8.24"
"10753  :  โรงพยาบาลบางพลี","87","770","8.85"
"10754  :  โรงพยาบาลบางจาก","16","125","7.81"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","24","194","8.08"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","297","2,581","8.69"
"10756  :  โรงพยาบาลบางกรวย","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","16","137","8.56"
"10758  :  โรงพยาบาลบางบัวทอง","46","420","9.13"
"10759  :  โรงพยาบาลไทรน้อย","18","173","9.61"
"10760  :  โรงพยาบาลปากเกร็ด","173","1,414","8.17"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","266","2,303","8.66"
"10761  :  โรงพยาบาลคลองหลวง","28","259","9.25"
"10762  :  โรงพยาบาลธัญบุรี","80","711","8.89"
"10763  :  โรงพยาบาลประชาธิปัตย์","5","36","7.20"
"10764  :  โรงพยาบาลหนองเสือ","6","45","7.50"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","5","39","7.80"
"10766  :  โรงพยาบาลลำลูกกา","27","249","9.22"
"10767  :  โรงพยาบาลสามโคก","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","105","982","9.35"
"10688  :  โรงพยาบาลเสนา","93","780","8.39"
"10768  :  โรงพยาบาลท่าเรือ","2","21","10.50"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","7","63","9.00"
"10770  :  โรงพยาบาลบางไทร","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","66","631","9.56"
"10773  :  โรงพยาบาลบางปะหัน","8","69","8.63"
"10774  :  โรงพยาบาลผักไห่","14","127","9.07"
"10775  :  โรงพยาบาลภาชี","6","46","7.67"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","17","167","9.82"
"10778  :  โรงพยาบาลบางซ้าย","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","136","1,091","8.02"
"10782  :  โรงพยาบาลไชโย","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","43","353","8.21"
"10788  :  โรงพยาบาลสามโก้","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","230","1,805","7.85"
"10691  :  โรงพยาบาลบ้านหมี่","80","660","8.25"
"10789  :  โรงพยาบาลพัฒนานิคม","34","324","9.53"
"10790  :  โรงพยาบาลโคกสำโรง","55","458","8.33"
"10791  :  โรงพยาบาลชัยบาดาล","156","1,282","8.22"
"10792  :  โรงพยาบาลท่าวุ้ง","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","20","177","8.85"
"10794  :  โรงพยาบาลสระโบสถ์","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","7","55","7.86"
"10797  :  โรงพยาบาลหนองม่วง","1","7","7.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","306","2,408","7.87"
"10693  :  โรงพยาบาลอินทร์บุรี","146","1,164","7.97"
"10798  :  โรงพยาบาลบางระจัน","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","0","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","28","237","8.46"
"10802  :  โรงพยาบาลมโนรมย์","0","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","2","11","5.50"
"10804  :  โรงพยาบาลสรรพยา","0","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","0","0","0.00"
"10806  :  โรงพยาบาลหันคา","1","9","9.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","59","570","9.66"
"10695  :  โรงพยาบาลพระพุทธบาท","85","698","8.21"
"10807  :  โรงพยาบาลแก่งคอย","2","16","8.00"
"10808  :  โรงพยาบาลหนองแค","20","190","9.50"
"10809  :  โรงพยาบาลวิหารแดง","11","98","8.91"
"10810  :  โรงพยาบาลหนองแซง","0","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","1","5","5.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","22","170","7.73"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","181","1,389","7.67"
"10817  :  โรงพยาบาลบ้านบึง","80","632","7.90"
"10818  :  โรงพยาบาลหนองใหญ่","68","599","8.81"
"10819  :  โรงพยาบาลบางละมุง","591","5,205","8.81"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","0","0","0.00"
"10821  :  โรงพยาบาลพานทอง","74","696","9.41"
"10822  :  โรงพยาบาลพนัสนิคม","640","5,101","7.97"
"10823  :  โรงพยาบาลแหลมฉบัง","316","2,383","7.54"
"10824  :  โรงพยาบาลเกาะสีชัง","1","7","7.00"
"10825  :  โรงพยาบาลสัตหีบกม10","28","293","10.46"
"10826  :  โรงพยาบาลบ่อทอง","85","730","8.59"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","0","0","0.00"
"10663  :  โรงพยาบาลระยอง","259","2,291","8.85"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","507","4,350","8.58"
"10828  :  โรงพยาบาลบ้านฉาง","24","219","9.13"
"10829  :  โรงพยาบาลแกลง","118","1,066","9.03"
"10830  :  โรงพยาบาลวังจันทร์","27","256","9.48"
"10831  :  โรงพยาบาลบ้านค่าย","37","312","8.43"
"10832  :  โรงพยาบาลปลวกแดง","12","105","8.75"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","286","2,326","8.13"
"10834  :  โรงพยาบาลขลุง","15","119","7.93"
"10835  :  โรงพยาบาลท่าใหม่","10","85","8.50"
"10836  :  โรงพยาบาลเขาสุกิม","11","95","8.64"
"10837  :  โรงพยาบาลสองพี่น้อง","12","127","10.58"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","16","159","9.94"
"10839  :  โรงพยาบาลมะขาม","17","134","7.88"
"10840  :  โรงพยาบาลแหลมสิงห์","4","34","8.50"
"10841  :  โรงพยาบาลสอยดาว","62","566","9.13"
"10842  :  โรงพยาบาลแก่งหางแมว","46","393","8.54"
"10843  :  โรงพยาบาลนายายอาม","24","198","8.25"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","4","37","9.25"
"10696  :  โรงพยาบาลตราด","123","1,072","8.72"
"10845  :  โรงพยาบาลคลองใหญ่","4","36","9.00"
"10846  :  โรงพยาบาลเขาสมิง","2","21","10.50"
"10847  :  โรงพยาบาลบ่อไร่","20","190","9.50"
"10848  :  โรงพยาบาลแหลมงอบ","2","18","9.00"
"10849  :  โรงพยาบาลเกาะกูด","0","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","0","0","0.00"
"10697  :  โรงพยาบาลพุทธโสธร","207","1,836","8.87"
"10833  :  โรงพยาบาลท่าตะเกียบ","68","607","8.93"
"10850  :  โรงพยาบาลบางคล้า","22","173","7.86"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","68","578","8.50"
"10852  :  โรงพยาบาลบางปะกง","79","685","8.67"
"10853  :  โรงพยาบาลบ้านโพธิ์","17","151","8.88"
"10854  :  โรงพยาบาลพนมสารคาม","205","1,608","7.84"
"10855  :  โรงพยาบาลสนามชัยเขต","39","316","8.10"
"10856  :  โรงพยาบาลแปลงยาว","71","593","8.35"
"13747  :  โรงพยาบาลราชสาส์น","5","51","10.20"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","145","1,244","8.58"
"10857  :  โรงพยาบาลกบินทร์บุรี","172","1,452","8.44"
"10858  :  โรงพยาบาลนาดี","10","93","9.30"
"10859  :  โรงพยาบาลบ้านสร้าง","6","41","6.83"
"10860  :  โรงพยาบาลประจันตคาม","8","62","7.75"
"10861  :  โรงพยาบาลศรีมหาโพธิ","21","182","8.67"
"10862  :  โรงพยาบาลศรีมโหสถ","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","500","3,856","7.71"
"10863  :  โรงพยาบาลปากพลี","0","0","0.00"
"10864  :  โรงพยาบาลบ้านนา","0","0","0.00"
"10865  :  โรงพยาบาลองครักษ์","0","0","0.00"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","663","5,533","8.35"
"10866  :  โรงพยาบาลคลองหาด","33","296","8.97"
"10867  :  โรงพยาบาลตาพระยา","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","5","44","8.80"
"10869  :  โรงพยาบาลวัฒนานคร","46","412","8.96"
"10870  :  โรงพยาบาลอรัญประเทศ","30","221","7.37"
"13817  :  โรงพยาบาลเขาฉกรรจ์","27","242","8.96"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","223","1,931","8.66"
"10871  :  โรงพยาบาลครบุรี","229","2,002","8.74"
"10872  :  โรงพยาบาลเสิงสาง","30","248","8.27"
"10873  :  โรงพยาบาลคง","16","139","8.69"
"10874  :  โรงพยาบาลบ้านเหลื่อม","10","93","9.30"
"10875  :  โรงพยาบาลจักราช","69","621","9.00"
"10876  :  โรงพยาบาลโชคชัย","190","1,491","7.85"
"10877  :  โรงพยาบาลด่านขุนทด","61","535","8.77"
"10878  :  โรงพยาบาลโนนไทย","12","104","8.67"
"10879  :  โรงพยาบาลโนนสูง","65","559","8.60"
"10880  :  โรงพยาบาลขามสะแกแสง","16","132","8.25"
"10881  :  โรงพยาบาลบัวใหญ่","83","739","8.90"
"10882  :  โรงพยาบาลประทาย","24","207","8.63"
"10883  :  โรงพยาบาลปักธงชัย","84","674","8.02"
"10884  :  โรงพยาบาลพิมาย","140","1,155","8.25"
"10885  :  โรงพยาบาลห้วยแถลง","13","118","9.08"
"10886  :  โรงพยาบาลชุมพวง","54","476","8.81"
"10887  :  โรงพยาบาลสูงเนิน","66","596","9.03"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","113","1,000","8.85"
"10890  :  โรงพยาบาลปากช่องนานา","504","4,694","9.31"
"10891  :  โรงพยาบาลหนองบุญมาก","48","415","8.65"
"10892  :  โรงพยาบาลแก้งสนามนาง","5","43","8.60"
"10893  :  โรงพยาบาลโนนแดง","18","134","7.44"
"10894  :  โรงพยาบาลวังน้ำเขียว","28","239","8.54"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","5","48","9.60"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","23","219","9.52"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","33","259","7.85"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","59","500","8.47"
"10895  :  โรงพยาบาลคูเมือง","35","320","9.14"
"10896  :  โรงพยาบาลกระสัง","72","663","9.21"
"10897  :  โรงพยาบาลนางรอง","677","5,423","8.01"
"10898  :  โรงพยาบาลหนองกี่","57","563","9.88"
"10899  :  โรงพยาบาลละหานทราย","185","1,600","8.65"
"10900  :  โรงพยาบาลประโคนชัย","83","711","8.57"
"10901  :  โรงพยาบาลบ้านกรวด","52","469","9.02"
"10902  :  โรงพยาบาลพุทไธสง","23","194","8.43"
"10904  :  โรงพยาบาลลำปลายมาศ","101","940","9.31"
"10905  :  โรงพยาบาลสตึก","54","532","9.85"
"10906  :  โรงพยาบาลปะคำ","0","0","0.00"
"10907  :  โรงพยาบาลนาโพธิ์","1","7","7.00"
"10908  :  โรงพยาบาลหนองหงส์","5","47","9.40"
"10909  :  โรงพยาบาลพลับพลาชัย","11","96","8.73"
"10910  :  โรงพยาบาลห้วยราช","4","39","9.75"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","0","0.00"
"10912  :  โรงพยาบาลชำนิ","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","7","65","9.29"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00"
"23578  :  โรงพยาบาลแคนดง","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","1","6","6.00"
"10668  :  โรงพยาบาลสุรินทร์","321","2,474","7.71"
"10915  :  โรงพยาบาลชุมพลบุรี","22","177","8.05"
"10916  :  โรงพยาบาลท่าตูม","108","906","8.39"
"10917  :  โรงพยาบาลจอมพระ","30","234","7.80"
"10918  :  โรงพยาบาลปราสาท","432","3,875","8.97"
"10919  :  โรงพยาบาลกาบเชิง","61","543","8.90"
"10920  :  โรงพยาบาลรัตนบุรี","258","2,171","8.41"
"10921  :  โรงพยาบาลสนม","28","241","8.61"
"10922  :  โรงพยาบาลศีขรภูมิ","239","2,081","8.71"
"10923  :  โรงพยาบาลสังขะ","133","1,092","8.21"
"10924  :  โรงพยาบาลลำดวน","97","839","8.65"
"10925  :  โรงพยาบาลสำโรงทาบ","18","163","9.06"
"10926  :  โรงพยาบาลบัวเชด","60","496","8.27"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","0","0.00"
"27843  :  โรงพยาบาลศรีณรงค์","0","0","0.00"
"27844  :  โรงพยาบาลโนนนารายณ์","0","0","0.00"
"10700  :  โรงพยาบาลศรีสะเกษ","185","1,560","8.43"
"10927  :  โรงพยาบาลยางชุมน้อย","5","45","9.00"
"10928  :  โรงพยาบาลกันทรารมย์","38","329","8.66"
"10929  :  โรงพยาบาลกันทรลักษ์","11","95","8.64"
"10930  :  โรงพยาบาลขุขันธ์","128","1,175","9.18"
"10931  :  โรงพยาบาลไพรบึง","29","278","9.59"
"10932  :  โรงพยาบาลปรางค์กู่","9","85","9.44"
"10933  :  โรงพยาบาลขุนหาญ","7","60","8.57"
"10934  :  โรงพยาบาลราษีไศล","35","336","9.60"
"10935  :  โรงพยาบาลอุทุมพรพิสัย","100","874","8.74"
"10936  :  โรงพยาบาลบึงบูรพ์","2","15","7.50"
"10937  :  โรงพยาบาลห้วยทับทัน","1","9","9.00"
"10938  :  โรงพยาบาลโนนคูณ","17","150","8.82"
"10939  :  โรงพยาบาลศรีรัตนะ","15","129","8.60"
"10940  :  โรงพยาบาลวังหิน","7","63","9.00"
"10941  :  โรงพยาบาลน้ำเกลี้ยง","12","120","10.00"
"10942  :  โรงพยาบาลภูสิงห์","27","250","9.26"
"10943  :  โรงพยาบาลเมืองจันทร์","0","0","0.00"
"23125  :  โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา","0","0","0.00"
"28014  :  โรงพยาบาลพยุห์","3","28","9.33"
"28015  :  โรงพยาบาลโพธิ์ศรีสุวรรณ","0","0","0.00"
"28016  :  โรงพยาบาลศิลาลาด","0","0","0.00"
"10669  :  โรงพยาบาลสรรพสิทธิประสงค์","210","1,774","8.45"
