"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10796  :  โรงพยาบาลลำสนธิ","376","70","18.62","1,006","318","31.61"
"10797  :  โรงพยาบาลหนองม่วง","401","86","21.45","1,000","541","54.10"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","798","251","31.45","1,830","877","47.92"
"10693  :  โรงพยาบาลอินทร์บุรี","222","61","27.48","486","176","36.21"
"10798  :  โรงพยาบาลบางระจัน","368","163","44.29","863","332","38.47"
"10799  :  โรงพยาบาลค่ายบางระจัน","422","197","46.68","1,028","594","57.78"
"10800  :  โรงพยาบาลพรหมบุรี","448","153","34.15","1,004","447","44.52"
"10801  :  โรงพยาบาลท่าช้าง","300","88","29.33","765","349","45.62"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","336","55","16.37","695","276","39.71"
"10803  :  โรงพยาบาลวัดสิงห์","302","124","41.06","725","253","34.90"
"10804  :  โรงพยาบาลสรรพยา","177","80","45.20","450","145","32.22"
"10805  :  โรงพยาบาลสรรคบุรี","521","179","34.36","1,279","475","37.14"
"10806  :  โรงพยาบาลหันคา","607","143","23.56","1,240","438","35.32"
"27974  :  โรงพยาบาลหนองมะโมง","59","36","61.02","196","57","29.08"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","1","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","2,023","366","18.09","3,983","399","10.02"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","716","223","31.15","1,576","218","13.83"
"10808  :  โรงพยาบาลหนองแค","129","40","31.01","290","86","29.66"
"10809  :  โรงพยาบาลวิหารแดง","333","94","28.23","750","199","26.53"
"10810  :  โรงพยาบาลหนองแซง","315","104","33.02","689","237","34.40"
"10811  :  โรงพยาบาลบ้านหมอ","577","7","1.21","1,279","377","29.48"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","381","44","11.55","890","300","33.71"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","193","51","26.42","455","125","27.47"
"10815  :  โรงพยาบาลมวกเหล็ก","682","101","14.81","1,002","277","27.64"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","300","59","19.67","673","305","45.32"
"11485  :  โรงพยาบาลค่ายอดิศร","680","187","27.50","1,370","36","2.63"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","1,081","432","39.96","2,577","979","37.99"
"10818  :  โรงพยาบาลหนองใหญ่","264","60","22.73","687","287","41.78"
"10819  :  โรงพยาบาลบางละมุง","2,021","746","36.91","3,842","498","12.96"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","155","55","35.48","320","124","38.75"
"10821  :  โรงพยาบาลพานทอง","470","131","27.87","932","248","26.61"
"10822  :  โรงพยาบาลพนัสนิคม","823","246","29.89","1,881","475","25.25"
"10823  :  โรงพยาบาลแหลมฉบัง","3,143","1,202","38.24","5,748","759","13.20"
"10824  :  โรงพยาบาลเกาะสีชัง","299","117","39.13","669","333","49.78"
"10825  :  โรงพยาบาลสัตหีบกม10","901","292","32.41","1,847","628","34.00"
"10826  :  โรงพยาบาลบ่อทอง","195","59","30.26","500","229","45.80"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","300","9","3.00","652","157","24.08"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","5","1","20.00","7","1","14.29"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","971","459","47.27","1,721","132","7.67"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","32","2","6.25","50","9","18.00"
"28005  :  โรงพยาบาลเมืองพัทยา","1,012","230","22.73","1,955","260","13.30"
"28006  :  โรงพยาบาลเกาะจันทร์","169","27","15.98","442","100","22.62"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","219","82","37.44","471","228","48.41"
"10828  :  โรงพยาบาลบ้านฉาง","1,015","270","26.60","2,146","619","28.84"
"10829  :  โรงพยาบาลแกลง","316","105","33.23","603","189","31.34"
"10830  :  โรงพยาบาลวังจันทร์","281","99","35.23","560","222","39.64"
"10831  :  โรงพยาบาลบ้านค่าย","360","114","31.67","754","238","31.56"
"10832  :  โรงพยาบาลปลวกแดง","587","164","27.94","1,019","479","47.01"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","100","10","10.00","233","46","19.74"
"23962  :  โรงพยาบาลนิคมพัฒนา","162","60","37.04","403","120","29.78"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","2","1","50.00","6","1","16.67"
"10836  :  โรงพยาบาลเขาสุกิม","405","122","30.12","1,012","329","32.51"
"10837  :  โรงพยาบาลสองพี่น้อง","370","145","39.19","843","474","56.23"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","457","126","27.57","1,299","486","37.41"
"10839  :  โรงพยาบาลมะขาม","80","35","43.75","212","107","50.47"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","143","63","44.06","381","188","49.34"
"10843  :  โรงพยาบาลนายายอาม","204","99","48.53","529","234","44.23"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","216","89","41.20","576","283","49.13"
"10696  :  โรงพยาบาลตราด","393","92","23.41","957","325","33.96"
"10845  :  โรงพยาบาลคลองใหญ่","494","148","29.96","1,330","640","48.12"
"10846  :  โรงพยาบาลเขาสมิง","355","117","32.96","803","314","39.10"
"10847  :  โรงพยาบาลบ่อไร่","348","152","43.68","874","281","32.15"
"10848  :  โรงพยาบาลแหลมงอบ","307","92","29.97","757","454","59.97"
"10849  :  โรงพยาบาลเกาะกูด","39","11","28.21","161","49","30.43"
"13816  :  โรงพยาบาลเกาะช้าง","78","14","17.95","165","56","33.94"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","2","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","229","62","27.07","438","178","40.64"
"10850  :  โรงพยาบาลบางคล้า","756","122","16.14","1,762","826","46.88"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","194","48","24.74","449","242","53.90"
"10854  :  โรงพยาบาลพนมสารคาม","606","162","26.73","1,382","446","32.27"
"10855  :  โรงพยาบาลสนามชัยเขต","240","72","30.00","621","183","29.47"
"10856  :  โรงพยาบาลแปลงยาว","327","97","29.66","701","307","43.79"
"13747  :  โรงพยาบาลราชสาส์น","435","120","27.59","1,064","359","33.74"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","80","9","11.25","186","60","32.26"
"10857  :  โรงพยาบาลกบินทร์บุรี","412","83","20.15","1,113","262","23.54"
"10858  :  โรงพยาบาลนาดี","433","91","21.02","1,179","398","33.76"
"10859  :  โรงพยาบาลบ้านสร้าง","390","71","18.21","816","271","33.21"
"10860  :  โรงพยาบาลประจันตคาม","542","90","16.61","1,264","417","32.99"
"10861  :  โรงพยาบาลศรีมหาโพธิ","406","47","11.58","957","340","35.53"
"10862  :  โรงพยาบาลศรีมโหสถ","490","136","27.76","1,251","295","23.58"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","260","77","29.62","557","31","5.57"
"10698  :  โรงพยาบาลนครนายก","886","250","28.22","1,787","397","22.22"
"10863  :  โรงพยาบาลปากพลี","172","37","21.51","388","134","34.54"
"10864  :  โรงพยาบาลบ้านนา","462","122","26.41","988","295","29.86"
"10865  :  โรงพยาบาลองครักษ์","223","112","50.22","475","172","36.21"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","19","10","52.63","41","1","2.44"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0.00","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","16","1","6.25","47","9","19.15"
"10866  :  โรงพยาบาลคลองหาด","436","127","29.13","923","455","49.30"
"10867  :  โรงพยาบาลตาพระยา","278","3","1.08","515","322","62.52"
"10868  :  โรงพยาบาลวังน้ำเย็น","944","224","23.73","1,786","849","47.54"
"10869  :  โรงพยาบาลวัฒนานคร","659","258","39.15","1,430","709","49.58"
"10870  :  โรงพยาบาลอรัญประเทศ","574","93","16.20","1,266","402","31.75"
"13817  :  โรงพยาบาลเขาฉกรรจ์","261","8","3.07","488","189","38.73"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","501","172","34.33","1,089","518","47.57"
"10872  :  โรงพยาบาลเสิงสาง","467","117","25.05","838","418","49.88"
"10873  :  โรงพยาบาลคง","561","126","22.46","1,054","476","45.16"
"10874  :  โรงพยาบาลบ้านเหลื่อม","284","97","34.15","585","298","50.94"
"10875  :  โรงพยาบาลจักราช","442","139","31.45","862","374","43.39"
"10876  :  โรงพยาบาลโชคชัย","713","187","26.23","1,484","178","11.99"
"10877  :  โรงพยาบาลด่านขุนทด","1,638","234","14.29","2,640","521","19.73"
"10878  :  โรงพยาบาลโนนไทย","712","216","30.34","1,470","661","44.97"
"10879  :  โรงพยาบาลโนนสูง","505","128","25.35","1,048","470","44.85"
"10880  :  โรงพยาบาลขามสะแกแสง","541","159","29.39","1,266","567","44.79"
"10881  :  โรงพยาบาลบัวใหญ่","377","128","33.95","529","263","49.72"
"10882  :  โรงพยาบาลประทาย","496","154","31.05","835","546","65.39"
"10883  :  โรงพยาบาลปักธงชัย","357","12","3.36","643","185","28.77"
"10884  :  โรงพยาบาลพิมาย","652","98","15.03","1,324","480","36.25"
"10885  :  โรงพยาบาลห้วยแถลง","490","73","14.90","1,033","539","52.18"
"10886  :  โรงพยาบาลชุมพวง","584","170","29.11","1,365","723","52.97"
"10887  :  โรงพยาบาลสูงเนิน","1,163","333","28.63","2,506","1,154","46.05"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00","1","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","1,330","470","35.34","2,909","1,260","43.31"
"10890  :  โรงพยาบาลปากช่องนานา","502","175","34.86","1,101","102","9.26"
"10891  :  โรงพยาบาลหนองบุญมาก","271","39","14.39","580","220","37.93"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","355","60","16.90","813","218","26.81"
"10894  :  โรงพยาบาลวังน้ำเขียว","158","26","16.46","397","141","35.52"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","1,281","523","40.83","3,197","601","18.80"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","171","0","0.00","269","194","72.12"
"11608  :  โรงพยาบาลลำทะเมนชัย","265","68","25.66","450","199","44.22"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","673","90","13.37","1,442","349","24.20"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","980","205","20.92","2,093","816","38.99"
