"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","3","533","17,766,666.67","151","5,033,333.33","136","4,533,333.33","128","4,266,666.67","118","3,933,333.33"
"10752  :  โรงพยาบาลบางบ่อ","0","238","0.00","62","0.00","69","0.00","60","0.00","47","0.00"
"10753  :  โรงพยาบาลบางพลี","0","251","0.00","58","0.00","72","0.00","74","0.00","47","0.00"
"10754  :  โรงพยาบาลบางจาก","12,748","344","2,698.46","82","643.24","79","619.71","113","886.41","70","549.11"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","11,067","115","1,039.13","55","496.97","21","189.75","25","225.90","14","126.50"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","7,102","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","9,070","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","2,423","45","1,857.20","15","619.07","10","412.71","8","330.17","12","495.25"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","254","0.00","35","0.00","77","0.00","78","0.00","64","0.00"
"10756  :  โรงพยาบาลบางกรวย","5,348","29","542.26","1","18.70","15","280.48","7","130.89","6","112.19"
"10757  :  โรงพยาบาลบางใหญ่","8,966","176","1,962.97","48","535.36","47","524.20","47","524.20","34","379.21"
"10758  :  โรงพยาบาลบางบัวทอง","5,781","84","1,453.04","10","172.98","34","588.13","25","432.45","15","259.47"
"10759  :  โรงพยาบาลไทรน้อย","13,547","75","553.63","29","214.07","23","169.78","10","73.82","13","95.96"
"10760  :  โรงพยาบาลปากเกร็ด","13,065","39","298.51","5","38.27","11","84.19","17","130.12","6","45.92"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","155","0.00","28","0.00","30","0.00","50","0.00","47","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","764","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","4,239","10","235.90","5","117.95","3","70.77","2","47.18","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","393","0.00","114","0.00","99","0.00","96","0.00","84","0.00"
"10761  :  โรงพยาบาลคลองหลวง","4,483","106","2,364.49","42","936.87","34","758.42","17","379.21","13","289.98"
"10762  :  โรงพยาบาลธัญบุรี","10,501","114","1,085.61","35","333.30","26","247.60","30","285.69","23","219.03"
"10763  :  โรงพยาบาลประชาธิปัตย์","7,004","40","571.10","9","128.50","12","171.33","12","171.33","7","99.94"
"10764  :  โรงพยาบาลหนองเสือ","4,605","128","2,779.59","38","825.19","37","803.47","21","456.03","32","694.90"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","3,924","119","3,032.62","31","790.01","24","611.62","32","815.49","32","815.49"
"10766  :  โรงพยาบาลลำลูกกา","0","158","0.00","57","0.00","43","0.00","34","0.00","24","0.00"
"10767  :  โรงพยาบาลสามโคก","2,313","27","1,167.32","10","432.34","9","389.11","7","302.64","1","43.23"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","162","0.00","52","0.00","57","0.00","30","0.00","23","0.00"
"10688  :  โรงพยาบาลเสนา","0","319","0.00","75","0.00","79","0.00","98","0.00","67","0.00"
"10768  :  โรงพยาบาลท่าเรือ","8,573","87","1,014.81","26","303.28","27","314.94","19","221.63","15","174.97"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,694","30","1,770.96","5","295.16","10","590.32","7","413.22","8","472.26"
"10770  :  โรงพยาบาลบางไทร","3,257","177","5,434.45","44","1,350.94","40","1,228.12","56","1,719.37","37","1,136.01"
"10771  :  โรงพยาบาลบางบาล","1,483","28","1,888.06","9","606.88","7","472.02","12","809.17","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","6,971","38","545.12","14","200.83","8","114.76","11","157.80","5","71.73"
"10773  :  โรงพยาบาลบางปะหัน","1,309","84","6,417.11","25","1,909.85","16","1,222.31","18","1,375.10","25","1,909.85"
"10774  :  โรงพยาบาลผักไห่","907","37","4,079.38","4","441.01","9","992.28","15","1,653.80","9","992.28"
"10775  :  โรงพยาบาลภาชี","4,821","35","725.99","15","311.14","7","145.20","9","186.68","4","82.97"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,895","33","1,741.42","13","686.02","10","527.70","6","316.62","4","211.08"
"10777  :  โรงพยาบาลวังน้อย","6,577","66","1,003.50","15","228.07","28","425.73","19","288.89","4","60.82"
"10778  :  โรงพยาบาลบางซ้าย","2,998","18","600.40","8","266.84","5","166.78","3","100.07","2","66.71"
"10779  :  โรงพยาบาลอุทัย","541","78","14,417.74","30","5,545.29","22","4,066.54","16","2,957.49","10","1,848.43"
"10780  :  โรงพยาบาลมหาราช","1,124","28","2,491.10","5","444.84","10","889.68","9","800.71","4","355.87"
"10781  :  โรงพยาบาลบ้านแพรก","1,159","16","1,380.50","3","258.84","1","86.28","9","776.53","3","258.84"
"10689  :  โรงพยาบาลอ่างทอง","924","163","17,640.69","64","6,926.41","46","4,978.35","29","3,138.53","24","2,597.40"
"10782  :  โรงพยาบาลไชโย","1,994","25","1,253.76","5","250.75","4","200.60","6","300.90","10","501.50"
"10784  :  โรงพยาบาลป่าโมก","3,870","29","749.35","5","129.20","13","335.92","9","232.56","2","51.68"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,434","153","6,285.95","39","1,602.30","50","2,054.23","35","1,437.96","29","1,191.45"
"10786  :  โรงพยาบาลแสวงหา","5,149","25","485.53","9","174.79","7","135.95","8","155.37","1","19.42"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","5,409","101","1,867.26","38","702.53","20","369.75","24","443.70","19","351.27"
"10788  :  โรงพยาบาลสามโก้","1,458","40","2,743.48","14","960.22","12","823.05","8","548.70","6","411.52"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","4","499","12,475,000.00","135","3,375,000.00","139","3,475,000.00","134","3,350,000.00","91","2,275,000.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","147","0.00","38","0.00","41","0.00","43","0.00","25","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","6,228","186","2,986.51","60","963.39","42","674.37","46","738.60","38","610.15"
"10790  :  โรงพยาบาลโคกสำโรง","6,021","251","4,168.74","61","1,013.12","84","1,395.12","54","896.86","52","863.64"
"10791  :  โรงพยาบาลชัยบาดาล","9,739","363","3,727.28","91","934.39","105","1,078.14","96","985.73","71","729.03"
"10792  :  โรงพยาบาลท่าวุ้ง","2,989","185","6,189.36","49","1,639.34","44","1,472.06","44","1,472.06","48","1,605.89"
"10793  :  โรงพยาบาลท่าหลวง","4,584","54","1,178.01","12","261.78","18","392.67","12","261.78","12","261.78"
"10794  :  โรงพยาบาลสระโบสถ์","6,718","65","967.55","24","357.25","14","208.40","16","238.17","11","163.74"
"10795  :  โรงพยาบาลโคกเจริญ","3,799","54","1,421.43","24","631.75","14","368.52","12","315.87","4","105.29"
"10796  :  โรงพยาบาลลำสนธิ","4,058","58","1,429.28","17","418.93","11","271.07","17","418.93","13","320.35"
"10797  :  โรงพยาบาลหนองม่วง","3,963","133","3,356.04","29","731.77","35","883.17","38","958.87","31","782.24"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","8,110","196","2,416.77","53","653.51","58","715.17","51","628.85","34","419.24"
"10693  :  โรงพยาบาลอินทร์บุรี","1,875","164","8,746.67","50","2,666.67","63","3,360.00","26","1,386.67","25","1,333.33"
"10798  :  โรงพยาบาลบางระจัน","3,134","14","446.71","0","0.00","10","319.08","2","63.82","2","63.82"
"10799  :  โรงพยาบาลค่ายบางระจัน","4,631","139","3,001.51","42","906.93","35","755.78","37","798.96","25","539.84"
"10800  :  โรงพยาบาลพรหมบุรี","3,627","28","771.99","10","275.71","12","330.85","2","55.14","4","110.28"
"10801  :  โรงพยาบาลท่าช้าง","2,027","36","1,776.02","9","444.01","5","246.67","8","394.67","14","690.68"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","455","0.00","105","0.00","119","0.00","95","0.00","136","0.00"
"10802  :  โรงพยาบาลมโนรมย์","3,371","89","2,640.17","26","771.28","28","830.61","16","474.64","19","563.63"
"10803  :  โรงพยาบาลวัดสิงห์","3,161","82","2,594.12","25","790.89","27","854.16","19","601.08","11","347.99"
"10804  :  โรงพยาบาลสรรพยา","1,772","72","4,063.21","18","1,015.80","13","733.63","22","1,241.53","19","1,072.23"
"10805  :  โรงพยาบาลสรรคบุรี","4,859","156","3,210.54","47","967.28","27","555.67","39","802.63","43","884.96"
"10806  :  โรงพยาบาลหันคา","5,443","70","1,286.06","27","496.05","11","202.09","16","293.96","16","293.96"
"27974  :  โรงพยาบาลหนองมะโมง","859","91","10,593.71","39","4,540.16","17","1,979.05","14","1,629.80","21","2,444.70"
"27975  :  โรงพยาบาลเนินขาม","0","16","0.00","1","0.00","0","0.00","8","0.00","7","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","463","0.00","127","0.00","101","0.00","126","0.00","109","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","182","18,200,000.00","73","7,300,000.00","37","3,700,000.00","47","4,700,000.00","25","2,500,000.00"
"10807  :  โรงพยาบาลแก่งคอย","11,228","302","2,689.70","80","712.50","91","810.47","69","614.54","62","552.19"
"10808  :  โรงพยาบาลหนองแค","2,343","52","2,219.38","23","981.65","12","512.16","11","469.48","6","256.08"
"10809  :  โรงพยาบาลวิหารแดง","6","193","3,216,666.67","64","1,066,666.67","60","1,000,000.00","35","583,333.33","34","566,666.67"
"10810  :  โรงพยาบาลหนองแซง","2,905","15","516.35","2","68.85","11","378.66","1","34.42","1","34.42"
"10811  :  โรงพยาบาลบ้านหมอ","4,517","152","3,365.07","38","841.27","54","1,195.48","34","752.71","26","575.60"
"10812  :  โรงพยาบาลดอนพุด","0","42","0.00","9","0.00","9","0.00","12","0.00","12","0.00"
"10813  :  โรงพยาบาลหนองโดน","3,242","15","462.68","8","246.76","4","123.38","3","92.54","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","2,324","16","688.47","3","129.09","7","301.20","4","172.12","2","86.06"
"10815  :  โรงพยาบาลมวกเหล็ก","5,743","177","3,082.01","41","713.91","46","800.98","49","853.21","41","713.91"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","3,182","177","5,562.54","37","1,162.79","55","1,728.47","51","1,602.77","34","1,068.51"
"11485  :  โรงพยาบาลค่ายอดิศร","5,930","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","355","0.00","138","0.00","75","0.00","67","0.00","75","0.00"
"10817  :  โรงพยาบาลบ้านบึง","22,973","157","683.41","38","165.41","43","187.18","37","161.06","39","169.76"
"10818  :  โรงพยาบาลหนองใหญ่","5,155","73","1,416.10","19","368.57","16","310.38","20","387.97","18","349.18"
"10819  :  โรงพยาบาลบางละมุง","19,743","289","1,463.81","101","511.57","66","334.30","72","364.69","50","253.25"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","2,317","58","2,503.24","21","906.34","17","733.71","14","604.23","6","258.96"
"10821  :  โรงพยาบาลพานทอง","7,875","145","1,841.27","45","571.43","43","546.03","26","330.16","31","393.65"
"10822  :  โรงพยาบาลพนัสนิคม","10,632","179","1,683.60","55","517.31","46","432.66","38","357.41","40","376.22"
"10823  :  โรงพยาบาลแหลมฉบัง","61,931","168","271.27","48","77.51","47","75.89","38","61.36","35","56.51"
"10824  :  โรงพยาบาลเกาะสีชัง","2,421","14","578.27","10","413.05","4","165.22","0","0.00","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","23,785","88","369.98","28","117.72","32","134.54","18","75.68","10","42.04"
"10826  :  โรงพยาบาลบ่อทอง","4,420","149","3,371.04","41","927.60","49","1,108.60","27","610.86","32","723.98"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","10,319","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","71,093","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","12,732","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","19,023","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","3,409","201","5,896.16","50","1,466.71","47","1,378.70","60","1,760.05","44","1,290.70"
"10663  :  โรงพยาบาลระยอง","0","625","0.00","161","0.00","157","0.00","154","0.00","153","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,861","58","3,116.60","18","967.22","21","1,128.43","9","483.61","10","537.35"
