"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","138","4","2.90","2","1.45","1","0.72","0","0.00","1","0.72"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","53","1","1.89","0","0.00","0","0.00","0","0.00","1","1.89"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","90","1","1.11","0","0.00","1","1.11","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","17","2","11.76","1","5.88","1","5.88","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","9","2","22.22","2","22.22","0","0.00","0","0.00","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","33","1","3.03","0","0.00","0","0.00","1","3.03","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","109","2","1.83","0","0.00","0","0.00","0","0.00","2","1.83"
"10759  :  โรงพยาบาลไทรน้อย","113","1","0.88","0","0.00","0","0.00","0","0.00","1","0.88"
"10760  :  โรงพยาบาลปากเกร็ด","27","1","3.70","0","0.00","1","3.70","0","0.00","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","8","2","25.00","0","0.00","0","0.00","1","12.50","1","12.50"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","39","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","100","5","5.00","1","1.00","1","1.00","1","1.00","2","2.00"
"10762  :  โรงพยาบาลธัญบุรี","38","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","50","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","68","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","23","3","13.04","0","0.00","2","8.70","0","0.00","1","4.35"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","69","1","1.45","0","0.00","0","0.00","0","0.00","1","1.45"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","112","5","4.46","1","0.89","0","0.00","3","2.68","1","0.89"
"10768  :  โรงพยาบาลท่าเรือ","354","8","2.26","4","1.13","0","0.00","2","0.56","2","0.56"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","40","1","2.50","1","2.50","0","0.00","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","62","3","4.84","1","1.61","0","0.00","2","3.23","0","0.00"
"10771  :  โรงพยาบาลบางบาล","13","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","208","4","1.92","1","0.48","1","0.48","0","0.00","2","0.96"
"10773  :  โรงพยาบาลบางปะหัน","61","2","3.28","0","0.00","1","1.64","1","1.64","0","0.00"
"10774  :  โรงพยาบาลผักไห่","7","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","249","7","2.81","1","0.40","5","2.01","1","0.40","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","187","3","1.60","0","0.00","1","0.53","1","0.53","1","0.53"
"10777  :  โรงพยาบาลวังน้อย","45","3","6.67","1","2.22","1","2.22","0","0.00","1","2.22"
"10778  :  โรงพยาบาลบางซ้าย","86","3","3.49","1","1.16","1","1.16","1","1.16","0","0.00"
"10779  :  โรงพยาบาลอุทัย","49","1","2.04","0","0.00","1","2.04","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","89","1","1.12","0","0.00","0","0.00","0","0.00","1","1.12"
"10781  :  โรงพยาบาลบ้านแพรก","10","1","10.00","1","10.00","0","0.00","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","113","2","1.77","0","0.00","1","0.88","0","0.00","1","0.88"
"10782  :  โรงพยาบาลไชโย","40","1","2.50","0","0.00","1","2.50","0","0.00","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","63","3","4.76","1","1.59","1","1.59","1","1.59","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","330","13","3.94","5","1.52","4","1.21","3","0.91","1","0.30"
"10786  :  โรงพยาบาลแสวงหา","143","7","4.90","1","0.70","2","1.40","4","2.80","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","20","1","5.00","0","0.00","0","0.00","0","0.00","1","5.00"
"10788  :  โรงพยาบาลสามโก้","175","9","5.14","2","1.14","3","1.71","3","1.71","1","0.57"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","262","6","2.29","1","0.38","1","0.38","0","0.00","4","1.53"
"10790  :  โรงพยาบาลโคกสำโรง","100","4","4.00","0","0.00","1","1.00","1","1.00","2","2.00"
"10791  :  โรงพยาบาลชัยบาดาล","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","61","3","4.92","0","0.00","0","0.00","2","3.28","1","1.64"
"10793  :  โรงพยาบาลท่าหลวง","112","4","3.57","1","0.89","1","0.89","1","0.89","1","0.89"
"10794  :  โรงพยาบาลสระโบสถ์","8","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","78","4","5.13","2","2.56","2","2.56","0","0.00","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","59","1","1.69","0","0.00","1","1.69","0","0.00","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","181","2","1.10","1","0.55","1","0.55","0","0.00","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","39","1","2.56","1","2.56","0","0.00","0","0.00","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","309","10","3.24","0","0.00","5","1.62","1","0.32","4","1.29"
"10799  :  โรงพยาบาลค่ายบางระจัน","111","2","1.80","0","0.00","0","0.00","1","0.90","1","0.90"
"10800  :  โรงพยาบาลพรหมบุรี","222","5","2.25","1","0.45","1","0.45","2","0.90","1","0.45"
"10801  :  โรงพยาบาลท่าช้าง","16","3","18.75","1","6.25","0","0.00","1","6.25","1","6.25"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","499","11","2.20","3","0.60","3","0.60","4","0.80","1","0.20"
"10803  :  โรงพยาบาลวัดสิงห์","23","3","13.04","3","13.04","0","0.00","0","0.00","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","135","3","2.22","0","0.00","3","2.22","0","0.00","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","87","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10806  :  โรงพยาบาลหันคา","802","11","1.37","4","0.50","3","0.37","2","0.25","2","0.25"
"27974  :  โรงพยาบาลหนองมะโมง","101","4","3.96","4","3.96","0","0.00","0","0.00","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","360","24","6.67","3","0.83","12","3.33","6","1.67","3","0.83"
"10808  :  โรงพยาบาลหนองแค","7","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","473","2","0.42","2","0.42","0","0.00","0","0.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","31","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","213","3","1.41","2","0.94","0","0.00","1","0.47","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","137","7","5.11","2","1.46","2","1.46","1","0.73","2","1.46"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","73","7","9.59","1","1.37","5","6.85","0","0.00","1","1.37"
"10815  :  โรงพยาบาลมวกเหล็ก","55","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","315","7","2.22","2","0.63","2","0.63","2","0.63","1","0.32"
"11485  :  โรงพยาบาลค่ายอดิศร","27","3","11.11","0","0.00","1","3.70","2","7.41","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","974","14","1.44","0","0.00","6","0.62","4","0.41","4","0.41"
"10818  :  โรงพยาบาลหนองใหญ่","236","2","0.85","0","0.00","0","0.00","1","0.42","1","0.42"
"10819  :  โรงพยาบาลบางละมุง","134","10","7.46","3","2.24","2","1.49","2","1.49","3","2.24"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","12","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10821  :  โรงพยาบาลพานทอง","44","3","6.82","3","6.82","0","0.00","0","0.00","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","15","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","681","33","4.85","10","1.47","11","1.62","5","0.73","7","1.03"
"10824  :  โรงพยาบาลเกาะสีชัง","257","12","4.67","1","0.39","3","1.17","6","2.33","2","0.78"
"10825  :  โรงพยาบาลสัตหีบกม10","233","7","3.00","1","0.43","3","1.29","3","1.29","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","299","4","1.34","0","0.00","2","0.67","2","0.67","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","14","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","154","9","5.84","4","2.60","4","2.60","1","0.65","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","93","2","2.15","1","1.08","0","0.00","0","0.00","1","1.08"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","30","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","16","2","12.50","0","0.00","0","0.00","1","6.25","1","6.25"
"10829  :  โรงพยาบาลแกลง","46","4","8.70","0","0.00","0","0.00","2","4.35","2","4.35"
"10830  :  โรงพยาบาลวังจันทร์","37","4","10.81","0","0.00","3","8.11","1","2.70","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","878","14","1.59","0","0.00","1","0.11","7","0.80","6","0.68"
"10832  :  โรงพยาบาลปลวกแดง","21","2","9.52","2","9.52","0","0.00","0","0.00","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","26","1","3.85","0","0.00","0","0.00","0","0.00","1","3.85"
"23962  :  โรงพยาบาลนิคมพัฒนา","105","3","2.86","0","0.00","0","0.00","1","0.95","2","1.90"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
