"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0.00","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0.00","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","703","233","33.14","1,577","3","0.19"
"10693  :  โรงพยาบาลอินทร์บุรี","221","75","33.94","435","27","6.21"
"10798  :  โรงพยาบาลบางระจัน","334","157","47.01","793","85","10.72"
"10799  :  โรงพยาบาลค่ายบางระจัน","341","93","27.27","887","5","0.56"
"10800  :  โรงพยาบาลพรหมบุรี","388","55","14.18","906","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","271","59","21.77","678","196","28.91"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","4","0","0.00","6","2","33.33"
"10802  :  โรงพยาบาลมโนรมย์","286","57","19.93","503","160","31.81"
"10803  :  โรงพยาบาลวัดสิงห์","299","121","40.47","675","230","34.07"
"10804  :  โรงพยาบาลสรรพยา","174","92","52.87","410","106","25.85"
"10805  :  โรงพยาบาลสรรคบุรี","467","162","34.69","811","235","28.98"
"10806  :  โรงพยาบาลหันคา","547","6","1.10","772","177","22.93"
"27974  :  โรงพยาบาลหนองมะโมง","53","6","11.32","179","39","21.79"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","0","0","0.00","0","0","0.00"
"10808  :  โรงพยาบาลหนองแค","0","0","0.00","0","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","0","0","0.00","0","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0.00","0","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0.00","0","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","0","0","0.00","0","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","0.00","0","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","974","211","21.66","2,230","727","32.60"
"10818  :  โรงพยาบาลหนองใหญ่","254","53","20.87","645","260","40.31"
"10819  :  โรงพยาบาลบางละมุง","2,359","243","10.30","4,295","404","9.41"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","151","29","19.21","329","90","27.36"
"10821  :  โรงพยาบาลพานทอง","423","110","26.00","844","178","21.09"
"10822  :  โรงพยาบาลพนัสนิคม","802","144","17.96","1,778","569","32.00"
"10823  :  โรงพยาบาลแหลมฉบัง","2,130","612","28.73","3,849","750","19.49"
"10824  :  โรงพยาบาลเกาะสีชัง","287","73","25.44","630","302","47.94"
"10825  :  โรงพยาบาลสัตหีบกม10","816","259","31.74","1,691","735","43.47"
"10826  :  โรงพยาบาลบ่อทอง","193","32","16.58","474","72","15.19"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","242","6","2.48","533","34","6.38"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","672","297","44.20","1,229","94","7.65"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","54","3","5.56","74","7","9.46"
"28005  :  โรงพยาบาลเมืองพัทยา","956","121","12.66","1,760","170","9.66"
"28006  :  โรงพยาบาลเกาะจันทร์","159","22","13.84","373","60","16.09"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","188","57","30.32","396","147","37.12"
"10828  :  โรงพยาบาลบ้านฉาง","1,020","236","23.14","2,156","639","29.64"
"10829  :  โรงพยาบาลแกลง","310","69","22.26","610","139","22.79"
"10830  :  โรงพยาบาลวังจันทร์","257","83","32.30","495","168","33.94"
"10831  :  โรงพยาบาลบ้านค่าย","325","109","33.54","678","215","31.71"
"10832  :  โรงพยาบาลปลวกแดง","507","95","18.74","903","111","12.29"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","133","40","30.08","324","84","25.93"
"23962  :  โรงพยาบาลนิคมพัฒนา","179","47","26.26","411","55","13.38"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","1","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","357","99","27.73","834","341","40.89"
"10837  :  โรงพยาบาลสองพี่น้อง","310","114","36.77","707","274","38.76"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","359","157","43.73","1,013","423","41.76"
"10839  :  โรงพยาบาลมะขาม","57","23","40.35","179","92","51.40"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","108","28","25.93","249","106","42.57"
"10843  :  โรงพยาบาลนายายอาม","164","52","31.71","409","150","36.67"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","218","71","32.57","506","209","41.30"
"10696  :  โรงพยาบาลตราด","369","127","34.42","870","166","19.08"
"10845  :  โรงพยาบาลคลองใหญ่","453","6","1.32","1,274","356","27.94"
"10846  :  โรงพยาบาลเขาสมิง","314","106","33.76","783","311","39.72"
"10847  :  โรงพยาบาลบ่อไร่","312","86","27.56","803","275","34.25"
"10848  :  โรงพยาบาลแหลมงอบ","273","78","28.57","705","349","49.50"
"10849  :  โรงพยาบาลเกาะกูด","36","8","22.22","141","29","20.57"
"13816  :  โรงพยาบาลเกาะช้าง","63","2","3.17","158","52","32.91"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","235","83","35.32","411","134","32.60"
"10850  :  โรงพยาบาลบางคล้า","848","166","19.58","1,953","523","26.78"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","1","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","183","53","28.96","419","86","20.53"
"10854  :  โรงพยาบาลพนมสารคาม","511","81","15.85","1,130","281","24.87"
"10855  :  โรงพยาบาลสนามชัยเขต","263","2","0.76","587","125","21.29"
"10856  :  โรงพยาบาลแปลงยาว","302","75","24.83","653","149","22.82"
"13747  :  โรงพยาบาลราชสาส์น","432","55","12.73","1,027","140","13.63"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","82","2","2.44","167","6","3.59"
"10857  :  โรงพยาบาลกบินทร์บุรี","502","31","6.18","1,189","15","1.26"
"10858  :  โรงพยาบาลนาดี","350","73","20.86","1,034","417","40.33"
"10859  :  โรงพยาบาลบ้านสร้าง","266","52","19.55","539","162","30.06"
"10860  :  โรงพยาบาลประจันตคาม","431","99","22.97","965","232","24.04"
"10861  :  โรงพยาบาลศรีมหาโพธิ","379","30","7.92","849","91","10.72"
"10862  :  โรงพยาบาลศรีมโหสถ","413","132","31.96","1,030","577","56.02"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","216","64","29.63","522","3","0.57"
"10698  :  โรงพยาบาลนครนายก","820","207","25.24","1,645","85","5.17"
"10863  :  โรงพยาบาลปากพลี","172","38","22.09","381","108","28.35"
"10864  :  โรงพยาบาลบ้านนา","485","109","22.47","985","265","26.90"
"10865  :  โรงพยาบาลองครักษ์","215","58","26.98","487","165","33.88"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","18","0","0.00","41","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","79","27","34.18","187","9","4.81"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","0","0","0.00","0","0","0.00"
"10867  :  โรงพยาบาลตาพระยา","0","0","0.00","0","0","0.00"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","0","0.00","0","0","0.00"
"10869  :  โรงพยาบาลวัฒนานคร","0","0","0.00","0","0","0.00"
"10870  :  โรงพยาบาลอรัญประเทศ","0","0","0.00","0","0","0.00"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","0","0.00","0","0","0.00"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0.00","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0.00","0","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0.00","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0.00","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0.00","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0.00","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0.00","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0.00","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0.00","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0.00","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0.00","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0.00","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0.00","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0.00","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0.00","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0.00","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00"
