"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","2","1","50.00","0","0.00","0","0.00","0","0.00","1","50.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","855","9","1.05","1","0.12","2","0.23","4","0.47","2","0.23"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","17","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","176","5","2.84","0","0.00","0","0.00","1","0.57","4","2.27"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","2,350","28","1.19","7","0.30","12","0.51","3","0.13","6","0.26"
"10757  :  โรงพยาบาลบางใหญ่","116","2","1.72","0","0.00","2","1.72","0","0.00","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","618","12","1.94","4","0.65","2","0.32","3","0.49","3","0.49"
"10759  :  โรงพยาบาลไทรน้อย","330","5","1.52","0","0.00","2","0.61","1","0.30","2","0.61"
"10760  :  โรงพยาบาลปากเกร็ด","552","12","2.17","0","0.00","2","0.36","6","1.09","4","0.72"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","447","26","5.82","13","2.91","3","0.67","4","0.89","6","1.34"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","40","2","5.00","0","0.00","1","2.50","0","0.00","1","2.50"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","172","5","2.91","2","1.16","1","0.58","2","1.16","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","654","2","0.31","0","0.00","1","0.15","1","0.15","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","24","1","4.17","0","0.00","0","0.00","0","0.00","1","4.17"
"10764  :  โรงพยาบาลหนองเสือ","1,811","15","0.83","4","0.22","0","0.00","1","0.06","10","0.55"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","405","6","1.48","0","0.00","1","0.25","2","0.49","3","0.74"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","544","11","2.02","1","0.18","0","0.00","5","0.92","5","0.92"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","45","1","2.22","1","2.22","0","0.00","0","0.00","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","95","2","2.11","0","0.00","1","1.05","1","1.05","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","12","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10771  :  โรงพยาบาลบางบาล","19","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","313","8","2.56","2","0.64","3","0.96","1","0.32","2","0.64"
"10773  :  โรงพยาบาลบางปะหัน","39","1","2.56","0","0.00","1","2.56","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","6","1","16.67","1","16.67","0","0.00","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","115","7","6.09","0","0.00","4","3.48","2","1.74","1","0.87"
"10776  :  โรงพยาบาลลาดบัวหลวง","156","1","0.64","0","0.00","1","0.64","0","0.00","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","210","3","1.43","1","0.48","2","0.95","0","0.00","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","232","6","2.59","0","0.00","3","1.29","3","1.29","0","0.00"
"10779  :  โรงพยาบาลอุทัย","46","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","34","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","13","1","7.69","0","0.00","0","0.00","1","7.69","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","145","6","4.14","1","0.69","2","1.38","3","2.07","0","0.00"
"10782  :  โรงพยาบาลไชโย","227","4","1.76","0","0.00","1","0.44","2","0.88","1","0.44"
"10784  :  โรงพยาบาลป่าโมก","44","1","2.27","0","0.00","1","2.27","0","0.00","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","211","12","5.69","0","0.00","3","1.42","7","3.32","2","0.95"
"10786  :  โรงพยาบาลแสวงหา","140","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","147","8","5.44","0","0.00","4","2.72","1","0.68","3","2.04"
"10788  :  โรงพยาบาลสามโก้","113","5","4.42","1","0.88","1","0.88","2","1.77","1","0.88"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","113","9","7.96","2","1.77","2","1.77","1","0.88","4","3.54"
"10789  :  โรงพยาบาลพัฒนานิคม","1,384","24","1.73","13","0.94","4","0.29","4","0.29","3","0.22"
"10790  :  โรงพยาบาลโคกสำโรง","72","7","9.72","0","0.00","2","2.78","1","1.39","4","5.56"
"10791  :  โรงพยาบาลชัยบาดาล","81","2","2.47","0","0.00","1","1.23","1","1.23","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","157","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","734","13","1.77","5","0.68","2","0.27","2","0.27","4","0.54"
"10794  :  โรงพยาบาลสระโบสถ์","17","1","5.88","0","0.00","1","5.88","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","151","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","729","9","1.23","1","0.14","2","0.27","3","0.41","3","0.41"
"10797  :  โรงพยาบาลหนองม่วง","266","3","1.13","0","0.00","1","0.38","2","0.75","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","177","1","0.56","0","0.00","0","0.00","1","0.56","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","15","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","176","2","1.14","0","0.00","0","0.00","2","1.14","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","219","10","4.57","5","2.28","2","0.91","1","0.46","2","0.91"
"10800  :  โรงพยาบาลพรหมบุรี","40","1","2.50","1","2.50","0","0.00","0","0.00","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","9","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","337","11","3.26","2","0.59","3","0.89","5","1.48","1","0.30"
"10803  :  โรงพยาบาลวัดสิงห์","1,576","20","1.27","0","0.00","3","0.19","3","0.19","14","0.89"
"10804  :  โรงพยาบาลสรรพยา","55","2","3.64","0","0.00","0","0.00","2","3.64","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","557","7","1.26","2","0.36","0","0.00","4","0.72","1","0.18"
"10806  :  โรงพยาบาลหันคา","815","14","1.72","3","0.37","1","0.12","7","0.86","3","0.37"
"27974  :  โรงพยาบาลหนองมะโมง","46","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","190","6","3.16","1","0.53","2","1.05","1","0.53","2","1.05"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","279","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10808  :  โรงพยาบาลหนองแค","173","1","0.58","0","0.00","0","0.00","1","0.58","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","288","3","1.04","0","0.00","0","0.00","0","0.00","3","1.04"
"10810  :  โรงพยาบาลหนองแซง","46","2","4.35","1","2.17","0","0.00","1","2.17","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","468","8","1.71","2","0.43","1","0.21","1","0.21","4","0.85"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","130","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","90","5","5.56","1","1.11","1","1.11","1","1.11","2","2.22"
"10815  :  โรงพยาบาลมวกเหล็ก","842","10","1.19","2","0.24","3","0.36","3","0.36","2","0.24"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","295","10","3.39","3","1.02","3","1.02","2","0.68","2","0.68"
"11485  :  โรงพยาบาลค่ายอดิศร","95","3","3.16","1","1.05","0","0.00","0","0.00","2","2.11"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","290","6","2.07","1","0.34","2","0.69","1","0.34","2","0.69"
"10818  :  โรงพยาบาลหนองใหญ่","855","13","1.52","2","0.23","5","0.58","1","0.12","5","0.58"
"10819  :  โรงพยาบาลบางละมุง","10,945","194","1.77","52","0.48","60","0.55","43","0.39","39","0.36"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","115","3","2.61","0","0.00","2","1.74","1","0.87","0","0.00"
"10821  :  โรงพยาบาลพานทอง","1,661","23","1.38","6","0.36","7","0.42","3","0.18","7","0.42"
"10822  :  โรงพยาบาลพนัสนิคม","5,131","92","1.79","18","0.35","39","0.76","17","0.33","18","0.35"
"10823  :  โรงพยาบาลแหลมฉบัง","1,160","39","3.36","10","0.86","12","1.03","5","0.43","12","1.03"
"10824  :  โรงพยาบาลเกาะสีชัง","408","16","3.92","4","0.98","6","1.47","4","0.98","2","0.49"
"10825  :  โรงพยาบาลสัตหีบกม10","2,560","27","1.05","4","0.16","9","0.35","9","0.35","5","0.20"
"10826  :  โรงพยาบาลบ่อทอง","269","3","1.12","1","0.37","1","0.37","1","0.37","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","71","5","7.04","1","1.41","3","4.23","0","0.00","1","1.41"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","4","1","25.00","0","0.00","1","25.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","60","11","18.33","3","5.00","6","10.00","0","0.00","2","3.33"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","254","13","5.12","3","1.18","5","1.97","3","1.18","2","0.79"
"28006  :  โรงพยาบาลเกาะจันทร์","90","5","5.56","1","1.11","2","2.22","1","1.11","1","1.11"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","24","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","19","1","5.26","0","0.00","1","5.26","0","0.00","0","0.00"
"10829  :  โรงพยาบาลแกลง","15","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","29","1","3.45","0","0.00","0","0.00","1","3.45","0","0.00"
"10831  :  โรงพยาบาลบ้านค่าย","128","3","2.34","0","0.00","0","0.00","2","1.56","1","0.78"
"10832  :  โรงพยาบาลปลวกแดง","107","1","0.93","0","0.00","0","0.00","0","0.00","1","0.93"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","147","1","0.68","0","0.00","1","0.68","0","0.00","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","55","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
