"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","26","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","306","674","220,261.44","157","51,307.19","158","51,633.99","166","54,248.37","193","63,071.90"
"10752  :  โรงพยาบาลบางบ่อ","0","284","0.00","45","0.00","54","0.00","79","0.00","106","0.00"
"10753  :  โรงพยาบาลบางพลี","378","341","90,211.64","74","19,576.72","76","20,105.82","85","22,486.77","106","28,042.33"
"10754  :  โรงพยาบาลบางจาก","804","254","31,592.04","59","7,338.31","65","8,084.58","52","6,467.66","78","9,701.49"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","10,925","286","2,617.85","89","814.65","65","594.97","55","503.43","77","704.81"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","7,442","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","285","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","12,196","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","366","79","21,584.70","14","3,825.14","10","2,732.24","23","6,284.15","32","8,743.17"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","287","0.00","73","0.00","70","0.00","60","0.00","84","0.00"
"10756  :  โรงพยาบาลบางกรวย","7,059","26","368.32","5","70.83","15","212.49","5","70.83","1","14.17"
"10757  :  โรงพยาบาลบางใหญ่","9,509","198","2,082.24","50","525.82","57","599.43","39","410.14","52","546.85"
"10758  :  โรงพยาบาลบางบัวทอง","5,978","144","2,408.83","39","652.39","38","635.66","27","451.66","40","669.12"
"10759  :  โรงพยาบาลไทรน้อย","14,465","53","366.40","10","69.13","9","62.22","13","89.87","21","145.18"
"10760  :  โรงพยาบาลปากเกร็ด","21,428","100","466.68","35","163.34","29","135.34","23","107.34","13","60.67"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","10,185","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","1,933","37","1,914.12","7","362.13","13","672.53","9","465.60","8","413.86"
"10687  :  โรงพยาบาลปทุมธานี","0","439","0.00","112","0.00","108","0.00","100","0.00","119","0.00"
"10761  :  โรงพยาบาลคลองหลวง","8,366","137","1,637.58","25","298.83","42","502.03","45","537.89","25","298.83"
"10762  :  โรงพยาบาลธัญบุรี","12,754","74","580.21","14","109.77","17","133.29","20","156.81","23","180.34"
"10763  :  โรงพยาบาลประชาธิปัตย์","9,941","20","201.19","5","50.30","2","20.12","7","70.42","6","60.36"
"10764  :  โรงพยาบาลหนองเสือ","5,098","94","1,843.86","15","294.23","26","510.00","28","549.23","25","490.39"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","3,568","78","2,186.10","11","308.30","31","868.83","16","448.43","20","560.54"
"10766  :  โรงพยาบาลลำลูกกา","7","257","3,671,428.57","81","1,157,142.86","58","828,571.43","57","814,285.71","61","871,428.57"
"10767  :  โรงพยาบาลสามโคก","2,451","49","1,999.18","13","530.40","10","408.00","17","693.59","9","367.20"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","276","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","254","0.00","69","0.00","57","0.00","54","0.00","74","0.00"
"10688  :  โรงพยาบาลเสนา","2,309","213","9,224.77","54","2,338.67","60","2,598.53","46","1,992.20","53","2,295.37"
"10768  :  โรงพยาบาลท่าเรือ","11,515","111","963.96","17","147.63","31","269.21","35","303.95","28","243.16"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","125","72","57,600.00","12","9,600.00","25","20,000.00","15","12,000.00","20","16,000.00"
"10770  :  โรงพยาบาลบางไทร","2,947","110","3,732.61","20","678.66","22","746.52","40","1,357.31","28","950.12"
"10771  :  โรงพยาบาลบางบาล","1,472","30","2,038.04","7","475.54","14","951.09","7","475.54","2","135.87"
"10772  :  โรงพยาบาลบางปะอิน","10,439","29","277.80","6","57.48","12","114.95","7","67.06","4","38.32"
"10773  :  โรงพยาบาลบางปะหัน","1,360","141","10,367.65","28","2,058.82","39","2,867.65","35","2,573.53","39","2,867.65"
"10774  :  โรงพยาบาลผักไห่","1,018","41","4,027.50","9","884.09","11","1,080.55","15","1,473.48","6","589.39"
"10775  :  โรงพยาบาลภาชี","5,374","72","1,339.78","18","334.95","13","241.91","17","316.34","24","446.59"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,062","117","5,674.10","33","1,600.39","26","1,260.91","25","1,212.42","33","1,600.39"
"10777  :  โรงพยาบาลวังน้อย","6,003","140","2,332.17","38","633.02","37","616.36","33","549.73","32","533.07"
"10778  :  โรงพยาบาลบางซ้าย","3,006","16","532.27","5","166.33","3","99.80","2","66.53","6","199.60"
"10779  :  โรงพยาบาลอุทัย","1,072","70","6,529.85","16","1,492.54","23","2,145.52","17","1,585.82","14","1,305.97"
"10780  :  โรงพยาบาลมหาราช","1,376","26","1,889.53","8","581.40","5","363.37","10","726.74","3","218.02"
"10781  :  โรงพยาบาลบ้านแพรก","1,120","14","1,250.00","7","625.00","1","89.29","0","0.00","6","535.71"
"10689  :  โรงพยาบาลอ่างทอง","1,073","235","21,901.21","47","4,380.24","88","8,201.30","44","4,100.65","56","5,219.01"
"10782  :  โรงพยาบาลไชโย","2,041","60","2,939.74","13","636.94","23","1,126.90","13","636.94","11","538.95"
"10784  :  โรงพยาบาลป่าโมก","3,673","67","1,824.12","16","435.61","24","653.42","12","326.71","15","408.39"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,600","214","8,230.77","49","1,884.62","64","2,461.54","55","2,115.38","46","1,769.23"
"10786  :  โรงพยาบาลแสวงหา","5,449","85","1,559.92","37","679.02","22","403.74","7","128.46","19","348.69"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","5,892","130","2,206.38","31","526.14","32","543.11","32","543.11","35","594.03"
"10788  :  โรงพยาบาลสามโก้","1,500","60","4,000.00","3","200.00","25","1,666.67","21","1,400.00","11","733.33"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","4","425","10,625,000.00","100","2,500,000.00","122","3,050,000.00","99","2,475,000.00","104","2,600,000.00"
"10691  :  โรงพยาบาลบ้านหมี่","1,911","270","14,128.73","89","4,657.25","64","3,349.03","60","3,139.72","57","2,982.73"
"10789  :  โรงพยาบาลพัฒนานิคม","6,655","303","4,552.97","71","1,066.87","104","1,562.73","65","976.71","63","946.66"
"10790  :  โรงพยาบาลโคกสำโรง","7,259","259","3,567.98","49","675.02","88","1,212.29","67","922.99","55","757.68"
"10791  :  โรงพยาบาลชัยบาดาล","14,187","291","2,051.17","67","472.26","86","606.19","80","563.90","58","408.82"
"10792  :  โรงพยาบาลท่าวุ้ง","3,063","176","5,746.00","36","1,175.32","45","1,469.15","45","1,469.15","50","1,632.39"
"10793  :  โรงพยาบาลท่าหลวง","4,385","103","2,348.92","33","752.57","29","661.35","18","410.49","23","524.52"
"10794  :  โรงพยาบาลสระโบสถ์","7,408","68","917.93","26","350.97","12","161.99","17","229.48","13","175.49"
"10795  :  โรงพยาบาลโคกเจริญ","3,454","101","2,924.15","34","984.37","25","723.80","22","636.94","20","579.04"
"10796  :  โรงพยาบาลลำสนธิ","3,731","40","1,072.10","13","348.43","12","321.63","8","214.42","7","187.62"
"10797  :  โรงพยาบาลหนองม่วง","4,125","245","5,939.39","55","1,333.33","57","1,381.82","56","1,357.58","77","1,866.67"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","8,635","206","2,385.64","50","579.04","40","463.23","49","567.46","67","775.91"
"10693  :  โรงพยาบาลอินทร์บุรี","1,708","172","10,070.26","39","2,283.37","34","1,990.63","45","2,634.66","54","3,161.59"
"10798  :  โรงพยาบาลบางระจัน","3,147","55","1,747.70","21","667.30","17","540.20","7","222.43","10","317.76"
"10799  :  โรงพยาบาลค่ายบางระจัน","4,893","73","1,491.93","17","347.44","14","286.12","13","265.69","29","592.68"
"10800  :  โรงพยาบาลพรหมบุรี","3,832","50","1,304.80","14","365.34","12","313.15","9","234.86","15","391.44"
"10801  :  โรงพยาบาลท่าช้าง","1,960","87","4,438.78","12","612.24","31","1,581.63","20","1,020.41","24","1,224.49"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","446","0.00","100","0.00","119","0.00","92","0.00","135","0.00"
"10802  :  โรงพยาบาลมโนรมย์","3,450","133","3,855.07","24","695.65","37","1,072.46","28","811.59","44","1,275.36"
"10803  :  โรงพยาบาลวัดสิงห์","3,344","61","1,824.16","26","777.51","12","358.85","10","299.04","13","388.76"
"10804  :  โรงพยาบาลสรรพยา","957","225","23,510.97","56","5,851.62","62","6,478.58","56","5,851.62","51","5,329.15"
"10805  :  โรงพยาบาลสรรคบุรี","5,326","195","3,661.28","47","882.46","70","1,314.31","37","694.71","41","769.81"
"10806  :  โรงพยาบาลหันคา","5,740","124","2,160.28","30","522.65","29","505.23","29","505.23","36","627.18"
"27974  :  โรงพยาบาลหนองมะโมง","892","137","15,358.74","25","2,802.69","43","4,820.63","36","4,035.87","33","3,699.55"
"27975  :  โรงพยาบาลเนินขาม","1","14","1,400,000.00","0","0.00","2","200,000.00","7","700,000.00","5","500,000.00"
"10661  :  โรงพยาบาลสระบุรี","0","452","0.00","102","0.00","149","0.00","91","0.00","110","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","297","0.00","73","0.00","58","0.00","77","0.00","89","0.00"
"10807  :  โรงพยาบาลแก่งคอย","12,922","128","990.56","33","255.38","14","108.34","35","270.86","46","355.98"
"10808  :  โรงพยาบาลหนองแค","8,865","155","1,748.45","45","507.61","32","360.97","34","383.53","44","496.33"
"10809  :  โรงพยาบาลวิหารแดง","3,637","185","5,086.61","37","1,017.32","42","1,154.80","57","1,567.23","49","1,347.26"
"10810  :  โรงพยาบาลหนองแซง","3,691","12","325.12","4","108.37","2","54.19","4","108.37","2","54.19"
"10811  :  โรงพยาบาลบ้านหมอ","5,317","192","3,611.06","48","902.76","53","996.80","46","865.15","45","846.34"
"10812  :  โรงพยาบาลดอนพุด","0","205","0.00","46","0.00","56","0.00","46","0.00","57","0.00"
"10813  :  โรงพยาบาลหนองโดน","3,520","20","568.18","3","85.23","8","227.27","5","142.05","4","113.64"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","3,104","23","740.98","4","128.87","4","128.87","7","225.52","8","257.73"
"10815  :  โรงพยาบาลมวกเหล็ก","6,782","144","2,123.27","43","634.03","37","545.56","27","398.11","37","545.56"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","4,827","217","4,495.55","51","1,056.56","51","1,056.56","48","994.41","67","1,388.03"
"11485  :  โรงพยาบาลค่ายอดิศร","22,077","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","561","0.00","125","0.00","148","0.00","139","0.00","149","0.00"
"10817  :  โรงพยาบาลบ้านบึง","21,955","204","929.17","54","245.96","50","227.74","48","218.63","52","236.85"
"10818  :  โรงพยาบาลหนองใหญ่","4,778","86","1,799.92","31","648.81","22","460.44","17","355.80","16","334.87"
"10819  :  โรงพยาบาลบางละมุง","19,522","410","2,100.19","88","450.77","105","537.85","101","517.37","116","594.20"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","2,582","41","1,587.92","17","658.40","19","735.86","3","116.19","2","77.46"
"10821  :  โรงพยาบาลพานทอง","8,276","184","2,223.30","49","592.07","50","604.16","50","604.16","35","422.91"
"10822  :  โรงพยาบาลพนัสนิคม","10,838","525","4,844.07","113","1,042.63","147","1,356.34","120","1,107.22","145","1,337.89"
"10823  :  โรงพยาบาลแหลมฉบัง","63,238","194","306.78","37","58.51","43","68.00","50","79.07","64","101.20"
"10824  :  โรงพยาบาลเกาะสีชัง","2,773","11","396.68","5","180.31","3","108.19","2","72.12","1","36.06"
"10825  :  โรงพยาบาลสัตหีบกม10","29,211","102","349.18","28","95.85","33","112.97","19","65.04","22","75.31"
"10826  :  โรงพยาบาลบ่อทอง","3,341","108","3,232.57","20","598.62","31","927.87","27","808.14","30","897.93"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","9,281","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","2,036","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","77,298","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","30,434","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","5,976","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","4,474","147","3,285.65","37","827.00","39","871.70","33","737.59","38","849.35"
"10663  :  โรงพยาบาลระยอง","0","717","0.00","182","0.00","184","0.00","153","0.00","198","0.00"
