"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","13","1","7.69","0","0.00","0","0.00","1","7.69","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","47","2","4.26","0","0.00","0","0.00","2","4.26","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","22","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","57","2","3.51","0","0.00","0","0.00","1","1.75","1","1.75"
"28785  :  โรงพยาบาลบางเสาธง","28","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","70","1","1.43","0","0.00","1","1.43","0","0.00","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","80","4","5.00","1","1.25","1","1.25","2","2.50","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","910","15","1.65","3","0.33","7","0.77","4","0.44","1","0.11"
"10759  :  โรงพยาบาลไทรน้อย","74","1","1.35","0","0.00","0","0.00","0","0.00","1","1.35"
"10760  :  โรงพยาบาลปากเกร็ด","466","8","1.72","0","0.00","3","0.64","4","0.86","1","0.21"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","3","1","33.33","0","0.00","1","33.33","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","115","1","0.87","0","0.00","0","0.00","1","0.87","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","310","6","1.94","2","0.65","1","0.32","2","0.65","1","0.32"
"10762  :  โรงพยาบาลธัญบุรี","2,784","33","1.19","5","0.18","17","0.61","3","0.11","8","0.29"
"10763  :  โรงพยาบาลประชาธิปัตย์","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","42","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","15","1","6.67","0","0.00","0","0.00","1","6.67","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","71","2","2.82","0","0.00","0","0.00","1","1.41","1","1.41"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","133","5","3.76","2","1.50","0","0.00","0","0.00","3","2.26"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","28","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","258","11","4.26","5","1.94","2","0.78","2","0.78","2","0.78"
"10771  :  โรงพยาบาลบางบาล","14","2","14.29","0","0.00","1","7.14","0","0.00","1","7.14"
"10772  :  โรงพยาบาลบางปะอิน","107","3","2.80","0","0.00","0","0.00","0","0.00","3","2.80"
"10773  :  โรงพยาบาลบางปะหัน","12","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","27","1","3.70","0","0.00","1","3.70","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","521","15","2.88","3","0.58","7","1.34","2","0.38","3","0.58"
"10776  :  โรงพยาบาลลาดบัวหลวง","188","1","0.53","0","0.00","0","0.00","0","0.00","1","0.53"
"10777  :  โรงพยาบาลวังน้อย","11","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","70","4","5.71","0","0.00","3","4.29","1","1.43","0","0.00"
"10779  :  โรงพยาบาลอุทัย","59","5","8.47","4","6.78","0","0.00","1","1.69","0","0.00"
"10780  :  โรงพยาบาลมหาราช","41","1","2.44","0","0.00","0","0.00","0","0.00","1","2.44"
"10781  :  โรงพยาบาลบ้านแพรก","24","2","8.33","1","4.17","1","4.17","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","47","1","2.13","0","0.00","1","2.13","0","0.00","0","0.00"
"10782  :  โรงพยาบาลไชโย","69","5","7.25","3","4.35","1","1.45","1","1.45","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","55","2","3.64","1","1.82","0","0.00","0","0.00","1","1.82"
"10785  :  โรงพยาบาลโพธิ์ทอง","376","8","2.13","5","1.33","2","0.53","1","0.27","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","297","7","2.36","1","0.34","4","1.35","2","0.67","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","125","2","1.60","1","0.80","1","0.80","0","0.00","0","0.00"
"10788  :  โรงพยาบาลสามโก้","97","9","9.28","6","6.19","3","3.09","0","0.00","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","277","7","2.53","1","0.36","1","0.36","3","1.08","2","0.72"
"10790  :  โรงพยาบาลโคกสำโรง","247","9","3.64","4","1.62","3","1.21","0","0.00","2","0.81"
"10791  :  โรงพยาบาลชัยบาดาล","51","5","9.80","1","1.96","0","0.00","3","5.88","1","1.96"
"10792  :  โรงพยาบาลท่าวุ้ง","695","17","2.45","8","1.15","2","0.29","4","0.58","3","0.43"
"10793  :  โรงพยาบาลท่าหลวง","199","11","5.53","6","3.02","2","1.01","1","0.50","2","1.01"
"10794  :  โรงพยาบาลสระโบสถ์","33","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","77","2","2.60","0","0.00","1","1.30","0","0.00","1","1.30"
"10796  :  โรงพยาบาลลำสนธิ","152","2","1.32","0","0.00","1","0.66","0","0.00","1","0.66"
"10797  :  โรงพยาบาลหนองม่วง","159","5","3.14","2","1.26","2","1.26","0","0.00","1","0.63"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","19","1","5.26","1","5.26","0","0.00","0","0.00","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","92","3","3.26","0","0.00","1","1.09","0","0.00","2","2.17"
"10798  :  โรงพยาบาลบางระจัน","273","4","1.47","1","0.37","1","0.37","0","0.00","2","0.73"
"10799  :  โรงพยาบาลค่ายบางระจัน","127","3","2.36","1","0.79","1","0.79","0","0.00","1","0.79"
"10800  :  โรงพยาบาลพรหมบุรี","122","3","2.46","0","0.00","0","0.00","1","0.82","2","1.64"
"10801  :  โรงพยาบาลท่าช้าง","93","3","3.23","0","0.00","2","2.15","1","1.08","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","638","18","2.82","4","0.63","10","1.57","3","0.47","1","0.16"
"10803  :  โรงพยาบาลวัดสิงห์","79","3","3.80","0","0.00","0","0.00","2","2.53","1","1.27"
"10804  :  โรงพยาบาลสรรพยา","240","3","1.25","2","0.83","0","0.00","1","0.42","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","970","22","2.27","5","0.52","8","0.82","5","0.52","4","0.41"
"10806  :  โรงพยาบาลหันคา","438","12","2.74","4","0.91","4","0.91","2","0.46","2","0.46"
"27974  :  โรงพยาบาลหนองมะโมง","160","5","3.13","2","1.25","0","0.00","2","1.25","1","0.63"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","427","23","5.39","10","2.34","5","1.17","4","0.94","4","0.94"
"10808  :  โรงพยาบาลหนองแค","28","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","82","4","4.88","1","1.22","1","1.22","1","1.22","1","1.22"
"10811  :  โรงพยาบาลบ้านหมอ","75","4","5.33","2","2.67","1","1.33","0","0.00","1","1.33"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","303","11","3.63","2","0.66","7","2.31","1","0.33","1","0.33"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","55","3","5.45","0","0.00","1","1.82","2","3.64","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","17","1","5.88","0","0.00","1","5.88","0","0.00","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","156","9","5.77","1","0.64","2","1.28","3","1.92","3","1.92"
"11485  :  โรงพยาบาลค่ายอดิศร","104","5","4.81","1","0.96","0","0.00","2","1.92","2","1.92"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","2,066","26","1.26","10","0.48","6","0.29","4","0.19","6","0.29"
"10818  :  โรงพยาบาลหนองใหญ่","34","2","5.88","1","2.94","0","0.00","1","2.94","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","137","18","13.14","5","3.65","6","4.38","5","3.65","2","1.46"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","112","1","0.89","0","0.00","0","0.00","0","0.00","1","0.89"
"10821  :  โรงพยาบาลพานทอง","67","4","5.97","2","2.99","1","1.49","1","1.49","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","44","1","2.27","0","0.00","1","2.27","0","0.00","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","581","18","3.10","6","1.03","4","0.69","6","1.03","2","0.34"
"10824  :  โรงพยาบาลเกาะสีชัง","287","26","9.06","15","5.23","4","1.39","5","1.74","2","0.70"
"10825  :  โรงพยาบาลสัตหีบกม10","330","8","2.42","4","1.21","2","0.61","0","0.00","2","0.61"
"10826  :  โรงพยาบาลบ่อทอง","20","2","10.00","0","0.00","2","10.00","0","0.00","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","306","10","3.27","3","0.98","3","0.98","2","0.65","2","0.65"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","487","51","10.47","18","3.70","19","3.90","6","1.23","8","1.64"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","460","95","20.65","44","9.57","25","5.43","15","3.26","11","2.39"
"28006  :  โรงพยาบาลเกาะจันทร์","58","2","3.45","1","1.72","1","1.72","0","0.00","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","26","1","3.85","0","0.00","1","3.85","0","0.00","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","201","12","5.97","10","4.98","1","0.50","0","0.00","1","0.50"
"10829  :  โรงพยาบาลแกลง","18","5","27.78","3","16.67","1","5.56","1","5.56","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","132","5","3.79","0","0.00","3","2.27","1","0.76","1","0.76"
"10831  :  โรงพยาบาลบ้านค่าย","698","20","2.87","4","0.57","6","0.86","7","1.00","3","0.43"
"10832  :  โรงพยาบาลปลวกแดง","60","3","5.00","2","3.33","1","1.67","0","0.00","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","17","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","22","1","4.55","0","0.00","0","0.00","0","0.00","1","4.55"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10834  :  โรงพยาบาลขลุง","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
