"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0.00","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","0","0","0.00","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","762","165","21.65","1,824","2","0.11"
"10693  :  โรงพยาบาลอินทร์บุรี","229","17","7.42","455","26","5.71"
"10798  :  โรงพยาบาลบางระจัน","376","149","39.63","867","109","12.57"
"10799  :  โรงพยาบาลค่ายบางระจัน","439","16","3.64","1,069","6","0.56"
"10800  :  โรงพยาบาลพรหมบุรี","418","123","29.43","970","17","1.75"
"10801  :  โรงพยาบาลท่าช้าง","309","106","34.30","751","143","19.04"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","4","0","0.00","6","2","33.33"
"10802  :  โรงพยาบาลมโนรมย์","286","69","24.13","498","1","0.20"
"10803  :  โรงพยาบาลวัดสิงห์","299","10","3.34","677","9","1.33"
"10804  :  โรงพยาบาลสรรพยา","174","77","44.25","410","99","24.15"
"10805  :  โรงพยาบาลสรรคบุรี","468","3","0.64","808","173","21.41"
"10806  :  โรงพยาบาลหันคา","547","6","1.10","772","5","0.65"
"27974  :  โรงพยาบาลหนองมะโมง","53","0","0.00","179","29","16.20"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","0","0","0.00","0","0","0.00"
"10808  :  โรงพยาบาลหนองแค","0","0","0.00","0","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","0","0","0.00","0","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0.00","0","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","0","0","0.00","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0.00","0","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","0","0","0.00","0","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","0.00","0","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","1,437","108","7.52","2,763","81","2.93"
"10818  :  โรงพยาบาลหนองใหญ่","249","71","28.51","625","246","39.36"
"10819  :  โรงพยาบาลบางละมุง","2,040","54","2.65","3,611","46","1.27"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","142","34","23.94","318","65","20.44"
"10821  :  โรงพยาบาลพานทอง","404","73","18.07","815","186","22.82"
"10822  :  โรงพยาบาลพนัสนิคม","785","19","2.42","1,705","434","25.45"
"10823  :  โรงพยาบาลแหลมฉบัง","1,613","461","28.58","2,779","650","23.39"
"10824  :  โรงพยาบาลเกาะสีชัง","286","11","3.85","610","268","43.93"
"10825  :  โรงพยาบาลสัตหีบกม10","795","252","31.70","1,627","603","37.06"
"10826  :  โรงพยาบาลบ่อทอง","195","21","10.77","479","57","11.90"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","150","5","3.33","308","3","0.97"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","356","1","0.28","89","3","3.37"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","49","2","4.08","59","4","6.78"
"28005  :  โรงพยาบาลเมืองพัทยา","900","5","0.56","1,695","13","0.77"
"28006  :  โรงพยาบาลเกาะจันทร์","139","8","5.76","337","21","6.23"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","167","62","37.13","362","130","35.91"
"10828  :  โรงพยาบาลบ้านฉาง","1,021","208","20.37","2,152","679","31.55"
"10829  :  โรงพยาบาลแกลง","275","42","15.27","522","96","18.39"
"10830  :  โรงพยาบาลวังจันทร์","256","119","46.48","513","144","28.07"
"10831  :  โรงพยาบาลบ้านค่าย","315","97","30.79","696","174","25.00"
"10832  :  โรงพยาบาลปลวกแดง","461","120","26.03","853","86","10.08"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","122","43","35.25","293","63","21.50"
"23962  :  โรงพยาบาลนิคมพัฒนา","178","16","8.99","397","63","15.87"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","1","0","0.00","1","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","322","20","6.21","770","77","10.00"
"10837  :  โรงพยาบาลสองพี่น้อง","283","92","32.51","636","242","38.05"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","319","115","36.05","926","361","38.98"
"10839  :  โรงพยาบาลมะขาม","53","31","58.49","163","89","54.60"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","95","19","20.00","227","51","22.47"
"10843  :  โรงพยาบาลนายายอาม","138","41","29.71","336","136","40.48"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","169","29","17.16","468","252","53.85"
"10696  :  โรงพยาบาลตราด","321","116","36.14","714","146","20.45"
"10845  :  โรงพยาบาลคลองใหญ่","402","13","3.23","1,160","262","22.59"
"10846  :  โรงพยาบาลเขาสมิง","285","89","31.23","697","279","40.03"
"10847  :  โรงพยาบาลบ่อไร่","273","92","33.70","688","283","41.13"
"10848  :  โรงพยาบาลแหลมงอบ","257","54","21.01","666","220","33.03"
"10849  :  โรงพยาบาลเกาะกูด","22","1","4.55","62","4","6.45"
"13816  :  โรงพยาบาลเกาะช้าง","57","19","33.33","146","43","29.45"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","234","81","34.62","380","131","34.47"
"10850  :  โรงพยาบาลบางคล้า","854","59","6.91","1,915","498","26.01"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","1","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","176","36","20.45","425","72","16.94"
"10854  :  โรงพยาบาลพนมสารคาม","512","76","14.84","1,125","336","29.87"
"10855  :  โรงพยาบาลสนามชัยเขต","244","2","0.82","564","32","5.67"
"10856  :  โรงพยาบาลแปลงยาว","304","91","29.93","650","137","21.08"
"13747  :  โรงพยาบาลราชสาส์น","433","50","11.55","1,028","120","11.67"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","66","4","6.06","149","25","16.78"
"10857  :  โรงพยาบาลกบินทร์บุรี","464","6","1.29","1,104","44","3.99"
"10858  :  โรงพยาบาลนาดี","324","109","33.64","978","16","1.64"
"10859  :  โรงพยาบาลบ้านสร้าง","251","82","32.67","495","28","5.66"
"10860  :  โรงพยาบาลประจันตคาม","385","93","24.16","865","45","5.20"
"10861  :  โรงพยาบาลศรีมหาโพธิ","348","3","0.86","748","30","4.01"
"10862  :  โรงพยาบาลศรีมโหสถ","372","25","6.72","906","73","8.06"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","192","28","14.58","452","7","1.55"
"10698  :  โรงพยาบาลนครนายก","791","160","20.23","1,551","52","3.35"
"10863  :  โรงพยาบาลปากพลี","170","39","22.94","379","99","26.12"
"10864  :  โรงพยาบาลบ้านนา","478","25","5.23","981","206","21.00"
"10865  :  โรงพยาบาลองครักษ์","218","35","16.06","493","148","30.02"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","18","0","0.00","41","1","2.44"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","80","13","16.25","186","1","0.54"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","416","82","19.71","849","356","41.93"
"10867  :  โรงพยาบาลตาพระยา","273","49","17.95","504","1","0.20"
"10868  :  โรงพยาบาลวังน้ำเย็น","949","153","16.12","1,706","598","35.05"
"10869  :  โรงพยาบาลวัฒนานคร","589","70","11.88","1,321","480","36.34"
"10870  :  โรงพยาบาลอรัญประเทศ","542","45","8.30","1,258","80","6.36"
"13817  :  โรงพยาบาลเขาฉกรรจ์","263","57","21.67","435","132","30.34"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0.00","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0.00","0","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0.00","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0.00","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0.00","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0.00","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0.00","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0.00","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0.00","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0.00","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0.00","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0.00","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0.00","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0.00","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0.00","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0.00","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0.00","0","0","0.00"
