"โรงพยาบาล","รวม","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"B","A","%","A","%","A","%","A","%","A","%"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","2","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","135","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","24","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","14","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","5","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","14","2","14.29","0","0.00","2","14.29","0","0.00","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","3","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","449","6","1.34","1","0.22","2","0.45","1","0.22","2","0.45"
"10760  :  โรงพยาบาลปากเกร็ด","37","1","2.70","0","0.00","0","0.00","0","0.00","1","2.70"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","110","18","16.36","5","4.55","2","1.82","0","0.00","11","10.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","125","2","1.60","2","1.60","0","0.00","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","175","5","2.86","0","0.00","1","0.57","3","1.71","1","0.57"
"10762  :  โรงพยาบาลธัญบุรี","1,105","8","0.72","1","0.09","6","0.54","0","0.00","1","0.09"
"10763  :  โรงพยาบาลประชาธิปัตย์","18","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","130","3","2.31","1","0.77","0","0.00","2","1.54","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","17","2","11.76","0","0.00","1","5.88","0","0.00","1","5.88"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","80","3","3.75","0","0.00","2","2.50","0","0.00","1","1.25"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","35","1","2.86","0","0.00","1","2.86","0","0.00","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","95","4","4.21","0","0.00","0","0.00","0","0.00","4","4.21"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","4","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10770  :  โรงพยาบาลบางไทร","71","4","5.63","2","2.82","0","0.00","0","0.00","2","2.82"
"10771  :  โรงพยาบาลบางบาล","10","1","10.00","0","0.00","1","10.00","0","0.00","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","211","3","1.42","1","0.47","0","0.00","1","0.47","1","0.47"
"10773  :  โรงพยาบาลบางปะหัน","30","1","3.33","0","0.00","1","3.33","0","0.00","0","0.00"
"10774  :  โรงพยาบาลผักไห่","4","1","25.00","1","25.00","0","0.00","0","0.00","0","0.00"
"10775  :  โรงพยาบาลภาชี","343","12","3.50","3","0.87","1","0.29","0","0.00","8","2.33"
"10776  :  โรงพยาบาลลาดบัวหลวง","81","3","3.70","0","0.00","0","0.00","1","1.23","2","2.47"
"10777  :  โรงพยาบาลวังน้อย","198","2","1.01","1","0.51","0","0.00","1","0.51","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","49","3","6.12","1","2.04","0","0.00","2","4.08","0","0.00"
"10779  :  โรงพยาบาลอุทัย","33","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10780  :  โรงพยาบาลมหาราช","33","1","3.03","0","0.00","1","3.03","0","0.00","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","9","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","132","3","2.27","1","0.76","1","0.76","0","0.00","1","0.76"
"10782  :  โรงพยาบาลไชโย","41","1","2.44","0","0.00","0","0.00","0","0.00","1","2.44"
"10784  :  โรงพยาบาลป่าโมก","32","2","6.25","0","0.00","1","3.13","0","0.00","1","3.13"
"10785  :  โรงพยาบาลโพธิ์ทอง","318","7","2.20","2","0.63","4","1.26","0","0.00","1","0.31"
"10786  :  โรงพยาบาลแสวงหา","133","6","4.51","2","1.50","1","0.75","0","0.00","3","2.26"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","47","1","2.13","0","0.00","0","0.00","0","0.00","1","2.13"
"10788  :  โรงพยาบาลสามโก้","137","9","6.57","3","2.19","3","2.19","2","1.46","1","0.73"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","110","10","9.09","0","0.00","4","3.64","2","1.82","4","3.64"
"10789  :  โรงพยาบาลพัฒนานิคม","249","9","3.61","2","0.80","0","0.00","2","0.80","5","2.01"
"10790  :  โรงพยาบาลโคกสำโรง","84","6","7.14","0","0.00","3","3.57","0","0.00","3","3.57"
"10791  :  โรงพยาบาลชัยบาดาล","1","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","144","2","1.39","0","0.00","1","0.69","0","0.00","1","0.69"
"10793  :  โรงพยาบาลท่าหลวง","180","7","3.89","2","1.11","2","1.11","1","0.56","2","1.11"
"10794  :  โรงพยาบาลสระโบสถ์","23","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","55","1","1.82","0","0.00","0","0.00","0","0.00","1","1.82"
"10796  :  โรงพยาบาลลำสนธิ","37","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","552","7","1.27","1","0.18","1","0.18","2","0.36","3","0.54"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","5","1","20.00","0","0.00","0","0.00","1","20.00","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","50","3","6.00","1","2.00","0","0.00","2","4.00","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","73","1","1.37","1","1.37","0","0.00","0","0.00","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","187","2","1.07","0","0.00","0","0.00","2","1.07","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","100","1","1.00","1","1.00","0","0.00","0","0.00","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","6","1","16.67","0","0.00","0","0.00","1","16.67","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","489","7","1.43","2","0.41","1","0.20","3","0.61","1","0.20"
"10803  :  โรงพยาบาลวัดสิงห์","144","1","0.69","1","0.69","0","0.00","0","0.00","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","71","6","8.45","1","1.41","4","5.63","1","1.41","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","103","3","2.91","0","0.00","1","0.97","2","1.94","0","0.00"
"10806  :  โรงพยาบาลหันคา","1,018","9","0.88","3","0.29","4","0.39","2","0.20","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","219","4","1.83","1","0.46","1","0.46","1","0.46","1","0.46"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","130","2","1.54","0","0.00","0","0.00","2","1.54","0","0.00"
"10808  :  โรงพยาบาลหนองแค","30","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","542","13","2.40","2","0.37","5","0.92","4","0.74","2","0.37"
"10810  :  โรงพยาบาลหนองแซง","16","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","63","2","3.17","0","0.00","0","0.00","2","3.17","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","159","9","5.66","1","0.63","3","1.89","4","2.52","1","0.63"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","109","1","0.92","0","0.00","0","0.00","0","0.00","1","0.92"
"10815  :  โรงพยาบาลมวกเหล็ก","119","1","0.84","0","0.00","0","0.00","0","0.00","1","0.84"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","371","16","4.31","4","1.08","7","1.89","2","0.54","3","0.81"
"11485  :  โรงพยาบาลค่ายอดิศร","43","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","630","18","2.86","8","1.27","3","0.48","2","0.32","5","0.79"
"10818  :  โรงพยาบาลหนองใหญ่","188","3","1.60","0","0.00","3","1.60","0","0.00","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","307","17","5.54","8","2.61","4","1.30","1","0.33","4","1.30"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","27","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10821  :  โรงพยาบาลพานทอง","67","4","5.97","2","2.99","1","1.49","0","0.00","1","1.49"
"10822  :  โรงพยาบาลพนัสนิคม","21","2","9.52","1","4.76","0","0.00","1","4.76","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","574","29","5.05","7","1.22","11","1.92","8","1.39","3","0.52"
"10824  :  โรงพยาบาลเกาะสีชัง","481","12","2.49","2","0.42","5","1.04","2","0.42","3","0.62"
"10825  :  โรงพยาบาลสัตหีบกม10","229","6","2.62","3","1.31","1","0.44","2","0.87","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","426","8","1.88","2","0.47","3","0.70","1","0.23","2","0.47"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","31","3","9.68","0","0.00","0","0.00","1","3.23","2","6.45"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","149","6","4.03","0","0.00","0","0.00","1","0.67","5","3.36"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","10","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","141","32","22.70","11","7.80","11","7.80","4","2.84","6","4.26"
"28006  :  โรงพยาบาลเกาะจันทร์","74","3","4.05","1","1.35","1","1.35","0","0.00","1","1.35"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","37","1","2.70","1","2.70","0","0.00","0","0.00","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","224","23","10.27","1","0.45","0","0.00","21","9.38","1","0.45"
"10829  :  โรงพยาบาลแกลง","19","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","70","3","4.29","0","0.00","0","0.00","1","1.43","2","2.86"
"10831  :  โรงพยาบาลบ้านค่าย","663","4","0.60","1","0.15","1","0.15","1","0.15","1","0.15"
"10832  :  โรงพยาบาลปลวกแดง","26","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","55","2","3.64","1","1.82","0","0.00","0","0.00","1","1.82"
"23962  :  โรงพยาบาลนิคมพัฒนา","115","3","2.61","0","0.00","0","0.00","2","1.74","1","0.87"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
