"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","115","64","55.65"
"10753  :  โรงพยาบาลบางพลี","0","3","2","66.67"
"10754  :  โรงพยาบาลบางจาก","0","57","25","43.86"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","0","61","42","68.85"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","25","17","68.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","167","135","80.84"
"10756  :  โรงพยาบาลบางกรวย","0","70","26","37.14"
"10757  :  โรงพยาบาลบางใหญ่","0","19","11","57.89"
"10758  :  โรงพยาบาลบางบัวทอง","0","84","29","34.52"
"10759  :  โรงพยาบาลไทรน้อย","0","99","68","68.69"
"10760  :  โรงพยาบาลปากเกร็ด","0","31","24","77.42"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","2","2","100.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","9","1","11.11"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","0","27","7","25.93"
"10762  :  โรงพยาบาลธัญบุรี","0","469","236","50.32"
"10763  :  โรงพยาบาลประชาธิปัตย์","0","478","301","62.97"
"10764  :  โรงพยาบาลหนองเสือ","0","1","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","0","39","29","74.36"
"10766  :  โรงพยาบาลลำลูกกา","0","776","418","53.87"
"10767  :  โรงพยาบาลสามโคก","0","70","45","64.29"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","82","25","30.49"
"10768  :  โรงพยาบาลท่าเรือ","0","243","185","76.13"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","24","15","62.50"
"10770  :  โรงพยาบาลบางไทร","0","12","4","33.33"
"10771  :  โรงพยาบาลบางบาล","0","65","42","64.62"
"10772  :  โรงพยาบาลบางปะอิน","0","92","37","40.22"
"10773  :  โรงพยาบาลบางปะหัน","0","224","190","84.82"
"10774  :  โรงพยาบาลผักไห่","0","226","115","50.88"
"10775  :  โรงพยาบาลภาชี","0","23","7","30.43"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","57","29","50.88"
"10777  :  โรงพยาบาลวังน้อย","0","99","76","76.77"
"10778  :  โรงพยาบาลบางซ้าย","0","83","41","49.40"
"10779  :  โรงพยาบาลอุทัย","0","10","6","60.00"
"10780  :  โรงพยาบาลมหาราช","0","110","42","38.18"
"10781  :  โรงพยาบาลบ้านแพรก","0","19","10","52.63"
"10689  :  โรงพยาบาลอ่างทอง","17","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","33","3","3","100.00"
"10784  :  โรงพยาบาลป่าโมก","58","3","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","45","1","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","97","1","1","100.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","66","10","7","70.00"
"10788  :  โรงพยาบาลสามโก้","19","1","1","100.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","191","155","81.15"
"10691  :  โรงพยาบาลบ้านหมี่","0","168","138","82.14"
"10789  :  โรงพยาบาลพัฒนานิคม","0","117","56","47.86"
"10790  :  โรงพยาบาลโคกสำโรง","0","106","57","53.77"
"10791  :  โรงพยาบาลชัยบาดาล","0","91","64","70.33"
"10792  :  โรงพยาบาลท่าวุ้ง","0","24","17","70.83"
"10793  :  โรงพยาบาลท่าหลวง","0","3","3","100.00"
"10794  :  โรงพยาบาลสระโบสถ์","0","35","14","40.00"
"10795  :  โรงพยาบาลโคกเจริญ","0","41","26","63.41"
"10796  :  โรงพยาบาลลำสนธิ","0","59","17","28.81"
"10797  :  โรงพยาบาลหนองม่วง","0","156","118","75.64"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","92","20","17","85.00"
"10693  :  โรงพยาบาลอินทร์บุรี","34","7","6","85.71"
"10798  :  โรงพยาบาลบางระจัน","34","5","4","80.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","78","33","25","75.76"
"10800  :  โรงพยาบาลพรหมบุรี","45","2","2","100.00"
"10801  :  โรงพยาบาลท่าช้าง","24","11","9","81.82"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","11","1","9.09"
"10802  :  โรงพยาบาลมโนรมย์","0","74","64","86.49"
"10803  :  โรงพยาบาลวัดสิงห์","0","99","58","58.59"
"10804  :  โรงพยาบาลสรรพยา","0","6","4","66.67"
"10805  :  โรงพยาบาลสรรคบุรี","0","276","180","65.22"
"10806  :  โรงพยาบาลหันคา","0","17","14","82.35"
"27974  :  โรงพยาบาลหนองมะโมง","0","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","12","5","41.67"
"10661  :  โรงพยาบาลสระบุรี","0","66","31","46.97"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","0","78","36","46.15"
"10808  :  โรงพยาบาลหนองแค","0","109","77","70.64"
"10809  :  โรงพยาบาลวิหารแดง","0","73","55","75.34"
"10810  :  โรงพยาบาลหนองแซง","0","46","32","69.57"
"10811  :  โรงพยาบาลบ้านหมอ","0","28","14","50.00"
"10812  :  โรงพยาบาลดอนพุด","0","58","44","75.86"
"10813  :  โรงพยาบาลหนองโดน","0","38","29","76.32"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","279","92","32.97"
"10815  :  โรงพยาบาลมวกเหล็ก","0","122","80","65.57"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","9","6","66.67"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","0","482","159","32.99"
"10818  :  โรงพยาบาลหนองใหญ่","0","86","53","61.63"
"10819  :  โรงพยาบาลบางละมุง","0","25","18","72.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","0","26","12","46.15"
"10821  :  โรงพยาบาลพานทอง","0","196","73","37.24"
"10822  :  โรงพยาบาลพนัสนิคม","0","77","70","90.91"
"10823  :  โรงพยาบาลแหลมฉบัง","0","293","209","71.33"
"10824  :  โรงพยาบาลเกาะสีชัง","0","44","32","72.73"
"10825  :  โรงพยาบาลสัตหีบกม10","0","263","144","54.75"
"10826  :  โรงพยาบาลบ่อทอง","0","147","45","30.61"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","0","128","58","45.31"
"10663  :  โรงพยาบาลระยอง","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","115","10","7","70.00"
"10828  :  โรงพยาบาลบ้านฉาง","395","30","23","76.67"
"10829  :  โรงพยาบาลแกลง","65","8","4","50.00"
"10830  :  โรงพยาบาลวังจันทร์","81","5","4","80.00"
"10831  :  โรงพยาบาลบ้านค่าย","62","17","9","52.94"
"10832  :  โรงพยาบาลปลวกแดง","454","68","43","63.24"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","21","3","1","33.33"
"23962  :  โรงพยาบาลนิคมพัฒนา","59","21","10","47.62"
"10664  :  โรงพยาบาลพระปกเกล้า","0","103","46","44.66"
"10834  :  โรงพยาบาลขลุง","0","112","104","92.86"
"10835  :  โรงพยาบาลท่าใหม่","0","6","3","50.00"
"10836  :  โรงพยาบาลเขาสุกิม","0","28","17","60.71"
"10837  :  โรงพยาบาลสองพี่น้อง","0","46","39","84.78"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","81","40","49.38"
"10839  :  โรงพยาบาลมะขาม","0","89","67","75.28"
"10840  :  โรงพยาบาลแหลมสิงห์","0","112","89","79.46"
"10841  :  โรงพยาบาลสอยดาว","0","156","92","58.97"
"10842  :  โรงพยาบาลแก่งหางแมว","0","117","68","58.12"
"10843  :  โรงพยาบาลนายายอาม","0","234","126","53.85"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","179","151","84.36"
"10696  :  โรงพยาบาลตราด","68","16","11","68.75"
"10845  :  โรงพยาบาลคลองใหญ่","160","29","23","79.31"
"10846  :  โรงพยาบาลเขาสมิง","93","41","31","75.61"
"10847  :  โรงพยาบาลบ่อไร่","106","30","22","73.33"
"10848  :  โรงพยาบาลแหลมงอบ","52","20","14","70.00"
"10849  :  โรงพยาบาลเกาะกูด","22","1","1","100.00"
"13816  :  โรงพยาบาลเกาะช้าง","8","1","1","100.00"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","211","142","67.30"
"10850  :  โรงพยาบาลบางคล้า","0","240","159","66.25"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","24","4","16.67"
"10852  :  โรงพยาบาลบางปะกง","0","119","71","59.66"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","35","18","51.43"
"10854  :  โรงพยาบาลพนมสารคาม","0","221","167","75.57"
"10855  :  โรงพยาบาลสนามชัยเขต","0","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","0","61","37","60.66"
"13747  :  โรงพยาบาลราชสาส์น","0","53","35","66.04"
"31327  :  โรงพยาบาลคลองเขื่อน","0","7","4","57.14"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","254","207","81.50"
"10858  :  โรงพยาบาลนาดี","0","85","65","76.47"
"10859  :  โรงพยาบาลบ้านสร้าง","0","43","41","95.35"
"10860  :  โรงพยาบาลประจันตคาม","0","47","24","51.06"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","37","11","29.73"
"10862  :  โรงพยาบาลศรีมโหสถ","0","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","0","271","212","78.23"
"10863  :  โรงพยาบาลปากพลี","0","6","2","33.33"
"10864  :  โรงพยาบาลบ้านนา","0","119","24","20.17"
"10865  :  โรงพยาบาลองครักษ์","0","196","164","83.67"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","0","169","106","62.72"
"10867  :  โรงพยาบาลตาพระยา","0","186","137","73.66"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","146","99","67.81"
"10869  :  โรงพยาบาลวัฒนานคร","0","76","45","59.21"
"10870  :  โรงพยาบาลอรัญประเทศ","0","44","37","84.09"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","17","7","41.18"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","1","1","100.00"
"10873  :  โรงพยาบาลคง","0","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","175","109","62.29"
"10876  :  โรงพยาบาลโชคชัย","0","1","1","100.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","78","71","91.03"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","64","29","45.31"
"10883  :  โรงพยาบาลปักธงชัย","0","1","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","117","72","61.54"
"10887  :  โรงพยาบาลสูงเนิน","0","211","96","45.50"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","102","20","19.61"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","26","14","53.85"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","59","35","59.32"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","77","44","57.14"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","36","16","44.44"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","46","31","67.39"
"10896  :  โรงพยาบาลกระสัง","0","96","35","36.46"
"10897  :  โรงพยาบาลนางรอง","0","80","41","51.25"
"10898  :  โรงพยาบาลหนองกี่","0","6","2","33.33"
"10899  :  โรงพยาบาลละหานทราย","0","143","91","63.64"
"10900  :  โรงพยาบาลประโคนชัย","0","416","267","64.18"
"10901  :  โรงพยาบาลบ้านกรวด","0","280","213","76.07"
"10902  :  โรงพยาบาลพุทไธสง","0","104","66","63.46"
"10904  :  โรงพยาบาลลำปลายมาศ","0","1","0","0.00"
"10905  :  โรงพยาบาลสตึก","0","309","156","50.49"
"10906  :  โรงพยาบาลปะคำ","0","66","32","48.48"
"10907  :  โรงพยาบาลนาโพธิ์","0","208","100","48.08"
"10908  :  โรงพยาบาลหนองหงส์","0","180","115","63.89"
"10909  :  โรงพยาบาลพลับพลาชัย","0","52","26","50.00"
"10910  :  โรงพยาบาลห้วยราช","0","16","8","50.00"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","29","21","72.41"
"10912  :  โรงพยาบาลชำนิ","0","6","5","83.33"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","5","4","80.00"
"10914  :  โรงพยาบาลโนนดินแดง","0","25","13","52.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","89","89","100.00"
"23578  :  โรงพยาบาลแคนดง","0","20","14","70.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","22","17","77.27"
"10668  :  โรงพยาบาลสุรินทร์","2","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","112","38","26","68.42"
"10916  :  โรงพยาบาลท่าตูม","271","73","72","98.63"
"10917  :  โรงพยาบาลจอมพระ","114","19","8","42.11"
"10918  :  โรงพยาบาลปราสาท","158","49","32","65.31"
"10919  :  โรงพยาบาลกาบเชิง","135","79","32","40.51"
"10920  :  โรงพยาบาลรัตนบุรี","177","10","3","30.00"
"10921  :  โรงพยาบาลสนม","71","3","1","33.33"
"10922  :  โรงพยาบาลศีขรภูมิ","172","69","28","40.58"
"10923  :  โรงพยาบาลสังขะ","127","67","44","65.67"
"10924  :  โรงพยาบาลลำดวน","83","54","45","83.33"
"10925  :  โรงพยาบาลสำโรงทาบ","119","5","3","60.00"
"10926  :  โรงพยาบาลบัวเชด","127","7","4","57.14"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","7","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","42","19","14","73.68"
"27842  :  โรงพยาบาลเขวาสินรินทร์","40","4","3","75.00"
"27843  :  โรงพยาบาลศรีณรงค์","60","7","5","71.43"
"27844  :  โรงพยาบาลโนนนารายณ์","39","4","3","75.00"
"10700  :  โรงพยาบาลศรีสะเกษ","0","0","0","0.00"
"10927  :  โรงพยาบาลยางชุมน้อย","0","109","101","92.66"
