"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","342","0.00","123","0.00","159","0.00","60","0.00","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","137","0.00","51","0.00","61","0.00","25","0.00","0","0.00"
"10753  :  โรงพยาบาลบางพลี","15","149","993,333.33","76","506,666.67","73","486,666.67","0","0.00","0","0.00"
"10754  :  โรงพยาบาลบางจาก","13,576","195","1,436.36","74","545.08","91","670.30","30","220.98","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","11,369","26","228.69","15","131.94","9","79.16","2","17.59","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","7,425","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","9,174","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","2,573","46","1,787.80","17","660.71","21","816.17","8","310.92","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","141","0.00","64","0.00","57","0.00","20","0.00","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","5,582","16","286.64","7","125.40","5","89.57","4","71.66","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","9,166","146","1,592.84","59","643.68","59","643.68","28","305.48","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","5,904","36","609.76","13","220.19","11","186.31","12","203.25","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","13,911","42","301.92","12","86.26","21","150.96","9","64.70","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","13,179","17","128.99","11","83.47","5","37.94","1","7.59","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","45","0.00","30","0.00","0","0.00","15","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","848","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","4,224","2","47.35","1","23.67","1","23.67","0","0.00","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","223","0.00","98","0.00","100","0.00","25","0.00","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","4,475","28","625.70","14","312.85","13","290.50","1","22.35","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","10,635","83","780.44","33","310.30","26","244.48","24","225.67","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","7,268","23","316.46","11","151.35","8","110.07","4","55.04","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","4,593","96","2,090.14","35","762.03","40","870.89","21","457.22","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","3,983","33","828.52","15","376.60","16","401.71","2","50.21","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","132","0.00","51","0.00","45","0.00","36","0.00","0","0.00"
"10767  :  โรงพยาบาลสามโคก","2,299","8","347.98","3","130.49","3","130.49","2","86.99","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","90","0.00","30","0.00","44","0.00","16","0.00","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","123","0.00","54","0.00","36","0.00","33","0.00","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","8,620","52","603.25","22","255.22","25","290.02","5","58.00","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,697","28","1,649.97","14","824.99","12","707.13","2","117.86","0","0.00"
"10770  :  โรงพยาบาลบางไทร","3,297","97","2,942.07","46","1,395.21","32","970.58","19","576.28","0","0.00"
"10771  :  โรงพยาบาลบางบาล","1,482","13","877.19","3","202.43","7","472.33","3","202.43","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","7,296","29","397.48","10","137.06","13","178.18","6","82.24","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","1,254","75","5,980.86","27","2,153.11","29","2,312.60","19","1,515.15","0","0.00"
"10774  :  โรงพยาบาลผักไห่","884","41","4,638.01","18","2,036.20","17","1,923.08","6","678.73","0","0.00"
"10775  :  โรงพยาบาลภาชี","4,887","25","511.56","13","266.01","12","245.55","0","0.00","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,002","35","1,748.25","9","449.55","22","1,098.90","4","199.80","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","6,639","87","1,310.44","30","451.88","37","557.31","20","301.25","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","3,019","9","298.11","5","165.62","2","66.25","2","66.25","0","0.00"
"10779  :  โรงพยาบาลอุทัย","534","47","8,801.50","12","2,247.19","24","4,494.38","11","2,059.93","0","0.00"
"10780  :  โรงพยาบาลมหาราช","1,134","19","1,675.49","5","440.92","9","793.65","5","440.92","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","1,164","5","429.55","0","0.00","3","257.73","2","171.82","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","929","110","11,840.69","50","5,382.13","40","4,305.71","20","2,152.85","0","0.00"
"10782  :  โรงพยาบาลไชโย","1,986","56","2,819.74","14","704.93","27","1,359.52","15","755.29","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","3,900","13","333.33","6","153.85","5","128.21","2","51.28","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,481","90","3,627.57","36","1,451.03","34","1,370.42","20","806.13","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","5,303","12","226.29","5","94.29","5","94.29","2","37.71","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","5,421","46","848.55","19","350.49","21","387.38","6","110.68","0","0.00"
"10788  :  โรงพยาบาลสามโก้","1,432","27","1,885.47","9","628.49","8","558.66","10","698.32","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","269","0.00","96","0.00","107","0.00","66","0.00","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","59","0.00","20","0.00","29","0.00","10","0.00","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","6,518","120","1,841.06","38","583.00","55","843.82","27","414.24","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","6,123","139","2,270.13","56","914.58","50","816.59","33","538.95","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","9,903","192","1,938.81","79","797.74","79","797.74","34","343.33","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","3,083","109","3,535.52","40","1,297.44","49","1,589.36","20","648.72","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","4,973","51","1,025.54","18","361.95","23","462.50","10","201.09","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","6,828","21","307.56","10","146.46","11","161.10","0","0.00","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","3,890","30","771.21","18","462.72","9","231.36","3","77.12","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","3,874","50","1,290.66","20","516.26","17","438.82","13","335.57","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","3,987","94","2,357.66","30","752.45","40","1,003.26","24","601.96","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","8,083","105","1,299.02","41","507.24","36","445.38","28","346.41","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","1,865","88","4,718.50","34","1,823.06","34","1,823.06","20","1,072.39","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","3,219","13","403.85","5","155.33","4","124.26","4","124.26","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","4,582","43","938.45","16","349.19","22","480.14","5","109.12","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","3,683","19","515.88","7","190.06","9","244.37","3","81.46","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","2,050","27","1,317.07","11","536.59","15","731.71","1","48.78","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","400","0.00","122","0.00","179","0.00","99","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","3,452","68","1,969.87","23","666.28","27","782.16","18","521.44","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","3,136","49","1,562.50","15","478.32","20","637.76","14","446.43","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","1,798","74","4,115.68","24","1,334.82","31","1,724.14","19","1,056.73","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","5,041","134","2,658.20","33","654.63","61","1,210.08","40","793.49","0","0.00"
"10806  :  โรงพยาบาลหันคา","5,395","49","908.25","18","333.64","19","352.18","12","222.43","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","871","56","6,429.39","25","2,870.26","19","2,181.40","12","1,377.73","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","9","0.00","4","0.00","4","0.00","1","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","215","0.00","83","0.00","95","0.00","37","0.00","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","69","6,900,000.00","26","2,600,000.00","31","3,100,000.00","12","1,200,000.00","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","11,350","113","995.59","54","475.77","44","387.67","15","132.16","0","0.00"
"10808  :  โรงพยาบาลหนองแค","2,237","30","1,341.08","11","491.73","15","670.54","4","178.81","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","4","102","2,550,000.00","35","875,000.00","50","1,250,000.00","17","425,000.00","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","2,915","8","274.44","1","34.31","5","171.53","2","68.61","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","4,505","65","1,442.84","21","466.15","28","621.53","16","355.16","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","27","0.00","20","0.00","5","0.00","2","0.00","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","3,243","3","92.51","1","30.84","2","61.67","0","0.00","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","2,262","24","1,061.01","8","353.67","14","618.92","2","88.42","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","5,565","118","2,120.40","43","772.69","45","808.63","30","539.08","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","3,201","71","2,218.06","23","718.53","33","1,030.93","15","468.60","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","5,051","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","207","0.00","76","0.00","85","0.00","46","0.00","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","23,249","98","421.52","31","133.34","38","163.45","29","124.74","0","0.00"
"10818  :  โรงพยาบาลหนองใหญ่","5,204","40","768.64","15","288.24","17","326.67","8","153.73","0","0.00"
"10819  :  โรงพยาบาลบางละมุง","19,594","174","888.03","65","331.73","81","413.39","28","142.90","0","0.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","2,327","24","1,031.37","11","472.71","11","472.71","2","85.95","0","0.00"
"10821  :  โรงพยาบาลพานทอง","7,829","89","1,136.80","38","485.37","32","408.74","19","242.69","0","0.00"
"10822  :  โรงพยาบาลพนัสนิคม","10,561","169","1,600.23","65","615.47","63","596.53","41","388.22","0","0.00"
"10823  :  โรงพยาบาลแหลมฉบัง","62,766","88","140.20","41","65.32","36","57.36","11","17.53","0","0.00"
"10824  :  โรงพยาบาลเกาะสีชัง","2,437","3","123.10","2","82.07","1","41.03","0","0.00","0","0.00"
"10825  :  โรงพยาบาลสัตหีบกม10","23,434","63","268.84","21","89.61","26","110.95","16","68.28","0","0.00"
"10826  :  โรงพยาบาลบ่อทอง","4,419","105","2,376.10","37","837.29","52","1,176.74","16","362.07","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","12,872","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","71,270","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","1","0.00","1","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","11,681","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","25,454","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","3,713","87","2,343.12","34","915.70","30","807.97","23","619.45","0","0.00"
"10663  :  โรงพยาบาลระยอง","0","348","0.00","160","0.00","132","0.00","56","0.00","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,869","64","3,424.29","15","802.57","36","1,926.16","13","695.56","0","0.00"
"10828  :  โรงพยาบาลบ้านฉาง","19,841","112","564.49","60","302.40","34","171.36","18","90.72","0","0.00"
"10829  :  โรงพยาบาลแกลง","3,772","259","6,866.38","91","2,412.51","105","2,783.67","63","1,670.20","0","0.00"
