"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","479","498","103,966.60","99","20,668.06","130","27,139.87","108","22,546.97","161","33,611.69"
"10752  :  โรงพยาบาลบางบ่อ","0","232","0.00","60","0.00","70","0.00","48","0.00","54","0.00"
"10753  :  โรงพยาบาลบางพลี","12,575","530","4,214.71","136","1,081.51","164","1,304.17","114","906.56","116","922.47"
"10754  :  โรงพยาบาลบางจาก","6","160","2,666,666.67","38","633,333.33","34","566,666.67","37","616,666.67","51","850,000.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","12,606","225","1,784.86","53","420.43","68","539.43","60","475.96","44","349.04"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","18,277","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","256","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","12,005","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","24","0.00","4","0.00","13","0.00","5","0.00","2","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","206","0.00","60","0.00","61","0.00","40","0.00","45","0.00"
"10756  :  โรงพยาบาลบางกรวย","4,408","33","748.64","7","158.80","6","136.12","6","136.12","14","317.60"
"10757  :  โรงพยาบาลบางใหญ่","11,922","106","889.11","16","134.21","23","192.92","23","192.92","44","369.07"
"10758  :  โรงพยาบาลบางบัวทอง","5,768","206","3,571.43","55","953.54","52","901.53","47","814.84","52","901.53"
"10759  :  โรงพยาบาลไทรน้อย","16,821","48","285.36","11","65.39","17","101.06","4","23.78","16","95.12"
"10760  :  โรงพยาบาลปากเกร็ด","19,106","137","717.05","40","209.36","34","177.95","30","157.02","33","172.72"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","439","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","17,348","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","1,072","8","746.27","1","93.28","2","186.57","3","279.85","2","186.57"
"10687  :  โรงพยาบาลปทุมธานี","164","248","151,219.51","67","40,853.66","59","35,975.61","38","23,170.73","84","51,219.51"
"10761  :  โรงพยาบาลคลองหลวง","8,555","64","748.10","8","93.51","28","327.29","16","187.03","12","140.27"
"10762  :  โรงพยาบาลธัญบุรี","22,517","79","350.85","16","71.06","23","102.15","22","97.70","18","79.94"
"10763  :  โรงพยาบาลประชาธิปัตย์","11,718","26","221.88","3","25.60","14","119.47","4","34.14","5","42.67"
"10764  :  โรงพยาบาลหนองเสือ","4,899","68","1,388.04","17","347.01","28","571.55","11","224.54","12","244.95"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","4,002","156","3,898.05","34","849.58","46","1,149.43","29","724.64","47","1,174.41"
"10766  :  โรงพยาบาลลำลูกกา","11","454","4,127,272.73","107","972,727.27","115","1,045,454.55","116","1,054,545.45","116","1,054,545.45"
"10767  :  โรงพยาบาลสามโคก","3,523","22","624.47","4","113.54","8","227.08","2","56.77","8","227.08"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","284","0.00","37","0.00","95","0.00","69","0.00","83","0.00"
"10688  :  โรงพยาบาลเสนา","2,438","288","11,812.96","80","3,281.38","65","2,666.12","60","2,461.03","83","3,404.43"
"10768  :  โรงพยาบาลท่าเรือ","11,950","70","585.77","17","142.26","12","100.42","24","200.84","17","142.26"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","107","0.00","35","0.00","30","0.00","22","0.00","20","0.00"
"10770  :  โรงพยาบาลบางไทร","2,857","81","2,835.14","18","630.03","18","630.03","19","665.03","26","910.05"
"10771  :  โรงพยาบาลบางบาล","1,436","35","2,437.33","14","974.93","11","766.02","4","278.55","6","417.83"
"10772  :  โรงพยาบาลบางปะอิน","10,253","40","390.13","6","58.52","14","136.55","8","78.03","12","117.04"
"10773  :  โรงพยาบาลบางปะหัน","1,302","89","6,835.64","24","1,843.32","14","1,075.27","17","1,305.68","34","2,611.37"
"10774  :  โรงพยาบาลผักไห่","1,003","38","3,788.63","8","797.61","12","1,196.41","7","697.91","11","1,096.71"
"10775  :  โรงพยาบาลภาชี","5,165","28","542.11","9","174.25","6","116.17","4","77.44","9","174.25"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,038","117","5,740.92","51","2,502.45","34","1,668.30","13","637.88","19","932.29"
"10777  :  โรงพยาบาลวังน้อย","5,919","89","1,503.63","19","321.00","21","354.79","17","287.21","32","540.63"
"10778  :  โรงพยาบาลบางซ้าย","3,262","11","337.22","4","122.62","5","153.28","1","30.66","1","30.66"
"10779  :  โรงพยาบาลอุทัย","1,057","33","3,122.04","5","473.04","11","1,040.68","7","662.25","10","946.07"
"10780  :  โรงพยาบาลมหาราช","1,218","31","2,545.16","4","328.41","6","492.61","8","656.81","13","1,067.32"
"10781  :  โรงพยาบาลบ้านแพรก","1,097","17","1,549.68","4","364.63","2","182.32","4","364.63","7","638.10"
"10689  :  โรงพยาบาลอ่างทอง","1,047","131","12,511.94","27","2,578.80","31","2,960.84","30","2,865.33","43","4,106.97"
"10782  :  โรงพยาบาลไชโย","1,980","24","1,212.12","12","606.06","6","303.03","2","101.01","4","202.02"
"10784  :  โรงพยาบาลป่าโมก","3,616","369","10,204.65","102","2,820.80","98","2,710.18","102","2,820.80","67","1,852.88"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,524","123","4,873.22","32","1,267.83","29","1,148.97","26","1,030.11","36","1,426.31"
"10786  :  โรงพยาบาลแสวงหา","5,295","111","2,096.32","27","509.92","37","698.77","24","453.26","23","434.37"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","5,751","60","1,043.30","18","312.99","12","208.66","8","139.11","22","382.54"
"10788  :  โรงพยาบาลสามโก้","1,450","73","5,034.48","14","965.52","28","1,931.03","18","1,241.38","13","896.55"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","6","454","7,566,666.67","110","1,833,333.33","131","2,183,333.33","109","1,816,666.67","104","1,733,333.33"
"10691  :  โรงพยาบาลบ้านหมี่","1,930","231","11,968.91","43","2,227.98","72","3,730.57","52","2,694.30","64","3,316.06"
"10789  :  โรงพยาบาลพัฒนานิคม","6,959","244","3,506.25","74","1,063.37","63","905.30","62","890.93","45","646.64"
"10790  :  โรงพยาบาลโคกสำโรง","7,544","300","3,976.67","72","954.40","79","1,047.19","73","967.66","76","1,007.42"
"10791  :  โรงพยาบาลชัยบาดาล","13,818","301","2,178.32","68","492.11","102","738.17","59","426.98","72","521.06"
"10792  :  โรงพยาบาลท่าวุ้ง","3,160","92","2,911.39","20","632.91","29","917.72","16","506.33","27","854.43"
"10793  :  โรงพยาบาลท่าหลวง","4,462","167","3,742.72","54","1,210.22","57","1,277.45","35","784.40","21","470.64"
"10794  :  โรงพยาบาลสระโบสถ์","7,113","126","1,771.40","33","463.94","39","548.29","26","365.53","28","393.65"
"10795  :  โรงพยาบาลโคกเจริญ","3,738","101","2,701.98","16","428.04","40","1,070.09","24","642.05","21","561.80"
"10796  :  โรงพยาบาลลำสนธิ","3,744","16","427.35","3","80.13","4","106.84","3","80.13","6","160.26"
"10797  :  โรงพยาบาลหนองม่วง","3,882","130","3,348.79","41","1,056.16","35","901.60","18","463.68","36","927.36"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","8,660","198","2,286.37","40","461.89","49","565.82","48","554.27","61","704.39"
"10693  :  โรงพยาบาลอินทร์บุรี","1,740","128","7,356.32","34","1,954.02","41","2,356.32","29","1,666.67","24","1,379.31"
"10798  :  โรงพยาบาลบางระจัน","3,248","71","2,185.96","25","769.70","23","708.13","12","369.46","11","338.67"
"10799  :  โรงพยาบาลค่ายบางระจัน","5,033","118","2,344.53","41","814.62","25","496.72","26","516.59","26","516.59"
"10800  :  โรงพยาบาลพรหมบุรี","3,685","89","2,415.20","25","678.43","23","624.15","21","569.88","20","542.74"
"10801  :  โรงพยาบาลท่าช้าง","2,508","44","1,754.39","10","398.72","11","438.60","9","358.85","14","558.21"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","89","282","316,853.93","214","240,449.44","68","76,404.49","0","0.00","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","3,594","38","1,057.32","27","751.25","11","306.07","0","0.00","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","4,180","25","598.09","23","550.24","2","47.85","0","0.00","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","1,877","95","5,061.27","67","3,569.53","28","1,491.74","0","0.00","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","5,653","93","1,645.14","71","1,255.97","22","389.17","0","0.00","0","0.00"
"10806  :  โรงพยาบาลหันคา","5,869","29","494.12","25","425.97","4","68.15","0","0.00","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","991","21","2,119.07","17","1,715.44","4","403.63","0","0.00","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","1","6","600,000.00","5","500,000.00","1","100,000.00","0","0.00","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","31,044","333","1,072.67","83","267.36","80","257.70","68","219.04","102","328.57"
"10695  :  โรงพยาบาลพระพุทธบาท","0","377","0.00","116","0.00","88","0.00","74","0.00","99","0.00"
"10807  :  โรงพยาบาลแก่งคอย","7,366","74","1,004.62","24","325.82","26","352.97","12","162.91","12","162.91"
"10808  :  โรงพยาบาลหนองแค","10,756","66","613.61","23","213.83","18","167.35","14","130.16","11","102.27"
"10809  :  โรงพยาบาลวิหารแดง","4,141","200","4,829.75","51","1,231.59","48","1,159.14","45","1,086.69","56","1,352.33"
"10810  :  โรงพยาบาลหนองแซง","3,585","23","641.56","7","195.26","2","55.79","7","195.26","7","195.26"
"10811  :  โรงพยาบาลบ้านหมอ","5,323","251","4,715.39","76","1,427.77","61","1,145.97","54","1,014.47","60","1,127.18"
"10812  :  โรงพยาบาลดอนพุด","0","51","0.00","26","0.00","11","0.00","4","0.00","10","0.00"
"10813  :  โรงพยาบาลหนองโดน","4,076","31","760.55","10","245.34","6","147.20","8","196.27","7","171.74"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","5,139","28","544.85","5","97.30","12","233.51","4","77.84","7","136.21"
"10815  :  โรงพยาบาลมวกเหล็ก","5,865","110","1,875.53","31","528.56","29","494.46","27","460.36","23","392.16"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","14,531","172","1,183.68","49","337.21","42","289.04","36","247.75","45","309.68"
"11485  :  โรงพยาบาลค่ายอดิศร","17,223","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","249","0.00","59","0.00","55","0.00","53","0.00","82","0.00"
"10817  :  โรงพยาบาลบ้านบึง","16,406","198","1,206.88","61","371.82","33","201.15","65","396.20","39","237.72"
"10818  :  โรงพยาบาลหนองใหญ่","4,782","83","1,735.68","16","334.59","18","376.41","19","397.32","30","627.35"
"10819  :  โรงพยาบาลบางละมุง","29,196","490","1,678.31","126","431.57","123","421.29","111","380.19","130","445.27"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","2,731","35","1,281.58","2","73.23","15","549.25","8","292.93","10","366.17"
"10821  :  โรงพยาบาลพานทอง","7,863","175","2,225.61","37","470.56","33","419.69","43","546.87","62","788.50"
"10822  :  โรงพยาบาลพนัสนิคม","10,974","305","2,779.30","83","756.33","107","975.03","57","519.41","58","528.52"
"10823  :  โรงพยาบาลแหลมฉบัง","49,123","115","234.11","32","65.14","31","63.11","20","40.71","32","65.14"
"10824  :  โรงพยาบาลเกาะสีชัง","2,767","10","361.40","3","108.42","5","180.70","0","0.00","2","72.28"
"10825  :  โรงพยาบาลสัตหีบกม10","27,874","59","211.67","13","46.64","17","60.99","18","64.58","11","39.46"
"10826  :  โรงพยาบาลบ่อทอง","3,464","82","2,367.21","23","663.97","21","606.24","8","230.95","30","866.05"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","7,156","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","7,439","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","26,894","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","11,537","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","4,559","101","2,215.40","11","241.28","17","372.89","25","548.37","48","1,052.86"
"10663  :  โรงพยาบาลระยอง","0","393","0.00","98","0.00","98","0.00","92","0.00","105","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","4,990","17","340.68","5","100.20","3","60.12","5","100.20","4","80.16"
