"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน","A","อัตราต่อแสน"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","589","0.00","141","0.00","160","0.00","128","0.00","160","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","335","0.00","82","0.00","95","0.00","68","0.00","90","0.00"
"10753  :  โรงพยาบาลบางพลี","0","317","0.00","91","0.00","85","0.00","68","0.00","73","0.00"
"10754  :  โรงพยาบาลบางจาก","9,862","274","2,778.34","68","689.52","71","719.94","61","618.54","74","750.35"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","11,002","339","3,081.26","82","745.32","119","1,081.62","66","599.89","72","654.43"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","6,847","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","9,356","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","2,192","63","2,874.09","20","912.41","19","866.79","13","593.07","11","501.82"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","306","0.00","82","0.00","86","0.00","66","0.00","72","0.00"
"10756  :  โรงพยาบาลบางกรวย","5,191","37","712.77","11","211.91","8","154.11","4","77.06","14","269.70"
"10757  :  โรงพยาบาลบางใหญ่","8,702","231","2,654.56","77","884.85","68","781.43","41","471.16","45","517.12"
"10758  :  โรงพยาบาลบางบัวทอง","5,523","180","3,259.10","63","1,140.68","40","724.24","33","597.50","44","796.67"
"10759  :  โรงพยาบาลไทรน้อย","11,291","98","867.95","26","230.27","26","230.27","25","221.42","21","185.99"
"10760  :  โรงพยาบาลปากเกร็ด","12,807","52","406.03","16","124.93","15","117.12","8","62.47","13","101.51"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","133","0.00","0","0.00","40","0.00","51","0.00","42","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","431","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","4,275","20","467.84","7","163.74","9","210.53","2","46.78","2","46.78"
"10687  :  โรงพยาบาลปทุมธานี","0","407","0.00","110","0.00","121","0.00","73","0.00","103","0.00"
"10761  :  โรงพยาบาลคลองหลวง","4,687","96","2,048.22","35","746.75","18","384.04","21","448.05","22","469.38"
"10762  :  โรงพยาบาลธัญบุรี","10,166","122","1,200.08","35","344.28","30","295.10","26","255.75","31","304.94"
"10763  :  โรงพยาบาลประชาธิปัตย์","8,675","35","403.46","10","115.27","6","69.16","8","92.22","11","126.80"
"10764  :  โรงพยาบาลหนองเสือ","4,572","131","2,865.27","38","831.15","38","831.15","28","612.42","27","590.55"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","3,478","121","3,479.01","40","1,150.09","29","833.81","27","776.31","25","718.80"
"10766  :  โรงพยาบาลลำลูกกา","0","245","0.00","62","0.00","85","0.00","37","0.00","61","0.00"
"10767  :  โรงพยาบาลสามโคก","2,244","37","1,648.84","9","401.07","13","579.32","7","311.94","8","356.51"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","146","0.00","44","0.00","61","0.00","17","0.00","24","0.00"
"10688  :  โรงพยาบาลเสนา","873","430","49,255.44","105","12,027.49","125","14,318.44","98","11,225.66","102","11,683.85"
"10768  :  โรงพยาบาลท่าเรือ","8,911","125","1,402.76","35","392.77","38","426.44","33","370.33","19","213.22"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","1,932","46","2,380.95","16","828.16","11","569.36","9","465.84","10","517.60"
"10770  :  โรงพยาบาลบางไทร","3,262","152","4,659.72","47","1,440.83","31","950.34","33","1,011.65","41","1,256.90"
"10771  :  โรงพยาบาลบางบาล","1,440","30","2,083.33","12","833.33","9","625.00","2","138.89","7","486.11"
"10772  :  โรงพยาบาลบางปะอิน","8,569","50","583.50","9","105.03","18","210.06","13","151.71","10","116.70"
"10773  :  โรงพยาบาลบางปะหัน","1,362","123","9,030.84","27","1,982.38","44","3,230.54","24","1,762.11","28","2,055.80"
"10774  :  โรงพยาบาลผักไห่","1,002","24","2,395.21","15","1,497.01","3","299.40","3","299.40","3","299.40"
"10775  :  โรงพยาบาลภาชี","4,836","51","1,054.59","12","248.14","20","413.56","12","248.14","7","144.75"
"10776  :  โรงพยาบาลลาดบัวหลวง","1,952","32","1,639.34","11","563.52","12","614.75","5","256.15","4","204.92"
"10777  :  โรงพยาบาลวังน้อย","5,567","133","2,389.08","46","826.30","38","682.59","21","377.22","28","502.96"
"10778  :  โรงพยาบาลบางซ้าย","2,964","21","708.50","7","236.17","2","67.48","5","168.69","7","236.17"
"10779  :  โรงพยาบาลอุทัย","708","87","12,288.14","22","3,107.34","22","3,107.34","15","2,118.64","28","3,954.80"
"10780  :  โรงพยาบาลมหาราช","1,113","43","3,863.43","11","988.32","13","1,168.01","9","808.63","10","898.47"
"10781  :  โรงพยาบาลบ้านแพรก","1,102","17","1,542.65","3","272.23","7","635.21","4","362.98","3","272.23"
"10689  :  โรงพยาบาลอ่างทอง","954","232","24,318.66","79","8,280.92","66","6,918.24","34","3,563.94","53","5,555.56"
"10782  :  โรงพยาบาลไชโย","2,027","44","2,170.70","16","789.34","12","592.01","9","444.01","7","345.34"
"10784  :  โรงพยาบาลป่าโมก","3,705","39","1,052.63","15","404.86","12","323.89","6","161.94","6","161.94"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,521","193","7,655.69","62","2,459.34","51","2,023.01","42","1,666.01","38","1,507.34"
"10786  :  โรงพยาบาลแสวงหา","5,094","51","1,001.18","11","215.94","23","451.51","7","137.42","10","196.31"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","5,285","218","4,124.88","53","1,002.84","66","1,248.82","54","1,021.76","45","851.47"
"10788  :  โรงพยาบาลสามโก้","1,469","84","5,718.18","19","1,293.40","16","1,089.18","26","1,769.91","23","1,565.69"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","663","0.00","168","0.00","182","0.00","156","0.00","157","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","183","0.00","55","0.00","69","0.00","32","0.00","27","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","6,024","173","2,871.85","51","846.61","47","780.21","28","464.81","47","780.21"
"10790  :  โรงพยาบาลโคกสำโรง","5,896","232","3,934.87","72","1,221.17","57","966.76","33","559.70","70","1,187.25"
"10791  :  โรงพยาบาลชัยบาดาล","9,350","428","4,577.54","94","1,005.35","153","1,636.36","93","994.65","88","941.18"
"10792  :  โรงพยาบาลท่าวุ้ง","2,695","181","6,716.14","48","1,781.08","56","2,077.92","35","1,298.70","42","1,558.44"
"10793  :  โรงพยาบาลท่าหลวง","4,455","99","2,222.22","26","583.61","50","1,122.33","11","246.91","12","269.36"
"10794  :  โรงพยาบาลสระโบสถ์","6,684","124","1,855.18","34","508.68","41","613.41","23","344.11","26","388.99"
"10795  :  โรงพยาบาลโคกเจริญ","3,207","74","2,307.45","20","623.64","31","966.64","6","187.09","17","530.09"
"10796  :  โรงพยาบาลลำสนธิ","3,911","123","3,144.98","26","664.79","51","1,304.01","30","767.07","16","409.10"
"10797  :  โรงพยาบาลหนองม่วง","3,941","131","3,324.03","28","710.48","34","862.73","31","786.60","38","964.22"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","8,384","196","2,337.79","58","691.79","43","512.88","40","477.10","55","656.01"
"10693  :  โรงพยาบาลอินทร์บุรี","1,682","122","7,253.27","32","1,902.50","31","1,843.04","22","1,307.97","37","2,199.76"
"10798  :  โรงพยาบาลบางระจัน","3,108","29","933.08","12","386.10","5","160.88","3","96.53","9","289.58"
"10799  :  โรงพยาบาลค่ายบางระจัน","5,217","88","1,686.79","22","421.70","32","613.38","14","268.35","20","383.36"
"10800  :  โรงพยาบาลพรหมบุรี","3,573","35","979.57","9","251.89","4","111.95","12","335.85","10","279.88"
"10801  :  โรงพยาบาลท่าช้าง","2,012","67","3,330.02","18","894.63","23","1,143.14","15","745.53","11","546.72"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","371","0.00","109","0.00","105","0.00","69","0.00","88","0.00"
"10802  :  โรงพยาบาลมโนรมย์","3,188","100","3,136.76","26","815.56","26","815.56","20","627.35","28","878.29"
"10803  :  โรงพยาบาลวัดสิงห์","3,151","95","3,014.92","21","666.46","30","952.08","21","666.46","23","729.93"
"10804  :  โรงพยาบาลสรรพยา","1,670","72","4,311.38","11","658.68","24","1,437.13","19","1,137.72","18","1,077.84"
"10805  :  โรงพยาบาลสรรคบุรี","5,141","132","2,567.59","44","855.86","47","914.22","18","350.13","23","447.38"
"10806  :  โรงพยาบาลหันคา","5,418","111","2,048.73","35","645.99","51","941.31","14","258.40","11","203.03"
"27974  :  โรงพยาบาลหนองมะโมง","861","134","15,563.30","37","4,297.33","42","4,878.05","32","3,716.61","23","2,671.31"
"27975  :  โรงพยาบาลเนินขาม","0","15","0.00","5","0.00","9","0.00","0","0.00","1","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","605","0.00","200","0.00","189","0.00","111","0.00","105","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","176","17,600,000.00","28","2,800,000.00","64","6,400,000.00","42","4,200,000.00","42","4,200,000.00"
"10807  :  โรงพยาบาลแก่งคอย","11,127","291","2,615.26","66","593.15","85","763.91","65","584.16","75","674.04"
"10808  :  โรงพยาบาลหนองแค","2,355","98","4,161.36","33","1,401.27","32","1,358.81","18","764.33","15","636.94"
"10809  :  โรงพยาบาลวิหารแดง","3,621","259","7,152.72","81","2,236.95","69","1,905.55","50","1,380.83","59","1,629.38"
"10810  :  โรงพยาบาลหนองแซง","3,065","8","261.01","2","65.25","5","163.13","1","32.63","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","4,578","172","3,757.10","54","1,179.55","50","1,092.18","37","808.21","31","677.15"
"10812  :  โรงพยาบาลดอนพุด","0","93","0.00","21","0.00","27","0.00","23","0.00","22","0.00"
"10813  :  โรงพยาบาลหนองโดน","3,219","36","1,118.36","9","279.59","6","186.39","14","434.92","7","217.46"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","2,278","42","1,843.72","11","482.88","10","438.98","12","526.78","9","395.08"
"10815  :  โรงพยาบาลมวกเหล็ก","5,919","127","2,145.63","43","726.47","37","625.11","22","371.68","25","422.37"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","3,125","158","5,056.00","48","1,536.00","44","1,408.00","27","864.00","39","1,248.00"
"11485  :  โรงพยาบาลค่ายอดิศร","6,918","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","559","0.00","145","0.00","147","0.00","144","0.00","123","0.00"
"10817  :  โรงพยาบาลบ้านบึง","22,454","204","908.52","84","374.10","59","262.76","25","111.34","36","160.33"
"10818  :  โรงพยาบาลหนองใหญ่","5,019","130","2,590.16","29","577.80","47","936.44","26","518.03","28","557.88"
"10819  :  โรงพยาบาลบางละมุง","20,692","364","1,759.13","104","502.61","85","410.79","75","362.46","100","483.28"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","2,293","79","3,445.27","18","785.00","29","1,264.72","18","785.00","14","610.55"
"10821  :  โรงพยาบาลพานทอง","7,865","193","2,453.91","57","724.73","54","686.59","40","508.58","42","534.01"
"10822  :  โรงพยาบาลพนัสนิคม","10,308","315","3,055.88","101","979.82","86","834.30","68","659.68","60","582.07"
"10823  :  โรงพยาบาลแหลมฉบัง","60,975","236","387.04","85","139.40","63","103.32","37","60.68","51","83.64"
"10824  :  โรงพยาบาลเกาะสีชัง","2,417","32","1,323.96","3","124.12","16","661.98","8","330.99","5","206.87"
"10825  :  โรงพยาบาลสัตหีบกม10","27,855","178","639.02","54","193.86","66","236.94","32","114.88","26","93.34"
"10826  :  โรงพยาบาลบ่อทอง","5,216","143","2,741.56","37","709.36","43","824.39","30","575.15","33","632.67"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","8,856","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","74,187","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","12,291","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","20,130","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","3,142","187","5,951.62","36","1,145.77","58","1,845.96","41","1,304.90","52","1,655.00"
"10663  :  โรงพยาบาลระยอง","0","675","0.00","176","0.00","179","0.00","180","0.00","140","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,966","76","3,865.72","14","712.11","24","1,220.75","21","1,068.16","17","864.70"
