"โรงพยาบาล","โรคเบาหวาน","โรคความดันโลหิตสูง"
"จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ","จำนวนผู้ป่วย","ควบคุมได้ดี","ร้อยละ"
"10796  :  โรงพยาบาลลำสนธิ","351","65","18.52","934","318","34.05"
"10797  :  โรงพยาบาลหนองม่วง","382","30","7.85","942","364","38.64"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","773","287","37.13","1,762","561","31.84"
"10693  :  โรงพยาบาลอินทร์บุรี","233","84","36.05","480","67","13.96"
"10798  :  โรงพยาบาลบางระจัน","379","177","46.70","854","238","27.87"
"10799  :  โรงพยาบาลค่ายบางระจัน","407","183","44.96","1,021","569","55.73"
"10800  :  โรงพยาบาลพรหมบุรี","413","77","18.64","959","332","34.62"
"10801  :  โรงพยาบาลท่าช้าง","304","75","24.67","765","254","33.20"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","4","1","25.00","6","3","50.00"
"10802  :  โรงพยาบาลมโนรมย์","286","73","25.52","503","226","44.93"
"10803  :  โรงพยาบาลวัดสิงห์","299","104","34.78","675","267","39.56"
"10804  :  โรงพยาบาลสรรพยา","175","82","46.86","411","125","30.41"
"10805  :  โรงพยาบาลสรรคบุรี","467","129","27.62","811","327","40.32"
"10806  :  โรงพยาบาลหันคา","547","187","34.19","772","279","36.14"
"27974  :  โรงพยาบาลหนองมะโมง","53","18","33.96","179","23","12.85"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","1,753","452","25.78","3,460","99","2.86"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","570","104","18.25","1,162","186","16.01"
"10808  :  โรงพยาบาลหนองแค","159","42","26.42","356","98","27.53"
"10809  :  โรงพยาบาลวิหารแดง","331","91","27.49","791","192","24.27"
"10810  :  โรงพยาบาลหนองแซง","295","52","17.63","636","234","36.79"
"10811  :  โรงพยาบาลบ้านหมอ","562","183","32.56","1,265","331","26.17"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","362","20","5.52","836","140","16.75"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","352","66","18.75","837","173","20.67"
"10815  :  โรงพยาบาลมวกเหล็ก","325","73","22.46","794","213","26.83"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","319","66","20.69","732","155","21.17"
"11485  :  โรงพยาบาลค่ายอดิศร","557","191","34.29","1,153","16","1.39"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","968","329","33.99","2,278","881","38.67"
"10818  :  โรงพยาบาลหนองใหญ่","253","74","29.25","640","278","43.44"
"10819  :  โรงพยาบาลบางละมุง","2,164","685","31.65","3,984","364","9.14"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","149","32","21.48","317","67","21.14"
"10821  :  โรงพยาบาลพานทอง","438","136","31.05","885","238","26.89"
"10822  :  โรงพยาบาลพนัสนิคม","805","188","23.35","1,765","496","28.10"
"10823  :  โรงพยาบาลแหลมฉบัง","2,341","862","36.82","4,158","676","16.26"
"10824  :  โรงพยาบาลเกาะสีชัง","280","97","34.64","639","297","46.48"
"10825  :  โรงพยาบาลสัตหีบกม10","827","255","30.83","1,705","758","44.46"
"10826  :  โรงพยาบาลบ่อทอง","186","42","22.58","457","84","18.38"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","272","6","2.21","568","96","16.90"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","783","402","51.34","1,392","104","7.47"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","47","1","2.13","67","1","1.49"
"28005  :  โรงพยาบาลเมืองพัทยา","907","302","33.30","1,745","262","15.01"
"28006  :  โรงพยาบาลเกาะจันทร์","165","37","22.42","405","73","18.02"
"10663  :  โรงพยาบาลระยอง","0","0","0.00","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","178","69","38.76","399","175","43.86"
"10828  :  โรงพยาบาลบ้านฉาง","972","268","27.57","2,081","788","37.87"
"10829  :  โรงพยาบาลแกลง","296","93","31.42","583","144","24.70"
"10830  :  โรงพยาบาลวังจันทร์","248","88","35.48","520","147","28.27"
"10831  :  โรงพยาบาลบ้านค่าย","318","94","29.56","685","237","34.60"
"10832  :  โรงพยาบาลปลวกแดง","546","170","31.14","979","246","25.13"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","139","34","24.46","328","74","22.56"
"23962  :  โรงพยาบาลนิคมพัฒนา","178","51","28.65","433","95","21.94"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0.00","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0.00","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","393","128","32.57","919","306","33.30"
"10837  :  โรงพยาบาลสองพี่น้อง","368","101","27.45","800","362","45.25"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","351","14","3.99","950","456","48.00"
"10839  :  โรงพยาบาลมะขาม","73","41","56.16","171","75","43.86"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0.00","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0.00","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","107","52","48.60","245","127","51.84"
"10843  :  โรงพยาบาลนายายอาม","197","58","29.44","499","215","43.09"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","234","110","47.01","505","69","13.66"
"10696  :  โรงพยาบาลตราด","366","0","0.00","904","200","22.12"
"10845  :  โรงพยาบาลคลองใหญ่","461","1","0.22","1,268","463","36.51"
"10846  :  โรงพยาบาลเขาสมิง","336","118","35.12","779","346","44.42"
"10847  :  โรงพยาบาลบ่อไร่","318","51","16.04","773","300","38.81"
"10848  :  โรงพยาบาลแหลมงอบ","288","63","21.88","737","409","55.50"
"10849  :  โรงพยาบาลเกาะกูด","37","0","0.00","153","35","22.88"
"13816  :  โรงพยาบาลเกาะช้าง","70","16","22.86","163","63","38.65"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0.00","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","236","60","25.42","430","157","36.51"
"10850  :  โรงพยาบาลบางคล้า","851","157","18.45","1,977","704","35.61"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0.00","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","1","0","0.00","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","181","47","25.97","415","121","29.16"
"10854  :  โรงพยาบาลพนมสารคาม","524","90","17.18","1,176","331","28.15"
"10855  :  โรงพยาบาลสนามชัยเขต","266","58","21.80","619","158","25.53"
"10856  :  โรงพยาบาลแปลงยาว","329","89","27.05","656","222","33.84"
"13747  :  โรงพยาบาลราชสาส์น","435","69","15.86","1,042","334","32.05"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0.00","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","94","19","20.21","202","30","14.85"
"10857  :  โรงพยาบาลกบินทร์บุรี","565","81","14.34","1,344","59","4.39"
"10858  :  โรงพยาบาลนาดี","419","97","23.15","1,166","453","38.85"
"10859  :  โรงพยาบาลบ้านสร้าง","291","51","17.53","594","160","26.94"
"10860  :  โรงพยาบาลประจันตคาม","523","86","16.44","1,137","331","29.11"
"10861  :  โรงพยาบาลศรีมหาโพธิ","422","51","12.09","993","336","33.84"
"10862  :  โรงพยาบาลศรีมโหสถ","468","143","30.56","1,166","611","52.40"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","257","113","43.97","578","19","3.29"
"10698  :  โรงพยาบาลนครนายก","682","120","17.60","1,268","193","15.22"
"10863  :  โรงพยาบาลปากพลี","163","30","18.40","362","110","30.39"
"10864  :  โรงพยาบาลบ้านนา","413","56","13.56","852","285","33.45"
"10865  :  โรงพยาบาลองครักษ์","203","84","41.38","447","191","42.73"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","14","0","0.00","35","1","2.86"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","73","27","36.99","166","43","25.90"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","0","0.00","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","401","103","25.69","785","415","52.87"
"10867  :  โรงพยาบาลตาพระยา","248","15","6.05","409","249","60.88"
"10868  :  โรงพยาบาลวังน้ำเย็น","900","122","13.56","1,508","777","51.53"
"10869  :  โรงพยาบาลวัฒนานคร","513","201","39.18","894","525","58.72"
"10870  :  โรงพยาบาลอรัญประเทศ","507","60","11.83","1,137","311","27.35"
"13817  :  โรงพยาบาลเขาฉกรรจ์","169","2","1.18","201","67","33.33"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0.00","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0.00","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0.00","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0.00","0","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0.00","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0.00","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0.00","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0.00","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0.00","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0.00","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0.00","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0.00","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0.00","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0.00","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0.00","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0.00","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0.00","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0.00","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0.00","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0.00","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0.00","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0.00","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0.00","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0.00","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0.00","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0.00","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0.00","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0.00","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0.00","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0.00","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0.00","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0.00","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0.00","0","0","0.00"
