"โรงพยาบาล","รวมทั้งปีงบประมาณ","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","166","126","75.90","166","126","75.90","0","0","0.00","0","0","0.00","0","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","105","28","26.67","105","28","26.67","0","0","0.00","0","0","0.00","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","153","141","92.16","153","141","92.16","0","0","0.00","0","0","0.00","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,202","584","48.59","1,202","584","48.59","0","0","0.00","0","0","0.00","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","478","172","35.98","478","172","35.98","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","2,863","791","27.63","2,863","791","27.63","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","1,579","936","59.28","1,579","936","59.28","0","0","0.00","0","0","0.00","0","0","0.00"
"10757  :  โรงพยาบาลบางใหญ่","66","33","50.00","66","33","50.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10758  :  โรงพยาบาลบางบัวทอง","8","1","12.50","8","1","12.50","0","0","0.00","0","0","0.00","0","0","0.00"
"10759  :  โรงพยาบาลไทรน้อย","2,428","758","31.22","2,428","758","31.22","0","0","0.00","0","0","0.00","0","0","0.00"
"10760  :  โรงพยาบาลปากเกร็ด","453","161","35.54","453","161","35.54","0","0","0.00","0","0","0.00","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","551","206","37.39","551","206","37.39","0","0","0.00","0","0","0.00","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","13","4","30.77","13","4","30.77","0","0","0.00","0","0","0.00","0","0","0.00"
"10762  :  โรงพยาบาลธัญบุรี","47","22","46.81","47","22","46.81","0","0","0.00","0","0","0.00","0","0","0.00"
"10763  :  โรงพยาบาลประชาธิปัตย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10764  :  โรงพยาบาลหนองเสือ","30","6","20.00","30","6","20.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","154","37","24.03","154","37","24.03","0","0","0.00","0","0","0.00","0","0","0.00"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","167","47","28.14","167","47","28.14","0","0","0.00","0","0","0.00","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","37","7","18.92","37","7","18.92","0","0","0.00","0","0","0.00","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","150","48","32.00","150","48","32.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","125","37","29.60","125","37","29.60","0","0","0.00","0","0","0.00","0","0","0.00"
"10770  :  โรงพยาบาลบางไทร","8","4","50.00","8","4","50.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10771  :  โรงพยาบาลบางบาล","154","68","44.16","154","68","44.16","0","0","0.00","0","0","0.00","0","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","1,002","386","38.52","1,002","386","38.52","0","0","0.00","0","0","0.00","0","0","0.00"
"10773  :  โรงพยาบาลบางปะหัน","25","6","24.00","25","6","24.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10774  :  โรงพยาบาลผักไห่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","568","190","33.45","568","190","33.45","0","0","0.00","0","0","0.00","0","0","0.00"
"10776  :  โรงพยาบาลลาดบัวหลวง","76","25","32.89","76","25","32.89","0","0","0.00","0","0","0.00","0","0","0.00"
"10777  :  โรงพยาบาลวังน้อย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10778  :  โรงพยาบาลบางซ้าย","3","1","33.33","3","1","33.33","0","0","0.00","0","0","0.00","0","0","0.00"
"10779  :  โรงพยาบาลอุทัย","30","8","26.67","30","8","26.67","0","0","0.00","0","0","0.00","0","0","0.00"
"10780  :  โรงพยาบาลมหาราช","78","23","29.49","78","23","29.49","0","0","0.00","0","0","0.00","0","0","0.00"
"10781  :  โรงพยาบาลบ้านแพรก","236","86","36.44","236","86","36.44","0","0","0.00","0","0","0.00","0","0","0.00"
"10689  :  โรงพยาบาลอ่างทอง","9","2","22.22","9","2","22.22","0","0","0.00","0","0","0.00","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","892","375","42.04","892","375","42.04","0","0","0.00","0","0","0.00","0","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","290","108","37.24","290","108","37.24","0","0","0.00","0","0","0.00","0","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","301","85","28.24","301","85","28.24","0","0","0.00","0","0","0.00","0","0","0.00"
"10786  :  โรงพยาบาลแสวงหา","2,010","700","34.83","2,010","700","34.83","0","0","0.00","0","0","0.00","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","765","466","60.92","765","466","60.92","0","0","0.00","0","0","0.00","0","0","0.00"
"10788  :  โรงพยาบาลสามโก้","420","137","32.62","420","137","32.62","0","0","0.00","0","0","0.00","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","1","0","0.00","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,678","594","35.40","1,678","594","35.40","0","0","0.00","0","0","0.00","0","0","0.00"
"10790  :  โรงพยาบาลโคกสำโรง","331","93","28.10","331","93","28.10","0","0","0.00","0","0","0.00","0","0","0.00"
"10791  :  โรงพยาบาลชัยบาดาล","2,006","1,771","88.29","2,006","1,771","88.29","0","0","0.00","0","0","0.00","0","0","0.00"
"10792  :  โรงพยาบาลท่าวุ้ง","1,186","422","35.58","1,186","422","35.58","0","0","0.00","0","0","0.00","0","0","0.00"
"10793  :  โรงพยาบาลท่าหลวง","927","329","35.49","927","329","35.49","0","0","0.00","0","0","0.00","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,763","574","32.56","1,763","574","32.56","0","0","0.00","0","0","0.00","0","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","1,171","486","41.50","1,171","486","41.50","0","0","0.00","0","0","0.00","0","0","0.00"
"10796  :  โรงพยาบาลลำสนธิ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10797  :  โรงพยาบาลหนองม่วง","440","154","35.00","440","154","35.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10693  :  โรงพยาบาลอินทร์บุรี","269","94","34.94","269","94","34.94","0","0","0.00","0","0","0.00","0","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","232","62","26.72","232","62","26.72","0","0","0.00","0","0","0.00","0","0","0.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,440","456","31.67","1,440","456","31.67","0","0","0.00","0","0","0.00","0","0","0.00"
"10800  :  โรงพยาบาลพรหมบุรี","940","438","46.60","940","438","46.60","0","0","0.00","0","0","0.00","0","0","0.00"
"10801  :  โรงพยาบาลท่าช้าง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","1,082","356","32.90","1,082","356","32.90","0","0","0.00","0","0","0.00","0","0","0.00"
"10803  :  โรงพยาบาลวัดสิงห์","592","231","39.02","592","231","39.02","0","0","0.00","0","0","0.00","0","0","0.00"
"10804  :  โรงพยาบาลสรรพยา","546","181","33.15","546","181","33.15","0","0","0.00","0","0","0.00","0","0","0.00"
"10805  :  โรงพยาบาลสรรคบุรี","827","273","33.01","827","273","33.01","0","0","0.00","0","0","0.00","0","0","0.00"
"10806  :  โรงพยาบาลหันคา","2,516","817","32.47","2,516","817","32.47","0","0","0.00","0","0","0.00","0","0","0.00"
"27974  :  โรงพยาบาลหนองมะโมง","273","95","34.80","273","95","34.80","0","0","0.00","0","0","0.00","0","0","0.00"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","1,286","296","23.02","1,286","296","23.02","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","28","9","32.14","28","9","32.14","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","1,214","402","33.11","1,214","402","33.11","0","0","0.00","0","0","0.00","0","0","0.00"
"10808  :  โรงพยาบาลหนองแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10809  :  โรงพยาบาลวิหารแดง","292","107","36.64","292","107","36.64","0","0","0.00","0","0","0.00","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","1,002","465","46.41","1,002","465","46.41","0","0","0.00","0","0","0.00","0","0","0.00"
"10811  :  โรงพยาบาลบ้านหมอ","1,434","443","30.89","1,434","443","30.89","0","0","0.00","0","0","0.00","0","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","479","148","30.90","479","148","30.90","0","0","0.00","0","0","0.00","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10815  :  โรงพยาบาลมวกเหล็ก","217","126","58.06","217","126","58.06","0","0","0.00","0","0","0.00","0","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","145","48","33.10","145","48","33.10","0","0","0.00","0","0","0.00","0","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","2,978","1,113","37.37","2,978","1,113","37.37","0","0","0.00","0","0","0.00","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","1,538","528","34.33","1,538","528","34.33","0","0","0.00","0","0","0.00","0","0","0.00"
