"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","702","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","30","2","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","1,507","237","87","36.71"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,520","42","13","30.95"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,293","85","49","57.65"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","2,318","21","9","42.86"
"28785  :  โรงพยาบาลบางเสาธง","608","56","22","39.29"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","1,836","97","40","41.24"
"10757  :  โรงพยาบาลบางใหญ่","2,224","152","60","39.47"
"10758  :  โรงพยาบาลบางบัวทอง","1,430","59","32","54.24"
"10759  :  โรงพยาบาลไทรน้อย","2,736","145","50","34.48"
"10760  :  โรงพยาบาลปากเกร็ด","4,908","106","49","46.23"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","179","6","3","50.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","648","38","13","34.21"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","822","142","39","27.46"
"10762  :  โรงพยาบาลธัญบุรี","2,064","362","114","31.49"
"10763  :  โรงพยาบาลประชาธิปัตย์","3,093","122","50","40.98"
"10764  :  โรงพยาบาลหนองเสือ","961","133","37","27.82"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","963","153","39","25.49"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","669","62","18","29.03"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","651","149","41","27.52"
"10768  :  โรงพยาบาลท่าเรือ","2,574","236","88","37.29"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","590","50","18","36.00"
"10770  :  โรงพยาบาลบางไทร","745","22","9","40.91"
"10771  :  โรงพยาบาลบางบาล","364","52","22","42.31"
"10772  :  โรงพยาบาลบางปะอิน","1,575","318","96","30.19"
"10773  :  โรงพยาบาลบางปะหัน","458","92","36","39.13"
"10774  :  โรงพยาบาลผักไห่","334","86","18","20.93"
"10775  :  โรงพยาบาลภาชี","1,302","129","63","48.84"
"10776  :  โรงพยาบาลลาดบัวหลวง","439","87","28","32.18"
"10777  :  โรงพยาบาลวังน้อย","795","107","33","30.84"
"10778  :  โรงพยาบาลบางซ้าย","657","105","39","37.14"
"10779  :  โรงพยาบาลอุทัย","175","68","27","39.71"
"10780  :  โรงพยาบาลมหาราช","347","60","19","31.67"
"10781  :  โรงพยาบาลบ้านแพรก","261","50","15","30.00"
"10689  :  โรงพยาบาลอ่างทอง","335","50","20","40.00"
"10782  :  โรงพยาบาลไชโย","547","67","11","16.42"
"10784  :  โรงพยาบาลป่าโมก","997","21","3","14.29"
"10785  :  โรงพยาบาลโพธิ์ทอง","751","76","17","22.37"
"10786  :  โรงพยาบาลแสวงหา","1,434","10","2","20.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,567","119","45","37.82"
"10788  :  โรงพยาบาลสามโก้","502","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,447","173","54","31.21"
"10790  :  โรงพยาบาลโคกสำโรง","1,717","83","13","15.66"
"10791  :  โรงพยาบาลชัยบาดาล","2,577","127","55","43.31"
"10792  :  โรงพยาบาลท่าวุ้ง","1,022","274","63","22.99"
"10793  :  โรงพยาบาลท่าหลวง","1,197","29","9","31.03"
"10794  :  โรงพยาบาลสระโบสถ์","1,677","120","39","32.50"
"10795  :  โรงพยาบาลโคกเจริญ","987","156","51","32.69"
"10796  :  โรงพยาบาลลำสนธิ","1,030","117","30","25.64"
"10797  :  โรงพยาบาลหนองม่วง","1,177","128","25","19.53"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","2,478","229","69","30.13"
"10693  :  โรงพยาบาลอินทร์บุรี","594","21","7","33.33"
"10798  :  โรงพยาบาลบางระจัน","1,014","141","38","26.95"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,170","77","12","15.58"
"10800  :  โรงพยาบาลพรหมบุรี","1,065","94","38","40.43"
"10801  :  โรงพยาบาลท่าช้าง","716","191","69","36.13"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","956","85","26","30.59"
"10803  :  โรงพยาบาลวัดสิงห์","981","328","87","26.52"
"10804  :  โรงพยาบาลสรรพยา","534","241","49","20.33"
"10805  :  โรงพยาบาลสรรคบุรี","1,777","726","181","24.93"
"10806  :  โรงพยาบาลหันคา","1,658","1,613","654","40.55"
"27974  :  โรงพยาบาลหนองมะโมง","269","94","33","35.11"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","2,934","579","203","35.06"
"10808  :  โรงพยาบาลหนองแค","485","32","13","40.63"
"10809  :  โรงพยาบาลวิหารแดง","837","280","81","28.93"
"10810  :  โรงพยาบาลหนองแซง","900","128","52","40.63"
"10811  :  โรงพยาบาลบ้านหมอ","1,353","56","23","41.07"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","934","41","15","36.59"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","537","60","31","51.67"
"10815  :  โรงพยาบาลมวกเหล็ก","1,891","195","75","38.46"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","596","55","29","52.73"
"11485  :  โรงพยาบาลค่ายอดิศร","714","34","20","58.82"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","4,234","3,099","487","15.71"
"10818  :  โรงพยาบาลหนองใหญ่","875","80","19","23.75"
"10819  :  โรงพยาบาลบางละมุง","4,640","383","172","44.91"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","474","62","14","22.58"
"10821  :  โรงพยาบาลพานทอง","1,341","172","70","40.70"
"10822  :  โรงพยาบาลพนัสนิคม","2,796","374","174","46.52"
"10823  :  โรงพยาบาลแหลมฉบัง","7,443","829","232","27.99"
"10824  :  โรงพยาบาลเกาะสีชัง","549","245","72","29.39"
"10825  :  โรงพยาบาลสัตหีบกม10","4,992","299","124","41.47"
"10826  :  โรงพยาบาลบ่อทอง","736","64","24","37.50"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","262","19","9","47.37"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","11,876","108","42","38.89"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","10","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","530","120","37","30.83"
"10663  :  โรงพยาบาลระยอง","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","429","99","58","58.59"
"10828  :  โรงพยาบาลบ้านฉาง","3,368","293","173","59.04"
"10829  :  โรงพยาบาลแกลง","807","555","131","23.60"
"10830  :  โรงพยาบาลวังจันทร์","810","87","48","55.17"
"10831  :  โรงพยาบาลบ้านค่าย","1,355","43","15","34.88"
"10832  :  โรงพยาบาลปลวกแดง","1,011","89","25","28.09"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","301","12","5","41.67"
"23962  :  โรงพยาบาลนิคมพัฒนา","538","2","1","50.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","834","173","33","19.08"
"10837  :  โรงพยาบาลสองพี่น้อง","1,202","179","41","22.91"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","2,054","170","63","37.06"
"10839  :  โรงพยาบาลมะขาม","285","129","63","48.84"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","715","73","29","39.73"
"10843  :  โรงพยาบาลนายายอาม","573","149","56","37.58"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,029","255","108","42.35"
"10696  :  โรงพยาบาลตราด","1,543","13","8","61.54"
"10845  :  โรงพยาบาลคลองใหญ่","1,967","228","70","30.70"
"10846  :  โรงพยาบาลเขาสมิง","1,266","122","53","43.44"
"10847  :  โรงพยาบาลบ่อไร่","1,118","221","108","48.87"
"10848  :  โรงพยาบาลแหลมงอบ","812","77","23","29.87"
"10849  :  โรงพยาบาลเกาะกูด","161","46","11","23.91"
"13816  :  โรงพยาบาลเกาะช้าง","156","33","5","15.15"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","626","177","99","55.93"
"10850  :  โรงพยาบาลบางคล้า","2,956","762","304","39.90"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","646","34","21","61.76"
"10854  :  โรงพยาบาลพนมสารคาม","2,133","260","83","31.92"
"10855  :  โรงพยาบาลสนามชัยเขต","892","149","59","39.60"
"10856  :  โรงพยาบาลแปลงยาว","865","281","68","24.20"
"13747  :  โรงพยาบาลราชสาส์น","1,171","22","7","31.82"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","243","82","38","46.34"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,462","63","26","41.27"
"10858  :  โรงพยาบาลนาดี","1,267","154","56","36.36"
"10859  :  โรงพยาบาลบ้านสร้าง","785","45","17","37.78"
"10860  :  โรงพยาบาลประจันตคาม","2,055","45","20","44.44"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,233","1,005","673","66.97"
"10862  :  โรงพยาบาลศรีมโหสถ","1,507","26","8","30.77"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","599","16","11","68.75"
"10698  :  โรงพยาบาลนครนายก","3,186","266","99","37.22"
"10863  :  โรงพยาบาลปากพลี","500","30","12","40.00"
"10864  :  โรงพยาบาลบ้านนา","1,410","151","50","33.11"
"10865  :  โรงพยาบาลองครักษ์","591","84","31","36.90"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","1,259","390","171","43.85"
"10867  :  โรงพยาบาลตาพระยา","831","421","204","48.46"
"10868  :  โรงพยาบาลวังน้ำเย็น","2,742","422","188","44.55"
"10869  :  โรงพยาบาลวัฒนานคร","1,982","341","122","35.78"
"10870  :  โรงพยาบาลอรัญประเทศ","1,862","81","33","40.74"
"13817  :  โรงพยาบาลเขาฉกรรจ์","771","82","21","25.61"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,683","4","2","50.00"
"10872  :  โรงพยาบาลเสิงสาง","1,583","200","145","72.50"
"10873  :  โรงพยาบาลคง","1,669","157","68","43.31"
"10874  :  โรงพยาบาลบ้านเหลื่อม","991","124","57","45.97"
"10875  :  โรงพยาบาลจักราช","1,335","245","106","43.27"
"10876  :  โรงพยาบาลโชคชัย","1,975","140","48","34.29"
"10877  :  โรงพยาบาลด่านขุนทด","2,267","86","31","36.05"
"10878  :  โรงพยาบาลโนนไทย","2,009","2","1","50.00"
"10879  :  โรงพยาบาลโนนสูง","1,545","53","28","52.83"
"10880  :  โรงพยาบาลขามสะแกแสง","2,050","3","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","1,374","8","3","37.50"
"10882  :  โรงพยาบาลประทาย","1,357","151","66","43.71"
"10883  :  โรงพยาบาลปักธงชัย","1,025","193","72","37.31"
"10884  :  โรงพยาบาลพิมาย","1,862","91","38","41.76"
"10885  :  โรงพยาบาลห้วยแถลง","1,504","200","82","41.00"
"10886  :  โรงพยาบาลชุมพวง","1,618","382","185","48.43"
"10887  :  โรงพยาบาลสูงเนิน","2,914","529","202","38.19"
"10888  :  โรงพยาบาลขามทะเลสอ","1,119","233","121","51.93"
"10889  :  โรงพยาบาลสีคิ้ว","4,398","139","62","44.60"
"10890  :  โรงพยาบาลปากช่องนานา","1,872","64","37","57.81"
"10891  :  โรงพยาบาลหนองบุญมาก","580","115","66","57.39"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,175","249","110","44.18"
"10893  :  โรงพยาบาลโนนแดง","1,285","146","69","47.26"
"10894  :  โรงพยาบาลวังน้ำเขียว","487","59","24","40.68"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","457","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","880","67","40","59.70"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","1,440","9","6","66.67"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","2,704","16","11","68.75"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","108","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,121","124","58","46.77"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","1,160","16","11","68.75"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","791","4","2","50.00"
"27839  :  โรงพยาบาลบัวลาย","641","1","0","0.00"
"27840  :  โรงพยาบาลสีดา","498","24","11","45.83"
"27841  :  โรงพยาบาลเทพารักษ์","1,128","58","27","46.55"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,430","469","334","71.22"
"10896  :  โรงพยาบาลกระสัง","1,390","1,086","915","84.25"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","1,608","589","358","60.78"
"10899  :  โรงพยาบาลละหานทราย","1,324","611","341","55.81"
"10900  :  โรงพยาบาลประโคนชัย","2,538","335","152","45.37"
"10901  :  โรงพยาบาลบ้านกรวด","1,683","1,100","438","39.82"
"10902  :  โรงพยาบาลพุทไธสง","1,764","537","255","47.49"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","2,166","1,066","800","75.05"
"10906  :  โรงพยาบาลปะคำ","1,034","499","343","68.74"
"10907  :  โรงพยาบาลนาโพธิ์","958","597","269","45.06"
"10908  :  โรงพยาบาลหนองหงส์","990","880","648","73.64"
"10909  :  โรงพยาบาลพลับพลาชัย","1,119","475","257","54.11"
"10910  :  โรงพยาบาลห้วยราช","599","329","178","54.10"
"10911  :  โรงพยาบาลโนนสุวรรณ","786","195","127","65.13"
"10912  :  โรงพยาบาลชำนิ","638","84","31","36.90"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","666","372","227","61.02"
"10914  :  โรงพยาบาลโนนดินแดง","1,401","677","422","62.33"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","17","1","1","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,136","47","21","44.68"
"23578  :  โรงพยาบาลแคนดง","1,116","475","390","82.11"
"28020  :  โรงพยาบาลบ้านด่าน","1,296","437","212","48.51"
"10668  :  โรงพยาบาลสุรินทร์","47","6","3","50.00"
"10915  :  โรงพยาบาลชุมพลบุรี","1,286","30","21","70.00"
"10916  :  โรงพยาบาลท่าตูม","2,918","109","48","44.04"
"10917  :  โรงพยาบาลจอมพระ","1,677","208","128","61.54"
"10918  :  โรงพยาบาลปราสาท","1,785","29","16","55.17"
"10919  :  โรงพยาบาลกาบเชิง","1,012","88","42","47.73"
"10920  :  โรงพยาบาลรัตนบุรี","1,817","138","71","51.45"
"10921  :  โรงพยาบาลสนม","1,172","139","85","61.15"
"10922  :  โรงพยาบาลศีขรภูมิ","1,750","65","29","44.62"
"10923  :  โรงพยาบาลสังขะ","1,499","16","9","56.25"
"10924  :  โรงพยาบาลลำดวน","1,242","361","204","56.51"
"10925  :  โรงพยาบาลสำโรงทาบ","1,208","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","992","0","0","0.00"
