"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","704","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","2,048","242","99","40.91"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,635","18","4","22.22"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,521","97","53","54.64"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","2,035","18","11","61.11"
"28785  :  โรงพยาบาลบางเสาธง","667","21","7","33.33"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","1,170","38","13","34.21"
"10757  :  โรงพยาบาลบางใหญ่","2,423","91","47","51.65"
"10758  :  โรงพยาบาลบางบัวทอง","1,560","90","40","44.44"
"10759  :  โรงพยาบาลไทรน้อย","2,494","132","36","27.27"
"10760  :  โรงพยาบาลปากเกร็ด","4,165","130","46","35.38"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","198","4","3","75.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","693","20","10","50.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","867","113","33","29.20"
"10762  :  โรงพยาบาลธัญบุรี","1,838","278","85","30.58"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,289","78","38","48.72"
"10764  :  โรงพยาบาลหนองเสือ","1,013","65","25","38.46"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,058","136","31","22.79"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","700","54","20","37.04"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","403","102","26","25.49"
"10768  :  โรงพยาบาลท่าเรือ","2,603","185","98","52.97"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","621","50","14","28.00"
"10770  :  โรงพยาบาลบางไทร","820","3","1","33.33"
"10771  :  โรงพยาบาลบางบาล","374","27","13","48.15"
"10772  :  โรงพยาบาลบางปะอิน","2,017","249","91","36.55"
"10773  :  โรงพยาบาลบางปะหัน","457","64","20","31.25"
"10774  :  โรงพยาบาลผักไห่","337","2","0","0.00"
"10775  :  โรงพยาบาลภาชี","1,320","117","45","38.46"
"10776  :  โรงพยาบาลลาดบัวหลวง","444","40","13","32.50"
"10777  :  โรงพยาบาลวังน้อย","861","133","40","30.08"
"10778  :  โรงพยาบาลบางซ้าย","663","44","13","29.55"
"10779  :  โรงพยาบาลอุทัย","196","75","22","29.33"
"10780  :  โรงพยาบาลมหาราช","344","45","10","22.22"
"10781  :  โรงพยาบาลบ้านแพรก","273","62","15","24.19"
"10689  :  โรงพยาบาลอ่างทอง","321","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","574","42","18","42.86"
"10784  :  โรงพยาบาลป่าโมก","1,044","32","8","25.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","770","58","12","20.69"
"10786  :  โรงพยาบาลแสวงหา","1,452","5","1","20.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,631","55","22","40.00"
"10788  :  โรงพยาบาลสามโก้","483","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,558","5","3","60.00"
"10790  :  โรงพยาบาลโคกสำโรง","1,553","19","7","36.84"
"10791  :  โรงพยาบาลชัยบาดาล","2,416","122","57","46.72"
"10792  :  โรงพยาบาลท่าวุ้ง","1,021","101","28","27.72"
"10793  :  โรงพยาบาลท่าหลวง","1,208","55","20","36.36"
"10794  :  โรงพยาบาลสระโบสถ์","1,747","232","71","30.60"
"10795  :  โรงพยาบาลโคกเจริญ","1,016","211","68","32.23"
"10796  :  โรงพยาบาลลำสนธิ","1,104","50","18","36.00"
"10797  :  โรงพยาบาลหนองม่วง","1,236","18","3","16.67"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","2,586","194","46","23.71"
"10693  :  โรงพยาบาลอินทร์บุรี","615","12","7","58.33"
"10798  :  โรงพยาบาลบางระจัน","1,047","63","20","31.75"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,268","133","35","26.32"
"10800  :  โรงพยาบาลพรหมบุรี","1,097","74","30","40.54"
"10801  :  โรงพยาบาลท่าช้าง","752","179","61","34.08"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","983","5","3","60.00"
"10803  :  โรงพยาบาลวัดสิงห์","1,048","256","83","32.42"
"10804  :  โรงพยาบาลสรรพยา","537","39","5","12.82"
"10805  :  โรงพยาบาลสรรคบุรี","1,770","673","198","29.42"
"10806  :  โรงพยาบาลหันคา","1,717","1,336","712","53.29"
"27974  :  โรงพยาบาลหนองมะโมง","276","149","51","34.23"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","2,572","375","156","41.60"
"10808  :  โรงพยาบาลหนองแค","494","36","7","19.44"
"10809  :  โรงพยาบาลวิหารแดง","866","224","71","31.70"
"10810  :  โรงพยาบาลหนองแซง","899","227","77","33.92"
"10811  :  โรงพยาบาลบ้านหมอ","1,363","43","17","39.53"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","928","10","1","10.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","548","83","53","63.86"
"10815  :  โรงพยาบาลมวกเหล็ก","1,478","76","24","31.58"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","624","67","39","58.21"
"11485  :  โรงพยาบาลค่ายอดิศร","633","38","12","31.58"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","4,341","2,743","506","18.45"
"10818  :  โรงพยาบาลหนองใหญ่","956","289","68","23.53"
"10819  :  โรงพยาบาลบางละมุง","4,360","335","144","42.99"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","471","40","11","27.50"
"10821  :  โรงพยาบาลพานทอง","1,225","121","52","42.98"
"10822  :  โรงพยาบาลพนัสนิคม","2,945","235","83","35.32"
"10823  :  โรงพยาบาลแหลมฉบัง","7,986","645","176","27.29"
"10824  :  โรงพยาบาลเกาะสีชัง","534","279","72","25.81"
"10825  :  โรงพยาบาลสัตหีบกม10","5,725","271","100","36.90"
"10826  :  โรงพยาบาลบ่อทอง","1,144","41","23","56.10"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","254","24","12","50.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","12,123","159","91","57.23"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","33","1","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","2,090","27","9","33.33"
"28006  :  โรงพยาบาลเกาะจันทร์","497","111","38","34.23"
"10663  :  โรงพยาบาลระยอง","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","322","43","35","81.40"
"10828  :  โรงพยาบาลบ้านฉาง","3,567","625","168","26.88"
"10829  :  โรงพยาบาลแกลง","825","658","285","43.31"
"10830  :  โรงพยาบาลวังจันทร์","804","93","54","58.06"
"10831  :  โรงพยาบาลบ้านค่าย","1,352","14","7","50.00"
"10832  :  โรงพยาบาลปลวกแดง","1,238","108","34","31.48"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","209","11","5","45.45"
"23962  :  โรงพยาบาลนิคมพัฒนา","567","328","110","33.54"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","834","182","46","25.27"
"10837  :  โรงพยาบาลสองพี่น้อง","1,247","230","69","30.00"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,956","136","49","36.03"
"10839  :  โรงพยาบาลมะขาม","302","224","87","38.84"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","878","49","23","46.94"
"10843  :  โรงพยาบาลนายายอาม","619","102","26","25.49"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","976","340","118","34.71"
"10696  :  โรงพยาบาลตราด","1,441","7","4","57.14"
"10845  :  โรงพยาบาลคลองใหญ่","1,807","194","67","34.54"
"10846  :  โรงพยาบาลเขาสมิง","1,346","194","70","36.08"
"10847  :  โรงพยาบาลบ่อไร่","1,264","181","89","49.17"
"10848  :  โรงพยาบาลแหลมงอบ","895","132","47","35.61"
"10849  :  โรงพยาบาลเกาะกูด","171","31","4","12.90"
"13816  :  โรงพยาบาลเกาะช้าง","176","23","5","21.74"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","692","103","46","44.66"
"10850  :  โรงพยาบาลบางคล้า","3,139","217","91","41.94"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","699","77","24","31.17"
"10854  :  โรงพยาบาลพนมสารคาม","2,240","165","100","60.61"
"10855  :  โรงพยาบาลสนามชัยเขต","944","168","65","38.69"
"10856  :  โรงพยาบาลแปลงยาว","932","127","60","47.24"
"13747  :  โรงพยาบาลราชสาส์น","1,161","107","33","30.84"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","259","4","4","100.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,553","39","23","58.97"
"10858  :  โรงพยาบาลนาดี","1,323","118","53","44.92"
"10859  :  โรงพยาบาลบ้านสร้าง","953","101","45","44.55"
"10860  :  โรงพยาบาลประจันตคาม","1,707","39","9","23.08"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,320","1,071","727","67.88"
"10862  :  โรงพยาบาลศรีมโหสถ","2,075","342","91","26.61"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","141","5","3","60.00"
"10698  :  โรงพยาบาลนครนายก","2,842","331","128","38.67"
"10863  :  โรงพยาบาลปากพลี","519","6","2","33.33"
"10864  :  โรงพยาบาลบ้านนา","1,431","122","37","30.33"
"10865  :  โรงพยาบาลองครักษ์","607","52","19","36.54"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","1,216","296","138","46.62"
"10867  :  โรงพยาบาลตาพระยา","884","112","49","43.75"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,492","572","263","45.98"
"10869  :  โรงพยาบาลวัฒนานคร","1,901","43","20","46.51"
"10870  :  โรงพยาบาลอรัญประเทศ","1,933","61","32","52.46"
"13817  :  โรงพยาบาลเขาฉกรรจ์","767","85","26","30.59"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,774","225","70","31.11"
"10872  :  โรงพยาบาลเสิงสาง","1,687","458","278","60.70"
"10873  :  โรงพยาบาลคง","1,688","127","52","40.94"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,017","119","61","51.26"
"10875  :  โรงพยาบาลจักราช","1,418","239","97","40.59"
"10876  :  โรงพยาบาลโชคชัย","2,086","184","64","34.78"
"10877  :  โรงพยาบาลด่านขุนทด","2,341","70","34","48.57"
"10878  :  โรงพยาบาลโนนไทย","2,012","1","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","1,602","48","24","50.00"
"10880  :  โรงพยาบาลขามสะแกแสง","2,035","2","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","949","1","0","0.00"
"10882  :  โรงพยาบาลประทาย","1,382","101","45","44.55"
"10883  :  โรงพยาบาลปักธงชัย","1,093","8","5","62.50"
"10884  :  โรงพยาบาลพิมาย","1,971","197","86","43.65"
"10885  :  โรงพยาบาลห้วยแถลง","1,565","147","60","40.82"
"10886  :  โรงพยาบาลชุมพวง","1,656","349","162","46.42"
"10887  :  โรงพยาบาลสูงเนิน","3,173","553","204","36.89"
"10888  :  โรงพยาบาลขามทะเลสอ","1,154","131","62","47.33"
"10889  :  โรงพยาบาลสีคิ้ว","4,508","15","6","40.00"
"10890  :  โรงพยาบาลปากช่องนานา","2,051","28","19","67.86"
"10891  :  โรงพยาบาลหนองบุญมาก","601","1","1","100.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,263","870","451","51.84"
"10893  :  โรงพยาบาลโนนแดง","1,305","65","27","41.54"
"10894  :  โรงพยาบาลวังน้ำเขียว","501","54","25","46.30"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","485","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","986","2","2","100.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,341","8","3","37.50"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","2,830","13","4","30.77"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","133","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,158","141","50","35.46"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","248","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","819","1","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","768","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","525","7","3","42.86"
"27841  :  โรงพยาบาลเทพารักษ์","1,084","5","1","20.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,481","133","80","60.15"
"10896  :  โรงพยาบาลกระสัง","1,432","1,207","910","75.39"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","1,649","103","53","51.46"
"10899  :  โรงพยาบาลละหานทราย","1,383","189","86","45.50"
"10900  :  โรงพยาบาลประโคนชัย","2,539","31","11","35.48"
"10901  :  โรงพยาบาลบ้านกรวด","1,734","501","197","39.32"
"10902  :  โรงพยาบาลพุทไธสง","1,832","797","388","48.68"
"10904  :  โรงพยาบาลลำปลายมาศ","1","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","2,252","858","493","57.46"
"10906  :  โรงพยาบาลปะคำ","1,052","423","226","53.43"
"10907  :  โรงพยาบาลนาโพธิ์","971","454","242","53.30"
"10908  :  โรงพยาบาลหนองหงส์","1,030","536","272","50.75"
"10909  :  โรงพยาบาลพลับพลาชัย","1,136","195","81","41.54"
"10910  :  โรงพยาบาลห้วยราช","610","287","164","57.14"
"10911  :  โรงพยาบาลโนนสุวรรณ","833","219","129","58.90"
"10912  :  โรงพยาบาลชำนิ","622","2","2","100.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","684","31","16","51.61"
"10914  :  โรงพยาบาลโนนดินแดง","1,432","400","228","57.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","31","2","2","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,170","61","49","80.33"
"23578  :  โรงพยาบาลแคนดง","1,206","140","92","65.71"
"28020  :  โรงพยาบาลบ้านด่าน","1,378","592","284","47.97"
"10668  :  โรงพยาบาลสุรินทร์","55","4","1","25.00"
"10915  :  โรงพยาบาลชุมพลบุรี","1,285","9","6","66.67"
"10916  :  โรงพยาบาลท่าตูม","3,052","77","33","42.86"
"10917  :  โรงพยาบาลจอมพระ","1,754","175","102","58.29"
"10918  :  โรงพยาบาลปราสาท","1,768","10","7","70.00"
"10919  :  โรงพยาบาลกาบเชิง","1,027","80","35","43.75"
"10920  :  โรงพยาบาลรัตนบุรี","1,858","138","87","63.04"
"10921  :  โรงพยาบาลสนม","1,208","90","48","53.33"
"10922  :  โรงพยาบาลศีขรภูมิ","1,849","4","3","75.00"
"10923  :  โรงพยาบาลสังขะ","1,689","10","8","80.00"
"10924  :  โรงพยาบาลลำดวน","1,367","493","268","54.36"
"10925  :  โรงพยาบาลสำโรงทาบ","1,270","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","1,065","213","151","70.89"
