"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","149","18","12.08","159","20","12.58","115","16","13.91","161","15","9.32"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","1","0","0.00","1","1","100.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","4,258","1,664","39.08","4,667","1,838","39.38","4,154","1,638","39.43","5,341","2,199","41.17"
"10752  :  โรงพยาบาลบางบ่อ","1,772","349","19.70","2,040","385","18.87","1,730","342","19.77","2,140","465","21.73"
"10753  :  โรงพยาบาลบางพลี","2,836","602","21.23","3,750","747","19.92","2,681","479","17.87","3,570","658","18.43"
"10754  :  โรงพยาบาลบางจาก","1,812","232","12.80","1,974","308","15.60","1,660","206","12.41","2,143","316","14.75"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,478","280","18.94","1,490","313","21.01","1,420","275","19.37","1,842","352","19.11"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","579","67","11.57","846","170","20.09","684","68","9.94","914","168","18.38"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","46","1","2.17","37","0","0.00","29","0","0.00","12","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","608","24","3.95","566","17","3.00","544","17","3.13","443","11","2.48"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","236","82","34.75","333","115","34.53","264","92","34.85","303","127","41.91"
"28785  :  โรงพยาบาลบางเสาธง","606","98","16.17","661","99","14.98","562","78","13.88","791","88","11.13"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,264","112","8.86","2,115","131","6.19","1,468","107","7.29","2,005","129","6.43"
"10756  :  โรงพยาบาลบางกรวย","851","140","16.45","829","152","18.34","702","149","21.23","884","184","20.81"
"10757  :  โรงพยาบาลบางใหญ่","1,640","350","21.34","1,603","350","21.83","1,304","301","23.08","1,910","425","22.25"
"10758  :  โรงพยาบาลบางบัวทอง","1,566","216","13.79","1,537","262","17.05","1,746","321","18.38","1,762","275","15.61"
"10759  :  โรงพยาบาลไทรน้อย","1,378","385","27.94","1,432","407","28.42","1,257","335","26.65","1,636","469","28.67"
"10760  :  โรงพยาบาลปากเกร็ด","1,419","237","16.70","1,367","276","20.19","1,192","234","19.63","1,360","305","22.43"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","33","0","0.00","38","1","2.63","44","1","2.27","46","3","6.52"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","1,509","127","8.42","2,335","244","10.45","2,149","203","9.45","2,566","262","10.21"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","390","72","18.46","429","85","19.81","341","61","17.89","437","83","18.99"
"10687  :  โรงพยาบาลปทุมธานี","2,082","533","25.60","2,306","556","24.11","1,933","477","24.68","2,651","606","22.86"
"10761  :  โรงพยาบาลคลองหลวง","1,400","259","18.50","1,524","303","19.88","1,254","233","18.58","1,663","354","21.29"
"10762  :  โรงพยาบาลธัญบุรี","664","39","5.87","505","140","27.72","569","80","14.06","452","42","9.29"
"10763  :  โรงพยาบาลประชาธิปัตย์","979","192","19.61","1,381","322","23.32","808","144","17.82","1,026","193","18.81"
"10764  :  โรงพยาบาลหนองเสือ","860","146","16.98","775","132","17.03","675","122","18.07","802","167","20.82"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,198","171","14.27","1,226","154","12.56","1,190","148","12.44","1,347","161","11.95"
"10766  :  โรงพยาบาลลำลูกกา","514","23","4.47","488","18","3.69","1,375","223","16.22","492","26","5.28"
"10767  :  โรงพยาบาลสามโคก","550","100","18.18","584","108","18.49","529","92","17.39","646","94","14.55"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,127","93","8.25","1,194","74","6.20","1,192","96","8.05","1,204","89","7.39"
"10688  :  โรงพยาบาลเสนา","1,302","214","16.44","1,951","392","20.09","1,605","316","19.69","1,918","233","12.15"
"10768  :  โรงพยาบาลท่าเรือ","1,063","391","36.78","1,128","391","34.66","869","258","29.69","980","293","29.90"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","451","91","20.18","490","116","23.67","480","94","19.58","613","108","17.62"
"10770  :  โรงพยาบาลบางไทร","556","88","15.83","604","130","21.52","544","104","19.12","591","126","21.32"
"10771  :  โรงพยาบาลบางบาล","381","135","35.43","385","147","38.18","321","117","36.45","425","170","40.00"
"10772  :  โรงพยาบาลบางปะอิน","2,075","335","16.14","2,281","508","22.27","2,065","468","22.66","2,433","565","23.22"
"10773  :  โรงพยาบาลบางปะหัน","788","226","28.68","799","182","22.78","771","178","23.09","768","200","26.04"
"10774  :  โรงพยาบาลผักไห่","399","122","30.58","459","122","26.58","355","95","26.76","467","144","30.84"
"10775  :  โรงพยาบาลภาชี","170","11","6.47","286","47","16.43","399","133","33.33","679","228","33.58"
"10776  :  โรงพยาบาลลาดบัวหลวง","755","161","21.32","771","196","25.42","631","157","24.88","617","135","21.88"
"10777  :  โรงพยาบาลวังน้อย","1,311","334","25.48","1,399","383","27.38","1,246","256","20.55","1,412","335","23.73"
"10778  :  โรงพยาบาลบางซ้าย","306","111","36.27","310","99","31.94","201","59","29.35","243","78","32.10"
"10779  :  โรงพยาบาลอุทัย","394","157","39.85","440","194","44.09","219","92","42.01","410","179","43.66"
"10780  :  โรงพยาบาลมหาราช","385","85","22.08","387","85","21.96","338","96","28.40","374","108","28.88"
"10781  :  โรงพยาบาลบ้านแพรก","235","89","37.87","259","120","46.33","219","90","41.10","246","86","34.96"
"10689  :  โรงพยาบาลอ่างทอง","79","2","2.53","76","2","2.63","73","0","0.00","74","0","0.00"
"10782  :  โรงพยาบาลไชโย","292","70","23.97","340","91","26.76","284","57","20.07","285","76","26.67"
"10784  :  โรงพยาบาลป่าโมก","847","183","21.61","725","156","21.52","766","129","16.84","657","151","22.98"
"10785  :  โรงพยาบาลโพธิ์ทอง","706","220","31.16","699","266","38.05","617","203","32.90","643","242","37.64"
"10786  :  โรงพยาบาลแสวงหา","725","236","32.55","705","275","39.01","728","253","34.75","748","276","36.90"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","420","39","9.29","257","6","2.33","145","6","4.14","134","2","1.49"
"10788  :  โรงพยาบาลสามโก้","150","3","2.00","117","6","5.13","106","3","2.83","326","143","43.87"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","3,682","509","13.82","3,062","443","14.47","2,688","430","16.00","3,264","584","17.89"
"10691  :  โรงพยาบาลบ้านหมี่","120","18","15.00","120","15","12.50","104","11","10.58","156","98","62.82"
"10789  :  โรงพยาบาลพัฒนานิคม","451","14","3.10","445","15","3.37","450","21","4.67","448","16","3.57"
"10790  :  โรงพยาบาลโคกสำโรง","224","15","6.70","834","77","9.23","1,149","144","12.53","1,846","518","28.06"
"10791  :  โรงพยาบาลชัยบาดาล","1,920","356","18.54","1,936","385","19.89","1,772","309","17.44","2,131","407","19.10"
"10792  :  โรงพยาบาลท่าวุ้ง","547","137","25.05","654","141","21.56","625","121","19.36","686","118","17.20"
"10793  :  โรงพยาบาลท่าหลวง","859","117","13.62","853","98","11.49","678","83","12.24","890","121","13.60"
"10794  :  โรงพยาบาลสระโบสถ์","40","2","5.00","20","2","10.00","33","4","12.12","14","0","0.00"
"10795  :  โรงพยาบาลโคกเจริญ","620","249","40.16","644","267","41.46","606","230","37.95","669","270","40.36"
"10796  :  โรงพยาบาลลำสนธิ","396","139","35.10","416","150","36.06","447","153","34.23","513","176","34.31"
"10797  :  โรงพยาบาลหนองม่วง","590","83","14.07","674","125","18.55","538","93","17.29","740","91","12.30"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,821","332","18.23","2,229","344","15.43","2,061","308","14.94","2,010","295","14.68"
"10693  :  โรงพยาบาลอินทร์บุรี","765","134","17.52","766","164","21.41","677","124","18.32","714","156","21.85"
"10798  :  โรงพยาบาลบางระจัน","359","77","21.45","348","76","21.84","327","64","19.57","339","91","26.84"
"10799  :  โรงพยาบาลค่ายบางระจัน","229","15","6.55","85","8","9.41","230","10","4.35","75","6","8.00"
"10800  :  โรงพยาบาลพรหมบุรี","378","33","8.73","316","49","15.51","241","33","13.69","267","34","12.73"
"10801  :  โรงพยาบาลท่าช้าง","25","3","12.00","31","1","3.23","5","0","0.00","39","3","7.69"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","2,215","286","12.91","2,390","400","16.74","2,358","369","15.65","2,457","468","19.05"
"10802  :  โรงพยาบาลมโนรมย์","663","107","16.14","704","147","20.88","666","107","16.07","754","162","21.49"
"10803  :  โรงพยาบาลวัดสิงห์","158","3","1.90","102","11","10.78","250","8","3.20","89","5","5.62"
"10804  :  โรงพยาบาลสรรพยา","404","97","24.01","448","108","24.11","378","86","22.75","473","121","25.58"
"10805  :  โรงพยาบาลสรรคบุรี","572","163","28.50","858","297","34.62","595","172","28.91","1,043","304","29.15"
"10806  :  โรงพยาบาลหันคา","1,068","218","20.41","1,116","207","18.55","1,053","157","14.91","1,109","197","17.76"
"27974  :  โรงพยาบาลหนองมะโมง","371","47","12.67","438","58","13.24","444","80","18.02","509","78","15.32"
"27975  :  โรงพยาบาลเนินขาม","127","29","22.83","199","41","20.60","131","38","29.01","241","65","26.97"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","1,658","564","34.02","1,226","94","7.67","1,029","236","22.93","1,026","95","9.26"
"10808  :  โรงพยาบาลหนองแค","885","270","30.51","974","296","30.39","791","212","26.80","1,009","286","28.34"
"10809  :  โรงพยาบาลวิหารแดง","523","42","8.03","479","51","10.65","285","26","9.12","260","20","7.69"
"10810  :  โรงพยาบาลหนองแซง","374","100","26.74","384","115","29.95","447","95","21.25","375","85","22.67"
"10811  :  โรงพยาบาลบ้านหมอ","610","162","26.56","689","172","24.96","528","154","29.17","724","171","23.62"
"10812  :  โรงพยาบาลดอนพุด","261","50","19.16","177","19","10.73","249","39","15.66","258","29","11.24"
"10813  :  โรงพยาบาลหนองโดน","368","51","13.86","370","53","14.32","271","49","18.08","329","95","28.88"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","534","130","24.34","628","144","22.93","581","147","25.30","716","179","25.00"
"10815  :  โรงพยาบาลมวกเหล็ก","1,161","323","27.82","1,427","352","24.67","1,014","281","27.71","1,121","262","23.37"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","870","140","16.09","527","146","27.70","496","128","25.81","913","138","15.12"
"11485  :  โรงพยาบาลค่ายอดิศร","47","11","23.40","48","14","29.17","45","4","8.89","47","8","17.02"
"10662  :  โรงพยาบาลชลบุรี","448","87","19.42","453","96","21.19","390","87","22.31","492","121","24.59"
"10817  :  โรงพยาบาลบ้านบึง","2,582","473","18.32","3,302","722","21.87","2,634","444","16.86","3,268","769","23.53"
"10818  :  โรงพยาบาลหนองใหญ่","717","178","24.83","667","166","24.89","671","185","27.57","565","222","39.29"
"10819  :  โรงพยาบาลบางละมุง","5,189","1,581","30.47","5,461","1,756","32.16","5,380","1,707","31.73","6,021","1,945","32.30"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","449","160","35.63","428","158","36.92","439","142","32.35","426","163","38.26"
"10821  :  โรงพยาบาลพานทอง","2,033","465","22.87","2,041","620","30.38","1,820","516","28.35","2,429","671","27.62"
"10822  :  โรงพยาบาลพนัสนิคม","2,733","354","12.95","3,369","438","13.00","2,947","448","15.20","3,234","522","16.14"
"10823  :  โรงพยาบาลแหลมฉบัง","5,472","799","14.60","4,490","850","18.93","3,643","571","15.67","5,544","758","13.67"
"10824  :  โรงพยาบาลเกาะสีชัง","273","49","17.95","250","63","25.20","229","65","28.38","226","68","30.09"
"10825  :  โรงพยาบาลสัตหีบกม10","1,095","129","11.78","743","84","11.31","316","49","15.51","205","31","15.12"
"10826  :  โรงพยาบาลบ่อทอง","1,161","527","45.39","1,100","569","51.73","1,051","531","50.52","1,311","635","48.44"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","115","22","19.13","151","28","18.54","102","23","22.55","137","29","21.17"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","26","10","38.46","32","8","25.00","11","3","27.27","30","4","13.33"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,259","117","9.29","1,154","69","5.98","1,179","34","2.88","1,231","57","4.63"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","1,409","123","8.73","1,577","136","8.62","1,432","117","8.17","1,636","154","9.41"
"28005  :  โรงพยาบาลเมืองพัทยา","825","48","5.82","757","36","4.76","722","32","4.43","825","43","5.21"
"28006  :  โรงพยาบาลเกาะจันทร์","785","259","32.99","962","362","37.63","820","265","32.32","914","289","31.62"
"10663  :  โรงพยาบาลระยอง","385","64","16.62","2,041","220","10.78","1,593","204","12.81","1,935","221","11.42"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","5,181","678","13.09","4,199","736","17.53","4,599","755","16.42","4,435","725","16.35"
"10828  :  โรงพยาบาลบ้านฉาง","371","32","8.63","281","4","1.42","278","8","2.88","430","18","4.19"
"10829  :  โรงพยาบาลแกลง","794","56","7.05","681","38","5.58","766","71","9.27","753","51","6.77"
"10830  :  โรงพยาบาลวังจันทร์","988","204","20.65","866","192","22.17","856","180","21.03","877","168","19.16"
"10831  :  โรงพยาบาลบ้านค่าย","2,064","362","17.54","1,909","473","24.78","1,770","415","23.45","1,533","358","23.35"
