"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","690","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","2","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","2,660","84","33","39.29"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,721","6","3","50.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,552","66","41","62.12"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,984","5","3","60.00"
"28785  :  โรงพยาบาลบางเสาธง","728","28","8","28.57"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","1,315","38","16","42.11"
"10757  :  โรงพยาบาลบางใหญ่","2,668","60","32","53.33"
"10758  :  โรงพยาบาลบางบัวทอง","1,729","61","21","34.43"
"10759  :  โรงพยาบาลไทรน้อย","3,225","143","49","34.27"
"10760  :  โรงพยาบาลปากเกร็ด","4,481","37","18","48.65"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","317","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","763","9","4","44.44"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","939","31","8","25.81"
"10762  :  โรงพยาบาลธัญบุรี","1,991","327","103","31.50"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,963","97","50","51.55"
"10764  :  โรงพยาบาลหนองเสือ","1,067","62","30","48.39"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,228","53","20","37.74"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","748","30","10","33.33"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,618","183","70","38.25"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","522","23","9","39.13"
"10770  :  โรงพยาบาลบางไทร","836","4","3","75.00"
"10771  :  โรงพยาบาลบางบาล","397","29","11","37.93"
"10772  :  โรงพยาบาลบางปะอิน","1,846","223","78","34.98"
"10773  :  โรงพยาบาลบางปะหัน","477","33","18","54.55"
"10774  :  โรงพยาบาลผักไห่","325","0","0","0.00"
"10775  :  โรงพยาบาลภาชี","1,356","86","39","45.35"
"10776  :  โรงพยาบาลลาดบัวหลวง","459","14","4","28.57"
"10777  :  โรงพยาบาลวังน้อย","893","33","7","21.21"
"10778  :  โรงพยาบาลบางซ้าย","695","23","4","17.39"
"10779  :  โรงพยาบาลอุทัย","163","69","18","26.09"
"10780  :  โรงพยาบาลมหาราช","371","19","7","36.84"
"10781  :  โรงพยาบาลบ้านแพรก","295","14","4","28.57"
"10689  :  โรงพยาบาลอ่างทอง","333","67","23","34.33"
"10782  :  โรงพยาบาลไชโย","585","32","12","37.50"
"10784  :  โรงพยาบาลป่าโมก","1,148","21","5","23.81"
"10785  :  โรงพยาบาลโพธิ์ทอง","786","66","13","19.70"
"10786  :  โรงพยาบาลแสวงหา","1,501","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,719","21","7","33.33"
"10788  :  โรงพยาบาลสามโก้","505","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,617","42","17","40.48"
"10790  :  โรงพยาบาลโคกสำโรง","1,660","11","4","36.36"
"10791  :  โรงพยาบาลชัยบาดาล","2,583","55","16","29.09"
"10792  :  โรงพยาบาลท่าวุ้ง","1,073","215","53","24.65"
"10793  :  โรงพยาบาลท่าหลวง","1,286","10","3","30.00"
"10794  :  โรงพยาบาลสระโบสถ์","1,867","118","37","31.36"
"10795  :  โรงพยาบาลโคกเจริญ","1,127","134","44","32.84"
"10796  :  โรงพยาบาลลำสนธิ","1,197","19","5","26.32"
"10797  :  โรงพยาบาลหนองม่วง","1,282","47","11","23.40"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","2,683","323","75","23.22"
"10693  :  โรงพยาบาลอินทร์บุรี","693","9","7","77.78"
"10798  :  โรงพยาบาลบางระจัน","1,090","26","10","38.46"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,234","64","18","28.13"
"10800  :  โรงพยาบาลพรหมบุรี","1,184","54","25","46.30"
"10801  :  โรงพยาบาลท่าช้าง","767","417","246","58.99"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","1,039","55","17","30.91"
"10803  :  โรงพยาบาลวัดสิงห์","1,090","154","54","35.06"
"10804  :  โรงพยาบาลสรรพยา","590","145","27","18.62"
"10805  :  โรงพยาบาลสรรคบุรี","1,743","500","115","23.00"
"10806  :  โรงพยาบาลหันคา","1,756","1,179","503","42.66"
"27974  :  โรงพยาบาลหนองมะโมง","275","128","39","30.47"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","2,710","238","133","55.88"
"10808  :  โรงพยาบาลหนองแค","524","10","7","70.00"
"10809  :  โรงพยาบาลวิหารแดง","1","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","935","31","12","38.71"
"10811  :  โรงพยาบาลบ้านหมอ","1,399","39","17","43.59"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","978","44","17","38.64"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","577","68","36","52.94"
"10815  :  โรงพยาบาลมวกเหล็ก","1,364","178","96","53.93"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","683","43","26","60.47"
"11485  :  โรงพยาบาลค่ายอดิศร","610","15","11","73.33"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","4,525","2,314","898","38.81"
"10818  :  โรงพยาบาลหนองใหญ่","1,015","283","65","22.97"
"10819  :  โรงพยาบาลบางละมุง","4,314","264","123","46.59"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","509","36","13","36.11"
"10821  :  โรงพยาบาลพานทอง","1,282","67","23","34.33"
"10822  :  โรงพยาบาลพนัสนิคม","3,099","199","68","34.17"
"10823  :  โรงพยาบาลแหลมฉบัง","8,668","419","120","28.64"
"10824  :  โรงพยาบาลเกาะสีชัง","569","316","94","29.75"
"10825  :  โรงพยาบาลสัตหีบกม10","5,121","143","55","38.46"
"10826  :  โรงพยาบาลบ่อทอง","1,072","34","9","26.47"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","244","12","7","58.33"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","11,495","40","22","55.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","19","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","2,318","29","19","65.52"
"28006  :  โรงพยาบาลเกาะจันทร์","548","98","35","35.71"
"10663  :  โรงพยาบาลระยอง","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","387","18","12","66.67"
"10828  :  โรงพยาบาลบ้านฉาง","3,734","648","205","31.64"
"10829  :  โรงพยาบาลแกลง","892","277","76","27.44"
"10830  :  โรงพยาบาลวังจันทร์","867","143","42","29.37"
"10831  :  โรงพยาบาลบ้านค่าย","1,365","6","3","50.00"
"10832  :  โรงพยาบาลปลวกแดง","1,283","140","46","32.86"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","425","12","9","75.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","619","12","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","198","2","1","50.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","889","75","23","30.67"
"10837  :  โรงพยาบาลสองพี่น้อง","1,315","134","45","33.58"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,993","89","31","34.83"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","6","4","3","75.00"
"10842  :  โรงพยาบาลแก่งหางแมว","891","47","15","31.91"
"10843  :  โรงพยาบาลนายายอาม","655","84","24","28.57"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,053","277","98","35.38"
"10696  :  โรงพยาบาลตราด","1,433","12","5","41.67"
"10845  :  โรงพยาบาลคลองใหญ่","1,913","433","151","34.87"
"10846  :  โรงพยาบาลเขาสมิง","1,413","221","84","38.01"
"10847  :  โรงพยาบาลบ่อไร่","1,331","115","53","46.09"
"10848  :  โรงพยาบาลแหลมงอบ","940","257","95","36.96"
"10849  :  โรงพยาบาลเกาะกูด","184","40","9","22.50"
"13816  :  โรงพยาบาลเกาะช้าง","196","22","7","31.82"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","839","123","67","54.47"
"10850  :  โรงพยาบาลบางคล้า","3,269","76","28","36.84"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","723","19","10","52.63"
"10854  :  โรงพยาบาลพนมสารคาม","2,295","26","8","30.77"
"10855  :  โรงพยาบาลสนามชัยเขต","1","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","987","41","10","24.39"
"13747  :  โรงพยาบาลราชสาส์น","1,246","69","22","31.88"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","266","3","2","66.67"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,694","33","17","51.52"
"10858  :  โรงพยาบาลนาดี","1,331","195","74","37.95"
"10859  :  โรงพยาบาลบ้านสร้าง","944","61","28","45.90"
"10860  :  โรงพยาบาลประจันตคาม","1,913","15","4","26.67"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,362","5","2","40.00"
"10862  :  โรงพยาบาลศรีมโหสถ","2,033","3","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","198","3","2","66.67"
"10698  :  โรงพยาบาลนครนายก","2,825","2","1","50.00"
"10863  :  โรงพยาบาลปากพลี","538","1","1","100.00"
"10864  :  โรงพยาบาลบ้านนา","1,471","77","27","35.06"
"10865  :  โรงพยาบาลองครักษ์","624","27","9","33.33"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","1,266","42","19","45.24"
"10867  :  โรงพยาบาลตาพระยา","950","114","55","48.25"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,638","236","106","44.92"
"10869  :  โรงพยาบาลวัฒนานคร","1,742","226","84","37.17"
"10870  :  โรงพยาบาลอรัญประเทศ","1,295","221","137","61.99"
"13817  :  โรงพยาบาลเขาฉกรรจ์","794","237","81","34.18"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,780","212","62","29.25"
"10872  :  โรงพยาบาลเสิงสาง","1,695","287","171","59.58"
"10873  :  โรงพยาบาลคง","1,713","2","2","100.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,057","140","67","47.86"
"10875  :  โรงพยาบาลจักราช","1,417","159","64","40.25"
"10876  :  โรงพยาบาลโชคชัย","2,163","253","93","36.76"
"10877  :  โรงพยาบาลด่านขุนทด","2,442","6","6","100.00"
"10878  :  โรงพยาบาลโนนไทย","2,117","3","2","66.67"
"10879  :  โรงพยาบาลโนนสูง","1,682","3","1","33.33"
"10880  :  โรงพยาบาลขามสะแกแสง","2,082","5","1","20.00"
"10881  :  โรงพยาบาลบัวใหญ่","1,016","1","0","0.00"
"10882  :  โรงพยาบาลประทาย","1,446","5","5","100.00"
"10883  :  โรงพยาบาลปักธงชัย","1,155","3","1","33.33"
"10884  :  โรงพยาบาลพิมาย","2,002","177","56","31.64"
"10885  :  โรงพยาบาลห้วยแถลง","1,675","31","11","35.48"
"10886  :  โรงพยาบาลชุมพวง","1,727","452","220","48.67"
"10887  :  โรงพยาบาลสูงเนิน","3,436","115","52","45.22"
"10888  :  โรงพยาบาลขามทะเลสอ","1,214","92","46","50.00"
"10889  :  โรงพยาบาลสีคิ้ว","4,700","9","6","66.67"
"10890  :  โรงพยาบาลปากช่องนานา","2,109","18","6","33.33"
"10891  :  โรงพยาบาลหนองบุญมาก","619","81","50","61.73"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,305","6","3","50.00"
"10893  :  โรงพยาบาลโนนแดง","1,244","26","15","57.69"
"10894  :  โรงพยาบาลวังน้ำเขียว","526","56","23","41.07"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","521","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,047","1","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,475","2,021","1,221","60.42"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","2,994","19","7","36.84"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","128","1","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,203","102","39","38.24"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","260","1","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","240","12","5","41.67"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","841","1","1","100.00"
"27839  :  โรงพยาบาลบัวลาย","715","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","569","8","4","50.00"
"27841  :  โรงพยาบาลเทพารักษ์","1,119","47","22","46.81"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,555","37","20","54.05"
"10896  :  โรงพยาบาลกระสัง","1,477","1,203","1,073","89.19"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","1,659","17","10","58.82"
"10899  :  โรงพยาบาลละหานทราย","1,333","176","72","40.91"
"10900  :  โรงพยาบาลประโคนชัย","2,639","93","36","38.71"
"10901  :  โรงพยาบาลบ้านกรวด","1,426","370","164","44.32"
"10902  :  โรงพยาบาลพุทไธสง","1,874","864","422","48.84"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","2,250","126","83","65.87"
"10906  :  โรงพยาบาลปะคำ","1,079","537","419","78.03"
"10907  :  โรงพยาบาลนาโพธิ์","1,016","484","270","55.79"
"10908  :  โรงพยาบาลหนองหงส์","1,088","497","227","45.67"
"10909  :  โรงพยาบาลพลับพลาชัย","1,214","432","211","48.84"
"10910  :  โรงพยาบาลห้วยราช","620","264","139","52.65"
"10911  :  โรงพยาบาลโนนสุวรรณ","840","31","21","67.74"
"10912  :  โรงพยาบาลชำนิ","646","87","25","28.74"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","702","265","181","68.30"
"10914  :  โรงพยาบาลโนนดินแดง","1,326","351","207","58.97"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","41","1","1","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,212","1","0","0.00"
"23578  :  โรงพยาบาลแคนดง","1,268","582","429","73.71"
"28020  :  โรงพยาบาลบ้านด่าน","1,418","612","314","51.31"
"10668  :  โรงพยาบาลสุรินทร์","70","2","1","50.00"
"10915  :  โรงพยาบาลชุมพลบุรี","1,316","7","5","71.43"
"10916  :  โรงพยาบาลท่าตูม","3,015","37","20","54.05"
"10917  :  โรงพยาบาลจอมพระ","1,811","899","608","67.63"
"10918  :  โรงพยาบาลปราสาท","1,922","11","8","72.73"
"10919  :  โรงพยาบาลกาบเชิง","1,091","79","38","48.10"
"10920  :  โรงพยาบาลรัตนบุรี","1,928","46","33","71.74"
"10921  :  โรงพยาบาลสนม","1,272","78","48","61.54"
"10922  :  โรงพยาบาลศีขรภูมิ","1,882","5","3","60.00"
"10923  :  โรงพยาบาลสังขะ","1,712","22","19","86.36"
"10924  :  โรงพยาบาลลำดวน","1,467","378","205","54.23"
"10925  :  โรงพยาบาลสำโรงทาบ","1,348","1","1","100.00"
"10926  :  โรงพยาบาลบัวเชด","1,112","294","200","68.03"
