"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","0","759","451","59.42"
"10754  :  โรงพยาบาลบางจาก","0","10","3","30.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","0","0","0","0.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","1","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","0","1,143","369","32.28"
"10757  :  โรงพยาบาลบางใหญ่","0","183","69","37.70"
"10758  :  โรงพยาบาลบางบัวทอง","0","483","152","31.47"
"10759  :  โรงพยาบาลไทรน้อย","0","36","9","25.00"
"10760  :  โรงพยาบาลปากเกร็ด","0","0","0","0.00"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","0","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","0","1,479","801","54.16"
"10762  :  โรงพยาบาลธัญบุรี","0","487","279","57.29"
"10763  :  โรงพยาบาลประชาธิปัตย์","0","313","159","50.80"
"10764  :  โรงพยาบาลหนองเสือ","0","0","0","0.00"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","0","3,505","1,878","53.58"
"10766  :  โรงพยาบาลลำลูกกา","0","3,441","1,348","39.17"
"10767  :  โรงพยาบาลสามโคก","0","960","416","43.33"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","12","10","83.33"
"10768  :  โรงพยาบาลท่าเรือ","0","2,478","1,775","71.63"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","256","78","30.47"
"10770  :  โรงพยาบาลบางไทร","0","170","139","81.76"
"10771  :  โรงพยาบาลบางบาล","0","553","394","71.25"
"10772  :  โรงพยาบาลบางปะอิน","0","1,608","1,134","70.52"
"10773  :  โรงพยาบาลบางปะหัน","0","2,765","1,648","59.60"
"10774  :  โรงพยาบาลผักไห่","0","811","459","56.60"
"10775  :  โรงพยาบาลภาชี","0","2,147","1,554","72.38"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","1,115","755","67.71"
"10777  :  โรงพยาบาลวังน้อย","0","2,718","1,673","61.55"
"10778  :  โรงพยาบาลบางซ้าย","0","466","178","38.20"
"10779  :  โรงพยาบาลอุทัย","0","978","675","69.02"
"10780  :  โรงพยาบาลมหาราช","0","1,242","834","67.15"
"10781  :  โรงพยาบาลบ้านแพรก","0","1,520","935","61.51"
"10689  :  โรงพยาบาลอ่างทอง","269","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","439","2","0","0.00"
"10784  :  โรงพยาบาลป่าโมก","786","18","7","38.89"
"10785  :  โรงพยาบาลโพธิ์ทอง","621","19","5","26.32"
"10786  :  โรงพยาบาลแสวงหา","1,189","1","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,372","27","8","29.63"
"10788  :  โรงพยาบาลสามโก้","384","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","30","9","30.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","1","1","100.00"
"10789  :  โรงพยาบาลพัฒนานิคม","0","2","1","50.00"
"10790  :  โรงพยาบาลโคกสำโรง","0","9","1","11.11"
"10791  :  โรงพยาบาลชัยบาดาล","0","5","1","20.00"
"10792  :  โรงพยาบาลท่าวุ้ง","0","91","30","32.97"
"10793  :  โรงพยาบาลท่าหลวง","0","0","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","0","359","130","36.21"
"10795  :  โรงพยาบาลโคกเจริญ","0","365","192","52.60"
"10796  :  โรงพยาบาลลำสนธิ","0","356","140","39.33"
"10797  :  โรงพยาบาลหนองม่วง","0","41","9","21.95"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,908","631","172","27.26"
"10693  :  โรงพยาบาลอินทร์บุรี","504","7","4","57.14"
"10798  :  โรงพยาบาลบางระจัน","855","29","7","24.14"
"10799  :  โรงพยาบาลค่ายบางระจัน","913","23","18","78.26"
"10800  :  โรงพยาบาลพรหมบุรี","921","59","9","15.25"
"10801  :  โรงพยาบาลท่าช้าง","637","92","22","23.91"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","0","93","33","35.48"
"10803  :  โรงพยาบาลวัดสิงห์","0","38","8","21.05"
"10804  :  โรงพยาบาลสรรพยา","0","2","1","50.00"
"10805  :  โรงพยาบาลสรรคบุรี","0","149","55","36.91"
"10806  :  โรงพยาบาลหันคา","0","4","2","50.00"
"27974  :  โรงพยาบาลหนองมะโมง","0","84","22","26.19"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","0","180","105","58.33"
"10808  :  โรงพยาบาลหนองแค","0","151","82","54.30"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","0","132","49","37.12"
"10811  :  โรงพยาบาลบ้านหมอ","0","0","0","0.00"
"10812  :  โรงพยาบาลดอนพุด","0","186","79","42.47"
"10813  :  โรงพยาบาลหนองโดน","0","0","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","308","159","51.62"
"10815  :  โรงพยาบาลมวกเหล็ก","0","0","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","0","690","204","29.57"
"10818  :  โรงพยาบาลหนองใหญ่","0","16","3","18.75"
"10819  :  โรงพยาบาลบางละมุง","0","101","52","51.49"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","0","79","26","32.91"
"10821  :  โรงพยาบาลพานทอง","0","794","189","23.80"
"10822  :  โรงพยาบาลพนัสนิคม","0","1,811","740","40.86"
"10823  :  โรงพยาบาลแหลมฉบัง","0","36","14","38.89"
"10824  :  โรงพยาบาลเกาะสีชัง","0","56","16","28.57"
"10825  :  โรงพยาบาลสัตหีบกม10","0","497","173","34.81"
"10826  :  โรงพยาบาลบ่อทอง","0","11","0","0.00"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","0","92","21","22.83"
"10663  :  โรงพยาบาลระยอง","0","33","18","54.55"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","0","131","71","54.20"
"10828  :  โรงพยาบาลบ้านฉาง","0","8","1","12.50"
"10829  :  โรงพยาบาลแกลง","0","0","0","0.00"
"10830  :  โรงพยาบาลวังจันทร์","0","169","75","44.38"
"10831  :  โรงพยาบาลบ้านค่าย","0","17","1","5.88"
"10832  :  โรงพยาบาลปลวกแดง","0","2","1","50.00"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","0","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","9","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","1,050","51","12","23.53"
"10837  :  โรงพยาบาลสองพี่น้อง","971","70","20","28.57"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","1,572","55","26","47.27"
"10839  :  โรงพยาบาลมะขาม","236","9","5","55.56"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","0","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","616","18","9","50.00"
"10843  :  โรงพยาบาลนายายอาม","454","2","1","50.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","857","43","20","46.51"
"10696  :  โรงพยาบาลตราด","1,428","0","0","0.00"
"10845  :  โรงพยาบาลคลองใหญ่","1,632","10","3","30.00"
"10846  :  โรงพยาบาลเขาสมิง","1,014","24","10","41.67"
"10847  :  โรงพยาบาลบ่อไร่","966","100","61","61.00"
"10848  :  โรงพยาบาลแหลมงอบ","673","32","13","40.63"
"10849  :  โรงพยาบาลเกาะกูด","135","0","0","0.00"
"13816  :  โรงพยาบาลเกาะช้าง","129","7","3","42.86"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","462","298","64.50"
"10850  :  โรงพยาบาลบางคล้า","0","1,630","1,193","73.19"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","3,329","2,134","64.10"
"10852  :  โรงพยาบาลบางปะกง","0","2,209","1,660","75.15"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","3,780","2,055","54.37"
"10854  :  โรงพยาบาลพนมสารคาม","0","2,129","1,564","73.46"
"10855  :  โรงพยาบาลสนามชัยเขต","0","666","444","66.67"
"10856  :  โรงพยาบาลแปลงยาว","0","4,257","2,513","59.03"
"13747  :  โรงพยาบาลราชสาส์น","0","439","219","49.89"
"31327  :  โรงพยาบาลคลองเขื่อน","0","665","447","67.22"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","133","117","87.97"
"10858  :  โรงพยาบาลนาดี","0","1,085","618","56.96"
"10859  :  โรงพยาบาลบ้านสร้าง","0","907","604","66.59"
"10860  :  โรงพยาบาลประจันตคาม","0","1,644","1,241","75.49"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","2,218","1,391","62.71"
"10862  :  โรงพยาบาลศรีมโหสถ","0","540","143","26.48"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","0","42","12","28.57"
"10863  :  โรงพยาบาลปากพลี","0","38","15","39.47"
"10864  :  โรงพยาบาลบ้านนา","0","674","168","24.93"
"10865  :  โรงพยาบาลองครักษ์","0","129","18","13.95"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","91","27","29.67"
"10866  :  โรงพยาบาลคลองหาด","0","628","282","44.90"
"10867  :  โรงพยาบาลตาพระยา","0","32","21","65.63"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","716","339","47.35"
"10869  :  โรงพยาบาลวัฒนานคร","0","666","336","50.45"
"10870  :  โรงพยาบาลอรัญประเทศ","0","843","471","55.87"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","547","252","46.07"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","0","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","0","0","0.00"
"10873  :  โรงพยาบาลคง","0","0","0","0.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","0","0","0.00"
"10875  :  โรงพยาบาลจักราช","0","0","0","0.00"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","0","0","0.00"
"10878  :  โรงพยาบาลโนนไทย","0","0","0","0.00"
"10879  :  โรงพยาบาลโนนสูง","0","0","0","0.00"
"10880  :  โรงพยาบาลขามสะแกแสง","0","0","0","0.00"
"10881  :  โรงพยาบาลบัวใหญ่","0","0","0","0.00"
"10882  :  โรงพยาบาลประทาย","0","0","0","0.00"
"10883  :  โรงพยาบาลปักธงชัย","0","0","0","0.00"
"10884  :  โรงพยาบาลพิมาย","0","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","0","0","0.00"
"10887  :  โรงพยาบาลสูงเนิน","0","0","0","0.00"
"10888  :  โรงพยาบาลขามทะเลสอ","0","0","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","0","0","0.00"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","0","0","0.00"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","0","0","0.00"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","0","0","0.00"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","0","0","0.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","0","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","0","0","0.00"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","5","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","0","1,834","1,271","69.30"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","1,537","770","50.10"
"10899  :  โรงพยาบาลละหานทราย","0","1,659","939","56.60"
"10900  :  โรงพยาบาลประโคนชัย","0","5,041","2,828","56.10"
"10901  :  โรงพยาบาลบ้านกรวด","0","0","0","0.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","3","2","66.67"
"10905  :  โรงพยาบาลสตึก","0","1,212","649","53.55"
"10906  :  โรงพยาบาลปะคำ","0","4,129","3,011","72.92"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","98","26","26.53"
"10909  :  โรงพยาบาลพลับพลาชัย","0","345","181","52.46"
"10910  :  โรงพยาบาลห้วยราช","0","705","397","56.31"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","2,074","1,634","78.78"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","26","14","53.85"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","694","319","45.97"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","807","464","57.50"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","0","296","23","7.77"
"10916  :  โรงพยาบาลท่าตูม","0","338","11","3.25"
"10917  :  โรงพยาบาลจอมพระ","0","6","0","0.00"
"10918  :  โรงพยาบาลปราสาท","0","38","20","52.63"
"10919  :  โรงพยาบาลกาบเชิง","0","577","264","45.75"
"10920  :  โรงพยาบาลรัตนบุรี","0","82","62","75.61"
"10921  :  โรงพยาบาลสนม","0","41","24","58.54"
"10922  :  โรงพยาบาลศีขรภูมิ","0","431","0","0.00"
"10923  :  โรงพยาบาลสังขะ","0","1","1","100.00"
"10924  :  โรงพยาบาลลำดวน","0","802","296","36.91"
"10925  :  โรงพยาบาลสำโรงทาบ","0","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","0","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0.00"
"22302  :  โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา","0","201","94","46.77"
"27842  :  โรงพยาบาลเขวาสินรินทร์","0","88","34","38.64"
