"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","446","83","18.61","298","53","17.79","263","26","9.89","271","43","15.87"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","1","0","0.00","3","0","0.00","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","586","86","14.68","383","42","10.97","375","56","14.93","402","91","22.64"
"10754  :  โรงพยาบาลบางจาก","35","6","17.14","28","14","50.00","36","14","38.89","31","8","25.81"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","247","35","14.17","69","4","5.80","516","14","2.71","446","34","7.62"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","114","16","14.04","2","0","0.00","50","4","8.00","425","26","6.12"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","129","12","9.30","101","7","6.93","141","6","4.26","246","26","10.57"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","286","31","10.84","71","3","4.23","150","12","8.00","138","15","10.87"
"10757  :  โรงพยาบาลบางใหญ่","206","8","3.88","259","5","1.93","310","7","2.26","205","8","3.90"
"10758  :  โรงพยาบาลบางบัวทอง","1,633","15","0.92","1,233","10","0.81","3,514","12","0.34","352","3","0.85"
"10759  :  โรงพยาบาลไทรน้อย","254","15","5.91","280","13","4.64","286","22","7.69","273","13","4.76"
"10760  :  โรงพยาบาลปากเกร็ด","280","11","3.93","238","9","3.78","158","11","6.96","207","16","7.73"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","526","94","17.87","664","60","9.04","424","45","10.61","63","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","140","7","5.00","342","9","2.63","186","11","5.91","148","5","3.38"
"10761  :  โรงพยาบาลคลองหลวง","228","29","12.72","205","34","16.59","279","43","15.41","270","39","14.44"
"10762  :  โรงพยาบาลธัญบุรี","259","33","12.74","556","19","3.42","154","24","15.58","708","57","8.05"
"10763  :  โรงพยาบาลประชาธิปัตย์","438","26","5.94","474","13","2.74","391","23","5.88","189","14","7.41"
"10764  :  โรงพยาบาลหนองเสือ","23","0","0.00","54","2","3.70","46","0","0.00","183","8","4.37"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","377","30","7.96","359","21","5.85","348","19","5.46","80","7","8.75"
"10766  :  โรงพยาบาลลำลูกกา","121","21","17.36","135","19","14.07","189","20","10.58","114","9","7.89"
"10767  :  โรงพยาบาลสามโคก","121","6","4.96","80","5","6.25","75","3","4.00","210","13","6.19"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","759","161","21.21","845","172","20.36","714","177","24.79","520","141","27.12"
"10688  :  โรงพยาบาลเสนา","305","5","1.64","282","4","1.42","271","5","1.85","279","5","1.79"
"10768  :  โรงพยาบาลท่าเรือ","126","6","4.76","103","3","2.91","69","2","2.90","98","7","7.14"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","27","1","3.70","20","1","5.00","18","4","22.22","10","1","10.00"
"10770  :  โรงพยาบาลบางไทร","285","8","2.81","314","13","4.14","199","9","4.52","213","14","6.57"
"10771  :  โรงพยาบาลบางบาล","145","1","0.69","138","2","1.45","183","5","2.73","176","5","2.84"
"10772  :  โรงพยาบาลบางปะอิน","259","1","0.39","217","3","1.38","201","2","1.00","237","8","3.38"
"10773  :  โรงพยาบาลบางปะหัน","175","21","12.00","59","3","5.08","49","3","6.12","35","9","25.71"
"10774  :  โรงพยาบาลผักไห่","55","2","3.64","46","2","4.35","73","4","5.48","54","2","3.70"
"10775  :  โรงพยาบาลภาชี","133","4","3.01","166","5","3.01","62","2","3.23","269","9","3.35"
"10776  :  โรงพยาบาลลาดบัวหลวง","335","20","5.97","149","7","4.70","200","20","10.00","244","17","6.97"
"10777  :  โรงพยาบาลวังน้อย","164","6","3.66","167","6","3.59","117","8","6.84","156","9","5.77"
"10778  :  โรงพยาบาลบางซ้าย","27","2","7.41","77","3","3.90","12","1","8.33","52","0","0.00"
"10779  :  โรงพยาบาลอุทัย","42","2","4.76","63","4","6.35","31","2","6.45","49","4","8.16"
"10780  :  โรงพยาบาลมหาราช","10","1","10.00","12","2","16.67","99","4","4.04","136","6","4.41"
"10781  :  โรงพยาบาลบ้านแพรก","90","1","1.11","89","2","2.25","87","1","1.15","89","3","3.37"
"10689  :  โรงพยาบาลอ่างทอง","130","5","3.85","130","5","3.85","79","5","6.33","110","3","2.73"
"10782  :  โรงพยาบาลไชโย","28","1","3.57","32","0","0.00","88","3","3.41","38","1","2.63"
"10784  :  โรงพยาบาลป่าโมก","146","7","4.79","122","2","1.64","41","0","0.00","92","2","2.17"
"10785  :  โรงพยาบาลโพธิ์ทอง","313","37","11.82","245","15","6.12","294","20","6.80","185","13","7.03"
"10786  :  โรงพยาบาลแสวงหา","350","25","7.14","102","9","8.82","169","15","8.88","346","22","6.36"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","221","8","3.62","113","2","1.77","81","4","4.94","127","6","4.72"
"10788  :  โรงพยาบาลสามโก้","64","0","0.00","49","2","4.08","50","0","0.00","38","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","594","27","4.55","572","5","0.87","576","8","1.39","601","13","2.16"
"10691  :  โรงพยาบาลบ้านหมี่","251","3","1.20","233","6","2.58","179","12","6.70","442","26","5.88"
"10789  :  โรงพยาบาลพัฒนานิคม","1,041","65","6.24","971","48","4.94","888","58","6.53","885","30","3.39"
"10790  :  โรงพยาบาลโคกสำโรง","149","10","6.71","213","14","6.57","224","8","3.57","206","2","0.97"
"10791  :  โรงพยาบาลชัยบาดาล","415","59","14.22","361","33","9.14","343","48","13.99","365","64","17.53"
"10792  :  โรงพยาบาลท่าวุ้ง","53","1","1.89","76","6","7.89","4","1","25.00","53","4","7.55"
"10793  :  โรงพยาบาลท่าหลวง","613","13","2.12","493","7","1.42","457","15","3.28","465","14","3.01"
"10794  :  โรงพยาบาลสระโบสถ์","69","1","1.45","79","1","1.27","51","0","0.00","63","2","3.17"
"10795  :  โรงพยาบาลโคกเจริญ","214","1","0.47","283","10","3.53","158","6","3.80","44","1","2.27"
"10796  :  โรงพยาบาลลำสนธิ","176","20","11.36","136","14","10.29","28","0","0.00","37","1","2.70"
"10797  :  โรงพยาบาลหนองม่วง","17","1","5.88","99","3","3.03","6","0","0.00","97","6","6.19"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","977","45","4.61","458","20","4.37","1,259","37","2.94","774","25","3.23"
"10693  :  โรงพยาบาลอินทร์บุรี","205","15","7.32","129","16","12.40","100","11","11.00","288","13","4.51"
"10798  :  โรงพยาบาลบางระจัน","200","2","1.00","196","4","2.04","210","2","0.95","207","3","1.45"
"10799  :  โรงพยาบาลค่ายบางระจัน","255","12","4.71","108","4","3.70","280","26","9.29","57","3","5.26"
"10800  :  โรงพยาบาลพรหมบุรี","10","0","0.00","34","1","2.94","23","0","0.00","85","10","11.76"
"10801  :  โรงพยาบาลท่าช้าง","4","0","0.00","3","1","33.33","21","1","4.76","27","4","14.81"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","227","31","13.66","202","19","9.41","207","41","19.81","203","27","13.30"
"10802  :  โรงพยาบาลมโนรมย์","338","14","4.14","228","5","2.19","262","6","2.29","358","16","4.47"
"10803  :  โรงพยาบาลวัดสิงห์","40","3","7.50","43","4","9.30","39","3","7.69","45","6","13.33"
"10804  :  โรงพยาบาลสรรพยา","154","10","6.49","68","6","8.82","180","11","6.11","185","9","4.86"
"10805  :  โรงพยาบาลสรรคบุรี","305","0","0.00","65","2","3.08","15","0","0.00","51","2","3.92"
"10806  :  โรงพยาบาลหันคา","381","18","4.72","283","11","3.89","454","22","4.85","308","16","5.19"
"27974  :  โรงพยาบาลหนองมะโมง","10","0","0.00","47","4","8.51","50","8","16.00","78","9","11.54"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","236","22","9.32","46","2","4.35","81","11","13.58","22","2","9.09"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","302","3","0.99","271","2","0.74","110","2","1.82","345","32","9.28"
"10808  :  โรงพยาบาลหนองแค","415","8","1.93","539","21","3.90","524","17","3.24","289","13","4.50"
"10809  :  โรงพยาบาลวิหารแดง","391","29","7.42","358","18","5.03","330","20","6.06","320","20","6.25"
"10810  :  โรงพยาบาลหนองแซง","64","0","0.00","52","0","0.00","26","1","3.85","55","1","1.82"
"10811  :  โรงพยาบาลบ้านหมอ","441","18","4.08","387","10","2.58","93","11","11.83","603","28","4.64"
"10812  :  โรงพยาบาลดอนพุด","32","2","6.25","35","6","17.14","38","2","5.26","28","3","10.71"
"10813  :  โรงพยาบาลหนองโดน","24","1","4.17","20","4","20.00","24","1","4.17","26","3","11.54"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","176","3","1.70","197","4","2.03","166","5","3.01","356","16","4.49"
"10815  :  โรงพยาบาลมวกเหล็ก","199","9","4.52","185","5","2.70","126","12","9.52","171","12","7.02"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","419","21","5.01","111","12","10.81","48","5","10.42","339","13","3.83"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0.00","0","0","0.00","0","0","0.00","2","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","216","16","7.41","246","17","6.91","245","11","4.49","437","28","6.41"
"10817  :  โรงพยาบาลบ้านบึง","335","46","13.73","433","41","9.47","486","37","7.61","280","19","6.79"
"10818  :  โรงพยาบาลหนองใหญ่","634","100","15.77","561","73","13.01","669","75","11.21","105","7","6.67"
"10819  :  โรงพยาบาลบางละมุง","489","35","7.16","1,198","45","3.76","1,420","63","4.44","2,123","85","4.00"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","177","19","10.73","160","19","11.88","104","13","12.50","211","16","7.58"
"10821  :  โรงพยาบาลพานทอง","881","32","3.63","881","12","1.36","594","26","4.38","695","67","9.64"
"10822  :  โรงพยาบาลพนัสนิคม","299","18","6.02","258","31","12.02","181","22","12.15","1,867","105","5.62"
"10823  :  โรงพยาบาลแหลมฉบัง","757","45","5.94","1,333","78","5.85","1,342","112","8.35","469","24","5.12"
"10824  :  โรงพยาบาลเกาะสีชัง","261","8","3.07","252","3","1.19","349","9","2.58","225","7","3.11"
"10825  :  โรงพยาบาลสัตหีบกม10","3,036","47","1.55","1,045","14","1.34","2,180","43","1.97","1,156","86","7.44"
"10826  :  โรงพยาบาลบ่อทอง","475","11","2.32","454","11","2.42","647","26","4.02","201","18","8.96"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","3","1","33.33","77","3","3.90","31","1","3.23","1","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","115","1","0.87","124","6","4.84","148","9","6.08","141","5","3.55"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","340","17","5.00","244","10","4.10","276","12","4.35","421","13","3.09"
"28005  :  โรงพยาบาลเมืองพัทยา","1,037","48","4.63","1,108","48","4.33","1,079","99","9.18","408","24","5.88"
"28006  :  โรงพยาบาลเกาะจันทร์","79","4","5.06","87","3","3.45","100","10","10.00","105","7","6.67"
"10663  :  โรงพยาบาลระยอง","91","12","13.19","97","8","8.25","94","11","11.70","96","6","6.25"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,528","109","7.13","2,362","110","4.66","1,904","90","4.73","871","64","7.35"
"10828  :  โรงพยาบาลบ้านฉาง","466","53","11.37","769","82","10.66","480","65","13.54","179","22","12.29"
"10829  :  โรงพยาบาลแกลง","1,832","73","3.98","1,819","69","3.79","1,391","50","3.59","1,931","58","3.00"
"10830  :  โรงพยาบาลวังจันทร์","170","7","4.12","115","4","3.48","65","4","6.15","331","32","9.67"
"10831  :  โรงพยาบาลบ้านค่าย","89","12","13.48","78","8","10.26","61","12","19.67","123","20","16.26"
"10832  :  โรงพยาบาลปลวกแดง","1,226","118","9.62","1,267","115","9.08","1,204","120","9.97","1,394","147","10.55"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","63","5","7.94","55","5","9.09","113","9","7.96","87","6","6.90"
"23962  :  โรงพยาบาลนิคมพัฒนา","139","10","7.19","37","0","0.00","44","5","11.36","59","5","8.47"
"10664  :  โรงพยาบาลพระปกเกล้า","35","2","5.71","140","6","4.29","76","4","5.26","100","5","5.00"
