"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","166","15","9.04","163","11","6.75","25","0","0.00","111","2","1.80"
"12250  :  สถาบันมะเร็งแห่งชาติ","1","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","1","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","4,606","189","4.10","4,381","195","4.45","2,163","176","8.14","3,149","201","6.38"
"10752  :  โรงพยาบาลบางบ่อ","1,982","121","6.10","887","48","5.41","6","0","0.00","3","0","0.00"
"10753  :  โรงพยาบาลบางพลี","4,709","478","10.15","2,859","310","10.84","1,437","223","15.52","1,875","238","12.69"
"10754  :  โรงพยาบาลบางจาก","2,050","148","7.22","1,142","88","7.71","539","42","7.79","1,242","86","6.92"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,650","137","8.30","1,546","115","7.44","159","9","5.66","668","40","5.99"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","911","92","10.10","1,439","137","9.52","444","52","11.71","1,033","108","10.45"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","9","0","0.00","16","0","0.00","12","1","8.33","11","1","9.09"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","442","37","8.37","429","28","6.53","29","1","3.45","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","285","21","7.37","344","30","8.72","275","38","13.82","86","11","12.79"
"28785  :  โรงพยาบาลบางเสาธง","679","53","7.81","572","32","5.59","170","9","5.29","143","12","8.39"
"10686  :  โรงพยาบาลพระนั่งเกล้า","1,496","90","6.02","1,596","104","6.52","680","58","8.53","1,119","65","5.81"
"10756  :  โรงพยาบาลบางกรวย","780","65","8.33","715","68","9.51","161","18","11.18","111","2","1.80"
"10757  :  โรงพยาบาลบางใหญ่","1,965","141","7.18","1,346","100","7.43","752","55","7.31","1,013","58","5.73"
"10758  :  โรงพยาบาลบางบัวทอง","1,706","121","7.09","1,413","88","6.23","783","53","6.77","718","48","6.69"
"10759  :  โรงพยาบาลไทรน้อย","1,391","74","5.32","1,438","77","5.35","917","61","6.65","1,167","68","5.83"
"10760  :  โรงพยาบาลปากเกร็ด","1,225","117","9.55","1,125","98","8.71","648","62","9.57","749","59","7.88"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","42","1","2.38","43","1","2.33","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","2,228","107","4.80","1,521","97","6.38","767","93","12.13","645","133","20.62"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","360","30","8.33","326","20","6.13","78","3","3.85","88","8","9.09"
"10687  :  โรงพยาบาลปทุมธานี","2,245","179","7.97","2,317","214","9.24","880","83","9.43","1,328","112","8.43"
"10761  :  โรงพยาบาลคลองหลวง","1,494","124","8.30","1,216","115","9.46","169","26","15.38","155","29","18.71"
"10762  :  โรงพยาบาลธัญบุรี","456","26","5.70","312","29","9.29","270","7","2.59","341","18","5.28"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,414","96","6.79","916","77","8.41","482","36","7.47","476","29","6.09"
"10764  :  โรงพยาบาลหนองเสือ","727","58","7.98","599","48","8.01","403","30","7.44","588","40","6.80"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,399","125","8.93","1,361","117","8.60","774","53","6.85","934","103","11.03"
"10766  :  โรงพยาบาลลำลูกกา","456","45","9.87","444","44","9.91","366","57","15.57","392","64","16.33"
"10767  :  โรงพยาบาลสามโคก","579","30","5.18","529","83","15.69","146","29","19.86","277","21","7.58"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","1,287","274","21.29","858","159","18.53","263","82","31.18","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","1,640","163","9.94","1,586","182","11.48","700","105","15.00","779","98","12.58"
"10768  :  โรงพยาบาลท่าเรือ","985","81","8.22","741","53","7.15","103","8","7.77","87","8","9.20"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","604","35","5.79","349","35","10.03","140","14","10.00","162","12","7.41"
"10770  :  โรงพยาบาลบางไทร","571","28","4.90","537","29","5.40","340","14","4.12","253","2","0.79"
"10771  :  โรงพยาบาลบางบาล","458","38","8.30","353","28","7.93","184","8","4.35","162","8","4.94"
"10772  :  โรงพยาบาลบางปะอิน","2,078","138","6.64","1,848","207","11.20","1,067","89","8.34","1,581","127","8.03"
"10773  :  โรงพยาบาลบางปะหัน","818","75","9.17","771","74","9.60","298","18","6.04","669","113","16.89"
"10774  :  โรงพยาบาลผักไห่","636","147","23.11","633","86","13.59","240","24","10.00","75","5","6.67"
"10775  :  โรงพยาบาลภาชี","645","27","4.19","586","25","4.27","226","17","7.52","255","20","7.84"
"10776  :  โรงพยาบาลลาดบัวหลวง","665","33","4.96","566","30","5.30","337","10","2.97","464","30","6.47"
"10777  :  โรงพยาบาลวังน้อย","1,511","91","6.02","832","46","5.53","355","38","10.70","439","50","11.39"
"10778  :  โรงพยาบาลบางซ้าย","193","10","5.18","331","21","6.34","208","9","4.33","184","7","3.80"
"10779  :  โรงพยาบาลอุทัย","474","63","13.29","512","77","15.04","91","14","15.38","52","1","1.92"
"10780  :  โรงพยาบาลมหาราช","332","15","4.52","302","10","3.31","91","0","0.00","21","2","9.52"
"10781  :  โรงพยาบาลบ้านแพรก","196","5","2.55","223","7","3.14","93","6","6.45","81","2","2.47"
"10689  :  โรงพยาบาลอ่างทอง","56","4","7.14","60","4","6.67","375","16","4.27","301","11","3.65"
"10782  :  โรงพยาบาลไชโย","337","17","5.04","431","19","4.41","193","10","5.18","178","5","2.81"
"10784  :  โรงพยาบาลป่าโมก","843","42","4.98","559","47","8.41","219","10","4.57","442","30","6.79"
"10785  :  โรงพยาบาลโพธิ์ทอง","662","42","6.34","625","48","7.68","162","2","1.23","203","18","8.87"
"10786  :  โรงพยาบาลแสวงหา","728","53","7.28","640","41","6.41","495","25","5.05","514","39","7.59"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,098","65","5.92","1,295","73","5.64","342","45","13.16","217","38","17.51"
"10788  :  โรงพยาบาลสามโก้","323","9","2.79","293","5","1.71","173","1","0.58","209","10","4.78"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","3,058","131","4.28","2,851","109","3.82","1,630","68","4.17","525","12","2.29"
"10691  :  โรงพยาบาลบ้านหมี่","555","14","2.52","394","5","1.27","126","1","0.79","240","6","2.50"
"10789  :  โรงพยาบาลพัฒนานิคม","400","14","3.50","380","29","7.63","333","20","6.01","338","29","8.58"
"10790  :  โรงพยาบาลโคกสำโรง","1,594","82","5.14","1,386","128","9.24","853","89","10.43","873","120","13.75"
"10791  :  โรงพยาบาลชัยบาดาล","1,906","212","11.12","1,874","205","10.94","1,125","173","15.38","777","102","13.13"
"10792  :  โรงพยาบาลท่าวุ้ง","537","22","4.10","543","19","3.50","205","3","1.46","195","5","2.56"
"10793  :  โรงพยาบาลท่าหลวง","755","33","4.37","705","34","4.82","425","11","2.59","495","19","3.84"
"10794  :  โรงพยาบาลสระโบสถ์","514","32","6.23","402","30","7.46","173","8","4.62","268","10","3.73"
"10795  :  โรงพยาบาลโคกเจริญ","657","48","7.31","571","51","8.93","210","31","14.76","310","38","12.26"
"10796  :  โรงพยาบาลลำสนธิ","472","18","3.81","389","9","2.31","241","18","7.47","122","12","9.84"
"10797  :  โรงพยาบาลหนองม่วง","593","57","9.61","582","50","8.59","167","15","8.98","94","7","7.45"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","2,256","152","6.74","1,769","140","7.91","1,111","91","8.19","1,998","151","7.56"
"10693  :  โรงพยาบาลอินทร์บุรี","1,029","88","8.55","649","51","7.86","143","7","4.90","192","19","9.90"
"10798  :  โรงพยาบาลบางระจัน","367","27","7.36","331","39","11.78","174","12","6.90","177","12","6.78"
"10799  :  โรงพยาบาลค่ายบางระจัน","466","34","7.30","388","34","8.76","261","10","3.83","395","32","8.10"
"10800  :  โรงพยาบาลพรหมบุรี","319","21","6.58","289","12","4.15","225","7","3.11","249","4","1.61"
"10801  :  โรงพยาบาลท่าช้าง","283","14","4.95","205","14","6.83","57","0","0.00","57","4","7.02"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","2,478","314","12.67","2,400","366","15.25","1,335","277","20.75","1,552","286","18.43"
"10802  :  โรงพยาบาลมโนรมย์","671","37","5.51","680","55","8.09","298","10","3.36","376","23","6.12"
"10803  :  โรงพยาบาลวัดสิงห์","221","10","4.52","186","4","2.15","194","2","1.03","176","3","1.70"
"10804  :  โรงพยาบาลสรรพยา","410","19","4.63","163","4","2.45","289","17","5.88","154","1","0.65"
"10805  :  โรงพยาบาลสรรคบุรี","778","62","7.97","608","45","7.40","478","45","9.41","678","57","8.41"
"10806  :  โรงพยาบาลหันคา","1,058","76","7.18","1,082","85","7.86","616","55","8.93","885","85","9.60"
"27974  :  โรงพยาบาลหนองมะโมง","439","29","6.61","444","41","9.23","24","2","8.33","53","1","1.89"
"27975  :  โรงพยาบาลเนินขาม","151","21","13.91","173","23","13.29","48","2","4.17","85","18","21.18"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","214","40","18.69","215","42","19.53","202","26","12.87"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","453","9","1.99","1,072","35","3.26","518","21","4.05","953","54","5.67"
"10808  :  โรงพยาบาลหนองแค","908","91","10.02","952","89","9.35","430","31","7.21","999","102","10.21"
"10809  :  โรงพยาบาลวิหารแดง","452","27","5.97","208","11","5.29","399","25","6.27","441","25","5.67"
"10810  :  โรงพยาบาลหนองแซง","416","19","4.57","447","46","10.29","238","13","5.46","285","12","4.21"
"10811  :  โรงพยาบาลบ้านหมอ","868","45","5.18","676","35","5.18","583","49","8.40","692","54","7.80"
"10812  :  โรงพยาบาลดอนพุด","271","12","4.43","272","34","12.50","147","13","8.84","194","17","8.76"
"10813  :  โรงพยาบาลหนองโดน","393","26","6.62","387","38","9.82","230","19","8.26","271","37","13.65"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","561","55","9.80","468","46","9.83","293","36","12.29","486","32","6.58"
"10815  :  โรงพยาบาลมวกเหล็ก","1,039","167","16.07","1,022","108","10.57","808","185","22.90","1,073","99","9.23"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","857","25","2.92","433","34","7.85","167","13","7.78","556","27","4.86"
"11485  :  โรงพยาบาลค่ายอดิศร","38","1","2.63","24","1","4.17","12","0","0.00","5","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","416","23","5.53","401","33","8.23","217","24","11.06","274","24","8.76"
"10817  :  โรงพยาบาลบ้านบึง","2,806","266","9.48","3,105","319","10.27","1,643","224","13.63","2,055","222","10.80"
"10818  :  โรงพยาบาลหนองใหญ่","724","157","21.69","574","42","7.32","600","86","14.33","595","60","10.08"
"10819  :  โรงพยาบาลบางละมุง","5,943","485","8.16","4,664","326","6.99","1,874","150","8.00","1,661","62","3.73"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","449","19","4.23","402","21","5.22","106","13","12.26","166","7","4.22"
"10821  :  โรงพยาบาลพานทอง","2,247","116","5.16","1,916","117","6.11","1,267","82","6.47","1,456","90","6.18"
"10822  :  โรงพยาบาลพนัสนิคม","3,043","252","8.28","3,111","255","8.20","2,361","357","15.12","805","91","11.30"
"10823  :  โรงพยาบาลแหลมฉบัง","4,860","578","11.89","3,364","391","11.62","1,109","88","7.94","3,644","274","7.52"
"10824  :  โรงพยาบาลเกาะสีชัง","223","5","2.24","244","7","2.87","170","4","2.35","185","5","2.70"
"10825  :  โรงพยาบาลสัตหีบกม10","565","37","6.55","690","53","7.68","421","31","7.36","527","33","6.26"
"10826  :  โรงพยาบาลบ่อทอง","1,310","58","4.43","1,031","67","6.50","472","24","5.08","292","19","6.51"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","117","9","7.69","88","2","2.27","77","2","2.60","117","8","6.84"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","98","12","12.24","38","5","13.16","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","1,177","35","2.97","1,028","53","5.16","556","23","4.14","975","38","3.90"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","1,573","110","6.99","1,130","58","5.13","624","44","7.05","675","50","7.41"
"28005  :  โรงพยาบาลเมืองพัทยา","189","22","11.64","177","14","7.91","535","47","8.79","751","59","7.86"
"28006  :  โรงพยาบาลเกาะจันทร์","769","40","5.20","897","71","7.92","180","8","4.44","136","11","8.09"
"10663  :  โรงพยาบาลระยอง","1,721","234","13.60","1,668","238","14.27","1,050","149","14.19","1,231","155","12.59"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","5,240","323","6.16","3,435","229","6.67","3,122","319","10.22","2,778","219","7.88"
"10828  :  โรงพยาบาลบ้านฉาง","539","46","8.53","354","26","7.34","327","15","4.59","329","29","8.81"
"10829  :  โรงพยาบาลแกลง","875","39","4.46","920","38","4.13","782","44","5.63","802","39","4.86"
"10830  :  โรงพยาบาลวังจันทร์","941","113","12.01","791","108","13.65","409","14","3.42","304","16","5.26"
"10831  :  โรงพยาบาลบ้านค่าย","1,683","154","9.15","1,878","193","10.28","222","44","19.82","217","35","16.13"
"10832  :  โรงพยาบาลปลวกแดง","2,038","82","4.02","898","126","14.03","860","54","6.28","1,801","84","4.66"
