"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","717","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0.00"
"10753  :  โรงพยาบาลบางพลี","2","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","2,961","78","40","51.28"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,894","5","1","20.00"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,660","26","18","69.23"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","2,080","1","1","100.00"
"28785  :  โรงพยาบาลบางเสาธง","789","27","6","22.22"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","1,419","14","5","35.71"
"10757  :  โรงพยาบาลบางใหญ่","2,852","39","16","41.03"
"10758  :  โรงพยาบาลบางบัวทอง","1,846","14","8","57.14"
"10759  :  โรงพยาบาลไทรน้อย","3,546","91","25","27.47"
"10760  :  โรงพยาบาลปากเกร็ด","4,771","12","5","41.67"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","344","2","0","0.00"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","822","1","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","992","41","12","29.27"
"10762  :  โรงพยาบาลธัญบุรี","2,051","251","72","28.69"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,074","126","61","48.41"
"10764  :  โรงพยาบาลหนองเสือ","1,082","44","24","54.55"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,261","8","2","25.00"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0.00"
"10767  :  โรงพยาบาลสามโคก","758","26","10","38.46"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","0","0","0.00"
"10768  :  โรงพยาบาลท่าเรือ","2,699","82","36","43.90"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","572","19","9","47.37"
"10770  :  โรงพยาบาลบางไทร","884","2","2","100.00"
"10771  :  โรงพยาบาลบางบาล","413","22","6","27.27"
"10772  :  โรงพยาบาลบางปะอิน","1,945","126","47","37.30"
"10773  :  โรงพยาบาลบางปะหัน","470","24","12","50.00"
"10774  :  โรงพยาบาลผักไห่","327","83","26","31.33"
"10775  :  โรงพยาบาลภาชี","1,441","3","1","33.33"
"10776  :  โรงพยาบาลลาดบัวหลวง","493","5","1","20.00"
"10777  :  โรงพยาบาลวังน้อย","925","116","45","38.79"
"10778  :  โรงพยาบาลบางซ้าย","748","17","8","47.06"
"10779  :  โรงพยาบาลอุทัย","172","3","2","66.67"
"10780  :  โรงพยาบาลมหาราช","396","11","8","72.73"
"10781  :  โรงพยาบาลบ้านแพรก","311","22","6","27.27"
"10689  :  โรงพยาบาลอ่างทอง","341","0","0","0.00"
"10782  :  โรงพยาบาลไชโย","588","19","11","57.89"
"10784  :  โรงพยาบาลป่าโมก","1,199","26","8","30.77"
"10785  :  โรงพยาบาลโพธิ์ทอง","835","41","9","21.95"
"10786  :  โรงพยาบาลแสวงหา","1,599","0","0","0.00"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,788","25","15","60.00"
"10788  :  โรงพยาบาลสามโก้","507","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0.00"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0.00"
"10789  :  โรงพยาบาลพัฒนานิคม","1,731","5","4","80.00"
"10790  :  โรงพยาบาลโคกสำโรง","1,770","5","2","40.00"
"10791  :  โรงพยาบาลชัยบาดาล","2,724","67","32","47.76"
"10792  :  โรงพยาบาลท่าวุ้ง","1,145","56","6","10.71"
"10793  :  โรงพยาบาลท่าหลวง","1,393","1","0","0.00"
"10794  :  โรงพยาบาลสระโบสถ์","2,016","85","25","29.41"
"10795  :  โรงพยาบาลโคกเจริญ","1,210","294","105","35.71"
"10796  :  โรงพยาบาลลำสนธิ","1,201","29","9","31.03"
"10797  :  โรงพยาบาลหนองม่วง","1,348","8","2","25.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","2,754","25","14","56.00"
"10693  :  โรงพยาบาลอินทร์บุรี","700","7","0","0.00"
"10798  :  โรงพยาบาลบางระจัน","1,160","10","1","10.00"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,263","47","13","27.66"
"10800  :  โรงพยาบาลพรหมบุรี","1,262","19","6","31.58"
"10801  :  โรงพยาบาลท่าช้าง","797","175","106","60.57"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","1,087","28","10","35.71"
"10803  :  โรงพยาบาลวัดสิงห์","1,108","148","63","42.57"
"10804  :  โรงพยาบาลสรรพยา","613","37","14","37.84"
"10805  :  โรงพยาบาลสรรคบุรี","1,841","399","89","22.31"
"10806  :  โรงพยาบาลหันคา","1,814","362","226","62.43"
"27974  :  โรงพยาบาลหนองมะโมง","292","63","17","26.98"
"27975  :  โรงพยาบาลเนินขาม","0","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","1","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","2,870","107","54","50.47"
"10808  :  โรงพยาบาลหนองแค","541","5","3","60.00"
"10809  :  โรงพยาบาลวิหารแดง","0","0","0","0.00"
"10810  :  โรงพยาบาลหนองแซง","961","17","4","23.53"
"10811  :  โรงพยาบาลบ้านหมอ","1,440","31","6","19.35"
"10812  :  โรงพยาบาลดอนพุด","0","0","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","1,012","22","6","27.27"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","586","20","6","30.00"
"10815  :  โรงพยาบาลมวกเหล็ก","1,258","163","50","30.67"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","716","18","8","44.44"
"11485  :  โรงพยาบาลค่ายอดิศร","455","8","6","75.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","4,685","581","116","19.97"
"10818  :  โรงพยาบาลหนองใหญ่","1,077","252","64","25.40"
"10819  :  โรงพยาบาลบางละมุง","4,446","98","33","33.67"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","537","44","10","22.73"
"10821  :  โรงพยาบาลพานทอง","1,284","55","22","40.00"
"10822  :  โรงพยาบาลพนัสนิคม","3,230","215","97","45.12"
"10823  :  โรงพยาบาลแหลมฉบัง","9,429","85","21","24.71"
"10824  :  โรงพยาบาลเกาะสีชัง","609","291","76","26.12"
"10825  :  โรงพยาบาลสัตหีบกม10","5,054","81","30","37.04"
"10826  :  โรงพยาบาลบ่อทอง","1,104","30","16","53.33"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","327","16","11","68.75"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","12,108","35","12","34.29"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","28","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","2,716","11","5","45.45"
"28006  :  โรงพยาบาลเกาะจันทร์","536","59","21","35.59"
"10663  :  โรงพยาบาลระยอง","0","0","0","0.00"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","394","6","5","83.33"
"10828  :  โรงพยาบาลบ้านฉาง","4,049","286","95","33.22"
"10829  :  โรงพยาบาลแกลง","963","888","448","50.45"
"10830  :  โรงพยาบาลวังจันทร์","902","31","12","38.71"
"10831  :  โรงพยาบาลบ้านค่าย","1,460","4","1","25.00"
"10832  :  โรงพยาบาลปลวกแดง","1,470","39","13","33.33"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","449","10","3","30.00"
"23962  :  โรงพยาบาลนิคมพัฒนา","642","0","0","0.00"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0","0.00"
"10834  :  โรงพยาบาลขลุง","2,272","14","7","50.00"
"10835  :  โรงพยาบาลท่าใหม่","0","0","0","0.00"
"10836  :  โรงพยาบาลเขาสุกิม","947","42","15","35.71"
"10837  :  โรงพยาบาลสองพี่น้อง","1,401","30","7","23.33"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","2,119","122","39","31.97"
"10839  :  โรงพยาบาลมะขาม","0","0","0","0.00"
"10840  :  โรงพยาบาลแหลมสิงห์","0","0","0","0.00"
"10841  :  โรงพยาบาลสอยดาว","2","0","0","0.00"
"10842  :  โรงพยาบาลแก่งหางแมว","962","34","18","52.94"
"10843  :  โรงพยาบาลนายายอาม","698","31","10","32.26"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","1,110","184","63","34.24"
"10696  :  โรงพยาบาลตราด","1,433","2","1","50.00"
"10845  :  โรงพยาบาลคลองใหญ่","2,104","1","1","100.00"
"10846  :  โรงพยาบาลเขาสมิง","1,515","189","79","41.80"
"10847  :  โรงพยาบาลบ่อไร่","1,402","124","46","37.10"
"10848  :  โรงพยาบาลแหลมงอบ","969","62","12","19.35"
"10849  :  โรงพยาบาลเกาะกูด","199","13","6","46.15"
"13816  :  โรงพยาบาลเกาะช้าง","199","7","2","28.57"
"10697  :  โรงพยาบาลพุทธโสธร","0","0","0","0.00"
"10833  :  โรงพยาบาลท่าตะเกียบ","875","33","15","45.45"
"10850  :  โรงพยาบาลบางคล้า","3,459","43","23","53.49"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","0","0","0.00"
"10852  :  โรงพยาบาลบางปะกง","0","0","0","0.00"
"10853  :  โรงพยาบาลบ้านโพธิ์","754","12","6","50.00"
"10854  :  โรงพยาบาลพนมสารคาม","2,423","148","77","52.03"
"10855  :  โรงพยาบาลสนามชัยเขต","1","0","0","0.00"
"10856  :  โรงพยาบาลแปลงยาว","1,068","21","2","9.52"
"13747  :  โรงพยาบาลราชสาส์น","1,300","12","4","33.33"
"31327  :  โรงพยาบาลคลองเขื่อน","0","0","0","0.00"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","257","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","1,755","21","13","61.90"
"10858  :  โรงพยาบาลนาดี","1,396","53","16","30.19"
"10859  :  โรงพยาบาลบ้านสร้าง","992","26","12","46.15"
"10860  :  โรงพยาบาลประจันตคาม","2,012","2","2","100.00"
"10861  :  โรงพยาบาลศรีมหาโพธิ","1,449","3","3","100.00"
"10862  :  โรงพยาบาลศรีมโหสถ","2,204","0","0","0.00"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","261","4","4","100.00"
"10698  :  โรงพยาบาลนครนายก","3,153","905","349","38.56"
"10863  :  โรงพยาบาลปากพลี","554","4","3","75.00"
"10864  :  โรงพยาบาลบ้านนา","1,545","42","7","16.67"
"10865  :  โรงพยาบาลองครักษ์","626","32","15","46.88"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","1","0","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","1,332","251","108","43.03"
"10867  :  โรงพยาบาลตาพระยา","1,026","101","46","45.54"
"10868  :  โรงพยาบาลวังน้ำเย็น","3,904","258","126","48.84"
"10869  :  โรงพยาบาลวัฒนานคร","1,825","149","54","36.24"
"10870  :  โรงพยาบาลอรัญประเทศ","1,421","126","78","61.90"
"13817  :  โรงพยาบาลเขาฉกรรจ์","830","64","25","39.06"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","1,877","141","49","34.75"
"10872  :  โรงพยาบาลเสิงสาง","1,807","6","5","83.33"
"10873  :  โรงพยาบาลคง","1,791","4","3","75.00"
"10874  :  โรงพยาบาลบ้านเหลื่อม","1,106","252","120","47.62"
"10875  :  โรงพยาบาลจักราช","1,494","293","121","41.30"
"10876  :  โรงพยาบาลโชคชัย","2,247","247","99","40.08"
"10877  :  โรงพยาบาลด่านขุนทด","2,369","205","86","41.95"
"10878  :  โรงพยาบาลโนนไทย","2,187","118","36","30.51"
"10879  :  โรงพยาบาลโนนสูง","1,732","616","607","98.54"
"10880  :  โรงพยาบาลขามสะแกแสง","2,210","354","147","41.53"
"10881  :  โรงพยาบาลบัวใหญ่","1,082","9","6","66.67"
"10882  :  โรงพยาบาลประทาย","1,511","9","5","55.56"
"10883  :  โรงพยาบาลปักธงชัย","1,228","31","16","51.61"
"10884  :  โรงพยาบาลพิมาย","2,137","0","0","0.00"
"10885  :  โรงพยาบาลห้วยแถลง","1,941","3","2","66.67"
"10886  :  โรงพยาบาลชุมพวง","1,806","1,046","498","47.61"
"10887  :  โรงพยาบาลสูงเนิน","3,562","94","32","34.04"
"10888  :  โรงพยาบาลขามทะเลสอ","1,305","181","72","39.78"
"10889  :  โรงพยาบาลสีคิ้ว","3,107","244","89","36.48"
"10890  :  โรงพยาบาลปากช่องนานา","2,303","46","16","34.78"
"10891  :  โรงพยาบาลหนองบุญมาก","659","202","105","51.98"
"10892  :  โรงพยาบาลแก้งสนามนาง","1,376","117","30","25.64"
"10893  :  โรงพยาบาลโนนแดง","1,322","228","83","36.40"
"10894  :  โรงพยาบาลวังน้ำเขียว","558","30","13","43.33"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","510","363","235","64.74"
"11608  :  โรงพยาบาลลำทะเมนชัย","1,099","10","2","20.00"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","2,711","552","300","54.35"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","3,207","17","9","52.94"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","0","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","154","2","2","100.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","1,257","120","48","40.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","257","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","252","14","8","57.14"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","883","12","6","50.00"
"27839  :  โรงพยาบาลบัวลาย","745","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","575","301","140","46.51"
"27841  :  โรงพยาบาลเทพารักษ์","1,164","162","80","49.38"
"10667  :  โรงพยาบาลบุรีรัมย์","0","0","0","0.00"
"10895  :  โรงพยาบาลคูเมือง","1,612","351","188","53.56"
"10896  :  โรงพยาบาลกระสัง","1,493","121","68","56.20"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","1,702","73","60","82.19"
"10899  :  โรงพยาบาลละหานทราย","1,572","806","517","64.14"
"10900  :  โรงพยาบาลประโคนชัย","2,782","21","7","33.33"
"10901  :  โรงพยาบาลบ้านกรวด","1,717","435","221","50.80"
"10902  :  โรงพยาบาลพุทไธสง","1,954","696","326","46.84"
"10904  :  โรงพยาบาลลำปลายมาศ","0","0","0","0.00"
"10905  :  โรงพยาบาลสตึก","1,353","644","481","74.69"
"10906  :  โรงพยาบาลปะคำ","1,121","229","186","81.22"
"10907  :  โรงพยาบาลนาโพธิ์","1,070","532","296","55.64"
"10908  :  โรงพยาบาลหนองหงส์","1,138","461","351","76.14"
"10909  :  โรงพยาบาลพลับพลาชัย","1,266","450","229","50.89"
"10910  :  โรงพยาบาลห้วยราช","627","169","71","42.01"
"10911  :  โรงพยาบาลโนนสุวรรณ","855","251","219","87.25"
"10912  :  โรงพยาบาลชำนิ","664","188","174","92.55"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","729","375","196","52.27"
"10914  :  โรงพยาบาลโนนดินแดง","1,349","408","287","70.34"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","51","1","1","100.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","1,278","4","3","75.00"
"23578  :  โรงพยาบาลแคนดง","1,325","307","236","76.87"
"28020  :  โรงพยาบาลบ้านด่าน","1,478","767","364","47.46"
"10668  :  โรงพยาบาลสุรินทร์","76","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","1,427","8","6","75.00"
"10916  :  โรงพยาบาลท่าตูม","3,134","246","106","43.09"
"10917  :  โรงพยาบาลจอมพระ","1,899","1,654","1,254","75.82"
"10918  :  โรงพยาบาลปราสาท","2,020","6","4","66.67"
"10919  :  โรงพยาบาลกาบเชิง","1,175","179","91","50.84"
"10920  :  โรงพยาบาลรัตนบุรี","2,059","16","13","81.25"
"10921  :  โรงพยาบาลสนม","1,362","50","37","74.00"
"10922  :  โรงพยาบาลศีขรภูมิ","1,983","16","11","68.75"
"10923  :  โรงพยาบาลสังขะ","1,839","27","13","48.15"
"10924  :  โรงพยาบาลลำดวน","1,507","386","215","55.70"
"10925  :  โรงพยาบาลสำโรงทาบ","1,463","0","0","0.00"
"10926  :  โรงพยาบาลบัวเชด","1,182","310","209","67.42"
