"โรงพยาบาล","ไตรมาส 1","ไตรมาส 2","ไตรมาส 3","ไตรมาส 4"
"B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ","B","A","ร้อยละ"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","120","5","4.17","151","16","10.60","121","9","7.44","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","289","0","0.00","271","0","0.00","265","0","0.00","122","0","0.00"
"10752  :  โรงพยาบาลบางบ่อ","3","0","0.00","3","0","0.00","2","0","0.00","2","0","0.00"
"10753  :  โรงพยาบาลบางพลี","132","0","0.00","103","0","0.00","92","0","0.00","0","0","0.00"
"10754  :  โรงพยาบาลบางจาก","19","0","0.00","22","0","0.00","28","0","0.00","6","0","0.00"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","418","29","6.94","492","35","7.11","102","9","8.82","289","15","5.19"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","475","11","2.32","654","15","2.29","647","31","4.79","811","35","4.32"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","43","0","0.00","48","0","0.00","57","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","28","1","3.57","187","8","4.28","98","5","5.10","180","7","3.89"
"28785  :  โรงพยาบาลบางเสาธง","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10756  :  โรงพยาบาลบางกรวย","156","1","0.64","149","3","2.01","208","2","0.96","193","3","1.55"
"10757  :  โรงพยาบาลบางใหญ่","369","24","6.50","398","12","3.02","407","14","3.44","360","20","5.56"
"10758  :  โรงพยาบาลบางบัวทอง","432","9","2.08","264","2","0.76","448","8","1.79","153","1","0.65"
"10759  :  โรงพยาบาลไทรน้อย","874","27","3.09","819","24","2.93","822","14","1.70","954","19","1.99"
"10760  :  โรงพยาบาลปากเกร็ด","325","6","1.85","283","5","1.77","217","5","2.30","292","4","1.37"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","614","11","1.79","947","13","1.37","897","12","1.34","880","15","1.70"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","0","0.00","1","0","0.00","2","0","0.00","40","0","0.00"
"10687  :  โรงพยาบาลปทุมธานี","194","9","4.64","188","8","4.26","143","8","5.59","122","4","3.28"
"10761  :  โรงพยาบาลคลองหลวง","87","1","1.15","304","15","4.93","67","1","1.49","317","8","2.52"
"10762  :  โรงพยาบาลธัญบุรี","132","4","3.03","191","4","2.09","415","12","2.89","65","1","1.54"
"10763  :  โรงพยาบาลประชาธิปัตย์","328","12","3.66","273","8","2.93","300","15","5.00","390","22","5.64"
"10764  :  โรงพยาบาลหนองเสือ","294","8","2.72","291","9","3.09","103","4","3.88","73","1","1.37"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","117","3","2.56","478","11","2.30","435","12","2.76","553","7","1.27"
"10766  :  โรงพยาบาลลำลูกกา","120","0","0.00","145","1","0.69","180","0","0.00","187","1","0.53"
"10767  :  โรงพยาบาลสามโคก","312","15","4.81","377","14","3.71","347","17","4.90","454","22","4.85"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","517","1","0.19","525","3","0.57","204","1","0.49","280","0","0.00"
"10688  :  โรงพยาบาลเสนา","262","5","1.91","240","2","0.83","229","5","2.18","212","3","1.42"
"10768  :  โรงพยาบาลท่าเรือ","112","7","6.25","69","2","2.90","59","1","1.69","73","3","4.11"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","33","1","3.03","31","1","3.23","39","3","7.69","39","1","2.56"
"10770  :  โรงพยาบาลบางไทร","202","16","7.92","207","18","8.70","200","15","7.50","77","8","10.39"
"10771  :  โรงพยาบาลบางบาล","210","12","5.71","76","1","1.32","78","3","3.85","65","0","0.00"
"10772  :  โรงพยาบาลบางปะอิน","227","4","1.76","241","8","3.32","195","9","4.62","204","4","1.96"
"10773  :  โรงพยาบาลบางปะหัน","43","3","6.98","43","2","4.65","23","1","4.35","30","1","3.33"
"10774  :  โรงพยาบาลผักไห่","94","6","6.38","78","5","6.41","89","3","3.37","93","4","4.30"
"10775  :  โรงพยาบาลภาชี","208","6","2.88","314","10","3.18","116","7","6.03","195","16","8.21"
"10776  :  โรงพยาบาลลาดบัวหลวง","416","14","3.37","212","4","1.89","308","5","1.62","212","8","3.77"
"10777  :  โรงพยาบาลวังน้อย","203","8","3.94","158","5","3.16","146","2","1.37","236","7","2.97"
"10778  :  โรงพยาบาลบางซ้าย","27","1","3.70","12","0","0.00","13","0","0.00","13","0","0.00"
"10779  :  โรงพยาบาลอุทัย","20","0","0.00","16","0","0.00","32","1","3.13","72","5","6.94"
"10780  :  โรงพยาบาลมหาราช","102","15","14.71","101","15","14.85","98","17","17.35","115","18","15.65"
"10781  :  โรงพยาบาลบ้านแพรก","89","10","11.24","84","4","4.76","77","4","5.19","74","4","5.41"
"10689  :  โรงพยาบาลอ่างทอง","121","5","4.13","113","2","1.77","107","1","0.93","57","3","5.26"
"10782  :  โรงพยาบาลไชโย","66","4","6.06","133","8","6.02","237","24","10.13","136","5","3.68"
"10784  :  โรงพยาบาลป่าโมก","76","2","2.63","159","1","0.63","199","3","1.51","214","14","6.54"
"10785  :  โรงพยาบาลโพธิ์ทอง","326","21","6.44","274","14","5.11","349","13","3.72","269","13","4.83"
"10786  :  โรงพยาบาลแสวงหา","316","6","1.90","515","11","2.14","411","14","3.41","353","5","1.42"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","143","2","1.40","418","8","1.91","288","6","2.08","238","11","4.62"
"10788  :  โรงพยาบาลสามโก้","47","0","0.00","136","6","4.41","124","4","3.23","116","5","4.31"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","526","18","3.42","610","30","4.92","472","18","3.81","427","14","3.28"
"10691  :  โรงพยาบาลบ้านหมี่","242","8","3.31","190","7","3.68","185","9","4.86","77","1","1.30"
"10789  :  โรงพยาบาลพัฒนานิคม","901","40","4.44","855","20","2.34","837","26","3.11","727","17","2.34"
"10790  :  โรงพยาบาลโคกสำโรง","217","1","0.46","212","2","0.94","161","4","2.48","183","4","2.19"
"10791  :  โรงพยาบาลชัยบาดาล","407","5","1.23","342","0","0.00","305","3","0.98","316","4","1.27"
"10792  :  โรงพยาบาลท่าวุ้ง","81","4","4.94","70","3","4.29","46","0","0.00","49","2","4.08"
"10793  :  โรงพยาบาลท่าหลวง","453","16","3.53","465","14","3.01","75","2","2.67","60","1","1.67"
"10794  :  โรงพยาบาลสระโบสถ์","50","1","2.00","44","1","2.27","48","0","0.00","51","3","5.88"
"10795  :  โรงพยาบาลโคกเจริญ","277","7","2.53","44","3","6.82","28","1","3.57","52","2","3.85"
"10796  :  โรงพยาบาลลำสนธิ","88","3","3.41","215","17","7.91","75","1","1.33","119","4","3.36"
"10797  :  โรงพยาบาลหนองม่วง","33","0","0.00","189","13","6.88","14","0","0.00","6","0","0.00"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","1,222","51","4.17","289","4","1.38","377","9","2.39","593","20","3.37"
"10693  :  โรงพยาบาลอินทร์บุรี","274","9","3.28","207","12","5.80","411","31","7.54","740","55","7.43"
"10798  :  โรงพยาบาลบางระจัน","189","5","2.65","180","5","2.78","182","4","2.20","185","5","2.70"
"10799  :  โรงพยาบาลค่ายบางระจัน","256","11","4.30","134","10","7.46","157","9","5.73","251","14","5.58"
"10800  :  โรงพยาบาลพรหมบุรี","94","7","7.45","339","3","0.88","202","5","2.48","222","12","5.41"
"10801  :  โรงพยาบาลท่าช้าง","21","2","9.52","37","1","2.70","87","3","3.45","70","3","4.29"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","64","0","0.00","65","2","3.08","73","0","0.00","189","0","0.00"
"10802  :  โรงพยาบาลมโนรมย์","295","16","5.42","275","15","5.45","280","15","5.36","314","14","4.46"
"10803  :  โรงพยาบาลวัดสิงห์","22","5","22.73","65","4","6.15","17","2","11.76","222","2","0.90"
"10804  :  โรงพยาบาลสรรพยา","179","12","6.70","175","8","4.57","189","11","5.82","163","11","6.75"
"10805  :  โรงพยาบาลสรรคบุรี","56","3","5.36","352","9","2.56","185","4","2.16","134","15","11.19"
"10806  :  โรงพยาบาลหันคา","536","32","5.97","481","24","4.99","571","24","4.20","117","2","1.71"
"27974  :  โรงพยาบาลหนองมะโมง","63","0","0.00","67","0","0.00","57","0","0.00","59","1","1.69"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","28","0","0.00","27","0","0.00","32","1","3.13","156","15","9.62"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","199","13","6.53","207","13","6.28","140","9","6.43","128","9","7.03"
"10808  :  โรงพยาบาลหนองแค","535","23","4.30","413","10","2.42","129","6","4.65","381","18","4.72"
"10809  :  โรงพยาบาลวิหารแดง","359","11","3.06","161","5","3.11","81","2","2.47","60","1","1.67"
"10810  :  โรงพยาบาลหนองแซง","50","0","0.00","57","4","7.02","58","3","5.17","49","2","4.08"
"10811  :  โรงพยาบาลบ้านหมอ","378","19","5.03","367","19","5.18","296","24","8.11","250","14","5.60"
"10812  :  โรงพยาบาลดอนพุด","30","0","0.00","27","1","3.70","20","2","10.00","15","0","0.00"
"10813  :  โรงพยาบาลหนองโดน","20","1","5.00","27","5","18.52","21","0","0.00","22","0","0.00"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","140","8","5.71","164","10","6.10","148","8","5.41","156","7","4.49"
"10815  :  โรงพยาบาลมวกเหล็ก","182","12","6.59","145","6","4.14","146","6","4.11","150","5","3.33"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","100","4","4.00","86","5","5.81","90","2","2.22","84","2","2.38"
"11485  :  โรงพยาบาลค่ายอดิศร","2","0","0.00","3","0","0.00","1","0","0.00","1","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","424","19","4.48","431","19","4.41","355","17","4.79","508","26","5.12"
"10817  :  โรงพยาบาลบ้านบึง","278","9","3.24","255","7","2.75","197","5","2.54","829","31","3.74"
"10818  :  โรงพยาบาลหนองใหญ่","314","26","8.28","83","3","3.61","478","15","3.14","615","33","5.37"
"10819  :  โรงพยาบาลบางละมุง","2,266","48","2.12","2,084","45","2.16","2,037","34","1.67","2,151","47","2.19"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","221","4","1.81","84","2","2.38","220","5","2.27","74","2","2.70"
"10821  :  โรงพยาบาลพานทอง","847","25","2.95","702","6","0.85","311","4","1.29","731","17","2.33"
"10822  :  โรงพยาบาลพนัสนิคม","2,317","115","4.96","751","33","4.39","794","31","3.90","246","3","1.22"
"10823  :  โรงพยาบาลแหลมฉบัง","2,395","110","4.59","5,208","48","0.92","4,342","121","2.79","1,740","59","3.39"
"10824  :  โรงพยาบาลเกาะสีชัง","374","19","5.08","27","0","0.00","330","16","4.85","337","18","5.34"
"10825  :  โรงพยาบาลสัตหีบกม10","410","9","2.20","760","15","1.97","539","20","3.71","436","11","2.52"
"10826  :  โรงพยาบาลบ่อทอง","825","29","3.52","121","4","3.31","110","3","2.73","368","10","2.72"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","24","2","8.33","6","0","0.00","17","0","0.00","39","1","2.56"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","101","3","2.97","132","2","1.52","142","6","4.23","135","1","0.74"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0.00","0","0","0.00","0","0","0.00","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0.00","468","12","2.56","227","8","3.52","543","11","2.03"
"28005  :  โรงพยาบาลเมืองพัทยา","1,011","26","2.57","981","26","2.65","949","25","2.63","1,073","15","1.40"
"28006  :  โรงพยาบาลเกาะจันทร์","98","2","2.04","83","2","2.41","78","2","2.56","65","1","1.54"
"10663  :  โรงพยาบาลระยอง","82","1","1.22","85","2","2.35","97","2","2.06","94","2","2.13"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","1,890","73","3.86","2,618","95","3.63","2,544","99","3.89","2,346","93","3.96"
"10828  :  โรงพยาบาลบ้านฉาง","1,403","44","3.14","1,896","85","4.48","1,057","36","3.41","1,448","59","4.07"
"10829  :  โรงพยาบาลแกลง","1,804","128","7.10","1,637","111","6.78","1,215","71","5.84","635","21","3.31"
"10830  :  โรงพยาบาลวังจันทร์","609","14","2.30","209","6","2.87","347","8","2.31","133","1","0.75"
"10831  :  โรงพยาบาลบ้านค่าย","70","1","1.43","190","7","3.68","84","3","3.57","70","1","1.43"
"10832  :  โรงพยาบาลปลวกแดง","833","22","2.64","895","22","2.46","818","17","2.08","857","23","2.68"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","119","1","0.84","80","2","2.50","120","5","4.17","57","3","5.26"
"23962  :  โรงพยาบาลนิคมพัฒนา","81","6","7.41","75","3","4.00","68","2","2.94","112","6","5.36"
"10664  :  โรงพยาบาลพระปกเกล้า","0","0","0.00","0","0","0.00","0","0","0.00","2,596","37","1.43"
