"โรงพยาบาล","ผู้สูงอายุ 60 ปีขึ้นไป"
"ทั้งหมด(คน)","ได้รับการตรวจสุขภาพช่องปาก (B)","มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ (A)","ร้อยละ"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0.00"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0.00"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0.00"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0.00"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0.00"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0.00"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0.00"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0.00"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0.00"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0.00"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0.00"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0.00"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0.00"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0.00"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0.00"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0.00"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0.00"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0.00"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0.00"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0.00"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0.00"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0.00"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0.00"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0.00"
"12246  :  สถาบันราชานุกูล","0","0","0","0.00"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0.00"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0.00"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0.00"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0.00"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0.00"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0.00"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0.00"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0.00"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0.00"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0.00"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0.00"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0","0.00"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0.00"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0.00"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"22155  :  โรงพยาบาลครู","0","0","0","0.00"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0.00"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0.00"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0.00"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0.00"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0.00"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0.00"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0.00"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0.00"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0.00"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0.00"
"10685  :  โรงพยาบาลสมุทรปราการ","0","2,222","777","34.97"
"10752  :  โรงพยาบาลบางบ่อ","0","27","6","22.22"
"10753  :  โรงพยาบาลบางพลี","0","1,182","356","30.12"
"10754  :  โรงพยาบาลบางจาก","0","134","42","31.34"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","0","51","17","33.33"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","0","0","0","0.00"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0.00"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0.00"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","0","0","0","0.00"
"28785  :  โรงพยาบาลบางเสาธง","0","12","6","50.00"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","2,366","625","26.42"
"10756  :  โรงพยาบาลบางกรวย","0","5,848","4,182","71.51"
"10757  :  โรงพยาบาลบางใหญ่","0","4,099","2,547","62.14"
"10758  :  โรงพยาบาลบางบัวทอง","0","4,470","3,301","73.85"
"10759  :  โรงพยาบาลไทรน้อย","0","1,217","768","63.11"
"10760  :  โรงพยาบาลปากเกร็ด","0","397","283","71.28"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0.00"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0.00"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0.00"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0.00"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0.00"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0.00"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0.00"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","0","867","660","76.12"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0.00"
"28875  :  โรงพยาบาลบางบัวทอง ๒","0","410","233","56.83"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0.00"
"10761  :  โรงพยาบาลคลองหลวง","0","3,693","2,654","71.87"
"10762  :  โรงพยาบาลธัญบุรี","0","6,444","4,487","69.63"
"10763  :  โรงพยาบาลประชาธิปัตย์","0","1,292","1,000","77.40"
"10764  :  โรงพยาบาลหนองเสือ","0","358","149","41.62"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","0","4,242","2,628","61.95"
"10766  :  โรงพยาบาลลำลูกกา","0","6,616","3,807","57.54"
"10767  :  โรงพยาบาลสามโคก","0","759","358","47.17"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0.00"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0.00"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0.00"
"10688  :  โรงพยาบาลเสนา","0","203","83","40.89"
"10768  :  โรงพยาบาลท่าเรือ","0","765","200","26.14"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","0","456","139","30.48"
"10770  :  โรงพยาบาลบางไทร","0","109","36","33.03"
"10771  :  โรงพยาบาลบางบาล","0","403","106","26.30"
"10772  :  โรงพยาบาลบางปะอิน","0","693","213","30.74"
"10773  :  โรงพยาบาลบางปะหัน","0","869","232","26.70"
"10774  :  โรงพยาบาลผักไห่","0","508","128","25.20"
"10775  :  โรงพยาบาลภาชี","0","789","163","20.66"
"10776  :  โรงพยาบาลลาดบัวหลวง","0","645","183","28.37"
"10777  :  โรงพยาบาลวังน้อย","0","924","236","25.54"
"10778  :  โรงพยาบาลบางซ้าย","0","421","162","38.48"
"10779  :  โรงพยาบาลอุทัย","0","572","101","17.66"
"10780  :  โรงพยาบาลมหาราช","0","411","72","17.52"
"10781  :  โรงพยาบาลบ้านแพรก","0","625","112","17.92"
"10689  :  โรงพยาบาลอ่างทอง","290","3","2","66.67"
"10782  :  โรงพยาบาลไชโย","463","3","2","66.67"
"10784  :  โรงพยาบาลป่าโมก","843","6","0","0.00"
"10785  :  โรงพยาบาลโพธิ์ทอง","669","14","3","21.43"
"10786  :  โรงพยาบาลแสวงหา","1,287","9","1","11.11"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,451","30","10","33.33"
"10788  :  โรงพยาบาลสามโก้","411","0","0","0.00"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","2,711","2,655","97.93"
"10691  :  โรงพยาบาลบ้านหมี่","0","1,266","1,113","87.91"
"10789  :  โรงพยาบาลพัฒนานิคม","0","7,046","5,951","84.46"
"10790  :  โรงพยาบาลโคกสำโรง","0","1,061","705","66.45"
"10791  :  โรงพยาบาลชัยบาดาล","0","2,427","1,901","78.33"
"10792  :  โรงพยาบาลท่าวุ้ง","0","2,042","1,211","59.30"
"10793  :  โรงพยาบาลท่าหลวง","0","340","282","82.94"
"10794  :  โรงพยาบาลสระโบสถ์","0","1,594","956","59.97"
"10795  :  โรงพยาบาลโคกเจริญ","0","1,397","1,010","72.30"
"10796  :  โรงพยาบาลลำสนธิ","0","2,000","1,260","63.00"
"10797  :  โรงพยาบาลหนองม่วง","0","701","506","72.18"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0.00"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0.00"
"10692  :  โรงพยาบาลสิงห์บุรี","0","8,459","4,200","49.65"
"10693  :  โรงพยาบาลอินทร์บุรี","0","1,340","781","58.28"
"10798  :  โรงพยาบาลบางระจัน","0","734","337","45.91"
"10799  :  โรงพยาบาลค่ายบางระจัน","0","289","93","32.18"
"10800  :  โรงพยาบาลพรหมบุรี","0","720","322","44.72"
"10801  :  โรงพยาบาลท่าช้าง","0","781","404","51.73"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","2","2","100.00"
"10802  :  โรงพยาบาลมโนรมย์","0","435","129","29.66"
"10803  :  โรงพยาบาลวัดสิงห์","0","142","35","24.65"
"10804  :  โรงพยาบาลสรรพยา","0","272","86","31.62"
"10805  :  โรงพยาบาลสรรคบุรี","0","572","147","25.70"
"10806  :  โรงพยาบาลหันคา","0","116","30","25.86"
"27974  :  โรงพยาบาลหนองมะโมง","0","129","50","38.76"
"27975  :  โรงพยาบาลเนินขาม","0","11","0","0.00"
"10661  :  โรงพยาบาลสระบุรี","0","0","0","0.00"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0","0.00"
"10807  :  โรงพยาบาลแก่งคอย","0","396","116","29.29"
"10808  :  โรงพยาบาลหนองแค","0","464","170","36.64"
"10809  :  โรงพยาบาลวิหารแดง","0","143","44","30.77"
"10810  :  โรงพยาบาลหนองแซง","0","281","73","25.98"
"10811  :  โรงพยาบาลบ้านหมอ","0","562","91","16.19"
"10812  :  โรงพยาบาลดอนพุด","0","399","127","31.83"
"10813  :  โรงพยาบาลหนองโดน","0","369","98","26.56"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","0","538","175","32.53"
"10815  :  โรงพยาบาลมวกเหล็ก","0","0","0","0.00"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","0","0","0","0.00"
"11485  :  โรงพยาบาลค่ายอดิศร","0","0","0","0.00"
"10662  :  โรงพยาบาลชลบุรี","0","0","0","0.00"
"10817  :  โรงพยาบาลบ้านบึง","0","1,013","230","22.70"
"10818  :  โรงพยาบาลหนองใหญ่","0","69","21","30.43"
"10819  :  โรงพยาบาลบางละมุง","0","864","364","42.13"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","0","182","39","21.43"
"10821  :  โรงพยาบาลพานทอง","0","937","265","28.28"
"10822  :  โรงพยาบาลพนัสนิคม","0","2,100","643","30.62"
"10823  :  โรงพยาบาลแหลมฉบัง","0","1,402","479","34.17"
"10824  :  โรงพยาบาลเกาะสีชัง","0","203","64","31.53"
"10825  :  โรงพยาบาลสัตหีบกม10","0","712","242","33.99"
"10826  :  โรงพยาบาลบ่อทอง","0","94","36","38.30"
"11486  :  โรงพยาบาลค่ายนวมินทราชินี","0","0","0","0.00"
"11487  :  โรงพยาบาลอาภากรเกียรติวงศ์","0","0","0","0.00"
"13754  :  โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา","0","0","0","0.00"
"13758  :  โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์","0","0","0","0.00"
"13760  :  โรงพยาบาลมะเร็งชลบุรี","0","0","0","0.00"
"13766  :  โรงพยาบาลมหาวิทยาลัยบูรพา","0","0","0","0.00"
"28005  :  โรงพยาบาลเมืองพัทยา","0","0","0","0.00"
"28006  :  โรงพยาบาลเกาะจันทร์","0","180","32","17.78"
"10663  :  โรงพยาบาลระยอง","0","1,830","916","50.05"
"10827  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ระยอง","0","5,042","3,417","67.77"
"10828  :  โรงพยาบาลบ้านฉาง","0","1,941","1,062","54.71"
"10829  :  โรงพยาบาลแกลง","0","2,404","1,084","45.09"
"10830  :  โรงพยาบาลวังจันทร์","0","1,041","844","81.08"
"10831  :  โรงพยาบาลบ้านค่าย","0","3,089","2,166","70.12"
"10832  :  โรงพยาบาลปลวกแดง","0","2,076","1,338","64.45"
"22734  :  โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา","0","210","86","40.95"
"23962  :  โรงพยาบาลนิคมพัฒนา","0","198","77","38.89"
"10664  :  โรงพยาบาลพระปกเกล้า","0","775","375","48.39"
"10834  :  โรงพยาบาลขลุง","0","0","0","0.00"
"10835  :  โรงพยาบาลท่าใหม่","0","314","64","20.38"
"10836  :  โรงพยาบาลเขาสุกิม","0","350","75","21.43"
"10837  :  โรงพยาบาลสองพี่น้อง","0","279","42","15.05"
"10838  :  โรงพยาบาลโป่งน้ำร้อน","0","446","179","40.13"
"10839  :  โรงพยาบาลมะขาม","0","336","86","25.60"
"10840  :  โรงพยาบาลแหลมสิงห์","0","224","57","25.45"
"10841  :  โรงพยาบาลสอยดาว","0","85","34","40.00"
"10842  :  โรงพยาบาลแก่งหางแมว","0","314","118","37.58"
"10843  :  โรงพยาบาลนายายอาม","0","3","0","0.00"
"10844  :  โรงพยาบาลเขาคิชฌกูฏ","0","317","121","38.17"
"10696  :  โรงพยาบาลตราด","1,346","7","2","28.57"
"10845  :  โรงพยาบาลคลองใหญ่","1,609","112","43","38.39"
"10846  :  โรงพยาบาลเขาสมิง","1,068","12","4","33.33"
"10847  :  โรงพยาบาลบ่อไร่","948","145","65","44.83"
"10848  :  โรงพยาบาลแหลมงอบ","694","104","38","36.54"
"10849  :  โรงพยาบาลเกาะกูด","149","11","1","9.09"
"13816  :  โรงพยาบาลเกาะช้าง","135","26","4","15.38"
"10697  :  โรงพยาบาลพุทธโสธร","0","401","334","83.29"
"10833  :  โรงพยาบาลท่าตะเกียบ","0","3,510","2,424","69.06"
"10850  :  โรงพยาบาลบางคล้า","0","2,934","1,924","65.58"
"10851  :  โรงพยาบาลบางน้ำเปรี้ยว","0","3,596","2,337","64.99"
"10852  :  โรงพยาบาลบางปะกง","0","2,889","2,285","79.09"
"10853  :  โรงพยาบาลบ้านโพธิ์","0","3,984","2,255","56.60"
"10854  :  โรงพยาบาลพนมสารคาม","0","2,152","1,583","73.56"
"10855  :  โรงพยาบาลสนามชัยเขต","0","679","322","47.42"
"10856  :  โรงพยาบาลแปลงยาว","0","2,853","1,695","59.41"
"13747  :  โรงพยาบาลราชสาส์น","0","404","249","61.63"
"31327  :  โรงพยาบาลคลองเขื่อน","0","733","514","70.12"
"10665  :  โรงพยาบาลเจ้าพระยาอภัยภูเบศร","0","0","0","0.00"
"10857  :  โรงพยาบาลกบินทร์บุรี","0","1,391","917","65.92"
"10858  :  โรงพยาบาลนาดี","0","968","556","57.44"
"10859  :  โรงพยาบาลบ้านสร้าง","0","760","405","53.29"
"10860  :  โรงพยาบาลประจันตคาม","0","2,540","1,453","57.20"
"10861  :  โรงพยาบาลศรีมหาโพธิ","0","2,972","1,313","44.18"
"10862  :  โรงพยาบาลศรีมโหสถ","0","779","367","47.11"
"11490  :  โรงพยาบาลค่ายจักรพงษ์","0","0","0","0.00"
"10698  :  โรงพยาบาลนครนายก","0","3,033","2,022","66.67"
"10863  :  โรงพยาบาลปากพลี","0","130","69","53.08"
"10864  :  โรงพยาบาลบ้านนา","0","1,615","1,152","71.33"
"10865  :  โรงพยาบาลองครักษ์","0","796","552","69.35"
"11491  :  โรงพยาบาลรร.นายร้อยพระจุลจอมเกล้า","0","0","0","0.00"
"14904  :  โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ","0","0","0","0.00"
"10699  :  โรงพยาบาลสมเด็จพระยุพราชสระแก้ว","0","90","0","0.00"
"10866  :  โรงพยาบาลคลองหาด","0","941","337","35.81"
"10867  :  โรงพยาบาลตาพระยา","0","498","267","53.61"
"10868  :  โรงพยาบาลวังน้ำเย็น","0","1,074","249","23.18"
"10869  :  โรงพยาบาลวัฒนานคร","0","1,233","489","39.66"
"10870  :  โรงพยาบาลอรัญประเทศ","0","1,157","493","42.61"
"13817  :  โรงพยาบาลเขาฉกรรจ์","0","687","180","26.20"
"14717  :  โรงพยาบาลจิตเวชสระแก้วราชนครินทร์","0","0","0","0.00"
"10666  :  โรงพยาบาลมหาราชนครราชสีมา","0","0","0","0.00"
"10871  :  โรงพยาบาลครบุรี","0","53","0","0.00"
"10872  :  โรงพยาบาลเสิงสาง","0","477","262","54.93"
"10873  :  โรงพยาบาลคง","0","711","309","43.46"
"10874  :  โรงพยาบาลบ้านเหลื่อม","0","504","227","45.04"
"10875  :  โรงพยาบาลจักราช","0","702","240","34.19"
"10876  :  โรงพยาบาลโชคชัย","0","0","0","0.00"
"10877  :  โรงพยาบาลด่านขุนทด","0","562","5","0.89"
"10878  :  โรงพยาบาลโนนไทย","0","422","141","33.41"
"10879  :  โรงพยาบาลโนนสูง","0","365","184","50.41"
"10880  :  โรงพยาบาลขามสะแกแสง","0","1,583","950","60.01"
"10881  :  โรงพยาบาลบัวใหญ่","0","398","42","10.55"
"10882  :  โรงพยาบาลประทาย","0","1,083","262","24.19"
"10883  :  โรงพยาบาลปักธงชัย","0","1,046","178","17.02"
"10884  :  โรงพยาบาลพิมาย","0","290","128","44.14"
"10885  :  โรงพยาบาลห้วยแถลง","0","0","0","0.00"
"10886  :  โรงพยาบาลชุมพวง","0","955","342","35.81"
"10887  :  โรงพยาบาลสูงเนิน","0","2,265","663","29.27"
"10888  :  โรงพยาบาลขามทะเลสอ","0","1","0","0.00"
"10889  :  โรงพยาบาลสีคิ้ว","0","364","119","32.69"
"10890  :  โรงพยาบาลปากช่องนานา","0","0","0","0.00"
"10891  :  โรงพยาบาลหนองบุญมาก","0","182","68","37.36"
"10892  :  โรงพยาบาลแก้งสนามนาง","0","439","207","47.15"
"10893  :  โรงพยาบาลโนนแดง","0","0","0","0.00"
"10894  :  โรงพยาบาลวังน้ำเขียว","0","451","214","47.45"
"11492  :  โรงพยาบาลค่ายสุรนารี นครราชสีมา","0","0","0","0.00"
"11602  :  โรงพยาบาลเฉลิมพระเกียรติสมเด็จย่า 100 ปี","0","0","0","0.00"
"11608  :  โรงพยาบาลลำทะเมนชัย","0","362","128","35.36"
"11885  :  โรงพยาบาลเดอะโกลเดนเกท","0","0","0","0.00"
"11891  :  โรงพยาบาลราชสีมาฮอสพิทอล","0","0","0","0.00"
"12267  :  ศูนย์อนามัยที่ 9 นครราชสีมา","0","1","0","0.00"
"12268  :  โรงพยาบาลจิตเวชนครราชสีมาราชนครินทร์","0","0","0","0.00"
"14161  :  โรงพยาบาลกองบิน กองบิน1","0","0","0","0.00"
"22456  :  โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา","0","12","0","0.00"
"23839  :  โรงพยาบาลเทพรัตน์นครราชสีมา","0","0","0","0.00"
"24060  :  โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี","0","0","0","0.00"
"24692  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0","0.00"
"27839  :  โรงพยาบาลบัวลาย","0","0","0","0.00"
"27840  :  โรงพยาบาลสีดา","0","680","121","17.79"
"27841  :  โรงพยาบาลเทพารักษ์","0","0","0","0.00"
"10667  :  โรงพยาบาลบุรีรัมย์","0","3","3","100.00"
"10895  :  โรงพยาบาลคูเมือง","0","2,213","1,555","70.27"
"10896  :  โรงพยาบาลกระสัง","0","0","0","0.00"
"10897  :  โรงพยาบาลนางรอง","0","0","0","0.00"
"10898  :  โรงพยาบาลหนองกี่","0","2,437","1,514","62.13"
"10899  :  โรงพยาบาลละหานทราย","0","0","0","0.00"
"10900  :  โรงพยาบาลประโคนชัย","0","5,102","3,118","61.11"
"10901  :  โรงพยาบาลบ้านกรวด","0","50","2","4.00"
"10902  :  โรงพยาบาลพุทไธสง","0","0","0","0.00"
"10904  :  โรงพยาบาลลำปลายมาศ","0","296","270","91.22"
"10905  :  โรงพยาบาลสตึก","0","4,568","2,513","55.01"
"10906  :  โรงพยาบาลปะคำ","0","4,423","3,215","72.69"
"10907  :  โรงพยาบาลนาโพธิ์","0","0","0","0.00"
"10908  :  โรงพยาบาลหนองหงส์","0","1","0","0.00"
"10909  :  โรงพยาบาลพลับพลาชัย","0","301","196","65.12"
"10910  :  โรงพยาบาลห้วยราช","0","719","406","56.47"
"10911  :  โรงพยาบาลโนนสุวรรณ","0","1,948","1,565","80.34"
"10912  :  โรงพยาบาลชำนิ","0","0","0","0.00"
"10913  :  โรงพยาบาลบ้านใหม่ไชยพจน์","0","44","38","86.36"
"10914  :  โรงพยาบาลโนนดินแดง","0","0","0","0.00"
"11493  :  โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก","0","0","0","0.00"
"11619  :  โรงพยาบาลเฉลิมพระเกียรติ","0","1,000","504","50.40"
"23578  :  โรงพยาบาลแคนดง","0","0","0","0.00"
"28020  :  โรงพยาบาลบ้านด่าน","0","1,487","926","62.27"
"10668  :  โรงพยาบาลสุรินทร์","0","0","0","0.00"
"10915  :  โรงพยาบาลชุมพลบุรี","0","2,068","1,380","66.73"
"10916  :  โรงพยาบาลท่าตูม","0","3,699","2,554","69.05"
"10917  :  โรงพยาบาลจอมพระ","0","1,159","768","66.26"
"10918  :  โรงพยาบาลปราสาท","0","2,825","1,499","53.06"
"10919  :  โรงพยาบาลกาบเชิง","0","4,267","2,940","68.90"
"10920  :  โรงพยาบาลรัตนบุรี","0","512","370","72.27"
"10921  :  โรงพยาบาลสนม","0","1,195","904","75.65"
"10922  :  โรงพยาบาลศีขรภูมิ","0","1,707","1,254","73.46"
"10923  :  โรงพยาบาลสังขะ","0","1,918","1,255","65.43"
"10924  :  โรงพยาบาลลำดวน","0","2,892","2,257","78.04"
"10925  :  โรงพยาบาลสำโรงทาบ","0","769","488","63.46"
"10926  :  โรงพยาบาลบัวเชด","0","0","0","0.00"
"11494  :  โรงพยาบาลค่ายวีรวัฒน์โยธิน","0","0","0","0.00"
