"โรงพยาบาล","จำนวนประชากรในเขตรับผิดชอบ","จำนวนประชากรสิทธิหลักประกันสุขภาพถ้วนหน้า","จำนวนประชากรสิทธิประกันสังคม","จำนวนประชากรสิทธิข้าราชการ","จำนวนอสม.","จำนวนหลังคาเรือน","จำนวนหมู่บ้าน","จำนวนโรงเรียน","จำนวนนักเรียน","จำนวนศูนย์เด็กเล็ก","จำนวนประชากรอายุ 60 ปี ขึ้นไป","จำนวนประชากรอายุ 0 ถึง 5 ปี","จำนวนอาสาสมัครประจำครอบครัว(อสค.)","จำนวนผู้ช่วยเหลือดูแลผู้สูงอายุที่มีภาวะพึ่งพิง(Caregiver)","จำนวนผู้พิการ","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(คน)","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(ครั้ง)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(คน)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(ครั้ง)"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","3,401","8","3","5","0","0","93","0","0","0","702","273","0","0","0","57,431","342,273","43,976","174,159"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","156","81","26","19","0","675","11","2","0","0","30","6","0","0","0","183,918","832,983","140,792","484,319"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","7,763","5,650","1,297","328","0","0","0","0","0","0","1,507","951","0","0","78","41,543","146,334","26,423","81,234"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","13,590","9,205","2,980","805","178","7,686","7","6","0","1","2,520","773","0","0","28","40,846","153,493","24,458","85,805"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","8,616","5,435","91","1","0","4,628","6","0","0","0","1,293","928","0","0","124","12,525","50,959","9,800","35,131"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","13,410","8,907","4,153","323","0","3,710","5","2","0","0","2,318","541","0","0","7","34,949","91,401","23,859","57,756"
"28785  :  โรงพยาบาลบางเสาธง","2,510","1,929","371","205","0","1,038","4","2","0","0","608","170","0","0","0","13,408","48,436","10,256","28,466"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","7,520","3,653","2,139","1,064","1","3,057","6","3","0","2","1,836","121","0","0","71","43,322","235,337","26,631","123,049"
"10757  :  โรงพยาบาลบางใหญ่","10,384","5,743","2,091","1,426","1","0","0","0","0","0","2,224","496","0","0","18","67,715","257,469","49,905","149,409"
"10758  :  โรงพยาบาลบางบัวทอง","5,790","2,286","2,258","490","0","3,130","10","0","0","0","1,430","86","0","0","18","59,339","201,531","38,610","131,237"
"10759  :  โรงพยาบาลไทรน้อย","15,387","10,491","2,739","1,664","0","13,056","12","5","0","4","2,736","660","0","0","51","46,517","188,404","36,077","120,441"
"10760  :  โรงพยาบาลปากเกร็ด","21,153","7,982","2,890","2,156","0","3,803","3","1","0","0","4,908","293","0","0","54","26,732","138,806","21,291","104,265"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","534","271","100","97","0","3,762","4","0","0","0","179","78","0","0","7","77,407","432,574","60,353","277,201"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","4,848","1,815","1,748","520","0","2,334","1","0","0","0","648","112","0","0","11","14,962","51,799","10,365","29,603"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","9,141","5,369","801","278","103","1,511","4","1","0","0","822","188","0","0","1","40,926","155,623","30,041","91,988"
"10762  :  โรงพยาบาลธัญบุรี","14,044","6,970","824","1,143","50","3,542","3","1","0","0","2,064","667","0","0","13","60,674","184,719","35,497","111,501"
"10763  :  โรงพยาบาลประชาธิปัตย์","12,698","9,767","295","179","64","0","0","0","0","0","3,093","467","0","0","53","30,288","115,915","18,805","58,082"
"10764  :  โรงพยาบาลหนองเสือ","5,611","3,417","975","429","1","2,403","8","4","0","0","961","252","0","0","1","22,368","100,266","15,142","57,164"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","4,265","3,958","135","118","124","5,608","5","3","0","0","963","378","0","0","3","30,183","100,282","20,487","62,790"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","2,853","2,393","103","332","0","1,543","6","0","0","0","669","237","0","0","4","18,149","55,938","11,927","33,073"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","2,859","1,739","518","291","42","1,117","5","4","0","0","651","172","0","0","3","76,231","291,598","55,722","192,887"
"10768  :  โรงพยาบาลท่าเรือ","10,838","6,688","2,631","1,436","111","6,038","11","8","0","1","2,574","527","0","0","232","29,139","133,568","22,946","82,723"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,397","1,292","528","306","0","1,350","4","2","0","0","590","121","0","0","22","22,161","86,605","16,591","52,524"
"10770  :  โรงพยาบาลบางไทร","3,607","1,866","697","346","38","1,351","10","4","0","3","745","197","0","0","116","18,208","81,656","14,766","52,160"
"10771  :  โรงพยาบาลบางบาล","1,731","967","460","293","54","832","5","1","0","1","364","72","0","0","42","14,632","65,120","10,888","36,841"
"10772  :  โรงพยาบาลบางปะอิน","8,791","3,782","1,326","446","0","3,553","12","5","0","4","1,575","239","0","0","144","51,307","184,275","37,729","111,034"
"10773  :  โรงพยาบาลบางปะหัน","1,591","990","213","251","46","835","5","1","0","0","458","76","0","0","38","21,874","103,152","17,568","60,693"
"10774  :  โรงพยาบาลผักไห่","1,245","866","170","186","45","747","7","1","0","2","334","67","0","0","20","18,312","93,611","15,012","59,238"
"10775  :  โรงพยาบาลภาชี","6,059","1,971","2,092","677","0","2,810","12","5","0","2","1,302","249","0","0","23","21,851","100,330","17,522","64,157"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,392","1,688","351","172","0","1,104","4","2","0","2","439","137","0","0","14","23,183","90,699","17,700","51,127"
"10777  :  โรงพยาบาลวังน้อย","7,031","3,570","1,034","98","2","4,112","7","9","0","0","796","554","0","0","4","38,965","132,598","28,536","78,223"
"10778  :  โรงพยาบาลบางซ้าย","3,558","2,253","637","240","0","1,618","9","4","0","6","657","147","0","0","1","11,871","45,910","7,442","26,784"
"10779  :  โรงพยาบาลอุทัย","764","469","212","66","26","633","6","0","0","0","175","31","0","0","15","31,065","113,434","24,462","81,212"
"10780  :  โรงพยาบาลมหาราช","1,392","793","201","277","0","723","6","1","0","0","347","95","0","0","27","14,238","54,241","10,464","36,151"
"10781  :  โรงพยาบาลบ้านแพรก","1,327","1,011","204","28","35","516","5","1","0","1","261","78","0","0","37","9,264","50,819","7,212","27,792"
"10689  :  โรงพยาบาลอ่างทอง","1,192","568","135","266","0","956","8","1","0","0","335","56","0","0","32","67,724","326,864","49,713","197,772"
"10782  :  โรงพยาบาลไชโย","2,390","1,123","108","79","41","904","7","2","0","7","547","104","0","0","30","12,710","73,698","10,045","38,930"
"10784  :  โรงพยาบาลป่าโมก","4,223","1,885","727","352","7","1,002","2","2","0","0","997","171","0","0","12","20,105","115,908","16,725","79,455"
"10785  :  โรงพยาบาลโพธิ์ทอง","3,013","2,003","410","529","34","1,606","7","2","0","1","752","135","0","0","58","27,510","153,173","19,669","74,117"
"10786  :  โรงพยาบาลแสวงหา","6,191","4,501","765","694","0","2,921","14","5","0","0","1,434","357","0","0","46","18,467","99,202","14,075","54,304"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","6,156","2,778","636","660","0","2,653","12","5","0","3","1,567","113","0","0","122","39,270","211,823","25,672","97,522"
"10788  :  โรงพยาบาลสามโก้","1,876","1,258","196","287","46","873","6","3","0","2","502","112","0","0","33","11,626","58,471","9,867","40,754"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","7,457","5,085","1,188","462","132","4,167","12","1","0","0","1,447","588","0","0","7","39,658","186,424","26,902","79,223"
"10790  :  โรงพยาบาลโคกสำโรง","8,350","6,031","1,137","903","120","3,902","9","4","0","0","1,717","574","0","0","87","35,309","158,858","25,351","90,514"
"10791  :  โรงพยาบาลชัยบาดาล","12,836","7,639","1,034","1,710","128","6,516","14","6","0","1","2,577","791","0","0","204","53,869","257,023","41,518","143,311"
"10792  :  โรงพยาบาลท่าวุ้ง","3,360","1,962","652","535","76","1,536","15","0","0","0","1,022","189","0","0","4","23,656","108,962","17,950","66,452"
"10793  :  โรงพยาบาลท่าหลวง","5,534","4,485","509","342","119","3,150","9","5","0","1","1,197","386","0","0","57","22,020","86,468","16,692","55,504"
"10794  :  โรงพยาบาลสระโบสถ์","8,312","5,767","1,475","560","0","3,264","16","5","0","0","1,677","166","0","0","2","13,085","66,653","10,117","42,266"
"10795  :  โรงพยาบาลโคกเจริญ","4,071","3,558","226","218","113","2,042","12","4","0","1","987","266","0","0","2","13,417","61,458","10,440","39,112"
"10796  :  โรงพยาบาลลำสนธิ","4,967","2,790","399","272","14","2,823","13","4","0","1","1,030","380","0","1","198","17,690","74,363","11,689","38,114"
"10797  :  โรงพยาบาลหนองม่วง","4,720","3,499","305","505","111","2,572","10","5","0","1","1,177","283","0","0","57","21,445","101,718","15,128","58,805"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","9,706","4,225","1,417","1,944","90","4,996","8","1","0","0","2,478","286","0","0","132","72,727","342,868","52,485","185,544"
"10693  :  โรงพยาบาลอินทร์บุรี","1,849","1,057","136","461","62","1,299","3","4","0","0","594","62","0","0","35","30,720","185,435","22,555","120,321"
"10798  :  โรงพยาบาลบางระจัน","3,701","2,792","437","348","118","1,386","13","3","0","1","1,014","170","0","0","35","17,087","85,138","12,941","51,980"
"10799  :  โรงพยาบาลค่ายบางระจัน","5,974","3,701","1,277","305","95","3,116","11","4","0","2","1,170","398","0","4","125","14,962","69,684","10,275","39,204"
"10800  :  โรงพยาบาลพรหมบุรี","4,393","2,560","1,351","350","97","2,078","8","5","0","1","1,065","236","0","0","94","13,255","59,363","9,886","38,737"
"10801  :  โรงพยาบาลท่าช้าง","2,205","1,655","239","277","81","1,231","5","2","0","0","716","70","0","0","14","10,209","54,877","7,781","32,295"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","4,102","3,144","453","469","93","2,423","3","5","0","1","956","282","0","0","6","19,670","86,965","15,076","56,820"
"10803  :  โรงพยาบาลวัดสิงห์","3,624","2,885","315","417","122","2,057","11","4","0","3","981","206","0","0","80","16,820","96,396","12,571","56,130"
"10804  :  โรงพยาบาลสรรพยา","2,156","1,704","192","182","79","1,156","3","2","0","1","534","163","0","0","3","18,381","81,277","13,162","44,279"
"10805  :  โรงพยาบาลสรรคบุรี","6,264","5,077","394","756","364","4,102","10","2","0","1","1,777","318","0","0","6","36,770","155,929","27,718","93,742"
