"โรงพยาบาล","จำนวนประชากรในเขตรับผิดชอบ","จำนวนประชากรสิทธิหลักประกันสุขภาพถ้วนหน้า","จำนวนประชากรสิทธิประกันสังคม","จำนวนประชากรสิทธิข้าราชการ","จำนวนอสม.","จำนวนหลังคาเรือน","จำนวนหมู่บ้าน","จำนวนโรงเรียน","จำนวนนักเรียน","จำนวนศูนย์เด็กเล็ก","จำนวนประชากรอายุ 60 ปี ขึ้นไป","จำนวนประชากรอายุ 0 ถึง 5 ปี","จำนวนอาสาสมัครประจำครอบครัว(อสค.)","จำนวนผู้ช่วยเหลือดูแลผู้สูงอายุที่มีภาวะพึ่งพิง(Caregiver)","จำนวนผู้พิการ","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(คน)","จำนวนผู้รับบริการทั้งหมดที่มารับบริการ(ครั้ง)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(คน)","จำนวนผู้ป่วยนอกทั้งหมดที่มารับบริการ(ครั้ง)"
"11540  :  โรงพยาบาลหลวงพ่อทวีศักดิ์ฯ ชุตินธโร อุทิศ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11541  :  โรงพยาบาลเจริญกรุงประชารักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11546  :  โรงพยาบาลบี เอ็น เอช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11548  :  โรงพยาบาลกรุงเทพคริสเตียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","3,179","8","1","6","0","0","130","0","0","0","704","213","0","0","0","38,959","178,949","28,864","83,044"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","12,833","8,068","3,163","524","0","0","0","0","0","0","2,048","1,188","0","0","10","43,443","138,853","25,309","75,728"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","13,473","9,104","2,989","784","174","6,584","6","5","0","1","2,635","701","0","0","25","38,884","137,398","22,832","76,957"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","10,130","6,818","101","1","0","4,763","6","0","0","0","1,521","898","0","0","118","11,578","45,033","9,107","31,222"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","10,981","8,107","2,661","198","0","3,711","5","2","0","0","2,035","415","0","0","4","24,184","59,682","17,725","38,472"
"28785  :  โรงพยาบาลบางเสาธง","2,663","2,044","241","369","0","1,057","4","2","0","0","667","165","0","0","1","13,134","45,735","9,957","27,419"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","5,767","3,411","1,500","521","42","3,162","6","3","0","2","1,170","99","0","0","50","44,123","163,260","26,796","109,201"
"10757  :  โรงพยาบาลบางใหญ่","10,467","5,829","2,118","1,442","1","0","0","0","0","0","2,423","271","0","0","18","65,217","224,176","44,637","126,125"
"10758  :  โรงพยาบาลบางบัวทอง","5,937","2,336","2,450","495","0","3,293","10","0","0","0","1,560","96","0","0","19","63,331","190,228","37,344","114,864"
"10759  :  โรงพยาบาลไทรน้อย","13,314","9,174","2,033","1,304","0","13,058","12","5","0","4","2,494","660","0","0","45","47,212","171,555","34,001","102,605"
"10760  :  โรงพยาบาลปากเกร็ด","13,958","6,215","1,927","1,894","0","3,911","3","1","0","0","4,165","247","0","0","46","24,440","120,034","18,542","86,709"
"11781  :  โรงพยาบาลนนทเวช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","533","241","144","99","0","2,647","3","0","0","0","198","51","0","0","6","74,006","362,948","55,883","232,986"
"22127  :  โรงพยาบาลชลลดา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","4,765","1,832","1,692","465","0","2,346","1","0","0","0","693","74","0","0","11","11,925","37,134","8,040","22,436"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","5,543","1,600","827","307","102","1,568","4","1","0","0","870","201","0","0","1","46,519","144,471","29,552","89,232"
"10762  :  โรงพยาบาลธัญบุรี","12,460","6,623","632","993","46","1,082","2","1","0","0","1,838","530","0","0","11","47,902","150,932","32,417","95,091"
"10763  :  โรงพยาบาลประชาธิปัตย์","10,581","8,083","185","47","47","0","0","0","0","0","2,287","324","0","0","48","26,822","98,297","14,373","45,480"
"10764  :  โรงพยาบาลหนองเสือ","5,488","3,511","956","459","5","2,534","8","4","0","0","1,013","290","0","0","2","21,246","81,942","15,542","49,955"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","4,693","4,181","274","195","127","5,821","5","3","0","0","1,058","392","0","1","3","29,422","92,247","19,087","56,048"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","2,882","2,387","134","338","0","1,669","6","0","0","0","702","232","0","0","3","20,152","55,059","11,623","31,505"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","1,064","650","208","87","39","0","1","0","0","0","403","96","0","0","16","59,763","244,968","46,534","164,304"
"10768  :  โรงพยาบาลท่าเรือ","10,784","7,067","2,637","941","109","6,104","11","8","0","1","2,603","453","0","0","216","27,849","117,760","21,405","72,110"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","2,310","1,081","474","275","0","1,423","4","2","0","1","621","99","0","0","17","21,043","77,186","14,786","44,026"
"10770  :  โรงพยาบาลบางไทร","3,949","2,073","627","383","41","1,492","10","4","0","3","820","204","0","0","111","18,442","74,998","14,072","46,567"
"10771  :  โรงพยาบาลบางบาล","1,669","998","413","243","53","843","5","1","0","1","374","72","0","0","42","14,232","58,925","10,547","32,589"
"10772  :  โรงพยาบาลบางปะอิน","9,604","3,993","2,385","382","0","3,655","12","5","0","4","2,017","260","0","0","151","43,662","159,842","31,186","91,428"
"10773  :  โรงพยาบาลบางปะหัน","1,560","950","248","227","46","851","5","1","0","0","457","67","0","0","37","20,497","87,327","16,768","52,307"
"10774  :  โรงพยาบาลผักไห่","1,221","722","159","204","45","755","7","1","0","2","337","74","0","0","19","17,878","83,750","14,468","53,500"
"10775  :  โรงพยาบาลภาชี","5,931","2,031","1,968","643","0","2,843","12","5","0","2","1,320","228","0","0","20","19,977","87,351","15,907","53,966"
"10776  :  โรงพยาบาลลาดบัวหลวง","2,381","1,636","350","163","0","1,179","4","2","0","2","444","127","0","0","13","19,844","76,115","14,767","43,196"
"10777  :  โรงพยาบาลวังน้อย","7,349","3,365","1,726","122","2","4,395","7","8","0","0","862","482","0","0","3","37,168","119,034","26,615","68,651"
"10778  :  โรงพยาบาลบางซ้าย","3,539","1,759","805","205","0","1,647","9","4","0","6","663","153","0","0","2","9,667","38,936","5,834","21,133"
"10779  :  โรงพยาบาลอุทัย","838","494","153","47","26","701","6","0","0","0","196","32","0","0","18","30,169","111,499","22,904","76,990"
"10780  :  โรงพยาบาลมหาราช","1,335","721","202","263","0","729","6","0","0","0","344","86","0","0","27","11,712","45,744","9,025","30,752"
"10781  :  โรงพยาบาลบ้านแพรก","1,327","963","256","53","36","522","5","1","0","1","273","76","0","0","37","8,542","43,475","6,642","23,232"
"10689  :  โรงพยาบาลอ่างทอง","1,135","454","95","227","0","957","10","3","0","1","321","54","0","0","37","63,045","296,371","45,296","178,111"
"10782  :  โรงพยาบาลไชโย","2,401","1,246","128","102","41","915","7","2","0","7","574","102","0","0","30","12,783","70,284","9,810","35,306"
"10784  :  โรงพยาบาลป่าโมก","4,263","1,726","713","299","8","1,564","3","2","0","0","1,044","178","0","0","12","19,717","110,704","15,651","72,138"
"10785  :  โรงพยาบาลโพธิ์ทอง","2,967","1,902","470","528","35","1,621","7","2","0","1","771","128","0","0","61","26,301","140,003","18,658","70,667"
"10786  :  โรงพยาบาลแสวงหา","6,114","4,563","646","669","0","2,934","14","5","0","0","1,452","338","0","0","44","18,408","89,207","13,015","46,459"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","5,982","2,873","638","646","0","2,692","12","5","0","3","1,631","101","0","0","118","43,400","197,581","28,502","89,506"
"10788  :  โรงพยาบาลสามโก้","1,748","1,166","185","281","45","880","6","3","0","2","483","74","0","0","29","11,168","57,671","9,414","40,310"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","7,549","5,119","1,188","463","134","4,308","12","1","0","0","1,558","560","0","0","8","35,977","166,280","25,036","73,236"
"10790  :  โรงพยาบาลโคกสำโรง","7,238","5,136","937","643","114","3,926","9","4","0","0","1,553","483","0","0","77","26,641","125,503","18,648","70,402"
"10791  :  โรงพยาบาลชัยบาดาล","11,368","5,919","888","1,499","125","6,865","14","6","0","1","2,416","631","0","0","190","50,716","230,671","38,007","129,882"
"10792  :  โรงพยาบาลท่าวุ้ง","3,207","1,912","727","452","84","1,582","15","0","0","0","1,021","174","0","0","4","21,333","95,085","16,258","58,140"
"10793  :  โรงพยาบาลท่าหลวง","5,505","4,416","549","340","125","3,550","9","5","0","1","1,208","397","0","0","49","19,617","73,630","14,791","47,949"
"10794  :  โรงพยาบาลสระโบสถ์","7,609","5,450","1,279","506","0","3,304","16","5","0","0","1,747","136","0","0","2","12,190","59,697","9,380","36,800"
"10795  :  โรงพยาบาลโคกเจริญ","4,068","3,566","220","214","112","2,135","12","4","0","1","1,016","256","0","0","2","12,165","54,550","9,579","34,415"
"10796  :  โรงพยาบาลลำสนธิ","5,014","2,601","381","249","14","2,883","13","4","0","1","1,104","343","0","1","198","16,485","68,814","11,796","37,401"
"10797  :  โรงพยาบาลหนองม่วง","4,744","3,576","313","530","117","2,608","10","5","0","1","1,236","277","0","0","222","20,059","88,061","14,166","49,782"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","9,357","4,042","1,322","1,915","93","5,125","8","1","0","0","2,586","252","0","0","124","69,276","305,355","52,572","179,640"
"10693  :  โรงพยาบาลอินทร์บุรี","1,909","1,056","152","473","63","1,368","3","4","0","0","615","85","0","0","33","33,215","176,280","22,267","108,580"
"10798  :  โรงพยาบาลบางระจัน","3,625","2,770","422","243","117","1,393","13","3","0","1","1,047","165","0","0","33","16,214","76,885","12,259","45,378"
"10799  :  โรงพยาบาลค่ายบางระจัน","6,483","3,774","1,459","310","97","3,307","11","4","0","2","1,268","396","0","4","119","15,708","66,154","10,790","37,881"
"10800  :  โรงพยาบาลพรหมบุรี","4,251","2,502","1,304","335","94","2,080","8","5","0","1","1,097","244","0","0","91","12,545","57,492","9,421","37,144"
"10801  :  โรงพยาบาลท่าช้าง","2,319","1,706","266","289","81","1,241","5","2","0","0","752","85","0","0","14","9,803","51,033","7,816","31,762"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","3,943","3,072","389","430","90","2,593","3","5","0","1","983","261","0","0","5","18,250","81,700","13,848","52,640"
"10803  :  โรงพยาบาลวัดสิงห์","3,740","2,970","335","428","122","2,079","11","4","0","3","1,048","186","0","0","81","15,648","81,679","11,605","49,505"
"10804  :  โรงพยาบาลสรรพยา","2,037","1,558","204","166","74","1,181","3","2","0","1","537","145","0","0","2","18,193","79,546","12,914","47,666"
"10805  :  โรงพยาบาลสรรคบุรี","6,102","5,047","420","600","365","4,387","10","2","0","1","1,770","311","0","0","20","35,831","145,679","27,637","90,623"
