"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรองความเครียด","ร้อยละ","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,420","28","1.97","28","0","0","1,392","27","27","0","0","14","0","0","0","0","14","1","1","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,395","11","0.79","11","0","0","1,322","11","11","0","0","54","0","0","0","0","19","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,653","19","1.15","19","0","0","1,598","19","19","0","0","46","0","0","0","0","9","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","569","10","1.76","10","0","0","538","9","9","0","0","22","1","1","0","0","9","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,075","3","0.28","3","0","0","1,064","3","3","0","0","8","0","0","0","0","3","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","1,678","2","0.12","2","0","0","1,636","2","2","0","0","21","0","0","0","0","21","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","1,337","0","0.00","0","0","0","1,327","0","0","0","0","5","0","0","0","0","5","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","1,153","0","0.00","0","0","0","1,104","0","0","0","0","36","0","0","0","0","13","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","2,192","1","0.05","1","0","0","2,157","1","1","0","0","27","0","0","0","0","8","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","34","0","0.00","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","441","0","0.00","0","0","0","431","0","0","0","0","8","0","0","0","0","2","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","754","95","12.60","95","0","0","736","92","92","0","0","14","1","1","0","0","4","2","2","0","0"
"10762  :  โรงพยาบาลธัญบุรี","1,648","0","0.00","0","0","0","1,634","0","0","0","0","8","0","0","0","0","6","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,190","0","0.00","0","0","0","2,186","0","0","0","0","2","0","0","0","0","2","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","896","865","96.54","865","0","0","881","850","850","0","0","7","7","7","0","0","8","8","8","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","754","1","0.13","1","0","0","733","1","1","0","0","18","0","0","0","0","3","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","691","1","0.14","0","1","0","676","1","0","1","0","6","0","0","0","0","9","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","257","0","0.00","0","0","0","244","0","0","0","0","5","0","0","0","0","8","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","2,211","0","0.00","0","0","0","2,186","0","0","0","0","17","0","0","0","0","8","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","598","1","0.17","1","0","0","585","1","1","0","0","11","0","0","0","0","2","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","434","0","0.00","0","0","0","406","0","0","0","0","19","0","0","0","0","9","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","343","0","0.00","0","0","0","338","0","0","0","0","4","0","0","0","0","1","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,778","0","0.00","0","0","0","1,749","0","0","0","0","19","0","0","0","0","10","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","396","0","0.00","0","0","0","377","0","0","0","0","17","0","0","0","0","2","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","314","0","0.00","0","0","0","298","0","0","0","0","15","0","0","0","0","1","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","622","0","0.00","0","0","0","581","0","0","0","0","29","0","0","0","0","12","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","188","0","0.00","0","0","0","178","0","0","0","0","3","0","0","0","0","7","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","675","5","0.74","5","0","0","658","5","5","0","0","13","0","0","0","0","4","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","580","0","0.00","0","0","0","560","0","0","0","0","15","0","0","0","0","5","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","117","0","0.00","0","0","0","108","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","30","0","0.00","0","0","0","29","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","236","0","0.00","0","0","0","229","0","0","0","0","6","0","0","0","0","1","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","305","0","0.00","0","0","0","297","0","0","0","0","5","0","0","0","0","3","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","496","483","97.38","483","0","0","478","467","467","0","0","14","13","13","0","0","4","3","3","0","0"
"10784  :  โรงพยาบาลป่าโมก","948","7","0.74","7","0","0","893","7","7","0","0","33","0","0","0","0","22","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","750","1","0.13","1","0","0","682","1","1","0","0","55","0","0","0","0","13","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","1,281","5","0.39","3","2","0","1,229","1","0","1","0","39","4","3","1","0","13","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,526","0","0.00","0","0","0","1,495","0","0","0","0","25","0","0","0","0","6","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","462","0","0.00","0","0","0","451","0","0","0","0","9","0","0","0","0","2","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","1,072","856","79.85","848","8","0","1,040","829","822","7","0","24","19","19","0","0","8","8","7","1","0"
"10790  :  โรงพยาบาลโคกสำโรง","911","18","1.98","17","1","0","899","18","17","1","0","11","0","0","0","0","1","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","266","33","12.41","31","2","0","266","33","31","2","0","0","0","0","0","0","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","546","1","0.18","1","0","0","543","1","1","0","0","3","0","0","0","0","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","874","396","45.31","396","0","0","855","394","394","0","0","11","2","2","0","0","8","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,550","9","0.58","8","1","0","1,518","9","8","1","0","20","0","0","0","0","12","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","988","1","0.10","1","0","0","985","1","1","0","0","3","0","0","0","0","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","986","2","0.20","2","0","0","969","2","2","0","0","13","0","0","0","0","4","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","1,002","118","11.78","116","2","0","992","118","116","2","0","6","0","0","0","0","4","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,094","1","0.05","1","0","0","2,062","1","1","0","0","14","0","0","0","0","18","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","566","5","0.88","5","0","0","566","5","5","0","0","0","0","0","0","0","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","972","1","0.10","1","0","0","963","1","1","0","0","4","0","0","0","0","5","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","984","10","1.02","10","0","0","967","10","10","0","0","11","0","0","0","0","6","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","1,058","63","5.95","40","23","0","1,046","62","39","23","0","6","0","0","0","0","6","1","1","0","0"
"10801  :  โรงพยาบาลท่าช้าง","593","153","25.80","148","5","0","537","143","139","4","0","49","9","8","1","0","7","1","1","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","920","874","95.00","874","0","0","896","852","852","0","0","5","5","5","0","0","19","17","17","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","966","907","93.89","867","40","0","952","895","864","31","0","10","9","2","7","0","4","3","1","2","0"
"10804  :  โรงพยาบาลสรรพยา","513","1","0.19","1","0","0","479","1","1","0","0","29","0","0","0","0","5","0","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","1,517","1,450","95.58","1,448","2","0","1,488","1,423","1,421","2","0","15","14","14","0","0","14","13","13","0","0"
