"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรอง","ร้อยละ","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","1,239","644","51.98","643","1","1,232","644","643","1","4","0","0","0","3","0","0","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,420","1,245","87.68","1,245","0","1,392","1,227","1,227","0","14","9","9","0","14","9","9","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,395","1,386","99.35","1,360","26","1,322","1,313","1,308","5","54","54","39","15","19","19","13","6"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,653","1,602","96.91","1,602","0","1,598","1,563","1,563","0","46","31","31","0","9","8","8","0"
"28785  :  โรงพยาบาลบางเสาธง","569","509","89.46","502","7","538","479","479","0","22","21","14","7","9","9","9","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,075","1,019","94.79","1,015","4","1,064","1,011","1,008","3","8","7","7","0","3","1","0","1"
"10757  :  โรงพยาบาลบางใหญ่","1,678","174","10.37","174","0","1,636","159","159","0","21","8","8","0","21","7","7","0"
"10758  :  โรงพยาบาลบางบัวทอง","1,337","19","1.42","19","0","1,327","19","19","0","5","0","0","0","5","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","1,153","132","11.45","132","0","1,104","124","124","0","36","8","8","0","13","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","2,192","1,853","84.53","1,853","0","2,157","1,827","1,827","0","27","20","20","0","8","6","6","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","34","10","29.41","10","0","34","10","10","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","441","428","97.05","427","1","431","421","420","1","8","5","5","0","2","2","2","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","754","693","91.91","692","1","736","677","676","1","14","12","12","0","4","4","4","0"
"10762  :  โรงพยาบาลธัญบุรี","1,648","1,156","70.15","1,152","4","1,634","1,143","1,142","1","8","8","8","0","6","5","2","3"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,190","2,118","96.71","2,118","0","2,186","2,114","2,114","0","2","2","2","0","2","2","2","0"
"10764  :  โรงพยาบาลหนองเสือ","896","868","96.88","868","0","881","853","853","0","7","7","7","0","8","8","8","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","754","223","29.58","218","5","733","214","213","1","18","7","3","4","3","2","2","0"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","691","689","99.71","685","4","676","675","671","4","6","6","6","0","9","8","8","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","257","174","67.70","164","10","244","171","161","10","5","2","2","0","8","1","1","0"
"10768  :  โรงพยาบาลท่าเรือ","2,211","2,118","95.79","2,116","2","2,186","2,093","2,093","0","17","17","17","0","8","8","6","2"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","598","582","97.32","579","3","585","569","568","1","11","11","9","2","2","2","2","0"
"10770  :  โรงพยาบาลบางไทร","434","314","72.35","313","1","406","287","286","1","19","18","18","0","9","9","9","0"
"10771  :  โรงพยาบาลบางบาล","343","311","90.67","307","4","338","307","304","3","4","4","3","1","1","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,778","1,733","97.47","1,724","9","1,749","1,705","1,704","1","19","19","19","0","10","9","1","8"
"10773  :  โรงพยาบาลบางปะหัน","396","385","97.22","384","1","377","367","366","1","17","17","17","0","2","1","1","0"
"10774  :  โรงพยาบาลผักไห่","314","313","99.68","311","2","298","297","296","1","15","15","14","1","1","1","1","0"
"10775  :  โรงพยาบาลภาชี","622","468","75.24","468","0","581","430","430","0","29","28","28","0","12","10","10","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","188","68","36.17","58","10","178","66","56","10","3","2","2","0","7","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","675","588","87.11","588","0","658","573","573","0","13","12","12","0","4","3","3","0"
"10778  :  โรงพยาบาลบางซ้าย","580","565","97.41","548","17","560","545","530","15","15","15","14","1","5","5","4","1"
"10779  :  โรงพยาบาลอุทัย","117","82","70.09","81","1","108","76","76","0","9","6","5","1","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","30","20","66.67","19","1","29","20","19","1","1","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","236","52","22.03","52","0","229","52","52","0","6","0","0","0","1","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","305","301","98.69","294","7","297","293","290","3","5","5","3","2","3","3","1","2"
"10782  :  โรงพยาบาลไชโย","496","483","97.38","483","0","478","466","466","0","14","13","13","0","4","4","4","0"
"10784  :  โรงพยาบาลป่าโมก","948","926","97.68","914","12","893","872","862","10","33","33","31","2","22","21","21","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","750","743","99.07","743","0","682","675","675","0","55","55","55","0","13","13","13","0"
"10786  :  โรงพยาบาลแสวงหา","1,281","1,207","94.22","1,199","8","1,229","1,159","1,153","6","39","37","35","2","13","11","11","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,526","1,471","96.40","1,470","1","1,495","1,440","1,439","1","25","25","25","0","6","6","6","0"
"10788  :  โรงพยาบาลสามโก้","462","460","99.57","457","3","451","449","447","2","9","9","8","1","2","2","2","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","1,072","956","89.18","950","6","1,040","926","920","6","24","22","22","0","8","8","8","0"
"10790  :  โรงพยาบาลโคกสำโรง","911","826","90.67","825","1","899","814","813","1","11","11","11","0","1","1","1","0"
"10791  :  โรงพยาบาลชัยบาดาล","266","254","95.49","254","0","266","254","254","0","0","0","0","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","546","487","89.19","487","0","543","484","484","0","3","3","3","0","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","874","572","65.45","571","1","855","561","560","1","11","8","8","0","8","3","3","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,550","1,011","65.23","1,007","4","1,518","990","986","4","20","12","12","0","12","9","9","0"
"10795  :  โรงพยาบาลโคกเจริญ","988","829","83.91","829","0","985","826","826","0","3","3","3","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","986","948","96.15","946","2","969","932","930","2","13","12","12","0","4","4","4","0"
"10797  :  โรงพยาบาลหนองม่วง","1,002","631","62.97","628","3","992","623","621","2","6","5","4","1","4","3","3","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,094","1,827","87.25","1,823","4","2,062","1,798","1,795","3","14","12","11","1","18","17","17","0"
"10693  :  โรงพยาบาลอินทร์บุรี","566","555","98.06","555","0","566","555","555","0","0","0","0","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","972","831","85.49","822","9","963","822","813","9","4","4","4","0","5","5","5","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","984","886","90.04","878","8","967","871","864","7","11","11","10","1","6","4","4","0"
"10800  :  โรงพยาบาลพรหมบุรี","1,058","1,047","98.96","1,017","30","1,046","1,035","1,005","30","6","6","6","0","6","6","6","0"
"10801  :  โรงพยาบาลท่าช้าง","593","559","94.27","547","12","537","507","496","11","49","46","46","0","7","6","5","1"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","920","911","99.02","894","17","896","889","877","12","5","5","5","0","19","17","12","5"
"10803  :  โรงพยาบาลวัดสิงห์","966","906","93.79","865","41","952","895","861","34","10","8","3","5","4","3","1","2"
"10804  :  โรงพยาบาลสรรพยา","513","496","96.69","494","2","479","463","461","2","29","29","29","0","5","4","4","0"
"10805  :  โรงพยาบาลสรรคบุรี","1,517","1,344","88.60","1,337","7","1,488","1,317","1,310","7","15","14","14","0","14","13","13","0"
"10806  :  โรงพยาบาลหันคา","1,302","1,250","96.01","1,250","0","1,269","1,235","1,235","0","27","12","12","0","6","3","3","0"
"27974  :  โรงพยาบาลหนองมะโมง","257","224","87.16","219","5","248","216","211","5","5","4","4","0","4","4","4","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","2,189","2,173","99.27","2,162","11","2,136","2,120","2,112","8","31","31","30","1","22","22","20","2"
"10808  :  โรงพยาบาลหนองแค","287","164","57.14","164","0","281","162","162","0","4","2","2","0","2","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","855","805","94.15","805","0","815","802","802","0","23","2","2","0","17","1","1","0"
"10810  :  โรงพยาบาลหนองแซง","821","789","96.10","788","1","814","784","784","0","0","0","0","0","7","5","4","1"
"10811  :  โรงพยาบาลบ้านหมอ","1,196","768","64.21","768","0","1,143","737","737","0","39","24","24","0","14","7","7","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","777","461","59.33","461","0","748","445","445","0","22","13","13","0","7","3","3","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","465","353","75.91","275","78","453","341","269","72","7","7","3","4","5","5","3","2"
"10815  :  โรงพยาบาลมวกเหล็ก","1,380","22","1.59","22","0","1,328","22","22","0","41","0","0","0","11","0","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","593","587","98.99","572","15","568","562","552","10","22","22","19","3","3","3","1","2"
"11485  :  โรงพยาบาลค่ายอดิศร","16","5","31.25","5","0","14","4","4","0","1","1","1","0","1","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","3,865","3,069","79.40","3,025","44","3,828","3,046","3,002","44","8","4","4","0","29","19","19","0"
"10818  :  โรงพยาบาลหนองใหญ่","870","694","79.77","693","1","860","685","684","1","4","3","3","0","6","6","6","0"
"10819  :  โรงพยาบาลบางละมุง","3,941","851","21.59","801","50","3,854","795","788","7","69","44","9","35","18","12","4","8"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","287","187","65.16","187","0","276","180","180","0","7","4","4","0","4","3","3","0"
"10821  :  โรงพยาบาลพานทอง","1,140","621","54.47","621","0","1,116","608","608","0","11","5","5","0","13","8","8","0"
"10822  :  โรงพยาบาลพนัสนิคม","1,674","1,009","60.27","1,009","0","1,552","988","988","0","103","10","10","0","19","11","11","0"
