"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรอง","ร้อยละ","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","20","8","40.00","8","0","20","8","8","0","0","0","0","0","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","4","3","75.00","3","0","4","3","3","0","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","209","91","43.54","91","0","207","90","90","0","0","0","0","0","2","1","1","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,646","518","31.47","518","0","1,611","507","507","0","31","11","11","0","4","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,173","1,154","98.38","1,153","1","1,173","1,154","1,153","1","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","3","2","66.67","2","0","2","2","2","0","1","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,499","436","29.09","436","0","1,402","436","436","0","85","0","0","0","12","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","165","105","63.64","105","0","164","104","104","0","1","1","1","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,336","129","9.66","129","0","1,298","126","126","0","25","1","1","0","13","2","2","0"
"10757  :  โรงพยาบาลบางใหญ่","1,108","24","2.17","24","0","1,084","24","24","0","11","0","0","0","13","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","539","18","3.34","18","0","525","17","17","0","7","1","1","0","7","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","1,493","667","44.68","645","22","1,444","644","623","21","40","20","20","0","9","3","2","1"
"10760  :  โรงพยาบาลปากเกร็ด","1,370","111","8.10","111","0","1,333","110","110","0","29","0","0","0","8","1","1","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","243","101","41.56","101","0","219","91","91","0","14","6","6","0","10","4","4","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","88","17","19.32","17","0","80","14","14","0","6","3","3","0","2","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","669","608","90.88","585","23","650","590","571","19","13","12","8","4","6","6","6","0"
"10762  :  โรงพยาบาลธัญบุรี","1,062","1,028","96.80","1,027","1","1,047","1,017","1,017","0","6","5","5","0","9","6","5","1"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,718","2,654","97.65","2,643","11","2,700","2,642","2,640","2","12","6","0","6","6","6","3","3"
"10764  :  โรงพยาบาลหนองเสือ","914","417","45.62","417","0","901","412","412","0","12","5","5","0","1","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","824","586","71.12","581","5","802","571","570","1","17","11","10","1","5","4","1","3"
"10766  :  โรงพยาบาลลำลูกกา","1","0","0.00","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","622","600","96.46","599","1","607","585","584","1","8","8","8","0","7","7","7","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","2","0","0.00","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","211","138","65.40","134","4","202","137","133","4","7","1","1","0","2","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","2,034","1,456","71.58","1,434","22","2,002","1,441","1,421","20","22","13","11","2","10","2","2","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","41","1","2.44","1","0","40","1","1","0","1","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","580","440","75.86","439","1","564","428","427","1","9","6","6","0","7","6","6","0"
"10771  :  โรงพยาบาลบางบาล","343","333","97.08","327","6","335","325","320","5","8","8","7","1","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,092","831","76.10","828","3","1,065","808","806","2","23","20","19","1","4","3","3","0"
"10773  :  โรงพยาบาลบางปะหัน","429","399","93.01","393","6","413","383","379","4","13","13","11","2","3","3","3","0"
"10774  :  โรงพยาบาลผักไห่","305","241","79.02","240","1","268","215","215","0","35","24","23","1","2","2","2","0"
"10775  :  โรงพยาบาลภาชี","1,232","1,091","88.56","1,083","8","1,208","1,067","1,063","4","17","17","13","4","7","7","7","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","300","120","40.00","116","4","287","111","108","3","5","5","5","0","8","4","3","1"
"10777  :  โรงพยาบาลวังน้อย","636","489","76.89","483","6","621","481","476","5","7","5","4","1","8","3","3","0"
"10778  :  โรงพยาบาลบางซ้าย","554","546","98.56","526","20","540","532","512","20","11","11","11","0","3","3","3","0"
"10779  :  โรงพยาบาลอุทัย","82","71","86.59","71","0","78","69","69","0","4","2","2","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","339","2","0.59","2","0","321","2","2","0","14","0","0","0","4","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","241","96","39.83","94","2","230","94","92","2","8","1","1","0","3","1","1","0"
"10689  :  โรงพยาบาลอ่างทอง","285","282","98.95","275","7","267","266","264","2","8","7","7","0","10","9","4","5"
"10782  :  โรงพยาบาลไชโย","500","480","96.00","480","0","499","480","480","0","1","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","211","9","4.27","7","2","202","9","7","2","7","0","0","0","2","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","711","602","84.67","602","0","635","526","526","0","66","66","66","0","10","10","10","0"
"10786  :  โรงพยาบาลแสวงหา","1,280","242","18.91","233","9","1,193","219","218","1","63","13","11","2","24","10","4","6"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,562","1,471","94.17","1,471","0","1,556","1,465","1,465","0","0","0","0","0","6","6","6","0"
"10788  :  โรงพยาบาลสามโก้","444","415","93.47","411","4","417","394","392","2","22","17","17","0","5","4","2","2"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","449","345","76.84","344","1","432","332","332","0","5","5","5","0","12","8","7","1"
"10789  :  โรงพยาบาลพัฒนานิคม","1,072","877","81.81","877","0","1,039","852","852","0","26","18","18","0","7","7","7","0"
"10790  :  โรงพยาบาลโคกสำโรง","285","283","99.30","282","1","285","283","282","1","0","0","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","66","45","68.18","45","0","63","44","44","0","2","0","0","0","1","1","1","0"
"10792  :  โรงพยาบาลท่าวุ้ง","80","8","10.00","8","0","79","8","8","0","0","0","0","0","1","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","1,060","664","62.64","641","23","1,048","658","635","23","6","3","3","0","6","3","3","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,343","908","67.61","906","2","1,312","889","887","2","20","13","13","0","11","6","6","0"
"10795  :  โรงพยาบาลโคกเจริญ","893","484","54.20","483","1","884","475","474","1","8","8","8","0","1","1","1","0"
"10796  :  โรงพยาบาลลำสนธิ","900","833","92.56","833","0","875","809","809","0","19","19","19","0","6","5","5","0"
"10797  :  โรงพยาบาลหนองม่วง","1,051","309","29.40","304","5","1,027","304","299","5","21","4","4","0","3","1","1","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,041","1,726","84.57","1,725","1","2,004","1,714","1,713","1","23","8","8","0","14","4","4","0"
"10693  :  โรงพยาบาลอินทร์บุรี","565","358","63.36","357","1","561","354","353","1","4","4","4","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","782","428","54.73","407","21","762","414","394","20","16","12","11","1","4","2","2","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,060","465","43.87","407","58","1,012","433","382","51","37","24","20","4","11","8","5","3"
"10800  :  โรงพยาบาลพรหมบุรี","1,010","758","75.05","758","0","1,006","758","758","0","2","0","0","0","2","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","622","438","70.42","437","1","608","435","434","1","12","2","2","0","2","1","1","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","914","911","99.67","873","38","903","900","864","36","3","3","3","0","8","8","6","2"
"10803  :  โรงพยาบาลวัดสิงห์","896","874","97.54","861","13","876","856","845","11","13","12","11","1","7","6","5","1"
"10804  :  โรงพยาบาลสรรพยา","443","399","90.07","398","1","414","373","372","1","25","22","22","0","4","4","4","0"
"10805  :  โรงพยาบาลสรรคบุรี","1,386","1,232","88.89","1,188","44","1,340","1,191","1,153","38","28","26","22","4","18","15","13","2"
"10806  :  โรงพยาบาลหันคา","1,559","1,201","77.04","1,201","0","1,525","1,167","1,167","0","28","28","28","0","6","6","6","0"
"27974  :  โรงพยาบาลหนองมะโมง","17","14","82.35","10","4","16","13","10","3","1","1","0","1","0","0","0","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","2,258","2,206","97.70","2,191","15","2,227","2,179","2,167","12","20","17","15","2","11","10","9","1"
"10808  :  โรงพยาบาลหนองแค","257","66","25.68","66","0","251","64","64","0","3","1","1","0","3","1","1","0"
"10809  :  โรงพยาบาลวิหารแดง","802","758","94.51","758","0","763","756","756","0","34","2","2","0","5","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","797","506","63.49","506","0","778","496","496","0","14","7","7","0","5","3","3","0"
"10811  :  โรงพยาบาลบ้านหมอ","1,142","758","66.37","758","0","1,086","728","728","0","43","24","24","0","13","6","6","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","838","666","79.47","646","20","800","635","617","18","32","25","23","2","6","6","6","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","517","150","29.01","127","23","500","138","122","16","8","6","2","4","9","6","3","3"
"10815  :  โรงพยาบาลมวกเหล็ก","1,073","17","1.58","17","0","1,032","17","17","0","39","0","0","0","2","0","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","546","324","59.34","324","0","518","305","305","0","20","14","14","0","8","5","5","0"
"11485  :  โรงพยาบาลค่ายอดิศร","36","9","25.00","9","0","34","9","9","0","2","0","0","0","0","0","0","0"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","1,217","1,160","95.32","1,160","0","1,180","1,126","1,126","0","22","22","22","0","15","12","12","0"
"10818  :  โรงพยาบาลหนองใหญ่","749","122","16.29","121","1","743","122","121","1","5","0","0","0","1","0","0","0"
"10819  :  โรงพยาบาลบางละมุง","3,448","2,804","81.32","2,799","5","3,348","2,744","2,744","0","89","52","47","5","11","8","8","0"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","381","206","54.07","206","0","287","148","148","0","87","54","54","0","7","4","4","0"
"10821  :  โรงพยาบาลพานทอง","1,001","620","61.94","620","0","963","599","599","0","27","14","14","0","11","7","7","0"
"10822  :  โรงพยาบาลพนัสนิคม","1,959","243","12.40","243","0","1,721","222","222","0","217","20","20","0","21","1","1","0"
