"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรองความเครียด","ร้อยละ","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,247","0","0.00","0","0","0","2,155","0","0","0","0","85","0","0","0","0","7","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,190","60","5.04","60","0","0","1,178","56","56","0","0","10","3","3","0","0","2","1","1","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","2,189","0","0.00","0","0","0","2,183","0","0","0","0","4","0","0","0","0","2","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","528","4","0.76","4","0","0","523","4","4","0","0","3","0","0","0","0","2","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,365","10","0.73","10","0","0","1,323","10","10","0","0","26","0","0","0","0","16","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","1,159","0","0.00","0","0","0","1,135","0","0","0","0","13","0","0","0","0","11","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","478","0","0.00","0","0","0","467","0","0","0","0","6","0","0","0","0","5","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","1,612","3","0.19","2","1","0","1,554","3","2","1","0","41","0","0","0","0","17","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","1,799","0","0.00","0","0","0","1,754","0","0","0","0","33","0","0","0","0","12","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","34","0","0.00","0","0","0","31","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","307","0","0.00","0","0","0","298","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","722","617","85.46","438","179","0","696","592","423","169","0","22","22","12","10","0","4","3","3","0","0"
"10762  :  โรงพยาบาลธัญบุรี","1,966","0","0.00","0","0","0","1,945","0","0","0","0","12","0","0","0","0","9","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,871","0","0.00","0","0","0","2,858","0","0","0","0","8","0","0","0","0","5","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","944","911","96.50","911","0","0","928","895","895","0","0","10","10","10","0","0","6","6","6","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","779","0","0.00","0","0","0","758","0","0","0","0","18","0","0","0","0","3","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","661","0","0.00","0","0","0","647","0","0","0","0","7","0","0","0","0","7","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","270","2","0.74","2","0","0","264","2","2","0","0","4","0","0","0","0","2","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","2,017","0","0.00","0","0","0","1,993","0","0","0","0","11","0","0","0","0","13","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","453","0","0.00","0","0","0","428","0","0","0","0","17","0","0","0","0","8","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","624","2","0.32","2","0","0","615","2","2","0","0","6","0","0","0","0","3","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","338","0","0.00","0","0","0","333","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,456","2","0.14","2","0","0","1,412","2","2","0","0","29","0","0","0","0","15","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","431","0","0.00","0","0","0","413","0","0","0","0","15","0","0","0","0","3","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","323","0","0.00","0","0","0","299","0","0","0","0","24","0","0","0","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","1,122","0","0.00","0","0","0","1,098","0","0","0","0","22","0","0","0","0","2","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","322","7","2.17","7","0","0","300","6","6","0","0","14","0","0","0","0","8","1","1","0","0"
"10777  :  โรงพยาบาลวังน้อย","679","2","0.29","2","0","0","668","2","2","0","0","7","0","0","0","0","4","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","577","0","0.00","0","0","0","561","0","0","0","0","16","0","0","0","0","0","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","82","0","0.00","0","0","0","79","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","345","1","0.29","1","0","0","323","1","1","0","0","14","0","0","0","0","8","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","251","0","0.00","0","0","0","243","0","0","0","0","5","0","0","0","0","3","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","315","0","0.00","0","0","0","305","0","0","0","0","4","0","0","0","0","6","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","498","483","96.99","483","0","0","494","480","480","0","0","3","2","2","0","0","1","1","1","0","0"
"10784  :  โรงพยาบาลป่าโมก","226","4","1.77","4","0","0","218","4","4","0","0","6","0","0","0","0","2","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","739","3","0.41","3","0","0","661","3","3","0","0","68","0","0","0","0","10","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","1,351","0","0.00","0","0","0","1,262","0","0","0","0","79","0","0","0","0","10","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,508","0","0.00","0","0","0","1,476","0","0","0","0","25","0","0","0","0","7","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","432","0","0.00","0","0","0","410","0","0","0","0","20","0","0","0","0","2","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","1,176","969","82.40","951","18","0","1,154","949","932","17","0","19","17","16","1","0","3","3","3","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","1,355","2","0.15","2","0","0","1,341","2","2","0","0","14","0","0","0","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","47","32","68.09","32","0","0","47","32","32","0","0","0","0","0","0","0","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","593","1","0.17","1","0","0","577","1","1","0","0","11","0","0","0","0","5","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","1,084","650","59.96","614","36","0","1,066","641","605","36","0","13","8","8","0","0","5","1","1","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,434","8","0.56","8","0","0","1,416","8","8","0","0","13","0","0","0","0","5","0","0","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","914","1","0.11","1","0","0","911","1","1","0","0","3","0","0","0","0","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","985","3","0.30","3","0","0","954","2","2","0","0","27","1","1","0","0","4","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","1,071","66","6.16","62","4","0","1,057","65","61","4","0","11","1","1","0","0","3","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,242","4","0.18","2","2","0","2,198","3","2","1","0","22","1","0","1","0","22","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","581","1","0.17","1","0","0","579","0","0","0","0","2","1","1","0","0","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","773","0","0.00","0","0","0","755","0","0","0","0","12","0","0","0","0","6","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,096","898","81.93","894","4","0","1,069","876","874","2","0","18","16","16","0","0","9","6","4","2","0"
"10800  :  โรงพยาบาลพรหมบุรี","1,028","128","12.45","117","11","0","1,022","127","116","11","0","3","0","0","0","0","3","1","1","0","0"
"10801  :  โรงพยาบาลท่าช้าง","667","4","0.60","3","1","0","660","4","3","1","0","4","0","0","0","0","3","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","926","627","67.71","627","0","0","906","612","612","0","0","7","5","5","0","0","13","10","10","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","856","325","37.97","319","6","0","838","317","312","5","0","10","5","4","1","0","8","3","3","0","0"
"10804  :  โรงพยาบาลสรรพยา","509","0","0.00","0","0","0","488","0","0","0","0","17","0","0","0","0","4","0","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","1,466","1,184","80.76","1,178","6","0","1,419","1,166","1,162","4","0","28","12","10","2","0","19","6","6","0","0"
