"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรองความเครียด","ร้อยละ","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,892","98","3.39","98","0","0","336","77","77","0","0","18","2","2","0","0","6","1","1","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,658","15","0.90","15","0","0","459","9","9","0","0","3","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","2,080","9","0.43","9","0","0","1,583","9","9","0","0","11","0","0","0","0","9","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","789","9","1.14","9","0","0","153","8","8","0","0","1","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,416","14","0.99","12","2","0","83","9","9","0","0","9","0","0","0","0","3","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","2,851","3","0.11","3","0","0","1,737","3","3","0","0","27","0","0","0","0","13","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","1,842","5","0.27","5","0","0","401","3","3","0","0","4","0","0","0","0","3","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","3,544","75","2.12","75","0","0","728","71","71","0","0","8","0","0","0","0","6","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","4,765","7","0.15","7","0","0","2,757","6","6","0","0","24","0","0","0","0","5","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","344","4","1.16","4","0","0","86","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","820","0","0.00","0","0","0","289","0","0","0","0","5","0","0","0","0","1","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","991","0","0.00","0","0","0","653","0","0","0","0","4","0","0","0","0","2","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","2,048","0","0.00","0","0","0","1,440","0","0","0","0","2","0","0","0","0","1","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,074","0","0.00","0","0","0","1,907","0","0","0","0","6","0","0","0","0","4","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","1,079","329","30.49","329","0","0","334","318","318","0","0","1","1","1","0","0","9","8","8","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,261","2","0.16","2","0","0","295","2","2","0","0","14","0","0","0","0","2","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","758","73","9.63","73","0","0","745","72","72","0","0","2","0","0","0","0","5","1","1","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","2,697","0","0.00","0","0","0","1,130","0","0","0","0","12","0","0","0","0","10","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","571","2","0.35","2","0","0","506","2","2","0","0","44","0","0","0","0","2","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","882","0","0.00","0","0","0","149","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","412","0","0.00","0","0","0","349","0","0","0","0","7","0","0","0","0","1","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,943","2","0.10","2","0","0","1,205","2","2","0","0","10","0","0","0","0","6","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","469","0","0.00","0","0","0","426","0","0","0","0","7","0","0","0","0","5","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","327","306","93.58","301","5","0","301","298","298","0","0","7","5","0","5","0","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","1,432","10","0.70","10","0","0","355","2","2","0","0","3","0","0","0","0","5","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","493","7","1.42","7","0","0","310","5","5","0","0","5","0","0","0","0","9","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","920","1","0.11","1","0","0","684","1","1","0","0","2","0","0","0","0","1","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","748","0","0.00","0","0","0","659","0","0","0","0","21","0","0","0","0","2","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","172","0","0.00","0","0","0","117","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","396","0","0.00","0","0","0","18","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","311","0","0.00","0","0","0","194","0","0","0","0","14","0","0","0","0","2","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","340","0","0.00","0","0","0","296","0","0","0","0","9","0","0","0","0","1","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","588","548","93.20","547","1","0","500","495","494","1","0","27","26","26","0","0","4","4","4","0","0"
"10784  :  โรงพยาบาลป่าโมก","1,195","4","0.33","4","0","0","958","4","4","0","0","7","0","0","0","0","18","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","835","4","0.48","4","0","0","768","3","3","0","0","0","0","0","0","0","1","1","1","0","0"
"10786  :  โรงพยาบาลแสวงหา","1,598","0","0.00","0","0","0","1,422","0","0","0","0","56","0","0","0","0","12","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,785","1","0.06","1","0","0","1,712","1","1","0","0","10","0","0","0","0","2","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","506","1","0.20","1","0","0","489","1","1","0","0","9","0","0","0","0","1","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","1,728","525","30.38","511","14","0","418","361","352","9","0","6","5","5","0","0","5","4","3","1","0"
"10790  :  โรงพยาบาลโคกสำโรง","1,767","1","0.06","1","0","0","1,277","1","1","0","0","100","0","0","0","0","20","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","2,722","49","1.80","49","0","0","54","45","45","0","0","0","0","0","0","0","1","1","1","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","1,144","8","0.70","8","0","0","952","7","7","0","0","32","1","1","0","0","7","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","1,393","194","13.93","190","4","0","300","153","151","2","0","9","8","7","1","0","0","0","0","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","2,014","1,600","79.44","1,600","0","0","1,444","1,406","1,406","0","0","104","101","101","0","0","93","92","92","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","1,209","762","63.03","760","2","0","779","761","759","2","0","0","0","0","0","0","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","1,201","0","0.00","0","0","0","1,052","0","0","0","0","44","0","0","0","0","6","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","1,348","216","16.02","212","4","0","1,089","195","193","2","0","45","10","9","1","0","20","5","5","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,753","0","0.00","0","0","0","2,650","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","700","7","1.00","7","0","0","662","7","7","0","0","4","0","0","0","0","10","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","1,160","261","22.50","261","0","0","779","221","221","0","0","12","2","2","0","0","9","2","2","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,263","3","0.24","3","0","0","1,046","2","2","0","0","13","0","0","0","0","10","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","1,261","20","1.59","20","0","0","1,130","19","19","0","0","17","0","0","0","0","17","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","797","33","4.14","31","2","0","749","33","31","2","0","10","0","0","0","0","12","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","1,077","364","33.80","363","1","0","360","354","353","1","0","3","2","2","0","0","4","2","2","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","1,108","751","67.78","744","7","0","758","744","738","6","0","3","3","3","0","0","0","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","613","1","0.16","0","1","0","554","1","0","1","0","32","0","0","0","0","4","0","0","0","0"
