"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรองความเครียด","ร้อยละ","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","1,646","0","0.00","0","0","0","1,611","0","0","0","0","31","0","0","0","0","4","0","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,173","0","0.00","0","0","0","1,173","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","3","0","0.00","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,499","0","0.00","0","0","0","1,402","0","0","0","0","85","0","0","0","0","12","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","165","0","0.00","0","0","0","164","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,336","12","0.90","12","0","0","1,298","12","12","0","0","25","0","0","0","0","13","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","1,108","0","0.00","0","0","0","1,084","0","0","0","0","11","0","0","0","0","13","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","539","11","2.04","11","0","0","525","10","10","0","0","7","1","1","0","0","7","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","1,493","0","0.00","0","0","0","1,444","0","0","0","0","40","0","0","0","0","9","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","1,370","0","0.00","0","0","0","1,333","0","0","0","0","29","0","0","0","0","8","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","243","6","2.47","6","0","0","219","1","1","0","0","14","4","4","0","0","10","1","1","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","88","0","0.00","0","0","0","80","0","0","0","0","6","0","0","0","0","2","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","669","600","89.69","396","204","0","650","583","384","199","0","13","11","7","4","0","6","6","5","1","0"
"10762  :  โรงพยาบาลธัญบุรี","1,062","0","0.00","0","0","0","1,047","0","0","0","0","6","0","0","0","0","9","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,718","0","0.00","0","0","0","2,700","0","0","0","0","12","0","0","0","0","6","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","914","300","32.82","300","0","0","901","297","297","0","0","12","3","3","0","0","1","0","0","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","824","17","2.06","17","0","0","802","17","17","0","0","17","0","0","0","0","5","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","1","0","0.00","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","622","4","0.64","3","1","0","607","4","3","1","0","8","0","0","0","0","7","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","2","0","0.00","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","211","114","54.03","114","0","0","202","114","114","0","0","7","0","0","0","0","2","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","2,034","0","0.00","0","0","0","2,002","0","0","0","0","22","0","0","0","0","10","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","41","0","0.00","0","0","0","40","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10770  :  โรงพยาบาลบางไทร","580","0","0.00","0","0","0","564","0","0","0","0","9","0","0","0","0","7","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","343","0","0.00","0","0","0","335","0","0","0","0","8","0","0","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,092","0","0.00","0","0","0","1,065","0","0","0","0","23","0","0","0","0","4","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","429","0","0.00","0","0","0","413","0","0","0","0","13","0","0","0","0","3","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","305","0","0.00","0","0","0","268","0","0","0","0","35","0","0","0","0","2","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","1,232","0","0.00","0","0","0","1,208","0","0","0","0","17","0","0","0","0","7","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","300","13","4.33","13","0","0","287","13","13","0","0","5","0","0","0","0","8","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","636","0","0.00","0","0","0","621","0","0","0","0","7","0","0","0","0","8","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","554","1","0.18","1","0","0","540","1","1","0","0","11","0","0","0","0","3","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","82","0","0.00","0","0","0","78","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","339","0","0.00","0","0","0","321","0","0","0","0","14","0","0","0","0","4","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","241","0","0.00","0","0","0","230","0","0","0","0","8","0","0","0","0","3","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","285","0","0.00","0","0","0","267","0","0","0","0","8","0","0","0","0","10","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","500","481","96.20","481","0","0","499","481","481","0","0","1","0","0","0","0","0","0","0","0","0"
"10784  :  โรงพยาบาลป่าโมก","211","2","0.95","2","0","0","202","2","2","0","0","7","0","0","0","0","2","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","711","4","0.56","4","0","0","635","4","4","0","0","66","0","0","0","0","10","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","1,280","1","0.08","1","0","0","1,193","1","1","0","0","63","0","0","0","0","24","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,562","0","0.00","0","0","0","1,556","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"10788  :  โรงพยาบาลสามโก้","444","0","0.00","0","0","0","417","0","0","0","0","22","0","0","0","0","5","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","449","2","0.45","2","0","0","432","2","2","0","0","5","0","0","0","0","12","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","1,072","877","81.81","866","11","0","1,039","848","838","10","0","26","23","22","1","0","7","6","6","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","285","2","0.70","2","0","0","285","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","66","36","54.55","36","0","0","63","36","36","0","0","2","0","0","0","0","1","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","80","3","3.75","3","0","0","79","3","3","0","0","0","0","0","0","0","1","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","1,060","603","56.89","577","26","0","1,048","597","571","26","0","6","3","3","0","0","6","3","3","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,343","8","0.60","8","0","0","1,312","6","6","0","0","20","1","1","0","0","11","1","1","0","0"
"10795  :  โรงพยาบาลโคกเจริญ","893","1","0.11","1","0","0","884","1","1","0","0","8","0","0","0","0","1","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","900","1","0.11","1","0","0","875","1","1","0","0","19","0","0","0","0","6","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","1,051","348","33.11","348","0","0","1,027","346","346","0","0","21","2","2","0","0","3","0","0","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,041","0","0.00","0","0","0","2,004","0","0","0","0","23","0","0","0","0","14","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","565","1","0.18","1","0","0","561","1","1","0","0","4","0","0","0","0","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","782","0","0.00","0","0","0","762","0","0","0","0","16","0","0","0","0","4","0","0","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,060","3","0.28","3","0","0","1,012","3","3","0","0","37","0","0","0","0","11","0","0","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","1,010","238","23.56","238","0","0","1,006","238","238","0","0","2","0","0","0","0","2","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","622","0","0.00","0","0","0","608","0","0","0","0","12","0","0","0","0","2","0","0","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","914","0","0.00","0","0","0","903","0","0","0","0","3","0","0","0","0","8","0","0","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","896","0","0.00","0","0","0","876","0","0","0","0","13","0","0","0","0","7","0","0","0","0"
"10804  :  โรงพยาบาลสรรพยา","443","0","0.00","0","0","0","414","0","0","0","0","25","0","0","0","0","4","0","0","0","0"
"10805  :  โรงพยาบาลสรรคบุรี","1,386","4","0.29","4","0","0","1,340","4","4","0","0","28","0","0","0","0","18","0","0","0","0"
