"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรอง","ร้อยละ","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ","ทั้งหมด","คัดกรอง","ปกติ","ผิดปกติ"
"11552  :  โรงพยาบาลมเหสักข์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11559  :  สถานพยาบาลชินเขตงามวงศ์วาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11560  :  โรงพยาบาลทั่วไปขนาดใหญ่เปาโล เกษตร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11565  :  โรงพยาบาลรามคำแหง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11581  :  โรงพยาบาลผู้สูงอายุขนาดกลางกล้วยน้ำไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11583  :  โรงพยาบาลกล้วยน้ำไท","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11592  :  โรงพยาบาลบางนา1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11595  :  นวมินทร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11597  :  สถาบันกัลยาณ์ราชนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11600  :  โรงพยาบาลเซนต์หลุยส์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11603  :  โรงพยาบาลเทียนฟ้ามูลนิธิโรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11607  :  โรงพยาบาลเปาโลเมโมเรียล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11609  :  โรงพยาบาลพญาไท 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11616  :  โรงพยาบาลสมิติเวชธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11621  :  โรงพยาบาลบางไผ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11626  :  โรงพยาบาลคลองตัน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11628  :  โรงพยาบาลพระราม 9","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11629  :  โรงพยาบาลเพชรเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11640  :  โรงพยาบาลธนบุรี 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11641  :  โรงพยาบาลทั่วไปขนาดกลางโรงพยาบาลวิชัยเวช แยกไฟฉาย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11644  :  โรงพยาบาลเจ้าพระยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11645  :  โรงพยาบาลทั่วไปขนาดใหญ่ธนบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11656  :  โรงพยาบาลเกษมราษฎร์ บางแค","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11661  :  โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11667  :  โรงพยาบาลประชาพัฒน์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11668  :  โรงพยาบาลสุขสวัสดิ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11669  :  โรงพยาบาลราษฏร์บูรณะ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11670  :  โรงพยาบาลบางปะกอก 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11676  :  โรงพยาบาลยันฮี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11686  :  โรงพยาบาลบางโพ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11687  :  โรงพยาบาลเกษมราษฎร์ประชาชื่น","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11691  :  โรงพยาบาลวิภาวดี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11694  :  โรงพยาบาลจักษุรัตนิน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11697  :  โรงพยาบาลคามิลเลียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11699  :  โรงพยาบาลบำรุงราษฎร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11703  :  โรงพยาบาลแพทย์ปัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11708  :  โรงพยาบาลบางมดโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11715  :  โรงพยาบาลพญาไท 1","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11721  :  โรงพยาบาลเปาโลเมโมเรียล โชคชัย 4","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11729  :  โรงพยาบาลลาดพร้าว","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11730  :  โรงพยาบาลไทยนครินทร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11750  :  โรงพยาบาลหัวเฉียวโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11811  :  โรงพยาบาลสมิติเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12243  :  สถาบันพัฒนาสุขภาวะเขตเมือง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12244  :  สถาบันจิตเวชศาสตร์สมเด็จเจ้าพระยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12246  :  สถาบันราชานุกูล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12249  :  สถาบันโรคผิวหนัง","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12250  :  สถาบันมะเร็งแห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12438  :  สถาบันสุขภาพเด็กแห่งชาติมหาราชินี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12439  :  สถาบันประสาทวิทยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13756  :  โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13757  :  โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13814  :  โรงพยาบาลศิริราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14173  :  โรงพยาบาลตำรวจ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14572  :  โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14574  :  โรงพยาบาลพญาไท 3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14577  :  โรงพยาบาลวิภาราม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14641  :  โรงพยาบาลราชพิพัฒน์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14908  :  โรงพยาบาลการุญเวช สุขาภิบาล3","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15049  :  โรงพยาบาลสิรินธร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15147  :  โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21673  :  โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22155  :  โรงพยาบาลครู","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22737  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23762  :  โรงพยาบาลนวุติสมเด็จย่า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23781  :  นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23783  :  โรงพยาบาลเสรีรักษ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24085  :  สถาบันวิจัยการแพทย์แผนไทย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24748  :  โรงพยาบาลศิริราช ปิยมหาราชการุณย์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25015  :  โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25060  :  โรงพยาบาลผู้สูงอายุบางขุนเทียน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41329  :  โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41414  :  โรงพยาบาลทหารอากาศ (สีกัน)","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77665  :  โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10685  :  โรงพยาบาลสมุทรปราการ","10","5","50.00","5","0","10","5","5","0","0","0","0","0","0","0","0","0"
"10752  :  โรงพยาบาลบางบ่อ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10753  :  โรงพยาบาลบางพลี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10754  :  โรงพยาบาลบางจาก","1,028","445","43.29","443","2","1,019","443","441","2","4","0","0","0","5","2","2","0"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,247","85","3.78","85","0","2,155","81","81","0","85","4","4","0","7","0","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,190","1,024","86.05","1,018","6","1,178","1,012","1,006","6","10","10","10","0","2","2","2","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","2,189","2,188","99.95","2,187","1","2,183","2,182","2,181","1","4","4","4","0","2","2","2","0"
"28785  :  โรงพยาบาลบางเสาธง","528","415","78.60","414","1","523","412","411","1","3","1","1","0","2","2","2","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,365","776","56.85","774","2","1,323","764","762","2","26","10","10","0","16","2","2","0"
"10757  :  โรงพยาบาลบางใหญ่","1,159","31","2.67","31","0","1,135","30","30","0","13","0","0","0","11","1","1","0"
"10758  :  โรงพยาบาลบางบัวทอง","478","6","1.26","6","0","467","6","6","0","6","0","0","0","5","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","1,612","165","10.24","165","0","1,554","157","157","0","41","7","7","0","17","1","1","0"
"10760  :  โรงพยาบาลปากเกร็ด","1,799","1,085","60.31","1,085","0","1,754","1,067","1,067","0","33","14","14","0","12","4","4","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","34","16","47.06","16","0","31","15","15","0","3","1","1","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","307","31","10.10","31","0","298","28","28","0","9","3","3","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","722","628","86.98","600","28","696","603","578","25","22","22","19","3","4","3","3","0"
"10762  :  โรงพยาบาลธัญบุรี","1,966","1,951","99.24","1,930","21","1,945","1,932","1,914","18","12","11","11","0","9","8","5","3"
"10763  :  โรงพยาบาลประชาธิปัตย์","2,871","2,533","88.23","2,532","1","2,858","2,527","2,527","0","8","5","4","1","5","1","1","0"
"10764  :  โรงพยาบาลหนองเสือ","944","908","96.19","908","0","928","892","892","0","10","10","10","0","6","6","6","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","779","66","8.47","65","1","758","62","62","0","18","3","3","0","3","1","0","1"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","661","655","99.09","650","5","647","641","637","4","7","7","6","1","7","7","7","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","270","98","36.30","93","5","264","98","93","5","4","0","0","0","2","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","2,017","1,401","69.46","1,399","2","1,993","1,385","1,384","1","11","6","6","0","13","10","9","1"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","453","411","90.73","411","0","428","388","388","0","17","15","15","0","8","8","8","0"
"10770  :  โรงพยาบาลบางไทร","624","417","66.83","417","0","615","412","412","0","6","4","4","0","3","1","1","0"
"10771  :  โรงพยาบาลบางบาล","338","100","29.59","98","2","333","98","97","1","5","2","1","1","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,456","1,354","92.99","1,341","13","1,412","1,314","1,314","0","29","25","25","0","15","15","2","13"
"10773  :  โรงพยาบาลบางปะหัน","431","394","91.42","378","16","413","379","363","16","15","12","12","0","3","3","3","0"
"10774  :  โรงพยาบาลผักไห่","323","300","92.88","300","0","299","278","278","0","24","22","22","0","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","1,122","875","77.99","875","0","1,098","854","854","0","22","19","19","0","2","2","2","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","322","159","49.38","134","25","300","144","121","23","14","13","11","2","8","2","2","0"
"10777  :  โรงพยาบาลวังน้อย","679","438","64.51","437","1","668","433","432","1","7","5","5","0","4","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","577","536","92.89","514","22","561","520","499","21","16","16","15","1","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","82","66","80.49","66","0","79","63","63","0","3","3","3","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","345","335","97.10","322","13","323","313","312","1","14","14","9","5","8","8","1","7"
"10781  :  โรงพยาบาลบ้านแพรก","251","58","23.11","58","0","243","58","58","0","5","0","0","0","3","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","315","306","97.14","297","9","305","298","291","7","4","2","2","0","6","6","4","2"
"10782  :  โรงพยาบาลไชโย","498","482","96.79","482","0","494","480","480","0","3","1","1","0","1","1","1","0"
"10784  :  โรงพยาบาลป่าโมก","226","115","50.88","112","3","218","114","112","2","6","1","0","1","2","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","739","737","99.73","737","0","661","659","659","0","68","68","68","0","10","10","10","0"
"10786  :  โรงพยาบาลแสวงหา","1,351","879","65.06","854","25","1,262","813","811","2","79","61","39","22","10","5","4","1"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,508","1,366","90.58","1,366","0","1,476","1,334","1,334","0","25","25","25","0","7","7","7","0"
"10788  :  โรงพยาบาลสามโก้","432","382","88.43","378","4","410","367","364","3","20","14","13","1","2","1","1","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","1,176","991","84.27","990","1","1,154","972","971","1","19","17","17","0","3","2","2","0"
"10790  :  โรงพยาบาลโคกสำโรง","1,355","1,329","98.08","1,329","0","1,341","1,315","1,315","0","14","14","14","0","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","47","32","68.09","32","0","47","32","32","0","0","0","0","0","0","0","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","593","533","89.88","524","9","577","517","508","9","11","11","11","0","5","5","5","0"
"10793  :  โรงพยาบาลท่าหลวง","1,084","682","62.92","648","34","1,066","672","640","32","13","9","7","2","5","1","1","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,434","1,175","81.94","1,173","2","1,416","1,169","1,167","2","13","4","4","0","5","2","2","0"
"10795  :  โรงพยาบาลโคกเจริญ","914","489","53.50","488","1","911","488","487","1","3","1","1","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","985","862","87.51","858","4","954","833","829","4","27","25","25","0","4","4","4","0"
"10797  :  โรงพยาบาลหนองม่วง","1,071","902","84.22","900","2","1,057","893","891","2","11","7","7","0","3","2","2","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,242","1,765","78.72","1,762","3","2,198","1,731","1,730","1","22","17","16","1","22","17","16","1"
"10693  :  โรงพยาบาลอินทร์บุรี","581","349","60.07","349","0","579","348","348","0","2","1","1","0","0","0","0","0"
"10798  :  โรงพยาบาลบางระจัน","773","635","82.15","626","9","755","620","611","9","12","10","10","0","6","5","5","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,096","426","38.87","354","72","1,069","414","346","68","18","9","5","4","9","3","3","0"
"10800  :  โรงพยาบาลพรหมบุรี","1,028","958","93.19","946","12","1,022","953","941","12","3","2","2","0","3","3","3","0"
"10801  :  โรงพยาบาลท่าช้าง","667","215","32.23","212","3","660","212","209","3","4","2","2","0","3","1","1","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","926","893","96.44","887","6","906","878","873","5","7","6","6","0","13","9","8","1"
"10803  :  โรงพยาบาลวัดสิงห์","856","849","99.18","835","14","838","831","818","13","10","10","9","1","8","8","8","0"
"10804  :  โรงพยาบาลสรรพยา","509","477","93.71","476","1","488","460","459","1","17","13","13","0","4","4","4","0"
"10805  :  โรงพยาบาลสรรคบุรี","1,466","1,227","83.70","1,225","2","1,419","1,207","1,205","2","28","14","14","0","19","6","6","0"
"10806  :  โรงพยาบาลหันคา","1,628","1,549","95.15","1,548","1","1,544","1,473","1,472","1","71","64","64","0","13","12","12","0"
"27974  :  โรงพยาบาลหนองมะโมง","200","175","87.50","165","10","195","171","161","10","4","3","3","0","1","1","1","0"
"27975  :  โรงพยาบาลเนินขาม","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10661  :  โรงพยาบาลสระบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10695  :  โรงพยาบาลพระพุทธบาท","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10807  :  โรงพยาบาลแก่งคอย","2,208","2,099","95.06","2,072","27","2,185","2,079","2,053","26","12","10","9","1","11","10","10","0"
"10808  :  โรงพยาบาลหนองแค","260","9","3.46","9","0","254","9","9","0","3","0","0","0","3","0","0","0"
"10809  :  โรงพยาบาลวิหารแดง","768","26","3.39","24","2","735","26","24","2","30","0","0","0","3","0","0","0"
"10810  :  โรงพยาบาลหนองแซง","855","836","97.78","835","1","824","805","804","1","12","12","12","0","19","19","19","0"
"10811  :  โรงพยาบาลบ้านหมอ","1,179","972","82.44","972","0","1,111","915","915","0","58","49","49","0","10","8","8","0"
"10812  :  โรงพยาบาลดอนพุด","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10813  :  โรงพยาบาลหนองโดน","876","831","94.86","831","0","854","810","810","0","19","18","18","0","3","3","3","0"
"10814  :  โรงพยาบาลเสาไห้เฉลิมพระเกียรติ80พรรษา","491","248","50.51","209","39","477","237","203","34","6","6","4","2","8","5","2","3"
"10815  :  โรงพยาบาลมวกเหล็ก","1,070","28","2.62","28","0","1,031","28","28","0","32","0","0","0","7","0","0","0"
"10816  :  โรงพยาบาลวังม่วงสัทธรรม","572","562","98.25","562","0","535","525","525","0","29","29","29","0","8","8","8","0"
"11485  :  โรงพยาบาลค่ายอดิศร","52","36","69.23","36","0","49","33","33","0","1","1","1","0","2","2","2","0"
"10662  :  โรงพยาบาลชลบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10817  :  โรงพยาบาลบ้านบึง","1,508","793","52.59","792","1","1,455","769","769","0","37","21","21","0","16","3","2","1"
"10818  :  โรงพยาบาลหนองใหญ่","828","661","79.83","661","0","821","655","655","0","2","2","2","0","5","4","4","0"
"10819  :  โรงพยาบาลบางละมุง","4,277","2,951","69.00","2,938","13","4,193","2,911","2,909","2","70","29","21","8","14","11","8","3"
"10820  :  โรงพยาบาลวัดญาณสังวราราม","403","273","67.74","273","0","265","173","173","0","132","96","96","0","6","4","4","0"
"10821  :  โรงพยาบาลพานทอง","1,026","412","40.16","412","0","988","398","398","0","23","8","8","0","15","6","6","0"
"10822  :  โรงพยาบาลพนัสนิคม","2,096","934","44.56","934","0","1,967","919","919","0","118","14","14","0","11","1","1","0"
