"โรงพยาบาล","ประชากรที่มีอายุ 60 ปีขึ้นไป (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดสังคม (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดบ้าน (คน)","ประชากรที่มีอายุ 60 ปีขึ้นไป  ติดเตียง (คน)"
"ทั้งหมด","คัดกรองความเครียด","ร้อยละ","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง","ทั้งหมด","คัดกรองความเครียด","ปกติ","มีปัญหาความเครียด","มีความเครียดสูง"
"10755  :  โรงพยาบาลพระสมุทรเจดีย์สวาทยานนท์","2,720","93","3.42","93","0","0","1,549","85","85","0","0","61","1","1","0","0","15","2","2","0","0"
"11769  :  โรงพยาบาลเซ็นทรัลปาร์ค","1,550","16","1.03","16","0","0","1,078","12","12","0","0","7","0","0","0","0","8","0","0","0","0"
"11775  :  โรงพยาบาลเมืองสมุทรปู่เจ้าสมิงพราย","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12251  :  โรงพยาบาลยุวประสาทไวทโยปถัมภ์","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15138  :  โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก","1,984","11","0.55","11","0","0","1,285","11","11","0","0","19","0","0","0","0","11","0","0","0","0"
"28785  :  โรงพยาบาลบางเสาธง","728","391","53.71","389","2","0","578","362","361","1","0","16","11","11","0","0","7","6","5","1","0"
"10686  :  โรงพยาบาลพระนั่งเกล้า","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10756  :  โรงพยาบาลบางกรวย","1,312","65","4.95","58","7","0","1,011","50","47","3","0","27","2","2","0","0","10","0","0","0","0"
"10757  :  โรงพยาบาลบางใหญ่","2,667","0","0.00","0","0","0","700","0","0","0","0","24","0","0","0","0","7","0","0","0","0"
"10758  :  โรงพยาบาลบางบัวทอง","1,725","2","0.12","2","0","0","395","1","1","0","0","6","0","0","0","0","3","0","0","0","0"
"10759  :  โรงพยาบาลไทรน้อย","3,221","1","0.03","1","0","0","798","1","1","0","0","31","0","0","0","0","14","0","0","0","0"
"10760  :  โรงพยาบาลปากเกร็ด","4,477","0","0.00","0","0","0","2,283","0","0","0","0","25","0","0","0","0","11","0","0","0","0"
"11781  :  โรงพยาบาลนนทเวช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11786  :  โรงพยาบาลอนันต์พัฒนา 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11787  :  โรงพยาบาลเกษมราษฎร์อินเตอร์เนชั่นแนล รัตนาธิเบศร์โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12256  :  สถาบันโรคทรวงอก","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12257  :  สถาบันบำราศนราดูร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12258  :  สถาบันสิรินธรเพื่อการฟื้นฟูสมรรถภาพทางการแพทย์แห่งชาติ","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12260  :  โรงพยาบาลศรีธัญญา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13815  :  ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ","317","0","0.00","0","0","0","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22127  :  โรงพยาบาลชลลดา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28875  :  โรงพยาบาลบางบัวทอง ๒","761","0","0.00","0","0","0","29","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10687  :  โรงพยาบาลปทุมธานี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10761  :  โรงพยาบาลคลองหลวง","938","0","0.00","0","0","0","336","0","0","0","0","6","0","0","0","0","4","0","0","0","0"
"10762  :  โรงพยาบาลธัญบุรี","1,988","0","0.00","0","0","0","1,290","0","0","0","0","4","0","0","0","0","7","0","0","0","0"
"10763  :  โรงพยาบาลประชาธิปัตย์","1,961","0","0.00","0","0","0","1,815","0","0","0","0","3","0","0","0","0","9","0","0","0","0"
"10764  :  โรงพยาบาลหนองเสือ","1,064","816","76.69","816","0","0","806","795","795","0","0","6","6","6","0","0","12","12","12","0","0"
"10765  :  โรงพยาบาลลาดหลุมแก้ว","1,228","0","0.00","0","0","0","1,014","0","0","0","0","8","0","0","0","0","1","0","0","0","0"
"10766  :  โรงพยาบาลลำลูกกา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10767  :  โรงพยาบาลสามโคก","748","0","0.00","0","0","0","628","0","0","0","0","6","0","0","0","0","8","0","0","0","0"
"12262  :  สถาบันบำบัดรักษาและฟื้นฟูผู้ติดยาเสพติดแห่งชาติบรมราชชนนี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14923  :  โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10660  :  โรงพยาบาลพระนครศรีอยุธยา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10688  :  โรงพยาบาลเสนา","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10768  :  โรงพยาบาลท่าเรือ","2,616","0","0.00","0","0","0","2,115","0","0","0","0","5","0","0","0","0","9","0","0","0","0"
"10769  :  โรงพยาบาลสมเด็จพระสังฆราชเจ้า กรมหลวงชินวราลงกรณ (วาสนมหาเถร)","521","502","96.35","502","0","0","495","489","489","0","0","10","10","10","0","0","4","3","3","0","0"
"10770  :  โรงพยาบาลบางไทร","834","0","0.00","0","0","0","264","0","0","0","0","4","0","0","0","0","3","0","0","0","0"
"10771  :  โรงพยาบาลบางบาล","396","0","0.00","0","0","0","361","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"10772  :  โรงพยาบาลบางปะอิน","1,843","0","0.00","0","0","0","1,705","0","0","0","0","16","0","0","0","0","6","0","0","0","0"
"10773  :  โรงพยาบาลบางปะหัน","476","0","0.00","0","0","0","442","0","0","0","0","13","0","0","0","0","3","0","0","0","0"
"10774  :  โรงพยาบาลผักไห่","325","0","0.00","0","0","0","248","0","0","0","0","11","0","0","0","0","1","0","0","0","0"
"10775  :  โรงพยาบาลภาชี","1,346","25","1.86","20","5","0","455","10","7","3","0","9","1","0","1","0","4","0","0","0","0"
"10776  :  โรงพยาบาลลาดบัวหลวง","459","1","0.22","1","0","0","277","1","1","0","0","8","0","0","0","0","7","0","0","0","0"
"10777  :  โรงพยาบาลวังน้อย","890","2","0.22","2","0","0","119","2","2","0","0","12","0","0","0","0","3","0","0","0","0"
"10778  :  โรงพยาบาลบางซ้าย","695","0","0.00","0","0","0","604","0","0","0","0","27","0","0","0","0","2","0","0","0","0"
"10779  :  โรงพยาบาลอุทัย","163","0","0.00","0","0","0","113","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"10780  :  โรงพยาบาลมหาราช","371","0","0.00","0","0","0","16","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10781  :  โรงพยาบาลบ้านแพรก","295","0","0.00","0","0","0","266","0","0","0","0","9","0","0","0","0","1","0","0","0","0"
"10689  :  โรงพยาบาลอ่างทอง","332","1","0.30","1","0","0","316","1","1","0","0","4","0","0","0","0","2","0","0","0","0"
"10782  :  โรงพยาบาลไชโย","585","498","85.13","497","1","0","493","478","478","0","0","7","7","7","0","0","5","5","4","1","0"
"10784  :  โรงพยาบาลป่าโมก","1,144","2","0.17","2","0","0","921","2","2","0","0","16","0","0","0","0","17","0","0","0","0"
"10785  :  โรงพยาบาลโพธิ์ทอง","786","1","0.13","1","0","0","687","1","1","0","0","76","0","0","0","0","15","0","0","0","0"
"10786  :  โรงพยาบาลแสวงหา","1,500","1","0.07","1","0","0","1,366","1","1","0","0","27","0","0","0","0","19","0","0","0","0"
"10787  :  โรงพยาบาลวิเศษชัยชาญ","1,716","2","0.12","2","0","0","1,003","1","1","0","0","162","0","0","0","0","11","1","1","0","0"
"10788  :  โรงพยาบาลสามโก้","503","0","0.00","0","0","0","411","0","0","0","0","3","0","0","0","0","2","0","0","0","0"
"10690  :  โรงพยาบาลพระนารายณ์มหาราช","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10691  :  โรงพยาบาลบ้านหมี่","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10789  :  โรงพยาบาลพัฒนานิคม","1,615","1,037","64.21","1,021","16","0","1,186","876","864","12","0","31","20","19","1","0","3","2","2","0","0"
"10790  :  โรงพยาบาลโคกสำโรง","1,656","50","3.02","49","1","0","758","36","35","1","0","10","0","0","0","0","7","0","0","0","0"
"10791  :  โรงพยาบาลชัยบาดาล","2,582","33","1.28","33","0","0","46","29","29","0","0","0","0","0","0","0","1","1","1","0","0"
"10792  :  โรงพยาบาลท่าวุ้ง","1,072","7","0.65","7","0","0","155","7","7","0","0","7","0","0","0","0","1","0","0","0","0"
"10793  :  โรงพยาบาลท่าหลวง","1,286","679","52.80","677","2","0","1,133","662","661","1","0","23","11","11","0","0","15","3","3","0","0"
"10794  :  โรงพยาบาลสระโบสถ์","1,866","1,514","81.14","1,513","1","0","1,386","1,330","1,330","0","0","109","99","99","0","0","82","68","67","1","0"
"10795  :  โรงพยาบาลโคกเจริญ","1,126","0","0.00","0","0","0","1,050","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"10796  :  โรงพยาบาลลำสนธิ","1,197","3","0.25","3","0","0","821","3","3","0","0","32","0","0","0","0","11","0","0","0","0"
"10797  :  โรงพยาบาลหนองม่วง","1,282","173","13.49","173","0","0","1,135","164","164","0","0","2","0","0","0","0","4","1","1","0","0"
"14199  :  โรงพยาบาลมะเร็งลพบุรี","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14928  :  โรงพยาบาลกองบิน 2","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10692  :  โรงพยาบาลสิงห์บุรี","2,681","2","0.07","1","1","0","2,441","2","1","1","0","25","0","0","0","0","11","0","0","0","0"
"10693  :  โรงพยาบาลอินทร์บุรี","693","8","1.15","8","0","0","533","6","6","0","0","0","0","0","0","0","1","1","1","0","0"
"10798  :  โรงพยาบาลบางระจัน","1,090","707","64.86","703","4","0","1,015","670","666","4","0","7","7","7","0","0","11","11","11","0","0"
"10799  :  โรงพยาบาลค่ายบางระจัน","1,234","1,022","82.82","1,022","0","0","1,000","994","994","0","0","12","12","12","0","0","10","10","10","0","0"
"10800  :  โรงพยาบาลพรหมบุรี","1,183","78","6.59","64","14","0","1,086","74","61","13","0","8","1","0","1","0","10","0","0","0","0"
"10801  :  โรงพยาบาลท่าช้าง","767","698","91.00","698","0","0","739","695","695","0","0","3","0","0","0","0","6","1","1","0","0"
"10694  :  โรงพยาบาลชัยนาทนเรนทร","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10802  :  โรงพยาบาลมโนรมย์","1,029","958","93.10","955","3","0","964","938","935","3","0","7","7","7","0","0","14","11","11","0","0"
"10803  :  โรงพยาบาลวัดสิงห์","1,090","685","62.84","675","10","0","797","656","647","9","0","15","13","13","0","0","8","7","7","0","0"
"10804  :  โรงพยาบาลสรรพยา","590","0","0.00","0","0","0","529","0","0","0","0","37","0","0","0","0","4","0","0","0","0"
